slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
willilo02,Lou Williams,LOS ANGELES LAKERS,HOME,OKLAHOMA CITY THUNDER,LOSS,2097,12,25,5,14,15,15,0,2,1,2,0,1,1,33.2
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,HOME,GOLDEN STATE WARRIORS,LOSS,2269,12,27,6,15,10,12,1,2,10,2,2,3,2,33.0
thompkl01,Klay Thompson,GOLDEN STATE WARRIORS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1941,13,22,7,10,3,4,0,6,5,0,0,0,1,30.3
westbru01,Russell Westbrook,OKLAHOMA CITY THUNDER,AWAY,LOS ANGELES LAKERS,WIN,2074,11,24,1,4,13,16,3,9,7,1,0,6,1,26.7
derozde01,DeMar DeRozan,TORONTO RAPTORS,AWAY,WASHINGTON WIZARDS,WIN,2376,11,24,1,4,12,13,1,7,1,1,1,1,0,26.4
wiggian01,Andrew Wiggins,MINNESOTA TIMBERWOLVES,HOME,CLEVELAND CAVALIERS,LOSS,2369,12,19,3,7,8,12,1,1,3,1,1,3,1,26.3
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1730,8,18,4,11,6,6,0,3,9,1,0,1,2,23.0
smithjr01,J.R. Smith,CLEVELAND CAVALIERS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1146,10,12,5,6,2,2,0,0,0,2,0,0,4,23.0
evansty01,Tyreke Evans,NEW ORLEANS PELICANS,HOME,INDIANA PACERS,LOSS,2299,10,19,3,5,4,4,0,7,5,4,0,4,3,22.1
gallida01,Danilo Gallinari,DENVER NUGGETS,AWAY,MEMPHIS GRIZZLIES,LOSS,2129,8,18,2,6,11,11,2,6,3,0,0,2,2,22.1
duranke01,Kevin Durant,OKLAHOMA CITY THUNDER,AWAY,LOS ANGELES LAKERS,WIN,2374,10,15,2,4,2,2,0,7,2,2,1,2,0,21.7
middlkh01,Khris Middleton,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,WIN,2349,10,18,0,1,7,9,0,3,5,0,0,1,3,19.8
wadedw01,Dwyane Wade,MIAMI HEAT,AWAY,PHOENIX SUNS,WIN,1989,9,14,0,0,9,10,1,1,2,1,2,5,1,19.8
loveke01,Kevin Love,CLEVELAND CAVALIERS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1857,4,11,2,4,10,11,1,8,4,0,1,0,1,19.7
cartemi01,Michael Carter-Williams,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,WIN,2472,5,12,0,1,5,8,2,10,8,5,1,3,2,19.3
greenge01,Gerald Green,MIAMI HEAT,AWAY,PHOENIX SUNS,WIN,2040,7,11,2,5,5,7,0,4,3,1,0,0,1,19.2
anthoca01,Carmelo Anthony,NEW YORK KNICKS,AWAY,SAN ANTONIO SPURS,LOSS,2353,5,15,2,3,8,10,5,7,3,0,2,0,3,18.6
dragigo01,Goran Dragic,MIAMI HEAT,AWAY,PHOENIX SUNS,WIN,2185,8,15,3,5,3,4,1,1,7,2,0,2,4,18.6
porzikr01,Kristaps Porzingis,NEW YORK KNICKS,AWAY,SAN ANTONIO SPURS,LOSS,2005,11,21,3,7,3,4,2,9,0,1,0,3,2,18.6
oladivi01,Victor Oladipo,ORLANDO MAGIC,AWAY,BROOKLYN NETS,WIN,2158,7,11,6,8,0,0,1,8,2,3,1,4,2,18.5
randoza01,Zach Randolph,MEMPHIS GRIZZLIES,HOME,DENVER NUGGETS,WIN,1689,9,19,0,0,6,8,3,3,1,0,3,0,2,18.5
shumpim01,Iman Shumpert,CLEVELAND CAVALIERS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1734,9,19,3,6,2,2,0,3,1,4,0,0,1,18.5
rushbr01,Brandon Rush,GOLDEN STATE WARRIORS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1750,8,9,4,4,0,0,0,4,0,1,1,1,1,18.4
townska01,Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,HOME,CLEVELAND CAVALIERS,LOSS,2120,11,14,0,0,0,0,2,4,3,0,0,2,3,18.1
mahinia01,Ian Mahinmi,INDIANA PACERS,AWAY,NEW ORLEANS PELICANS,WIN,1472,7,12,0,0,3,4,4,6,1,0,4,1,3,16.9
greendr01,Draymond Green,GOLDEN STATE WARRIORS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1991,4,6,0,2,3,4,1,12,10,0,1,2,3,16.8
muhamsh01,Shabazz Muhammad,MINNESOTA TIMBERWOLVES,HOME,CLEVELAND CAVALIERS,LOSS,1572,6,13,2,3,8,10,2,0,2,0,0,1,0,16.3
anderry01,Ryan Anderson,NEW ORLEANS PELICANS,HOME,INDIANA PACERS,LOSS,2196,7,17,4,10,3,4,3,3,2,3,2,3,3,16.1
vucevni01,Nikola Vucevic,ORLANDO MAGIC,AWAY,BROOKLYN NETS,WIN,2167,9,23,0,0,2,2,6,4,4,2,1,2,1,16.0
leonaka01,Kawhi Leonard,SAN ANTONIO SPURS,HOME,NEW YORK KNICKS,WIN,2214,8,19,0,2,3,4,4,8,0,2,2,1,1,15.7
lowryky01,Kyle Lowry,TORONTO RAPTORS,AWAY,WASHINGTON WIZARDS,WIN,2469,8,18,3,6,2,2,1,9,4,4,1,6,2,15.7
porteot01,Otto Porter,WASHINGTON WIZARDS,HOME,TORONTO RAPTORS,LOSS,2186,6,10,1,3,3,3,1,4,3,2,1,1,4,15.5
barnema02,Matt Barnes,MEMPHIS GRIZZLIES,HOME,DENVER NUGGETS,WIN,1963,4,7,3,4,4,4,1,6,3,0,1,1,2,15.2
hensojo01,John Henson,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,WIN,1217,8,9,0,0,0,0,0,3,1,1,1,1,0,15.2
pachuza01,Zaza Pachulia,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,LOSS,1916,4,6,0,0,1,2,8,7,3,1,0,0,4,15.2
harride01,Devin Harris,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,LOSS,1139,7,12,3,7,2,2,0,2,3,0,0,1,1,14.7
kanteen01,Enes Kanter,OKLAHOMA CITY THUNDER,AWAY,LOS ANGELES LAKERS,WIN,1380,6,10,0,1,3,3,4,5,1,0,1,1,1,14.7
jamesle01,LeBron James,CLEVELAND CAVALIERS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1934,5,12,0,4,3,4,0,12,8,1,2,3,1,14.4
allento01,Tony Allen,MEMPHIS GRIZZLIES,HOME,DENVER NUGGETS,WIN,2290,4,5,0,0,2,3,2,7,1,3,1,0,4,14.0
ginobma01,Manu Ginobili,SAN ANTONIO SPURS,HOME,NEW YORK KNICKS,WIN,1334,6,12,2,5,2,2,1,4,3,0,1,0,2,13.9
parketo01,Tony Parker,SAN ANTONIO SPURS,HOME,NEW YORK KNICKS,WIN,1947,7,16,0,2,2,2,0,5,8,0,0,1,1,13.3
denglu01,Luol Deng,MIAMI HEAT,AWAY,PHOENIX SUNS,WIN,1726,3,6,0,1,4,4,0,6,4,2,0,0,1,13.2
knighbr03,Brandon Knight,PHOENIX SUNS,HOME,MIAMI HEAT,LOSS,2193,11,24,1,6,3,3,0,4,4,0,0,4,2,12.8
nowitdi01,Dirk Nowitzki,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,LOSS,2138,6,17,4,10,4,4,2,7,0,1,1,2,3,12.5
bryanko01,Kobe Bryant,LOS ANGELES LAKERS,HOME,OKLAHOMA CITY THUNDER,LOSS,1708,8,20,1,5,2,2,2,2,6,1,0,2,3,12.2
fournev01,Evan Fournier,ORLANDO MAGIC,AWAY,BROOKLYN NETS,WIN,1958,5,8,3,6,0,0,1,0,3,2,0,2,0,12.2
holidjr01,Jrue Holiday,NEW ORLEANS PELICANS,HOME,INDIANA PACERS,LOSS,2115,5,12,1,2,4,6,0,0,4,4,2,3,2,12.2
boshch01,Chris Bosh,MIAMI HEAT,AWAY,PHOENIX SUNS,WIN,2131,5,11,2,4,2,3,0,3,3,2,0,0,2,12.1
adamsst01,Steven Adams,OKLAHOMA CITY THUNDER,AWAY,LOS ANGELES LAKERS,WIN,1362,4,6,0,0,2,2,3,3,2,1,0,0,2,12.0
milescj01,C.J. Miles,INDIANA PACERS,AWAY,NEW ORLEANS PELICANS,WIN,1700,6,12,3,8,0,0,0,7,0,1,1,0,2,12.0
mayooj01,O.J. Mayo,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,WIN,2078,4,8,3,5,0,1,2,3,6,1,1,3,0,11.8
gortama01,Marcin Gortat,WASHINGTON WIZARDS,HOME,TORONTO RAPTORS,LOSS,2117,5,11,0,0,2,2,2,8,3,0,3,2,2,11.5
crabbal01,Allen Crabbe,PORTLAND TRAIL BLAZERS,HOME,GOLDEN STATE WARRIORS,LOSS,1795,8,14,0,4,2,2,0,1,0,2,0,2,1,11.3
gordoaa01,Aaron Gordon,ORLANDO MAGIC,AWAY,BROOKLYN NETS,WIN,1372,6,8,2,3,0,0,2,3,1,0,0,1,4,11.2
nancela02,Larry Nance,LOS ANGELES LAKERS,HOME,OKLAHOMA CITY THUNDER,LOSS,1327,3,4,0,0,2,2,1,5,0,2,1,0,1,10.9
