slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,AWAY,OKLAHOMA CITY THUNDER,WIN,2746,11,21,8,12,10,11,1,5,11,2,0,2,1,38.8
westbru01,Russell Westbrook,OKLAHOMA CITY THUNDER,HOME,PORTLAND TRAIL BLAZERS,LOSS,2316,16,34,1,5,7,9,5,5,6,3,0,2,6,29.6
chandty01,Tyson Chandler,DALLAS MAVERICKS,AWAY,PHOENIX SUNS,LOSS,2019,6,8,0,0,10,12,6,8,2,0,0,0,2,25.2
knighbr03,Brandon Knight,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,LOSS,2011,13,21,4,7,4,4,0,2,5,1,0,4,3,24.4
dienggo01,Gorgui Dieng,MINNESOTA TIMBERWOLVES,AWAY,CLEVELAND CAVALIERS,LOSS,2166,6,10,0,0,8,8,3,8,2,3,4,2,3,23.9
carrode01,DeMarre Carroll,ATLANTA HAWKS,HOME,LOS ANGELES CLIPPERS,WIN,2218,9,12,5,6,2,3,3,7,0,1,0,0,3,23.8
lawsoty01,Ty Lawson,DENVER NUGGETS,AWAY,BROOKLYN NETS,LOSS,2496,10,20,4,8,5,6,0,4,9,0,0,4,1,21.7
griffbl01,Blake Griffin,LOS ANGELES CLIPPERS,AWAY,ATLANTA HAWKS,LOSS,2184,9,17,0,1,3,4,1,7,11,1,1,2,3,21.3
plumlma01,Mason Plumlee,BROOKLYN NETS,HOME,DENVER NUGGETS,WIN,2385,9,14,0,0,1,3,5,8,2,2,3,2,2,20.6
farieke01,Kenneth Faried,DENVER NUGGETS,AWAY,BROOKLYN NETS,LOSS,1917,8,11,0,0,4,5,5,9,2,1,1,3,3,20.2
