slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,HOME,ORLANDO MAGIC,WIN,2240,14,24,7,13,6,6,1,12,3,4,0,5,3,34.0
couside01,DeMarcus Cousins,SACRAMENTO KINGS,AWAY,NEW ORLEANS PELICANS,LOSS,2468,16,29,0,3,8,9,2,14,4,4,1,5,4,32.2
jordade01,DeAndre Jordan,LOS ANGELES CLIPPERS,AWAY,DALLAS MAVERICKS,WIN,2288,6,7,0,0,11,19,4,16,1,2,2,0,1,28.6
walkeke02,Kemba Walker,CHARLOTTE HORNETS,HOME,MINNESOTA TIMBERWOLVES,WIN,2444,12,20,6,9,4,6,1,6,6,0,0,3,1,27.3
paulch01,Chris Paul,LOS ANGELES CLIPPERS,AWAY,DALLAS MAVERICKS,WIN,1669,12,18,2,6,1,1,0,4,7,3,0,1,3,26.1
townska01,Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,AWAY,CHARLOTTE HORNETS,LOSS,2304,11,18,0,0,6,7,1,13,2,1,2,1,3,25.6
allento01,Tony Allen,MEMPHIS GRIZZLIES,AWAY,CLEVELAND CAVALIERS,WIN,2023,11,17,1,1,3,3,1,1,4,5,1,2,4,24.4
greenja01,JaMychal Green,MEMPHIS GRIZZLIES,AWAY,CLEVELAND CAVALIERS,WIN,2192,6,13,0,2,4,4,4,6,6,4,2,1,1,22.1
jamesle01,LeBron James,CLEVELAND CAVALIERS,HOME,MEMPHIS GRIZZLIES,LOSS,2258,11,19,2,4,4,5,2,7,5,1,0,4,2,21.9
ellismo01,Monta Ellis,INDIANA PACERS,HOME,SAN ANTONIO SPURS,WIN,2239,8,13,2,4,8,8,0,1,3,1,2,3,3,20.7
davisan02,Anthony Davis,NEW ORLEANS PELICANS,HOME,SACRAMENTO KINGS,WIN,2269,13,21,1,3,4,9,1,9,1,3,1,5,5,20.3
gasolpa01,Pau Gasol,CHICAGO BULLS,HOME,MILWAUKEE BUCKS,WIN,2107,4,14,0,1,4,5,0,17,13,1,5,1,2,20.3
holidjr01,Jrue Holiday,NEW ORLEANS PELICANS,HOME,SACRAMENTO KINGS,WIN,2139,9,18,1,5,1,1,0,4,10,4,1,3,2,20.1
coleno01,Norris Cole,NEW ORLEANS PELICANS,HOME,SACRAMENTO KINGS,WIN,2384,8,19,1,4,6,7,1,6,6,3,0,1,3,20.0
wiggian01,Andrew Wiggins,MINNESOTA TIMBERWOLVES,AWAY,CHARLOTTE HORNETS,LOSS,2446,11,17,1,1,2,3,2,3,1,1,1,2,1,19.4
irvinky01,Kyrie Irving,CLEVELAND CAVALIERS,HOME,MEMPHIS GRIZZLIES,LOSS,2244,9,16,3,7,6,7,0,2,5,4,1,7,4,19.2
aldrila01,LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,INDIANA PACERS,LOSS,2299,9,20,0,0,5,5,2,10,0,1,2,0,4,17.8
