slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
jamesle01,LeBron James,CLEVELAND CAVALIERS,AWAY,BOSTON CELTICS,WIN,2518,14,24,1,6,9,11,2,7,7,2,0,2,2,33.6
loveke01,Kevin Love,CLEVELAND CAVALIERS,AWAY,BOSTON CELTICS,WIN,2030,9,16,6,9,8,9,1,11,0,1,1,2,3,26.5
thomptr01,Tristan Thompson,CLEVELAND CAVALIERS,AWAY,BOSTON CELTICS,WIN,2046,7,7,0,0,6,10,6,3,2,2,0,1,3,22.6
crowdja01,Jae Crowder,BOSTON CELTICS,HOME,CLEVELAND CAVALIERS,LOSS,2078,8,13,4,6,1,2,4,4,5,0,0,0,5,20.2
bradlav01,Avery Bradley,BOSTON CELTICS,HOME,CLEVELAND CAVALIERS,LOSS,2365,8,16,2,8,3,4,0,4,1,0,0,3,1,11.1
irvinky01,Kyrie Irving,CLEVELAND CAVALIERS,AWAY,BOSTON CELTICS,WIN,2057,4,11,0,3,3,3,0,2,6,2,1,2,2,9.6
brownja02,Jaylen Brown,BOSTON CELTICS,HOME,CLEVELAND CAVALIERS,LOSS,1185,5,7,0,1,0,2,4,5,1,0,0,1,2,9.5
horfoal01,Al Horford,BOSTON CELTICS,HOME,CLEVELAND CAVALIERS,LOSS,2251,4,11,1,3,2,2,4,4,6,1,0,3,4,9.5
thomais02,Isaiah Thomas,BOSTON CELTICS,HOME,CLEVELAND CAVALIERS,LOSS,2295,7,19,2,7,1,3,0,1,10,1,0,4,2,9.2
greenge01,Gerald Green,BOSTON CELTICS,HOME,CLEVELAND CAVALIERS,LOSS,824,4,6,3,5,0,0,0,2,1,0,0,0,2,8.9
smartma01,Marcus Smart,BOSTON CELTICS,HOME,CLEVELAND CAVALIERS,LOSS,1284,2,5,0,3,2,3,1,2,3,2,1,2,6,4.6
smithjr01,J.R. Smith,CLEVELAND CAVALIERS,AWAY,BOSTON CELTICS,WIN,1418,1,2,0,1,0,0,0,3,2,1,0,0,1,3.9
willide02,Derrick Williams,CLEVELAND CAVALIERS,AWAY,BOSTON CELTICS,WIN,186,1,1,1,1,0,0,0,1,0,0,0,0,0,3.0
shumpim01,Iman Shumpert,CLEVELAND CAVALIERS,AWAY,BOSTON CELTICS,WIN,1499,1,6,1,2,0,0,2,3,1,1,0,0,1,2.8
zellety01,Tyler Zeller,BOSTON CELTICS,HOME,CLEVELAND CAVALIERS,LOSS,307,1,1,0,0,1,2,0,0,1,0,0,0,1,2.6
roziete01,Terry Rozier,BOSTON CELTICS,HOME,CLEVELAND CAVALIERS,LOSS,347,1,2,0,1,0,0,0,0,2,0,0,0,0,2.4
fryech01,Channing Frye,CLEVELAND CAVALIERS,AWAY,BOSTON CELTICS,WIN,186,1,3,1,2,0,0,0,0,0,0,0,0,0,1.3
jefferi01,Richard Jefferson,CLEVELAND CAVALIERS,AWAY,BOSTON CELTICS,WIN,734,0,0,0,0,0,0,1,1,1,0,0,0,2,0.9
jonesda02,Dahntay Jones,CLEVELAND CAVALIERS,AWAY,BOSTON CELTICS,WIN,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
johnsam01,Amir Johnson,BOSTON CELTICS,HOME,CLEVELAND CAVALIERS,LOSS,273,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.1
olynyke01,Kelly Olynyk,BOSTON CELTICS,HOME,CLEVELAND CAVALIERS,LOSS,988,1,6,0,2,0,0,0,3,3,0,0,1,2,-0.6
korveky01,Kyle Korver,CLEVELAND CAVALIERS,AWAY,BOSTON CELTICS,WIN,845,1,6,1,6,0,0,0,1,0,0,0,0,1,-0.9
youngja01,James Young,BOSTON CELTICS,HOME,CLEVELAND CAVALIERS,LOSS,203,0,2,0,2,0,0,0,1,0,0,0,0,0,-1.1
willide01,Deron Williams,CLEVELAND CAVALIERS,AWAY,BOSTON CELTICS,WIN,730,0,5,0,1,2,2,0,0,2,0,0,1,2,-1.9
