slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
hardeja01,James Harden,HOUSTON ROCKETS,HOME,WASHINGTON WIZARDS,LOSS,2240,12,20,6,9,10,10,1,6,11,4,0,2,5,41.0
lopezbr01,Brook Lopez,BROOKLYN NETS,AWAY,NEW ORLEANS PELICANS,LOSS,2218,13,23,0,0,7,12,1,9,1,3,4,1,3,27.8
jamesle01,LeBron James,CLEVELAND CAVALIERS,HOME,SAN ANTONIO SPURS,WIN,2049,10,17,0,2,9,11,1,4,7,2,2,2,2,27.7
greenje02,Jeff Green,MEMPHIS GRIZZLIES,HOME,SACRAMENTO KINGS,WIN,1641,11,16,3,5,4,4,0,2,1,3,0,1,2,24.7
anderry01,Ryan Anderson,NEW ORLEANS PELICANS,HOME,BROOKLYN NETS,WIN,1554,8,15,5,9,3,4,2,4,5,2,1,0,2,24.3
ellismo01,Monta Ellis,INDIANA PACERS,HOME,DENVER NUGGETS,WIN,2488,13,28,4,8,2,3,2,7,6,3,0,4,1,23.5
gasolma01,Marc Gasol,MEMPHIS GRIZZLIES,HOME,SACRAMENTO KINGS,WIN,2036,7,14,0,0,8,8,0,6,5,2,5,3,3,21.6
loveke01,Kevin Love,CLEVELAND CAVALIERS,HOME,SAN ANTONIO SPURS,WIN,1881,8,13,3,6,2,2,3,8,3,0,1,1,2,20.6
gayru01,Rudy Gay,SACRAMENTO KINGS,AWAY,MEMPHIS GRIZZLIES,LOSS,2283,6,12,2,3,7,7,2,5,3,1,1,1,1,20.3
hilljo01,Jordan Hill,INDIANA PACERS,HOME,DENVER NUGGETS,WIN,2302,9,13,0,0,2,2,2,5,3,1,6,3,4,20.1
canaais01,Isaiah Canaan,PHILADELPHIA 76ERS,HOME,GOLDEN STATE WARRIORS,LOSS,1803,5,11,5,9,3,3,1,3,2,4,0,0,0,19.3
derozde01,DeMar DeRozan,TORONTO RAPTORS,HOME,DETROIT PISTONS,WIN,2018,10,21,0,1,9,10,2,1,4,2,0,4,4,18.8
holidjr01,Jrue Holiday,NEW ORLEANS PELICANS,HOME,BROOKLYN NETS,WIN,1410,10,19,3,7,3,3,0,0,7,0,0,3,3,17.4
irvinky01,Kyrie Irving,CLEVELAND CAVALIERS,HOME,SAN ANTONIO SPURS,WIN,2189,9,17,0,2,3,4,1,0,6,2,0,1,2,17.4
gortama01,Marcin Gortat,WASHINGTON WIZARDS,AWAY,HOUSTON ROCKETS,WIN,1623,4,4,0,0,5,7,5,6,2,1,2,2,3,16.9
jennibr01,Brandon Jennings,DETROIT PISTONS,AWAY,TORONTO RAPTORS,LOSS,1306,7,14,5,11,3,5,0,4,0,2,1,0,3,16.9
davisan02,Anthony Davis,NEW ORLEANS PELICANS,HOME,BROOKLYN NETS,WIN,2419,9,22,1,2,1,2,6,10,3,0,2,1,2,16.7
leeco01,Courtney Lee,MEMPHIS GRIZZLIES,HOME,SACRAMENTO KINGS,WIN,2023,5,5,3,3,5,6,0,1,1,2,0,2,1,16.7
leonaka01,Kawhi Leonard,SAN ANTONIO SPURS,AWAY,CLEVELAND CAVALIERS,LOSS,2114,7,15,3,7,7,8,1,5,2,0,0,2,2,16.7
thompkl01,Klay Thompson,GOLDEN STATE WARRIORS,AWAY,PHILADELPHIA 76ERS,WIN,1973,14,26,4,10,0,0,0,2,3,0,0,5,1,16.7
youngth01,Thaddeus Young,BROOKLYN NETS,AWAY,NEW ORLEANS PELICANS,LOSS,2046,7,11,0,0,2,2,2,6,4,1,0,2,1,15.7
gallida01,Danilo Gallinari,DENVER NUGGETS,AWAY,INDIANA PACERS,LOSS,2463,8,17,1,4,6,6,0,3,2,1,0,2,0,15.6
arizatr01,Trevor Ariza,HOUSTON ROCKETS,HOME,WASHINGTON WIZARDS,LOSS,2141,5,11,3,6,4,4,1,6,1,1,0,0,0,15.5
smithis01,Ish Smith,PHILADELPHIA 76ERS,HOME,GOLDEN STATE WARRIORS,LOSS,2119,7,19,0,2,2,4,1,4,9,4,0,1,1,15.5
beverpa01,Patrick Beverley,HOUSTON ROCKETS,HOME,WASHINGTON WIZARDS,LOSS,2089,6,10,3,4,0,0,0,3,5,2,0,0,4,15.2
dudleja01,Jared Dudley,WASHINGTON WIZARDS,AWAY,HOUSTON ROCKETS,WIN,2215,5,8,2,5,4,5,0,5,4,1,0,1,4,14.7
biyombi01,Bismack Biyombo,TORONTO RAPTORS,HOME,DETROIT PISTONS,WIN,1270,3,6,0,0,6,8,3,10,0,0,3,0,2,14.6
jokicni01,Nikola Jokic,DENVER NUGGETS,AWAY,INDIANA PACERS,LOSS,2118,7,15,1,2,1,1,3,8,2,5,0,3,4,14.6
howardw01,Dwight Howard,HOUSTON ROCKETS,HOME,WASHINGTON WIZARDS,LOSS,1711,7,11,0,0,6,8,2,5,0,0,0,2,2,14.4
walljo01,John Wall,WASHINGTON WIZARDS,AWAY,HOUSTON ROCKETS,WIN,2142,7,22,1,5,4,5,0,8,13,1,2,4,4,14.3
collida01,Darren Collison,SACRAMENTO KINGS,AWAY,MEMPHIS GRIZZLIES,LOSS,1678,7,14,1,3,5,6,1,1,2,2,0,2,4,13.4
sessira01,Ramon Sessions,WASHINGTON WIZARDS,AWAY,HOUSTON ROCKETS,WIN,1088,5,8,2,2,5,6,0,3,1,1,0,1,3,13.4
covinro01,Robert Covington,PHILADELPHIA 76ERS,HOME,GOLDEN STATE WARRIORS,LOSS,2150,5,11,2,7,0,0,1,12,1,2,1,0,2,13.2
