slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
rosede01,Derrick Rose,CHICAGO BULLS,HOME,NEW ORLEANS HORNETS,WIN,2449,11,24,1,5,9,11,1,1,9,3,2,2,2,27.7
lopezbr01,Brook Lopez,NEW JERSEY NETS,AWAY,DALLAS MAVERICKS,WIN,2174,17,28,0,0,4,5,3,3,1,0,0,2,1,26.1
paulch01,Chris Paul,LOS ANGELES CLIPPERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2230,11,17,1,2,4,6,0,4,6,1,1,1,2,24.0
willide02,Derrick Williams,MINNESOTA TIMBERWOLVES,AWAY,LOS ANGELES CLIPPERS,WIN,1625,9,10,4,4,5,5,1,4,0,0,1,1,3,24.0
dunlemi02,Mike Dunleavy,MILWAUKEE BUCKS,HOME,WASHINGTON WIZARDS,WIN,2004,9,17,5,10,5,5,0,2,1,3,0,1,1,22.6
couside01,DeMarcus Cousins,SACRAMENTO KINGS,HOME,UTAH JAZZ,WIN,1914,8,17,0,1,6,7,8,10,2,1,1,1,4,22.0
griffbl01,Blake Griffin,LOS ANGELES CLIPPERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2233,10,19,0,1,10,14,1,6,4,1,0,3,2,21.6
beaslmi01,Michael Beasley,MINNESOTA TIMBERWOLVES,AWAY,LOS ANGELES CLIPPERS,WIN,1794,11,15,3,3,2,4,0,5,0,0,0,0,1,21.2
noahjo01,Joakim Noah,CHICAGO BULLS,HOME,NEW ORLEANS HORNETS,WIN,2342,7,12,0,0,1,3,6,10,5,2,2,1,2,20.9
harride01,Devin Harris,UTAH JAZZ,AWAY,SACRAMENTO KINGS,LOSS,1871,7,10,3,4,1,2,0,1,7,2,0,0,0,20.6
haywobr01,Brendan Haywood,DALLAS MAVERICKS,HOME,NEW JERSEY NETS,LOSS,1752,7,10,0,0,4,5,5,5,1,1,3,0,4,20.6
lowryky01,Kyle Lowry,HOUSTON ROCKETS,HOME,TORONTO RAPTORS,WIN,2290,8,12,4,4,6,7,0,3,5,0,0,3,4,20.2
irvinky01,Kyrie Irving,CLEVELAND CAVALIERS,HOME,BOSTON CELTICS,LOSS,1635,8,14,3,3,5,5,1,3,3,1,0,2,1,19.7
jordade01,DeAndre Jordan,LOS ANGELES CLIPPERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2170,7,9,0,0,0,0,4,10,0,2,4,0,4,19.5
nowitdi01,Dirk Nowitzki,DALLAS MAVERICKS,HOME,NEW JERSEY NETS,LOSS,2171,7,19,3,4,7,11,4,6,1,3,0,1,0,19.2
goodedr01,Drew Gooden,MILWAUKEE BUCKS,HOME,WASHINGTON WIZARDS,WIN,1401,3,9,0,1,9,11,4,6,3,3,2,1,1,18.8
grangda01,Danny Granger,INDIANA PACERS,HOME,GOLDEN STATE WARRIORS,WIN,1798,9,18,1,3,6,6,0,2,2,2,0,1,1,18.6
walljo01,John Wall,WASHINGTON WIZARDS,AWAY,MILWAUKEE BUCKS,LOSS,2557,5,13,0,1,9,9,0,5,15,1,0,7,0,17.9
georgpa01,Paul George,INDIANA PACERS,HOME,GOLDEN STATE WARRIORS,WIN,1581,4,7,2,2,1,2,0,9,5,4,1,1,1,16.8
youngth01,Thaddeus Young,PHILADELPHIA 76ERS,AWAY,DETROIT PISTONS,WIN,1768,9,17,0,0,2,2,2,6,0,2,2,1,2,16.5
arizatr01,Trevor Ariza,NEW ORLEANS HORNETS,AWAY,CHICAGO BULLS,LOSS,2063,7,12,2,2,0,0,0,8,4,3,1,3,0,16.3
johnsja01,James Johnson,TORONTO RAPTORS,AWAY,HOUSTON ROCKETS,LOSS,2016,6,12,0,2,4,4,2,6,3,3,1,2,2,16.2
booketr01,Trevor Booker,WASHINGTON WIZARDS,AWAY,MILWAUKEE BUCKS,LOSS,1875,9,16,0,0,2,2,5,6,1,0,1,1,5,16.1
singlch01,Chris Singleton,WASHINGTON WIZARDS,AWAY,MILWAUKEE BUCKS,LOSS,2398,4,14,2,4,6,6,6,3,3,1,2,0,4,15.8
allenra02,Ray Allen,BOSTON CELTICS,AWAY,CLEVELAND CAVALIERS,WIN,2112,8,13,4,8,2,2,0,1,2,0,0,1,3,15.6
iguodan01,Andre Iguodala,PHILADELPHIA 76ERS,AWAY,DETROIT PISTONS,WIN,1790,5,8,2,3,0,1,1,4,6,4,0,2,2,15.3
thornma01,Marcus Thornton,SACRAMENTO KINGS,HOME,UTAH JAZZ,WIN,1723,7,14,0,4,7,8,0,3,1,0,0,0,1,14.8
thomptr01,Tristan Thompson,CLEVELAND CAVALIERS,HOME,BOSTON CELTICS,LOSS,1637,5,9,0,0,3,4,6,4,0,0,2,0,1,14.7
thomais02,Isaiah Thomas,SACRAMENTO KINGS,HOME,UTAH JAZZ,WIN,2355,6,12,2,5,4,4,0,2,8,1,0,5,0,14.2
evansma01,Maurice Evans,WASHINGTON WIZARDS,AWAY,MILWAUKEE BUCKS,LOSS,1173,6,7,3,4,0,0,0,3,2,1,0,1,2,14.0
monrogr01,Greg Monroe,DETROIT PISTONS,HOME,PHILADELPHIA 76ERS,LOSS,1848,7,16,0,0,6,7,3,5,3,0,0,2,3,13.7
garneke01,Kevin Garnett,BOSTON CELTICS,AWAY,CLEVELAND CAVALIERS,WIN,1953,5,11,0,0,8,8,1,7,1,1,0,2,3,13.6
