slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
smithjo03,Josh Smith,ATLANTA HAWKS,AWAY,PHOENIX SUNS,WIN,2681,12,23,2,3,4,6,3,14,7,4,3,4,3,30.0
parketo01,Tony Parker,SAN ANTONIO SPURS,AWAY,TORONTO RAPTORS,WIN,2359,11,23,0,1,12,12,0,3,14,1,0,5,2,28.2
rondora01,Rajon Rondo,BOSTON CELTICS,HOME,DETROIT PISTONS,LOSS,2366,15,27,1,1,4,9,2,3,6,4,0,2,1,28.2
martike02,Kevin Martin,HOUSTON ROCKETS,HOME,OKLAHOMA CITY THUNDER,WIN,2272,10,18,4,7,8,8,0,1,3,2,0,1,2,26.0
loveke01,Kevin Love,MINNESOTA TIMBERWOLVES,HOME,CHARLOTTE BOBCATS,WIN,2501,11,21,2,5,6,8,4,14,3,1,0,3,2,25.2
leeda02,David Lee,GOLDEN STATE WARRIORS,HOME,PORTLAND TRAIL BLAZERS,LOSS,2440,13,20,0,0,3,4,4,7,3,0,0,1,3,24.6
nashst01,Steve Nash,PHOENIX SUNS,HOME,ATLANTA HAWKS,LOSS,2352,7,14,1,4,7,8,0,4,16,1,0,4,0,24.0
willide01,Deron Williams,NEW JERSEY NETS,HOME,MEMPHIS GRIZZLIES,LOSS,2190,9,18,4,10,4,4,0,1,11,2,1,4,2,22.9
anderry01,Ryan Anderson,ORLANDO MAGIC,HOME,PHILADELPHIA 76ERS,WIN,1772,9,12,7,10,2,2,1,1,0,1,0,1,1,22.8
speigma01,Marreese Speights,MEMPHIS GRIZZLIES,AWAY,NEW JERSEY NETS,WIN,2292,10,13,0,0,0,1,6,12,1,0,2,0,4,22.8
gayru01,Rudy Gay,MEMPHIS GRIZZLIES,AWAY,NEW JERSEY NETS,WIN,2378,8,15,3,3,6,6,3,3,2,1,0,1,1,21.7
griffbl01,Blake Griffin,LOS ANGELES CLIPPERS,HOME,WASHINGTON WIZARDS,WIN,2063,10,19,0,0,3,5,8,7,3,1,0,1,3,21.5
willilo02,Lou Williams,PHILADELPHIA 76ERS,AWAY,ORLANDO MAGIC,LOSS,1891,7,13,2,4,5,6,1,3,7,1,0,1,1,20.4
conlemi01,Mike Conley,MEMPHIS GRIZZLIES,AWAY,NEW JERSEY NETS,WIN,2257,5,11,1,3,5,5,0,0,10,4,0,0,3,20.1
irvinky01,Kyrie Irving,CLEVELAND CAVALIERS,HOME,INDIANA PACERS,WIN,2231,8,12,3,5,3,4,1,2,5,0,1,1,2,20.1
belinma01,Marco Belinelli,NEW ORLEANS HORNETS,AWAY,MILWAUKEE BUCKS,WIN,2084,7,10,6,7,2,2,2,2,2,0,0,0,3,20.0
derozde01,DeMar DeRozan,TORONTO RAPTORS,HOME,SAN ANTONIO SPURS,LOSS,2241,13,21,1,1,2,2,1,2,2,1,0,2,3,20.0
duranke01,Kevin Durant,OKLAHOMA CITY THUNDER,AWAY,HOUSTON ROCKETS,LOSS,2341,12,26,2,7,7,7,2,6,1,1,1,4,3,20.0
