slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
duranke01,Kevin Durant,OKLAHOMA CITY THUNDER,AWAY,MEMPHIS GRIZZLIES,WIN,2551,11,23,0,6,14,15,2,8,2,1,1,3,3,26.6
westda01,David West,INDIANA PACERS,AWAY,ATLANTA HAWKS,WIN,2397,10,20,0,1,4,4,3,8,6,2,0,1,4,22.1
teaguje01,Jeff Teague,ATLANTA HAWKS,HOME,INDIANA PACERS,LOSS,2428,9,21,2,6,9,9,2,1,2,1,1,1,0,21.7
barnema02,Matt Barnes,LOS ANGELES CLIPPERS,AWAY,GOLDEN STATE WARRIORS,LOSS,2150,7,12,3,7,1,2,7,4,2,1,0,1,1,19.1
westbru01,Russell Westbrook,OKLAHOMA CITY THUNDER,AWAY,MEMPHIS GRIZZLIES,WIN,2361,9,21,1,2,6,6,2,7,5,3,0,4,2,19.1
millspa01,Paul Millsap,ATLANTA HAWKS,HOME,INDIANA PACERS,LOSS,2522,4,13,1,4,7,8,5,13,5,3,2,2,6,19.0
greendr01,Draymond Green,GOLDEN STATE WARRIORS,HOME,LOS ANGELES CLIPPERS,WIN,2435,4,12,1,6,5,6,6,8,4,5,1,3,5,16.9
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,HOME,LOS ANGELES CLIPPERS,WIN,2729,9,24,2,8,4,7,1,3,9,0,0,2,1,15.1
stephla01,Lance Stephenson,INDIANA PACERS,AWAY,ATLANTA HAWKS,WIN,2460,7,13,1,2,6,7,1,8,1,0,0,2,5,14.1
crawfja01,Jamal Crawford,LOS ANGELES CLIPPERS,AWAY,GOLDEN STATE WARRIORS,LOSS,1506,5,13,4,8,5,5,1,1,3,0,0,0,3,13.8
georgpa01,Paul George,INDIANA PACERS,AWAY,ATLANTA HAWKS,WIN,2309,7,18,1,6,9,10,0,8,3,1,0,4,4,13.7
jordade01,DeAndre Jordan,LOS ANGELES CLIPPERS,AWAY,GOLDEN STATE WARRIORS,LOSS,2508,3,3,0,0,3,9,2,17,0,0,4,0,4,13.4
jacksre01,Reggie Jackson,OKLAHOMA CITY THUNDER,AWAY,MEMPHIS GRIZZLIES,WIN,1737,6,9,4,5,0,0,1,4,2,0,1,2,3,12.9
gasolma01,Marc Gasol,MEMPHIS GRIZZLIES,HOME,OKLAHOMA CITY THUNDER,LOSS,1981,6,13,0,0,5,6,0,5,4,1,0,2,2,12.4
johnsja01,James Johnson,MEMPHIS GRIZZLIES,HOME,OKLAHOMA CITY THUNDER,LOSS,1094,4,11,1,4,6,8,4,1,0,1,0,0,1,11.8
randoza01,Zach Randolph,MEMPHIS GRIZZLIES,HOME,OKLAHOMA CITY THUNDER,LOSS,2101,7,14,0,0,2,4,1,7,1,1,0,1,2,10.9
ibakase01,Serge Ibaka,OKLAHOMA CITY THUNDER,AWAY,MEMPHIS GRIZZLIES,WIN,1771,3,6,0,1,2,2,1,6,1,0,4,0,1,10.6
allento01,Tony Allen,MEMPHIS GRIZZLIES,HOME,OKLAHOMA CITY THUNDER,LOSS,1679,5,9,0,0,3,4,1,4,0,1,0,0,3,10.0
speigma01,Marreese Speights,GOLDEN STATE WARRIORS,HOME,LOS ANGELES CLIPPERS,WIN,703,4,7,0,0,4,5,2,4,0,0,1,0,4,10.0
iguodan01,Andre Iguodala,GOLDEN STATE WARRIORS,HOME,LOS ANGELES CLIPPERS,WIN,2080,5,9,1,2,4,9,0,3,2,0,0,1,2,9.2
collida01,Darren Collison,LOS ANGELES CLIPPERS,AWAY,GOLDEN STATE WARRIORS,LOSS,1211,2,8,0,1,8,8,1,0,2,0,0,0,1,8.9
hillge01,George Hill,INDIANA PACERS,AWAY,ATLANTA HAWKS,WIN,2246,5,12,2,5,2,4,1,3,4,0,0,2,1,8.8
butleca01,Caron Butler,OKLAHOMA CITY THUNDER,AWAY,MEMPHIS GRIZZLIES,WIN,1728,2,5,2,4,1,2,0,4,3,1,0,0,0,8.2
willilo02,Lou Williams,ATLANTA HAWKS,HOME,INDIANA PACERS,LOSS,1472,6,12,2,5,2,2,0,1,0,1,0,3,3,7.1
leeda02,David Lee,GOLDEN STATE WARRIORS,HOME,LOS ANGELES CLIPPERS,WIN,1561,4,8,0,0,0,0,3,6,2,1,0,1,6,6.9
crawfjo02,Jordan Crawford,GOLDEN STATE WARRIORS,HOME,LOS ANGELES CLIPPERS,WIN,884,3,9,1,2,1,2,2,1,2,1,0,0,1,6.2
griffbl01,Blake Griffin,LOS ANGELES CLIPPERS,AWAY,GOLDEN STATE WARRIORS,LOSS,2397,8,23,0,2,1,2,2,6,5,0,1,3,6,5.7
carrode01,DeMarre Carroll,ATLANTA HAWKS,HOME,INDIANA PACERS,LOSS,2349,3,7,1,2,0,0,3,1,2,1,0,2,2,5.3
perkike01,Kendrick Perkins,OKLAHOMA CITY THUNDER,AWAY,MEMPHIS GRIZZLIES,WIN,1156,3,4,0,0,0,0,1,6,0,1,0,2,2,5.1
paulch01,Chris Paul,LOS ANGELES CLIPPERS,AWAY,GOLDEN STATE WARRIORS,LOSS,2028,3,10,2,5,1,2,0,5,8,1,0,4,5,4.9
redicjj01,J.J. Redick,LOS ANGELES CLIPPERS,AWAY,GOLDEN STATE WARRIORS,LOSS,1880,4,13,2,10,5,5,1,2,2,0,0,3,6,4.8
barneha02,Harrison Barnes,GOLDEN STATE WARRIORS,HOME,LOS ANGELES CLIPPERS,WIN,1330,2,8,1,2,3,4,1,6,0,0,1,1,1,4.6
korveky01,Kyle Korver,ATLANTA HAWKS,HOME,INDIANA PACERS,LOSS,1801,3,8,3,8,0,0,0,4,2,0,0,1,4,4.6
watsocj01,C.J. Watson,INDIANA PACERS,AWAY,ATLANTA HAWKS,WIN,1610,3,9,1,4,0,0,0,3,0,2,0,0,2,4.0
thompkl01,Klay Thompson,GOLDEN STATE WARRIORS,HOME,LOS ANGELES CLIPPERS,WIN,2482,3,11,1,4,2,2,1,0,1,0,1,0,2,3.8
onealje01,Jermaine O'Neal,GOLDEN STATE WARRIORS,HOME,LOS ANGELES CLIPPERS,WIN,141,1,1,0,0,0,0,2,1,0,0,0,0,0,3.4
davised01,Ed Davis,MEMPHIS GRIZZLIES,HOME,OKLAHOMA CITY THUNDER,LOSS,157,1,1,0,0,0,1,2,0,0,0,0,0,0,2.7
koufoko01,Kosta Koufos,MEMPHIS GRIZZLIES,HOME,OKLAHOMA CITY THUNDER,LOSS,452,1,2,0,0,0,0,1,1,2,0,0,1,0,2.4
copelch01,Chris Copeland,INDIANA PACERS,AWAY,ATLANTA HAWKS,WIN,1108,1,2,1,1,2,2,1,2,0,1,0,3,3,2.1
conlemi01,Mike Conley,MEMPHIS GRIZZLIES,HOME,OKLAHOMA CITY THUNDER,LOSS,1679,2,10,0,2,1,2,1,3,6,1,0,2,3,2.0
adamsst01,Steven Adams,OKLAHOMA CITY THUNDER,AWAY,MEMPHIS GRIZZLIES,WIN,1208,1,2,0,0,0,0,0,3,0,0,5,2,4,1.8
mahinia01,Ian Mahinmi,INDIANA PACERS,AWAY,ATLANTA HAWKS,WIN,1399,0,1,0,0,0,0,2,4,0,1,2,1,4,1.7
millemi01,Mike Miller,MEMPHIS GRIZZLIES,HOME,OKLAHOMA CITY THUNDER,LOSS,1464,2,6,2,4,1,1,0,3,1,0,0,3,2,1.4
