slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
evansty01,Tyreke Evans,NEW ORLEANS PELICANS,HOME,OKLAHOMA CITY THUNDER,WIN,2532,14,26,1,7,12,16,1,8,8,3,0,1,0,37.5
loveke01,Kevin Love,MINNESOTA TIMBERWOLVES,AWAY,GOLDEN STATE WARRIORS,LOSS,2168,11,24,5,9,13,16,2,12,9,0,0,6,2,30.9
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,HOME,MINNESOTA TIMBERWOLVES,WIN,2517,10,21,7,13,5,5,1,4,15,3,0,5,4,30.1
youngni01,Nick Young,LOS ANGELES LAKERS,AWAY,UTAH JAZZ,WIN,2045,14,23,6,11,7,9,0,3,3,0,0,2,2,29.9
ibakase01,Serge Ibaka,OKLAHOMA CITY THUNDER,AWAY,NEW ORLEANS PELICANS,LOSS,2427,7,13,0,2,8,10,6,10,5,1,1,0,2,26.5
greendr01,Draymond Green,GOLDEN STATE WARRIORS,HOME,MINNESOTA TIMBERWOLVES,WIN,2299,7,9,4,5,2,2,2,10,5,4,2,3,4,25.2
cartemi01,Michael Carter-Williams,PHILADELPHIA 76ERS,HOME,BOSTON CELTICS,WIN,2059,9,13,0,0,3,4,1,13,6,4,2,3,3,25.1
randoza01,Zach Randolph,MEMPHIS GRIZZLIES,AWAY,PHOENIX SUNS,WIN,2326,15,25,0,0,2,2,3,6,2,1,0,1,3,24.6
breweco01,Corey Brewer,MINNESOTA TIMBERWOLVES,AWAY,GOLDEN STATE WARRIORS,LOSS,2437,10,13,0,0,2,3,2,1,5,3,0,0,1,24.3
leeda02,David Lee,GOLDEN STATE WARRIORS,HOME,MINNESOTA TIMBERWOLVES,WIN,1709,12,14,0,0,1,2,4,5,1,2,0,1,5,23.6
arizatr01,Trevor Ariza,WASHINGTON WIZARDS,HOME,MIAMI HEAT,WIN,1905,10,13,5,8,0,2,1,2,2,3,0,1,1,23.4
jeffeal01,Al Jefferson,CHARLOTTE BOBCATS,AWAY,ATLANTA HAWKS,WIN,2086,11,17,0,1,5,7,4,11,1,1,0,2,4,22.9
noahjo01,Joakim Noah,CHICAGO BULLS,HOME,ORLANDO MAGIC,WIN,2222,7,16,0,0,4,5,4,6,8,2,1,0,0,22.1
vasqugr01,Greivis Vasquez,TORONTO RAPTORS,HOME,MILWAUKEE BUCKS,WIN,2380,8,12,5,9,4,5,0,2,7,0,0,2,2,22.1
greenje02,Jeff Green,BOSTON CELTICS,AWAY,PHILADELPHIA 76ERS,LOSS,2258,10,16,2,4,5,6,0,3,1,3,2,1,6,22.0
olynyke01,Kelly Olynyk,BOSTON CELTICS,AWAY,PHILADELPHIA 76ERS,LOSS,2117,10,19,2,3,6,7,3,6,3,0,0,2,4,20.7
joneste01,Terrence Jones,HOUSTON ROCKETS,HOME,SAN ANTONIO SPURS,WIN,2377,7,12,0,1,6,7,4,7,1,2,0,1,1,20.2
johnswe01,Wesley Johnson,LOS ANGELES LAKERS,AWAY,UTAH JAZZ,WIN,2275,3,6,2,3,4,4,2,4,4,5,3,1,3,19.3
howardw01,Dwight Howard,HOUSTON ROCKETS,HOME,SAN ANTONIO SPURS,WIN,1885,9,11,0,0,2,4,5,12,0,0,0,2,3,19.0
meeksjo01,Jodie Meeks,LOS ANGELES LAKERS,AWAY,UTAH JAZZ,WIN,2111,8,13,2,3,5,6,0,2,0,3,0,1,1,18.9
dunlemi02,Mike Dunleavy,CHICAGO BULLS,HOME,ORLANDO MAGIC,WIN,2362,8,11,3,4,3,4,0,0,5,0,0,1,2,18.8
kanteen01,Enes Kanter,UTAH JAZZ,HOME,LOS ANGELES LAKERS,LOSS,2247,8,12,0,0,3,4,5,7,2,1,1,3,1,18.7
hilljo01,Jordan Hill,LOS ANGELES LAKERS,AWAY,UTAH JAZZ,WIN,1411,10,13,0,0,1,1,2,4,0,0,1,1,3,17.0
burksal01,Alec Burks,UTAH JAZZ,HOME,LOS ANGELES LAKERS,LOSS,2063,8,10,2,2,4,5,0,3,2,0,0,2,3,16.9
oquinky01,Kyle O'Quinn,ORLANDO MAGIC,AWAY,CHICAGO BULLS,LOSS,1685,9,11,0,1,2,2,1,6,1,0,1,2,3,16.6
nichoan01,Andrew Nicholson,ORLANDO MAGIC,AWAY,CHICAGO BULLS,LOSS,1282,8,9,3,3,0,0,0,4,0,0,1,0,4,16.2
youngth01,Thaddeus Young,PHILADELPHIA 76ERS,HOME,BOSTON CELTICS,WIN,2119,5,16,1,4,4,6,3,4,7,2,3,0,3,16.1
parsoch01,Chandler Parsons,HOUSTON ROCKETS,HOME,SAN ANTONIO SPURS,WIN,2377,7,17,2,7,5,7,1,6,4,0,0,0,1,16.0
beaslmi01,Michael Beasley,MIAMI HEAT,AWAY,WASHINGTON WIZARDS,LOSS,1614,7,12,0,1,4,4,1,4,3,1,1,2,1,15.7
lowryky01,Kyle Lowry,TORONTO RAPTORS,HOME,MILWAUKEE BUCKS,WIN,2202,10,24,3,9,1,1,3,2,4,1,0,1,3,15.5
rondora01,Rajon Rondo,BOSTON CELTICS,AWAY,PHILADELPHIA 76ERS,LOSS,2098,4,8,0,0,0,1,3,8,14,2,0,4,1,15.5
brandel01,Elton Brand,ATLANTA HAWKS,HOME,CHARLOTTE BOBCATS,LOSS,1246,4,5,0,0,4,6,2,5,1,2,3,0,4,15.4
sessira01,Ramon Sessions,MILWAUKEE BUCKS,AWAY,TORONTO RAPTORS,LOSS,2377,7,13,2,2,5,6,1,1,5,1,0,4,1,15.4
butleca01,Caron Butler,OKLAHOMA CITY THUNDER,AWAY,NEW ORLEANS PELICANS,LOSS,1628,6,9,3,5,4,4,0,3,1,2,0,2,4,15.1
hansbty01,Tyler Hansbrough,TORONTO RAPTORS,HOME,MILWAUKEE BUCKS,WIN,1218,4,6,0,0,4,5,5,6,0,3,0,1,3,15.1
