slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
loveke01,Kevin Love,MINNESOTA TIMBERWOLVES,HOME,HOUSTON ROCKETS,LOSS,2524,13,19,5,5,8,10,2,9,1,1,0,5,3,29.7
jackja01,Jarrett Jack,NEW ORLEANS HORNETS,HOME,SAN ANTONIO SPURS,LOSS,2452,12,22,1,3,1,1,0,6,9,0,0,1,2,21.7
mariosh01,Shawn Marion,DALLAS MAVERICKS,HOME,PHOENIX SUNS,WIN,1866,11,21,4,6,3,5,1,3,2,1,0,0,1,21.5
parketo01,Tony Parker,SAN ANTONIO SPURS,AWAY,NEW ORLEANS HORNETS,WIN,2272,8,14,0,1,4,5,0,2,17,0,0,4,0,21.5
duncati01,Tim Duncan,SAN ANTONIO SPURS,AWAY,NEW ORLEANS HORNETS,WIN,2028,11,19,0,0,6,8,1,6,2,1,0,1,2,21.4
westbru01,Russell Westbrook,OKLAHOMA CITY THUNDER,HOME,DETROIT PISTONS,WIN,1775,11,17,0,2,2,2,3,2,6,0,0,2,0,21.4
hardeja01,James Harden,OKLAHOMA CITY THUNDER,HOME,DETROIT PISTONS,WIN,1517,8,11,5,6,3,3,0,5,4,0,0,1,4,21.2
smithjo03,Josh Smith,ATLANTA HAWKS,AWAY,MILWAUKEE BUCKS,WIN,2409,7,14,1,1,4,5,1,12,4,1,3,0,3,20.6
gortama01,Marcin Gortat,PHOENIX SUNS,AWAY,DALLAS MAVERICKS,LOSS,2243,8,15,0,0,3,4,4,13,2,0,3,0,3,20.3
hamilri01,Richard Hamilton,CHICAGO BULLS,HOME,NEW JERSEY NETS,WIN,2541,10,16,2,5,0,0,1,3,10,0,0,2,4,19.8
crawfja01,Jamal Crawford,PORTLAND TRAIL BLAZERS,HOME,SACRAMENTO KINGS,WIN,1918,9,18,2,5,6,7,0,3,5,0,0,1,1,19.6
martike02,Kevin Martin,HOUSTON ROCKETS,AWAY,MINNESOTA TIMBERWOLVES,WIN,2117,10,21,4,10,7,8,0,2,1,1,0,2,2,19.4
arizatr01,Trevor Ariza,NEW ORLEANS HORNETS,HOME,SAN ANTONIO SPURS,LOSS,2183,7,13,2,3,2,2,3,3,5,3,0,1,3,19.0
rosede01,Derrick Rose,CHICAGO BULLS,HOME,NEW JERSEY NETS,WIN,2179,9,16,2,5,2,2,0,5,8,1,0,3,3,18.3
farmajo01,Jordan Farmar,NEW JERSEY NETS,AWAY,CHICAGO BULLS,LOSS,1927,7,9,3,3,5,6,0,2,4,0,0,3,1,18.1
garneke01,Kevin Garnett,BOSTON CELTICS,HOME,ORLANDO MAGIC,WIN,1711,5,9,0,0,4,4,3,7,2,5,2,3,2,17.9
johnsjo02,Joe Johnson,ATLANTA HAWKS,AWAY,MILWAUKEE BUCKS,WIN,2486,9,21,0,2,8,8,2,3,1,2,0,2,1,17.5
mahinia01,Ian Mahinmi,DALLAS MAVERICKS,HOME,PHOENIX SUNS,WIN,1712,4,7,0,0,9,12,4,5,2,0,3,2,2,17.5
gayru01,Rudy Gay,MEMPHIS GRIZZLIES,AWAY,GOLDEN STATE WARRIORS,WIN,2639,10,21,0,1,3,6,3,6,4,3,2,4,2,17.4
wallage01,Gerald Wallace,PORTLAND TRAIL BLAZERS,HOME,SACRAMENTO KINGS,WIN,2093,9,12,1,1,1,3,2,6,2,2,1,3,4,17.1
jennibr01,Brandon Jennings,MILWAUKEE BUCKS,HOME,ATLANTA HAWKS,LOSS,2373,8,21,3,7,0,0,0,5,12,2,2,3,2,17.0
noahjo01,Joakim Noah,CHICAGO BULLS,HOME,NEW JERSEY NETS,WIN,1802,5,8,0,0,6,7,4,6,4,0,0,2,1,17.0
lowryky01,Kyle Lowry,HOUSTON ROCKETS,AWAY,MINNESOTA TIMBERWOLVES,WIN,2570,4,13,1,4,7,8,1,9,10,3,0,4,2,16.7
boozeca01,Carlos Boozer,CHICAGO BULLS,HOME,NEW JERSEY NETS,WIN,1976,6,9,0,0,2,2,2,7,2,2,2,1,2,16.6
ridnolu01,Luke Ridnour,MINNESOTA TIMBERWOLVES,HOME,HOUSTON ROCKETS,LOSS,2146,6,11,0,1,5,6,0,3,8,2,0,2,3,16.6
dragigo01,Goran Dragic,HOUSTON ROCKETS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1379,5,7,0,1,4,5,0,2,3,3,0,0,0,16.4
iguodan01,Andre Iguodala,PHILADELPHIA 76ERS,HOME,WASHINGTON WIZARDS,WIN,1929,3,5,1,2,0,2,1,6,11,2,1,1,2,15.0
piercpa01,Paul Pierce,BOSTON CELTICS,HOME,ORLANDO MAGIC,WIN,1990,6,14,1,3,6,6,0,5,7,0,0,3,0,15.0
allento01,Tony Allen,MEMPHIS GRIZZLIES,AWAY,GOLDEN STATE WARRIORS,WIN,2186,4,9,0,1,4,5,5,3,0,5,1,2,1,14.6
duranke01,Kevin Durant,OKLAHOMA CITY THUNDER,HOME,DETROIT PISTONS,WIN,1762,9,13,0,2,2,3,1,4,2,2,0,4,2,14.6
landrca01,Carl Landry,NEW ORLEANS HORNETS,HOME,SAN ANTONIO SPURS,LOSS,1914,5,11,0,2,8,9,3,5,2,0,0,2,2,14.1
ellismo01,Monta Ellis,GOLDEN STATE WARRIORS,HOME,MEMPHIS GRIZZLIES,LOSS,2245,8,12,3,7,1,2,0,4,5,2,1,7,2,14.0
bassbr01,Brandon Bass,BOSTON CELTICS,HOME,ORLANDO MAGIC,WIN,2041,8,14,0,0,3,3,2,6,1,0,0,1,4,13.7
youngth01,Thaddeus Young,PHILADELPHIA 76ERS,HOME,WASHINGTON WIZARDS,WIN,1551,5,10,0,0,4,7,1,6,4,0,1,0,1,13.4
brandel01,Elton Brand,PHILADELPHIA 76ERS,HOME,WASHINGTON WIZARDS,WIN,1750,8,14,0,0,1,2,3,6,1,1,0,1,4,13.0
leeda02,David Lee,GOLDEN STATE WARRIORS,HOME,MEMPHIS GRIZZLIES,LOSS,2174,5,11,0,0,3,4,3,9,5,1,1,2,5,12.9
conlemi01,Mike Conley,MEMPHIS GRIZZLIES,AWAY,GOLDEN STATE WARRIORS,WIN,2285,8,17,2,5,2,2,0,1,9,1,0,5,3,12.7
willide01,Deron Williams,NEW JERSEY NETS,AWAY,CHICAGO BULLS,LOSS,1887,7,14,0,3,2,2,0,2,10,0,0,4,0,12.6
garcifr01,Francisco Garcia,SACRAMENTO KINGS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1463,4,5,2,2,2,2,0,0,2,1,0,0,0,12.5
hillgr01,Grant Hill,PHOENIX SUNS,AWAY,DALLAS MAVERICKS,LOSS,2066,6,10,1,1,6,7,2,6,2,2,0,8,1,12.2
holidjr01,Jrue Holiday,PHILADELPHIA 76ERS,HOME,WASHINGTON WIZARDS,WIN,2205,8,15,1,3,0,1,1,3,4,1,0,1,4,12.1
meeksjo01,Jodie Meeks,PHILADELPHIA 76ERS,HOME,WASHINGTON WIZARDS,WIN,1579,5,9,3,5,2,2,1,4,1,0,0,0,3,12.1
ilyaser01,Ersan Ilyasova,MILWAUKEE BUCKS,HOME,ATLANTA HAWKS,LOSS,1663,3,7,0,0,4,7,5,6,0,2,0,0,1,12.0
