slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
lawsoty01,Ty Lawson,DENVER NUGGETS,HOME,LOS ANGELES LAKERS,WIN,2299,9,19,1,3,6,7,1,3,7,2,0,0,2,22.6
teaguje01,Jeff Teague,ATLANTA HAWKS,AWAY,BOSTON CELTICS,LOSS,2838,9,16,0,2,5,6,1,3,6,1,2,2,3,20.0
mcgeeja01,JaVale McGee,DENVER NUGGETS,HOME,LOS ANGELES LAKERS,WIN,1704,8,12,0,0,0,2,6,9,2,2,3,1,4,19.8
garneke01,Kevin Garnett,BOSTON CELTICS,HOME,ATLANTA HAWKS,WIN,2520,9,18,0,0,2,2,2,11,1,1,4,1,3,18.0
johnsjo02,Joe Johnson,ATLANTA HAWKS,AWAY,BOSTON CELTICS,LOSS,2759,11,28,3,7,4,5,1,7,2,2,1,2,2,17.5
hawessp01,Spencer Hawes,PHILADELPHIA 76ERS,HOME,CHICAGO BULLS,WIN,1940,7,15,1,1,6,6,2,7,2,1,0,1,2,17.4
bynuman01,Andrew Bynum,LOS ANGELES LAKERS,AWAY,DENVER NUGGETS,LOSS,2469,5,11,0,0,8,8,4,8,2,0,2,2,3,17.1
holidjr01,Jrue Holiday,PHILADELPHIA 76ERS,HOME,CHICAGO BULLS,WIN,1858,5,10,0,2,7,9,3,3,6,1,1,2,5,16.1
rondora01,Rajon Rondo,BOSTON CELTICS,HOME,ATLANTA HAWKS,WIN,2920,7,22,0,1,3,4,3,11,12,4,0,6,1,15.4
gasolpa01,Pau Gasol,LOS ANGELES LAKERS,AWAY,DENVER NUGGETS,LOSS,2395,7,13,1,2,1,2,1,6,3,0,4,1,4,14.1
piercpa01,Paul Pierce,BOSTON CELTICS,HOME,ATLANTA HAWKS,WIN,2826,3,12,1,3,14,14,0,5,2,2,1,4,4,13.8
noahjo01,Joakim Noah,CHICAGO BULLS,AWAY,PHILADELPHIA 76ERS,LOSS,1581,4,7,0,0,4,4,2,5,1,0,2,0,2,12.9
farieke01,Kenneth Faried,DENVER NUGGETS,HOME,LOS ANGELES LAKERS,WIN,2142,6,16,0,0,0,0,6,9,2,1,1,0,3,12.0
