slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,WIN,2125,13,20,4,6,9,9,1,8,6,0,0,4,3,32.3
leonaka01,Kawhi Leonard,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,WIN,1923,10,21,0,3,15,15,3,2,3,5,0,2,1,31.7
duranke01,Kevin Durant,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,LOSS,2196,11,18,1,3,4,5,0,10,4,2,2,0,2,26.8
johnsjo02,Joe Johnson,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1830,12,16,3,4,2,2,0,4,3,1,0,2,0,24.9
irvinky01,Kyrie Irving,CLEVELAND CAVALIERS,HOME,NEW YORK KNICKS,WIN,1788,12,22,4,7,1,1,1,1,4,2,0,0,1,23.8
aldrila01,LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,WIN,2111,10,20,1,1,5,6,8,6,3,1,0,2,1,23.7
greendr01,Draymond Green,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,LOSS,1957,7,14,2,5,2,2,5,7,6,5,1,2,2,23.7
jamesle01,LeBron James,CLEVELAND CAVALIERS,HOME,NEW YORK KNICKS,WIN,1943,9,14,0,3,1,2,3,8,14,0,1,4,3,22.2
hoodro01,Rodney Hood,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2259,9,17,3,7,5,5,0,2,1,2,1,0,3,20.5
loveke01,Kevin Love,CLEVELAND CAVALIERS,HOME,NEW YORK KNICKS,WIN,1498,6,15,2,6,9,12,2,10,2,3,0,2,3,19.3
mccolcj01,CJ McCollum,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,WIN,2076,8,16,2,2,7,7,1,1,3,1,0,3,3,16.9
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,LOSS,2046,9,18,3,10,5,6,0,3,4,0,0,4,1,15.9
hillge01,George Hill,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2325,7,18,1,6,4,4,0,2,6,2,1,1,2,14.9
simmojo02,Jonathon Simmons,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,WIN,1690,8,14,3,5,1,3,1,3,3,0,1,2,2,14.2
millspa02,Patty Mills,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,WIN,1071,4,9,3,5,0,0,0,1,5,4,0,0,1,13.7
crabbal01,Allen Crabbe,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,WIN,1749,6,10,4,5,2,2,0,3,3,0,0,2,2,13.6
goberru01,Rudy Gobert,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2457,4,7,0,0,4,4,4,10,2,0,2,3,3,13.1
jefferi01,Richard Jefferson,CLEVELAND CAVALIERS,HOME,NEW YORK KNICKS,WIN,1547,5,7,2,3,1,2,0,4,1,2,0,2,1,11.2
vonleno01,Noah Vonleh,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,WIN,966,5,5,1,1,0,0,0,1,0,0,1,0,1,10.1
porzikr01,Kristaps Porzingis,NEW YORK KNICKS,AWAY,CLEVELAND CAVALIERS,LOSS,1968,5,13,3,5,3,6,4,3,0,1,2,2,5,9.8
anthoca01,Carmelo Anthony,NEW YORK KNICKS,AWAY,CLEVELAND CAVALIERS,LOSS,1805,8,18,1,4,2,2,1,4,3,1,0,4,5,8.6
davised01,Ed Davis,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,WIN,1447,2,3,0,0,2,2,3,4,1,0,1,0,2,8.6
holidju01,Justin Holiday,NEW YORK KNICKS,AWAY,CLEVELAND CAVALIERS,LOSS,1587,2,7,2,3,2,2,1,5,2,1,0,0,0,8.5
dunlemi02,Mike Dunleavy,CLEVELAND CAVALIERS,HOME,NEW YORK KNICKS,WIN,1352,2,3,0,1,0,0,0,4,2,3,0,0,0,8.3
ginobma01,Manu Ginobili,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,WIN,1252,4,10,2,6,0,0,0,5,2,1,0,0,1,8.1
aminual01,Al-Farouq Aminu,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,WIN,1704,3,6,2,3,1,1,0,4,1,1,0,1,0,7.9
rosede01,Derrick Rose,NEW YORK KNICKS,AWAY,CLEVELAND CAVALIERS,LOSS,1775,7,17,1,2,2,2,2,1,1,0,1,4,1,6.6
leeda02,David Lee,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,WIN,668,2,4,0,0,2,2,3,3,2,0,0,2,1,6.0
macksh01,Shelvin Mack,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,LOSS,888,2,5,0,1,0,0,0,1,4,2,0,0,1,6.0
anderky01,Kyle Anderson,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,WIN,1344,1,1,1,1,0,0,2,2,0,1,0,0,1,5.3
jennibr01,Brandon Jennings,NEW YORK KNICKS,AWAY,CLEVELAND CAVALIERS,LOSS,1274,1,7,0,4,5,6,1,2,5,0,0,1,2,5.1
kuzmimi01,Mindaugas Kuzminskas,NEW YORK KNICKS,AWAY,CLEVELAND CAVALIERS,LOSS,554,3,5,1,3,0,0,0,1,0,0,0,0,0,5.0
liggide01,DeAndre Liggins,CLEVELAND CAVALIERS,HOME,NEW YORK KNICKS,WIN,720,2,3,0,0,0,0,0,3,3,0,1,1,1,5.0
turneev01,Evan Turner,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,WIN,1561,1,7,0,0,1,1,0,5,5,1,1,0,1,4.8
bertada01,Davis Bertans,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,WIN,221,2,2,1,1,0,0,0,1,0,0,0,0,0,4.7
parketo01,Tony Parker,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,WIN,1588,4,9,1,2,0,0,0,3,4,0,0,2,4,4.4
bakerro01,Ron Baker,NEW YORK KNICKS,AWAY,CLEVELAND CAVALIERS,LOSS,404,2,3,1,1,0,0,0,1,0,0,0,0,0,4.0
dedmode01,Dewayne Dedmon,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,WIN,994,1,4,0,0,0,0,4,4,0,1,2,1,3,3.8
fryech01,Channing Frye,CLEVELAND CAVALIERS,HOME,NEW YORK KNICKS,WIN,849,2,6,2,5,0,0,2,2,0,1,1,1,4,3.7
jonesja02,James Jones,CLEVELAND CAVALIERS,HOME,NEW YORK KNICKS,WIN,330,1,2,1,1,2,2,0,0,0,0,0,0,1,3.6
mccawpa01,Patrick McCaw,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,LOSS,540,1,3,0,2,0,0,0,0,2,1,1,0,0,3.4
exumda01,Dante Exum,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,LOSS,500,2,4,0,1,1,1,1,1,0,0,0,0,2,3.2
noahjo01,Joakim Noah,NEW YORK KNICKS,AWAY,CLEVELAND CAVALIERS,LOSS,1171,0,1,0,0,0,0,1,5,3,1,0,1,1,3.2
smithjr01,J.R. Smith,CLEVELAND CAVALIERS,HOME,NEW YORK KNICKS,WIN,1514,3,13,2,8,0,0,0,3,2,1,0,0,1,3.0
thompkl01,Klay Thompson,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,LOSS,2001,5,13,1,6,0,0,0,1,2,0,0,1,4,3.0
anderch01,Chris Andersen,CLEVELAND CAVALIERS,HOME,NEW YORK KNICKS,WIN,334,1,1,0,0,0,0,0,0,0,0,1,0,0,2.4
iguodan01,Andre Iguodala,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,LOSS,1608,1,3,0,2,0,0,1,1,3,1,0,1,3,2.2
