slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
gayru01,Rudy Gay,MEMPHIS GRIZZLIES,AWAY,INDIANA PACERS,WIN,2378,11,20,3,3,5,5,4,4,5,5,1,1,4,31.0
boozeca01,Carlos Boozer,CHICAGO BULLS,AWAY,DETROIT PISTONS,WIN,2191,12,20,0,0,7,9,5,6,3,1,0,2,5,25.4
griffbl01,Blake Griffin,LOS ANGELES CLIPPERS,HOME,PHOENIX SUNS,WIN,2254,8,11,0,0,12,16,4,8,4,0,0,3,6,24.5
ridnolu01,Luke Ridnour,MINNESOTA TIMBERWOLVES,AWAY,CLEVELAND CAVALIERS,WIN,1656,7,12,5,5,4,4,0,5,6,1,0,1,2,22.3
nashst01,Steve Nash,PHOENIX SUNS,AWAY,LOS ANGELES CLIPPERS,LOSS,2185,8,19,2,6,3,3,1,3,15,0,0,0,2,22.2
parketo01,Tony Parker,SAN ANTONIO SPURS,HOME,WASHINGTON WIZARDS,WIN,2134,8,15,1,2,3,3,0,6,14,1,0,3,1,21.9
grangda01,Danny Granger,INDIANA PACERS,HOME,MEMPHIS GRIZZLIES,LOSS,2315,8,20,3,9,10,12,1,4,3,2,1,3,3,19.9
johnsjo02,Joe Johnson,ATLANTA HAWKS,AWAY,NEW ORLEANS HORNETS,LOSS,2325,8,16,3,6,4,5,0,5,4,1,0,0,0,19.9
paulch01,Chris Paul,NEW ORLEANS HORNETS,HOME,ATLANTA HAWKS,WIN,2202,10,17,0,2,2,3,1,3,8,0,0,1,0,19.9
billuch01,Chauncey Billups,DENVER NUGGETS,HOME,PHILADELPHIA 76ERS,LOSS,2201,6,10,4,6,8,8,0,3,4,1,0,4,2,19.3
gasolma01,Marc Gasol,MEMPHIS GRIZZLIES,AWAY,INDIANA PACERS,WIN,2286,7,11,0,0,3,5,1,7,7,0,2,1,3,18.2
ginobma01,Manu Ginobili,SAN ANTONIO SPURS,HOME,WASHINGTON WIZARDS,WIN,1739,8,13,5,7,0,0,0,0,1,3,0,1,1,17.4
holidjr01,Jrue Holiday,PHILADELPHIA 76ERS,AWAY,DENVER NUGGETS,WIN,1550,8,12,1,3,5,7,0,2,3,1,0,1,4,17.1
pietrmi01,Mickael Pietrus,PHOENIX SUNS,AWAY,LOS ANGELES CLIPPERS,LOSS,1636,9,14,5,8,2,2,0,3,0,1,0,2,4,17.1
parkean01,Anthony Parker,CLEVELAND CAVALIERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2315,9,18,3,9,0,0,1,6,7,1,0,3,1,17.0
youngth01,Thaddeus Young,PHILADELPHIA 76ERS,AWAY,DENVER NUGGETS,WIN,1781,10,18,0,0,0,0,5,2,2,2,1,2,2,16.8
beaslmi01,Michael Beasley,MINNESOTA TIMBERWOLVES,AWAY,CLEVELAND CAVALIERS,WIN,2501,10,25,2,2,6,6,3,3,1,1,0,1,4,16.6
loveke01,Kevin Love,MINNESOTA TIMBERWOLVES,AWAY,CLEVELAND CAVALIERS,WIN,2285,4,9,2,3,6,6,6,12,1,2,0,4,3,16.6
lewisra02,Rashard Lewis,WASHINGTON WIZARDS,AWAY,SAN ANTONIO SPURS,LOSS,2544,8,19,4,8,1,1,2,10,2,1,1,1,3,16.2
brandel01,Elton Brand,PHILADELPHIA 76ERS,AWAY,DENVER NUGGETS,WIN,2378,7,16,0,0,2,2,7,10,0,1,3,2,2,15.8
hillgr01,Grant Hill,PHOENIX SUNS,AWAY,LOS ANGELES CLIPPERS,LOSS,2220,7,14,0,1,5,5,2,5,3,2,0,2,5,15.0
princta01,Tayshaun Prince,DETROIT PISTONS,HOME,CHICAGO BULLS,LOSS,2046,8,15,0,0,1,1,2,2,6,1,2,3,1,14.9
rosede01,Derrick Rose,CHICAGO BULLS,AWAY,DETROIT PISTONS,WIN,2474,9,23,0,3,5,6,1,11,8,2,0,6,2,14.9
davisba01,Baron Davis,LOS ANGELES CLIPPERS,HOME,PHOENIX SUNS,WIN,1789,7,12,1,4,0,0,0,3,9,1,1,2,4,14.7
gordoer01,Eric Gordon,LOS ANGELES CLIPPERS,HOME,PHOENIX SUNS,WIN,2433,10,21,4,10,0,0,0,2,3,1,0,2,1,14.6
hinriki01,Kirk Hinrich,WASHINGTON WIZARDS,AWAY,SAN ANTONIO SPURS,LOSS,2122,7,10,1,1,0,0,0,2,7,2,0,4,1,13.9
okafoem01,Emeka Okafor,NEW ORLEANS HORNETS,HOME,ATLANTA HAWKS,WIN,1966,6,9,0,0,2,5,5,10,1,0,0,1,3,13.9
stuckro01,Rodney Stuckey,DETROIT PISTONS,HOME,CHICAGO BULLS,LOSS,2286,6,12,0,0,4,5,2,3,4,1,0,0,5,13.7
willima01,Mo Williams,CLEVELAND CAVALIERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2367,6,16,2,3,3,3,1,4,11,1,1,5,3,13.3
westda01,David West,NEW ORLEANS HORNETS,HOME,ATLANTA HAWKS,WIN,2184,8,14,0,0,2,4,1,3,2,0,0,0,1,13.2
jamisan01,Antawn Jamison,CLEVELAND CAVALIERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2233,10,21,2,3,2,4,1,5,2,0,1,3,2,13.0
willima02,Marvin Williams,ATLANTA HAWKS,AWAY,NEW ORLEANS HORNETS,LOSS,1987,5,11,1,3,7,7,2,3,0,0,0,2,0,12.6
meeksjo01,Jodie Meeks,PHILADELPHIA 76ERS,AWAY,DENVER NUGGETS,WIN,1982,3,12,2,5,9,10,0,1,1,1,0,0,0,11.4
hilarne01,Nene Hilario,DENVER NUGGETS,HOME,PHILADELPHIA 76ERS,LOSS,2181,4,6,0,0,5,5,2,7,0,0,2,3,3,11.1
randoza01,Zach Randolph,MEMPHIS GRIZZLIES,AWAY,INDIANA PACERS,WIN,2099,7,16,0,0,4,7,1,15,1,0,0,2,3,11.1
arizatr01,Trevor Ariza,NEW ORLEANS HORNETS,HOME,ATLANTA HAWKS,WIN,2376,5,11,2,6,0,0,1,9,0,3,0,1,3,10.5
hillge01,George Hill,SAN ANTONIO SPURS,HOME,WASHINGTON WIZARDS,WIN,959,3,3,2,2,3,4,0,1,2,1,0,1,3,10.2
mayooj01,O.J. Mayo,MEMPHIS GRIZZLIES,AWAY,INDIANA PACERS,WIN,1475,5,14,2,4,5,5,2,4,2,0,0,2,3,10.0
villach01,Charlie Villanueva,DETROIT PISTONS,HOME,CHICAGO BULLS,LOSS,1727,5,15,0,5,2,2,3,7,1,2,1,0,3,9.9
armsthi01,Hilton Armstrong,WASHINGTON WIZARDS,AWAY,SAN ANTONIO SPURS,LOSS,1731,1,5,0,0,4,4,5,8,2,0,0,0,1,9.8
conlemi01,Mike Conley,MEMPHIS GRIZZLIES,AWAY,INDIANA PACERS,WIN,2332,2,7,0,1,0,1,0,6,10,2,1,1,2,9.2
foyera01,Randy Foye,LOS ANGELES CLIPPERS,HOME,PHOENIX SUNS,WIN,1026,2,5,2,4,4,4,0,0,3,0,0,0,1,9.0
afflaar01,Arron Afflalo,DENVER NUGGETS,HOME,PHILADELPHIA 76ERS,LOSS,2126,6,11,0,4,2,2,0,3,0,0,1,0,4,8.7
smithjo03,Josh Smith,ATLANTA HAWKS,AWAY,NEW ORLEANS HORNETS,LOSS,1679,3,10,0,3,4,4,2,10,2,0,1,0,5,8.7
hamilri01,Richard Hamilton,DETROIT PISTONS,HOME,CHICAGO BULLS,LOSS,2184,6,14,1,3,2,2,0,4,3,0,0,2,1,8.5
aminual01,Al-Farouq Aminu,LOS ANGELES CLIPPERS,HOME,PHOENIX SUNS,WIN,1315,4,7,0,2,1,2,2,2,1,1,1,1,1,8.3
mcgratr01,Tracy McGrady,DETROIT PISTONS,HOME,CHICAGO BULLS,LOSS,1724,7,13,1,2,0,0,0,2,1,0,0,1,2,8.2
varejan01,Anderson Varejao,CLEVELAND CAVALIERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2502,3,6,0,0,0,2,3,9,2,2,0,1,3,8.2
smithjr01,J.R. Smith,DENVER NUGGETS,HOME,PHILADELPHIA 76ERS,LOSS,2205,4,14,1,9,0,0,2,9,3,2,1,1,2,7.9
gortama01,Marcin Gortat,PHOENIX SUNS,AWAY,LOS ANGELES CLIPPERS,LOSS,1628,5,10,0,0,1,2,2,3,1,1,1,1,4,7.7
fryech01,Channing Frye,PHOENIX SUNS,AWAY,LOS ANGELES CLIPPERS,LOSS,2096,5,12,1,6,1,1,0,6,1,2,0,1,4,7.5
lawsoty01,Ty Lawson,DENVER NUGGETS,HOME,PHILADELPHIA 76ERS,LOSS,1960,4,12,1,3,5,6,3,0,4,0,0,3,3,7.5
dunlemi02,Mike Dunleavy,INDIANA PACERS,HOME,MEMPHIS GRIZZLIES,LOSS,1726,4,12,2,5,0,0,0,8,2,2,0,0,4,7.4
jefferi01,Richard Jefferson,SAN ANTONIO SPURS,HOME,WASHINGTON WIZARDS,WIN,1910,2,5,1,4,0,0,0,9,3,1,0,1,0,7.1
jordade01,DeAndre Jordan,LOS ANGELES CLIPPERS,HOME,PHOENIX SUNS,WIN,1519,3,3,0,0,3,10,1,10,1,0,0,1,4,7.1
fosteje01,Jeff Foster,INDIANA PACERS,HOME,MEMPHIS GRIZZLIES,LOSS,1066,2,5,0,0,2,2,2,4,1,1,2,0,5,7.0
iguodan01,Andre Iguodala,PHILADELPHIA 76ERS,AWAY,DENVER NUGGETS,WIN,2399,3,12,0,1,3,10,2,6,5,2,1,1,1,7.0
flynnjo01,Jonny Flynn,MINNESOTA TIMBERWOLVES,AWAY,CLEVELAND CAVALIERS,WIN,1224,4,11,1,2,2,2,0,1,4,0,0,1,1,6.6
sessira01,Ramon Sessions,CLEVELAND CAVALIERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,1073,2,3,0,1,1,2,0,2,5,0,0,1,0,6.4
fordtj01,T.J. Ford,INDIANA PACERS,HOME,MEMPHIS GRIZZLIES,LOSS,1230,2,6,0,1,0,0,2,6,4,1,1,2,0,6.3
hibbero01,Roy Hibbert,INDIANA PACERS,HOME,MEMPHIS GRIZZLIES,LOSS,1850,5,17,0,0,4,7,3,7,0,0,0,0,2,6.3
jackja01,Jarrett Jack,NEW ORLEANS HORNETS,HOME,ATLANTA HAWKS,WIN,1331,4,11,0,3,2,2,0,1,3,0,0,0,0,6.3
blairde01,DeJuan Blair,SAN ANTONIO SPURS,HOME,WASHINGTON WIZARDS,WIN,1344,4,11,0,0,0,0,4,0,1,2,0,0,3,6.2
bonnema01,Matt Bonner,SAN ANTONIO SPURS,HOME,WASHINGTON WIZARDS,WIN,1667,4,8,1,3,0,0,2,2,0,0,0,0,2,6.2
thornal01,Al Thornton,WASHINGTON WIZARDS,AWAY,SAN ANTONIO SPURS,LOSS,1693,5,10,0,1,1,2,1,2,1,0,0,1,1,6.2
howarjo01,Josh Howard,WASHINGTON WIZARDS,AWAY,SAN ANTONIO SPURS,LOSS,1434,4,12,0,1,3,4,2,4,0,1,0,1,1,6.0
turneev01,Evan Turner,PHILADELPHIA 76ERS,AWAY,DENVER NUGGETS,WIN,1650,4,11,0,1,0,1,1,2,3,3,0,0,5,5.9
anderch01,Chris Andersen,DENVER NUGGETS,HOME,PHILADELPHIA 76ERS,LOSS,1125,1,2,0,0,1,2,1,10,0,1,0,0,2,5.5
nealga01,Gary Neal,SAN ANTONIO SPURS,HOME,WASHINGTON WIZARDS,WIN,1428,4,10,0,5,1,1,0,2,1,1,0,0,1,5.5
rushbr01,Brandon Rush,INDIANA PACERS,HOME,MEMPHIS GRIZZLIES,LOSS,1719,2,6,2,4,1,2,0,3,2,3,1,3,2,5.4
moonja01,Jamario Moon,CLEVELAND CAVALIERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,1474,2,8,0,5,0,0,2,4,3,1,1,0,1,5.2
pondequ01,Quincy Pondexter,NEW ORLEANS HORNETS,HOME,ATLANTA HAWKS,WIN,334,2,2,0,0,1,1,0,0,0,1,0,0,1,5.0
willija04,Jawad Williams,CLEVELAND CAVALIERS,HOME,MINNESOTA TIMBERWOLVES,LOSS,1411,3,6,3,5,0,0,0,0,0,0,0,0,3,4.8
