slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
wadedw01,Dwyane Wade,MIAMI HEAT,HOME,NEW YORK KNICKS,WIN,2295,13,28,1,7,13,16,2,7,2,2,1,0,2,31.2
aldrila01,LaMarcus Aldridge,PORTLAND TRAIL BLAZERS,AWAY,DENVER NUGGETS,LOSS,2210,9,17,0,0,0,0,6,7,4,3,7,1,3,24.5
stoudam01,Amar'e Stoudemire,NEW YORK KNICKS,AWAY,MIAMI HEAT,LOSS,2584,10,23,0,1,10,12,4,3,1,2,2,1,1,23.5
davised01,Ed Davis,TORONTO RAPTORS,AWAY,DALLAS MAVERICKS,WIN,1859,6,8,0,0,5,8,4,8,0,3,3,0,2,22.1
arenagi01,Gilbert Arenas,ORLANDO MAGIC,AWAY,CLEVELAND CAVALIERS,WIN,1910,8,15,5,8,1,1,0,6,11,3,0,5,3,21.0
denglu01,Luol Deng,CHICAGO BULLS,HOME,MILWAUKEE BUCKS,WIN,2539,9,15,1,4,5,6,1,4,2,1,1,0,2,20.9
piercpa01,Paul Pierce,BOSTON CELTICS,AWAY,INDIANA PACERS,WIN,2140,8,14,3,3,2,2,0,5,7,0,0,0,3,19.6
parketo01,Tony Parker,SAN ANTONIO SPURS,HOME,LOS ANGELES LAKERS,WIN,2041,10,18,0,2,3,4,1,1,3,2,0,0,0,19.1
billuch01,Chauncey Billups,DENVER NUGGETS,HOME,PORTLAND TRAIL BLAZERS,WIN,1800,7,11,2,3,2,2,0,4,9,0,1,2,2,18.5
rosede01,Derrick Rose,CHICAGO BULLS,HOME,MILWAUKEE BUCKS,WIN,2390,7,17,3,4,1,1,1,5,12,1,0,2,1,18.1
boozeca01,Carlos Boozer,CHICAGO BULLS,HOME,MILWAUKEE BUCKS,WIN,2181,10,16,0,0,4,6,1,8,3,1,1,4,3,17.7
hilarne01,Nene Hilario,DENVER NUGGETS,HOME,PORTLAND TRAIL BLAZERS,WIN,1595,6,7,0,0,5,6,1,6,1,1,1,1,2,17.2
