number,name,position,height,weight,birth_date,experience,college,team
40,Jeremy Evans,SF,6-9,200,"October 24, 1987",3,Western Kentucky University,UTAH JAZZ
15,Derrick Favors,PF,6-10,265,"July 15, 1991",3,Georgia Institute of Technology,UTAH JAZZ
8,Diante Garrett,PG,6-4,190,"November 3, 1988",1,Iowa State University,UTAH JAZZ
27,Rudy Gobert,C,7-1,245,"June 26, 1992",R,,UTAH JAZZ
33,Mike Harris,PF,6-6,240,"June 15, 1983",3,Rice University,UTAH JAZZ
20,Gordon Hayward,SF,6-8,225,"March 23, 1990",3,Butler University,UTAH JAZZ
24,Richard Jefferson,SF,6-7,233,"June 21, 1980",12,University of Arizona,UTAH JAZZ
0,Enes Kanter,C,6-11,250,"May 20, 1992",2,,UTAH JAZZ
5,John Lucas III,PG,5-11,166,"November 21, 1982",5,"Baylor University, Oklahoma State University",UTAH JAZZ
25,Brandon Rush,SG,6-6,220,"July 7, 1985",5,University of Kansas,UTAH JAZZ
22,Malcolm Thomas,PF,6-9,225,"November 8, 1988",2,"Pepperdine University, San Diego State University",UTAH JAZZ
6,Jamaal Tinsley,PG,6-3,195,"February 28, 1978",10,Iowa State University,UTAH JAZZ
2,Marvin Williams,PF,6-9,237,"June 19, 1986",8,University of North Carolina,UTAH JAZZ
22,Matt Barnes,SF,6-7,226,"March 9, 1980",10,"University of California, Los Angeles",LOS ANGELES CLIPPERS
25,Reggie Bullock,SF,6-7,205,"March 16, 1991",R,University of North Carolina,LOS ANGELES CLIPPERS
2,Darren Collison,PG,6-0,175,"August 23, 1987",4,"University of California, Los Angeles",LOS ANGELES CLIPPERS
11,Jamal Crawford,SG,6-5,185,"March 20, 1980",13,University of Michigan,LOS ANGELES CLIPPERS
0,Glen Davis,PF,6-9,289,"January 1, 1986",6,Louisiana State University,LOS ANGELES CLIPPERS
9,Jared Dudley,SF,6-7,237,"July 10, 1985",6,Boston College,LOS ANGELES CLIPPERS
33,Danny Granger,SF,6-9,222,"April 20, 1983",8,"Bradley University, University of New Mexico",LOS ANGELES CLIPPERS
34,Willie Green,SG,6-4,200,"July 28, 1981",10,University of Detroit Mercy,LOS ANGELES CLIPPERS
32,Blake Griffin,PF,6-10,250,"March 16, 1989",3,University of Oklahoma,LOS ANGELES CLIPPERS
15,Ryan Hollins,PF,7-0,240,"October 10, 1984",7,"University of California, Los Angeles",LOS ANGELES CLIPPERS
1,Stephen Jackson,SF,6-8,218,"April 5, 1978",13,Butler County Community College,LOS ANGELES CLIPPERS
33,Antawn Jamison,PF,6-8,223,"June 12, 1976",15,University of North Carolina,LOS ANGELES CLIPPERS
6,DeAndre Jordan,C,6-11,265,"July 21, 1988",5,Texas A&M University,LOS ANGELES CLIPPERS
7,Darius Morris,PG,6-4,190,"January 3, 1991",2,University of Michigan,LOS ANGELES CLIPPERS
0,Byron Mullens,C,7-0,275,"February 14, 1989",4,Ohio State University,LOS ANGELES CLIPPERS
3,Chris Paul,PG,6-0,175,"May 6, 1985",8,Wake Forest University,LOS ANGELES CLIPPERS
4,J.J. Redick,SG,6-4,200,"June 24, 1984",7,Duke University,LOS ANGELES CLIPPERS
8,Hedo Turkoglu,SF,6-10,220,"March 19, 1979",13,,LOS ANGELES CLIPPERS
18,Sasha Vujacic,SG,6-7,195,"March 8, 1984",7,,LOS ANGELES CLIPPERS
5,Maalik Wayns,PG,6-2,200,"May 2, 1991",1,Villanova University,LOS ANGELES CLIPPERS
57,Hilton Armstrong,C,6-11,235,"November 11, 1984",5,University of Connecticut,GOLDEN STATE WARRIORS
40,Harrison Barnes,SF,6-8,225,"May 30, 1992",1,University of North Carolina,GOLDEN STATE WARRIORS
20,Kent Bazemore,SG,6-5,201,"July 1, 1989",1,Old Dominion University,GOLDEN STATE WARRIORS
25,Steve Blake,PG,6-3,172,"February 26, 1980",10,University of Maryland,GOLDEN STATE WARRIORS
12,Andrew Bogut,C,7-0,260,"November 28, 1984",8,University of Utah,GOLDEN STATE WARRIORS
2,MarShon Brooks,SG,6-5,200,"January 26, 1989",2,Providence College,GOLDEN STATE WARRIORS
55,Jordan Crawford,SG,6-4,195,"October 23, 1988",3,"Indiana University, Xavier University",GOLDEN STATE WARRIORS
30,Stephen Curry,PG,6-3,190,"March 14, 1988",4,Davidson College,GOLDEN STATE WARRIORS
21,Dewayne Dedmon,C,7-0,245,"August 12, 1989",R,University of Southern California,GOLDEN STATE WARRIORS
0,Toney Douglas,PG,6-2,195,"March 16, 1986",4,"Auburn University, Florida State University",GOLDEN STATE WARRIORS
23,Draymond Green,SF,6-7,230,"March 4, 1990",1,Michigan State University,GOLDEN STATE WARRIORS
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",9,University of Arizona,GOLDEN STATE WARRIORS
1,Ognjen Kuzmic,C,7-1,251,"May 16, 1990",R,,GOLDEN STATE WARRIORS
10,David Lee,PF,6-9,245,"April 29, 1983",8,University of Florida,GOLDEN STATE WARRIORS
8,Nemanja Nedovic,SG,6-3,192,"June 16, 1991",R,,GOLDEN STATE WARRIORS
7,Jermaine O'Neal,PF,6-11,226,"October 13, 1978",17,,GOLDEN STATE WARRIORS
5,Marreese Speights,C,6-10,255,"August 4, 1987",5,University of Florida,GOLDEN STATE WARRIORS
11,Klay Thompson,SG,6-7,215,"February 8, 1990",2,Washington State University,GOLDEN STATE WARRIORS
10,Leandro Barbosa,PG,6-3,194,"November 28, 1982",10,,PHOENIX SUNS
2,Eric Bledsoe,PG,6-1,205,"December 9, 1989",3,University of Kentucky,PHOENIX SUNS
25,Dionte Christmas,SF,6-5,205,"September 15, 1986",R,Temple University,PHOENIX SUNS
1,Goran Dragic,SG,6-3,190,"May 6, 1986",5,,PHOENIX SUNS
8,Channing Frye,PF,7-0,255,"May 17, 1983",7,University of Arizona,PHOENIX SUNS
20,Archie Goodwin,SG,6-5,200,"August 17, 1994",R,University of Kentucky,PHOENIX SUNS
14,Gerald Green,SG,6-7,205,"January 26, 1986",6,,PHOENIX SUNS
55,Viacheslav Kravtsov,C,7-0,260,"August 25, 1987",1,,PHOENIX SUNS
21,Alex Len,C,7-1,250,"June 16, 1993",R,University of Maryland,PHOENIX SUNS
15,Marcus Morris,SF,6-9,235,"September 2, 1989",2,University of Kansas,PHOENIX SUNS
11,Markieff Morris,PF,6-10,245,"September 2, 1989",2,University of Kansas,PHOENIX SUNS
22,Miles Plumlee,C,6-11,249,"September 1, 1988",1,Duke University,PHOENIX SUNS
43,Shavlik Randolph,PF,6-10,240,"November 24, 1983",6,Duke University,PHOENIX SUNS
3,Ish Smith,PG,6-0,175,"July 5, 1988",3,Wake Forest University,PHOENIX SUNS
17,P.J. Tucker,SF,6-6,245,"May 5, 1985",2,University of Texas at Austin,PHOENIX SUNS
5,Quincy Acy,SF,6-7,240,"October 6, 1990",1,Baylor University,SACRAMENTO KINGS
15,DeMarcus Cousins,C,6-11,270,"August 13, 1990",3,University of Kentucky,SACRAMENTO KINGS
9,Jared Cunningham,SG,6-4,195,"May 22, 1991",1,Oregon State University,SACRAMENTO KINGS
30,Reggie Evans,PF,6-8,245,"May 18, 1980",11,University of Iowa,SACRAMENTO KINGS
7,Jimmer Fredette,SG,6-2,195,"February 25, 1989",2,Brigham Young University,SACRAMENTO KINGS
8,Rudy Gay,SF,6-8,230,"August 17, 1986",7,University of Connecticut,SACRAMENTO KINGS
33,Aaron Gray,C,7-0,270,"December 7, 1984",6,University of Pittsburgh,SACRAMENTO KINGS
42,Chuck Hayes,C,6-6,240,"June 11, 1983",8,University of Kentucky,SACRAMENTO KINGS
0,Orlando Johnson,SG,6-5,220,"March 11, 1989",1,"Loyola Marymount University, University of California, Santa Barbara",SACRAMENTO KINGS
24,Carl Landry,PF,6-9,248,"September 19, 1983",6,Purdue University,SACRAMENTO KINGS
33,Luc Mbah a Moute,SF,6-8,230,"September 9, 1986",5,"University of California, Los Angeles",SACRAMENTO KINGS
3,Ray McCallum,PG,6-3,190,"June 12, 1991",R,University of Detroit Mercy,SACRAMENTO KINGS
16,Ben McLemore,SG,6-5,201,"February 11, 1993",R,University of Kansas,SACRAMENTO KINGS
55,Hamady N'Diaye,C,7-0,235,"January 12, 1987",2,Rutgers University,SACRAMENTO KINGS
25,Travis Outlaw,SF,6-9,210,"September 18, 1984",10,,SACRAMENTO KINGS
9,Patrick Patterson,PF,6-9,230,"March 14, 1989",3,University of Kentucky,SACRAMENTO KINGS
5,John Salmons,SF,6-7,210,"December 12, 1979",11,University of Miami,SACRAMENTO KINGS
22,Isaiah Thomas,PG,5-9,185,"February 7, 1989",2,University of Washington,SACRAMENTO KINGS
34,Jason Thompson,PF,6-11,250,"July 21, 1986",5,Rider University,SACRAMENTO KINGS
23,Marcus Thornton,SG,6-4,205,"June 5, 1987",4,Louisiana State University,SACRAMENTO KINGS
10,Greivis Vasquez,PG,6-6,217,"January 16, 1987",3,University of Maryland,SACRAMENTO KINGS
35,Royce White,PF,6-8,270,"April 10, 1991",R,Iowa State University,SACRAMENTO KINGS
13,Derrick Williams,SF,6-8,240,"May 25, 1991",2,University of Arizona,SACRAMENTO KINGS
6,Kent Bazemore,SG,6-5,201,"July 1, 1989",1,Old Dominion University,LOS ANGELES LAKERS
5,Steve Blake,PG,6-3,172,"February 26, 1980",10,University of Maryland,LOS ANGELES LAKERS
2,MarShon Brooks,SG,6-5,200,"January 26, 1989",2,Providence College,LOS ANGELES LAKERS
24,Kobe Bryant,SG,6-6,212,"August 23, 1978",17,,LOS ANGELES LAKERS
1,Jordan Farmar,PG,6-2,180,"November 30, 1986",6,"University of California, Los Angeles",LOS ANGELES LAKERS
16,Pau Gasol,C,7-0,250,"July 6, 1980",12,,LOS ANGELES LAKERS
2,Elias Harris,SF,6-8,239,"July 6, 1989",R,Gonzaga University,LOS ANGELES LAKERS
3,Manny Harris,SG,6-5,185,"September 21, 1989",2,University of Michigan,LOS ANGELES LAKERS
7,Xavier Henry,SF,6-6,220,"March 15, 1991",3,University of Kansas,LOS ANGELES LAKERS
27,Jordan Hill,PF,6-10,235,"July 27, 1987",4,University of Arizona,LOS ANGELES LAKERS
11,Wesley Johnson,SF,6-7,215,"July 11, 1987",3,"Iowa State University, Syracuse University",LOS ANGELES LAKERS
9,Chris Kaman,C,7-0,265,"April 28, 1982",10,Central Michigan University,LOS ANGELES LAKERS
4,Ryan Kelly,PF,6-11,230,"April 9, 1991",R,Duke University,LOS ANGELES LAKERS
12,Kendall Marshall,PG,6-4,200,"August 19, 1991",1,University of North Carolina,LOS ANGELES LAKERS
20,Jodie Meeks,SG,6-4,210,"August 21, 1987",4,University of Kentucky,LOS ANGELES LAKERS
10,Steve Nash,PG,6-3,195,"February 7, 1974",17,Santa Clara University,LOS ANGELES LAKERS
50,Robert Sacre,C,7-0,270,"June 6, 1989",1,Gonzaga University,LOS ANGELES LAKERS
3,Shawne Williams,PF,6-9,225,"February 16, 1986",5,University of Memphis,LOS ANGELES LAKERS
0,Nick Young,SG,6-7,210,"June 1, 1985",6,University of Southern California,LOS ANGELES LAKERS
11,Jeff Ayres,PF,6-9,240,"April 29, 1987",3,Arizona State University,SAN ANTONIO SPURS
16,Aron Baynes,C,6-10,260,"December 9, 1986",1,Washington State University,SAN ANTONIO SPURS
3,Marco Belinelli,SF,6-5,210,"March 25, 1986",6,,SAN ANTONIO SPURS
15,Matt Bonner,PF,6-10,235,"April 5, 1980",9,University of Florida,SAN ANTONIO SPURS
1,Shannon Brown,SG,6-4,205,"November 29, 1985",7,Michigan State University,SAN ANTONIO SPURS
23,Austin Daye,SF,6-11,220,"June 5, 1988",4,Gonzaga University,SAN ANTONIO SPURS
25,Nando De Colo,SF,6-5,200,"June 23, 1987",1,,SAN ANTONIO SPURS
33,Boris Diaw,PF,6-8,250,"April 16, 1982",10,,SAN ANTONIO SPURS
21,Tim Duncan,C,6-11,250,"April 25, 1976",16,Wake Forest University,SAN ANTONIO SPURS
20,Manu Ginobili,SG,6-6,205,"July 28, 1977",11,,SAN ANTONIO SPURS
4,Danny Green,SG,6-6,215,"June 22, 1987",4,University of North Carolina,SAN ANTONIO SPURS
7,Damion James,SF,6-7,225,"October 7, 1987",3,University of Texas at Austin,SAN ANTONIO SPURS
7,Othyus Jeffers,SG,6-5,200,"August 5, 1985",2,"University of Illinois at Chicago, Robert Morris University (IL)",SAN ANTONIO SPURS
5,Cory Joseph,SG,6-3,193,"August 20, 1991",2,University of Texas at Austin,SAN ANTONIO SPURS
2,Kawhi Leonard,SF,6-7,230,"June 29, 1991",2,San Diego State University,SAN ANTONIO SPURS
8,Patty Mills,PG,6-0,180,"August 11, 1988",4,Saint Mary's College of California,SAN ANTONIO SPURS
9,Tony Parker,PG,6-2,185,"May 17, 1982",12,,SAN ANTONIO SPURS
22,Tiago Splitter,C,6-11,245,"January 1, 1985",3,,SAN ANTONIO SPURS
24,Malcolm Thomas,PF,6-9,225,"November 8, 1988",2,"Pepperdine University, San Diego State University",SAN ANTONIO SPURS
3,Omer Asik,C,7-0,255,"July 4, 1986",3,,HOUSTON ROCKETS
2,Patrick Beverley,PG,6-1,185,"July 12, 1988",1,University of Arkansas,HOUSTON ROCKETS
10,Ronnie Brewer,SF,6-7,220,"March 20, 1985",7,University of Arkansas,HOUSTON ROCKETS
0,Aaron Brooks,PG,6-0,161,"January 14, 1985",5,University of Oregon,HOUSTON ROCKETS
1,Isaiah Canaan,PG,6-0,201,"May 21, 1991",R,Murray State University,HOUSTON ROCKETS
18,Omri Casspi,PF,6-9,225,"June 22, 1988",4,,HOUSTON ROCKETS
33,Robert Covington,SF,6-9,225,"December 14, 1990",R,Tennessee State University,HOUSTON ROCKETS
30,Troy Daniels,SG,6-4,205,"July 15, 1991",R,Virginia Commonwealth University,HOUSTON ROCKETS
32,Francisco Garcia,SF,6-7,195,"December 31, 1981",8,University of Louisville,HOUSTON ROCKETS
5,Jordan Hamilton,SF,6-7,220,"October 6, 1990",2,University of Texas at Austin,HOUSTON ROCKETS
13,James Harden,SG,6-5,220,"August 26, 1989",4,Arizona State University,HOUSTON ROCKETS
12,Dwight Howard,C,6-11,265,"December 8, 1985",9,,HOUSTON ROCKETS
6,Terrence Jones,PF,6-9,252,"January 9, 1992",1,University of Kentucky,HOUSTON ROCKETS
7,Jeremy Lin,PG,6-3,200,"August 23, 1988",3,Harvard University,HOUSTON ROCKETS
20,Donatas Motiejunas,PF,7-0,222,"September 20, 1990",1,,HOUSTON ROCKETS
25,Chandler Parsons,SF,6-10,230,"October 25, 1988",2,University of Florida,HOUSTON ROCKETS
21,Josh Powell,PF,6-9,225,"January 25, 1983",6,North Carolina State University,HOUSTON ROCKETS
4,Greg Smith,C,6-10,250,"January 8, 1991",2,"California State University, Fresno",HOUSTON ROCKETS
9,Tony Allen,SG,6-4,213,"January 11, 1982",9,"Butler County Community College, Oklahoma State University",MEMPHIS GRIZZLIES
7,Jerryd Bayless,PG,6-3,200,"August 20, 1988",5,University of Arizona,MEMPHIS GRIZZLIES
12,Nick Calathes,SG,6-6,213,"February 7, 1989",R,University of Florida,MEMPHIS GRIZZLIES
11,Mike Conley,PG,6-1,175,"October 11, 1987",6,Ohio State University,MEMPHIS GRIZZLIES
1,Seth Curry,PG,6-2,185,"August 23, 1990",R,"Liberty University, Duke University",MEMPHIS GRIZZLIES
32,Ed Davis,PF,6-10,225,"June 5, 1989",3,University of North Carolina,MEMPHIS GRIZZLIES
22,Jamaal Franklin,SG,6-5,191,"July 21, 1991",R,San Diego State University,MEMPHIS GRIZZLIES
33,Marc Gasol,C,7-1,255,"January 29, 1985",5,,MEMPHIS GRIZZLIES
3,James Johnson,SF,6-8,240,"February 20, 1987",4,Wake Forest University,MEMPHIS GRIZZLIES
41,Kosta Koufos,C,7-0,245,"February 24, 1989",5,Ohio State University,MEMPHIS GRIZZLIES
5,Courtney Lee,SG,6-5,215,"October 3, 1985",5,Western Kentucky University,MEMPHIS GRIZZLIES
30,Jon Leuer,PF,6-10,228,"May 14, 1989",2,University of Wisconsin,MEMPHIS GRIZZLIES
13,Mike Miller,SF,6-8,218,"February 19, 1980",13,University of Florida,MEMPHIS GRIZZLIES
7,Darius Morris,PG,6-4,190,"January 3, 1991",2,University of Michigan,MEMPHIS GRIZZLIES
20,Quincy Pondexter,SG,6-7,230,"March 10, 1988",3,University of Washington,MEMPHIS GRIZZLIES
21,Tayshaun Prince,SF,6-9,212,"February 28, 1980",11,University of Kentucky,MEMPHIS GRIZZLIES
50,Zach Randolph,PF,6-9,250,"July 16, 1981",12,Michigan State University,MEMPHIS GRIZZLIES
19,Beno Udrih,SG,6-3,205,"July 5, 1982",9,,MEMPHIS GRIZZLIES
45,DeJuan Blair,PF,6-7,270,"April 22, 1989",4,University of Pittsburgh,DALLAS MAVERICKS
8,Jose Calderon,PG,6-3,200,"September 28, 1981",8,,DALLAS MAVERICKS
25,Vince Carter,SG,6-6,220,"January 26, 1977",15,University of North Carolina,DALLAS MAVERICKS
9,Jae Crowder,SF,6-6,235,"July 6, 1990",1,Marquette University,DALLAS MAVERICKS
1,Samuel Dalembert,C,6-11,255,"May 10, 1981",11,Seton Hall University,DALLAS MAVERICKS
21,Wayne Ellington,SG,6-5,200,"November 29, 1987",4,University of North Carolina,DALLAS MAVERICKS
11,Monta Ellis,SG,6-3,185,"October 26, 1985",8,,DALLAS MAVERICKS
20,Devin Harris,PG,6-3,185,"February 27, 1983",9,University of Wisconsin,DALLAS MAVERICKS
5,Bernard James,C,6-10,240,"February 7, 1985",1,Florida State University,DALLAS MAVERICKS
3,Shane Larkin,PG,5-11,175,"October 2, 1992",R,University of Miami,DALLAS MAVERICKS
7,Ricky Ledo,SG,6-7,195,"September 10, 1992",R,,DALLAS MAVERICKS
0,Shawn Marion,SF,6-7,220,"May 7, 1978",14,"University of Nevada, Las Vegas",DALLAS MAVERICKS
33,Gal Mekel,PG,6-3,191,"March 4, 1988",R,Wichita State University,DALLAS MAVERICKS
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",15,,DALLAS MAVERICKS
34,Brandan Wright,C,6-10,210,"October 5, 1987",5,University of North Carolina,DALLAS MAVERICKS
12-42,Alexis Ajinca,C,7-2,248,"May 6, 1988",3,,NEW ORLEANS PELICANS
0,Al-Farouq Aminu,SF,6-9,220,"September 21, 1990",3,Wake Forest University,NEW ORLEANS PELICANS
17,Lou Amundson,PF,6-9,220,"December 7, 1982",7,"University of Nevada, Las Vegas",NEW ORLEANS PELICANS
33,Ryan Anderson,PF,6-10,240,"May 6, 1988",5,University of California,NEW ORLEANS PELICANS
8,Luke Babbitt,PF,6-9,225,"June 20, 1989",3,"University of Nevada, Reno",NEW ORLEANS PELICANS
8,Josh Childress,SF,6-8,210,"June 20, 1983",7,Stanford University,NEW ORLEANS PELICANS
23,Anthony Davis,PF,6-10,253,"March 11, 1993",1,University of Kentucky,NEW ORLEANS PELICANS
4,Melvin Ely,C,6-10,260,"May 2, 1978",8,"California State University, Fresno",NEW ORLEANS PELICANS
1,Tyreke Evans,SF,6-6,220,"September 19, 1989",4,University of Memphis,NEW ORLEANS PELICANS
10,Eric Gordon,SG,6-4,215,"December 25, 1988",5,Indiana University,NEW ORLEANS PELICANS
11,Jrue Holiday,PG,6-4,205,"June 12, 1990",4,"University of California, Los Angeles",NEW ORLEANS PELICANS
2,Darius Miller,SF,6-8,225,"March 21, 1990",1,University of Kentucky,NEW ORLEANS PELICANS
3,Anthony Morrow,SG,6-5,210,"September 27, 1985",5,Georgia Institute of Technology,NEW ORLEANS PELICANS
21,Arinze Onuaku,PF,6-9,255,"July 13, 1987",R,Syracuse University,NEW ORLEANS PELICANS
25,Austin Rivers,PG,6-4,200,"August 1, 1992",1,Duke University,NEW ORLEANS PELICANS
22,Brian Roberts,PG,6-1,173,"December 3, 1985",1,University of Dayton,NEW ORLEANS PELICANS
14,Jason Smith,PF,7-0,240,"March 2, 1986",5,Colorado State University,NEW ORLEANS PELICANS
31,James Southerland,SF,6-8,215,"April 28, 1990",R,Syracuse University,NEW ORLEANS PELICANS
34,Greg Stiemsma,C,6-11,260,"September 26, 1985",2,University of Wisconsin,NEW ORLEANS PELICANS
42,Lance Thomas,SF,6-8,240,"April 24, 1988",2,Duke University,NEW ORLEANS PELICANS
5,Jeff Withey,C,7-0,231,"March 7, 1990",R,University of Kansas,NEW ORLEANS PELICANS
4,Quincy Acy,SF,6-7,240,"October 6, 1990",1,Baylor University,TORONTO RAPTORS
