number,name,position,height,weight,birth_date,experience,college,team
0,Orlando Johnson,SG,6-5,220,"March 11, 1989",2,"Loyola Marymount University, University of California, Santa Barbara",NEW ORLEANS PELICANS
5,Kendrick Perkins,C,6-10,270,"November 10, 1984",12,,NEW ORLEANS PELICANS
2,Nate Robinson,PG,5-9,180,"May 31, 1984",10,University of Washington,NEW ORLEANS PELICANS
4,Ish Smith,PG,6-0,175,"July 5, 1988",5,Wake Forest University,NEW ORLEANS PELICANS
15,Anthony Bennett,PF,6-8,245,"March 14, 1993",2,"University of Nevada, Las Vegas",TORONTO RAPTORS
8,Bismack Biyombo,C,6-9,255,"August 28, 1992",4,,TORONTO RAPTORS
20,Bruno Caboclo,SF,6-9,218,"September 21, 1995",1,,TORONTO RAPTORS
5,DeMarre Carroll,SF,6-8,215,"July 27, 1986",6,"Vanderbilt University, University of Missouri",TORONTO RAPTORS
10,DeMar DeRozan,SG,6-7,220,"August 7, 1989",6,University of Southern California,TORONTO RAPTORS
3,James Johnson,PF,6-8,240,"February 20, 1987",6,Wake Forest University,TORONTO RAPTORS
6,Cory Joseph,SG,6-3,193,"August 20, 1991",4,University of Texas at Austin,TORONTO RAPTORS
7,Kyle Lowry,PG,6-1,196,"March 25, 1986",9,Villanova University,TORONTO RAPTORS
92,Lucas Nogueira,C,7-0,241,"July 26, 1992",1,,TORONTO RAPTORS
54,Patrick Patterson,PF,6-9,230,"March 14, 1989",5,University of Kentucky,TORONTO RAPTORS
24,Norman Powell,SG,6-4,215,"May 25, 1993",R,"University of California, Los Angeles",TORONTO RAPTORS
31,Terrence Ross,SF,6-7,206,"February 5, 1991",3,University of Washington,TORONTO RAPTORS
4,Luis Scola,PF,6-9,240,"April 30, 1980",8,,TORONTO RAPTORS
1,Jason Thompson,C,6-11,250,"July 21, 1986",7,Rider University,TORONTO RAPTORS
17,Jonas Valanciunas,C,7-0,265,"May 6, 1992",3,,TORONTO RAPTORS
55,Delon Wright,PG,6-5,183,"April 26, 1992",R,University of Utah,TORONTO RAPTORS
0,Avery Bradley,SG,6-2,180,"November 26, 1990",5,University of Texas at Austin,BOSTON CELTICS
63,Coty Clarke,SF,6-7,232,"July 4, 1992",R,University of Arkansas,BOSTON CELTICS
99,Jae Crowder,SF,6-6,235,"July 6, 1990",3,Marquette University,BOSTON CELTICS
30,John Holland,SF,6-5,205,"November 6, 1988",R,Boston University,BOSTON CELTICS
28,R.J. Hunter,SG,6-5,185,"October 24, 1993",R,Georgia State University,BOSTON CELTICS
8,Jonas Jerebko,PF,6-10,231,"March 2, 1987",5,,BOSTON CELTICS
90,Amir Johnson,PF,6-9,240,"May 1, 1987",10,,BOSTON CELTICS
42,David Lee,PF,6-9,245,"April 29, 1983",10,University of Florida,BOSTON CELTICS
55,Jordan Mickey,PF,6-8,235,"July 9, 1994",R,Louisiana State University,BOSTON CELTICS
41,Kelly Olynyk,C,7-0,240,"April 19, 1991",2,Gonzaga University,BOSTON CELTICS
12,Terry Rozier,PG,6-1,190,"March 17, 1994",R,University of Louisville,BOSTON CELTICS
36,Marcus Smart,PG,6-4,220,"March 6, 1994",1,Oklahoma State University,BOSTON CELTICS
7,Jared Sullinger,PF,6-9,260,"March 4, 1992",3,Ohio State University,BOSTON CELTICS
4,Isaiah Thomas,PG,5-9,185,"February 7, 1989",4,University of Washington,BOSTON CELTICS
11,Evan Turner,SG,6-7,220,"October 27, 1988",5,Ohio State University,BOSTON CELTICS
13,James Young,SG,6-6,215,"August 16, 1995",1,University of Kentucky,BOSTON CELTICS
44,Tyler Zeller,C,7-0,253,"January 17, 1990",3,University of North Carolina,BOSTON CELTICS
4,Arron Afflalo,SG,6-5,210,"October 15, 1985",8,"University of California, Los Angeles",NEW YORK KNICKS
17,Lou Amundson,PF,6-9,220,"December 7, 1982",9,"University of Nevada, Las Vegas",NEW YORK KNICKS
43,Thanasis Antetokounmpo,SF,6-7,205,"July 17, 1992",R,,NEW YORK KNICKS
7,Carmelo Anthony,SF,6-8,240,"May 29, 1984",12,Syracuse University,NEW YORK KNICKS
3,Jose Calderon,PG,6-3,200,"September 28, 1981",10,,NEW YORK KNICKS
11,Cleanthony Early,SF,6-8,210,"April 17, 1991",1,Wichita State University,NEW YORK KNICKS
32,Jimmer Fredette,SG,6-2,195,"February 25, 1989",4,Brigham Young University,NEW YORK KNICKS
2,Langston Galloway,PG,6-2,200,"December 9, 1991",1,Saint Joseph's University,NEW YORK KNICKS
13,Jerian Grant,PG,6-4,205,"October 9, 1992",R,University of Notre Dame,NEW YORK KNICKS
8,Robin Lopez,C,7-0,275,"April 1, 1988",7,Stanford University,NEW YORK KNICKS
9,Kyle O'Quinn,PF,6-10,250,"March 26, 1990",3,Norfolk State University,NEW YORK KNICKS
6,Kristaps Porzingis,PF,7-3,240,"August 2, 1995",R,,NEW YORK KNICKS
1,Kevin Seraphin,C,6-9,285,"December 7, 1989",5,,NEW YORK KNICKS
42,Lance Thomas,PF,6-8,240,"April 24, 1988",4,Duke University,NEW YORK KNICKS
18,Sasha Vujacic,SG,6-7,195,"March 8, 1984",8,,NEW YORK KNICKS
23,Derrick Williams,SF,6-8,240,"May 25, 1991",4,University of Arizona,NEW YORK KNICKS
9,Andrea Bargnani,C,7-0,245,"October 26, 1985",9,,BROOKLYN NETS
44,Bojan Bogdanovic,SF,6-8,216,"April 18, 1989",1,,BROOKLYN NETS
22,Markel Brown,SG,6-3,190,"January 29, 1992",1,Oklahoma State University,BROOKLYN NETS
21,Wayne Ellington,SG,6-5,200,"November 29, 1987",6,University of North Carolina,BROOKLYN NETS
24,Rondae Hollis-Jefferson,SF,6-7,217,"January 3, 1995",R,University of Arizona,BROOKLYN NETS
2,Jarrett Jack,PG,6-3,200,"October 28, 1983",10,Georgia Institute of Technology,BROOKLYN NETS
7,Joe Johnson,SF,6-7,240,"June 29, 1981",14,University of Arkansas,BROOKLYN NETS
10,Sergey Karasev,SF,6-7,208,"October 26, 1993",2,,BROOKLYN NETS
6,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",1,University of Cincinnati,BROOKLYN NETS
0,Shane Larkin,PG,5-11,175,"October 2, 1992",2,University of Miami,BROOKLYN NETS
11,Brook Lopez,C,7-0,270,"April 1, 1988",7,Stanford University,BROOKLYN NETS
1,Chris McCullough,PF,6-11,200,"February 5, 1995",R,Syracuse University,BROOKLYN NETS
33,Willie Reed,C,6-10,220,"May 16, 1990",R,Saint Louis University,BROOKLYN NETS
41,Thomas Robinson,PF,6-10,237,"March 17, 1991",3,University of Kansas,BROOKLYN NETS
14,Henry Sims,C,6-10,248,"March 27, 1990",3,Georgetown University,BROOKLYN NETS
15,Donald Sloan,PG,6-3,205,"January 15, 1988",4,Texas A&M University,BROOKLYN NETS
30,Thaddeus Young,PF,6-8,221,"June 21, 1988",8,Georgia Institute of Technology,BROOKLYN NETS
42,Elton Brand,C,6-8,275,"March 11, 1979",16,Duke University,PHILADELPHIA 76ERS
0,Isaiah Canaan,SG,6-0,201,"May 21, 1991",2,Murray State University,PHILADELPHIA 76ERS
33,Robert Covington,SF,6-9,225,"December 14, 1990",2,Tennessee State University,PHILADELPHIA 76ERS
39,Jerami Grant,PF,6-9,220,"March 12, 1994",1,Syracuse University,PHILADELPHIA 76ERS
22,Richaun Holmes,PF,6-10,235,"October 15, 1993",R,Bowling Green State University,PHILADELPHIA 76ERS
7,Carl Landry,PF,6-9,248,"September 19, 1983",8,Purdue University,PHILADELPHIA 76ERS
5,Kendall Marshall,PG,6-4,200,"August 19, 1991",3,University of North Carolina,PHILADELPHIA 76ERS
12,T.J. McConnell,PG,6-2,190,"March 25, 1992",R,"Duquesne University, University of Arizona",PHILADELPHIA 76ERS
4,Nerlens Noel,C,6-11,220,"April 10, 1994",1,University of Kentucky,PHILADELPHIA 76ERS
8,Jahlil Okafor,C,6-11,275,"December 15, 1995",R,Duke University,PHILADELPHIA 76ERS
26,Phil Pressey,PG,5-11,175,"February 17, 1991",2,University of Missouri,PHILADELPHIA 76ERS
9,JaKarr Sampson,SF,6-9,214,"March 20, 1993",1,St. John's University,PHILADELPHIA 76ERS
1,Ish Smith,PG,6-0,175,"July 5, 1988",5,Wake Forest University,PHILADELPHIA 76ERS
11,Nik Stauskas,SG,6-6,205,"October 7, 1993",1,University of Michigan,PHILADELPHIA 76ERS
31,Hollis Thompson,SG,6-8,206,"April 3, 1991",2,Georgetown University,PHILADELPHIA 76ERS
9,Sonny Weems,SF,6-6,205,"July 8, 1986",3,University of Arkansas,PHILADELPHIA 76ERS
35,Christian Wood,PF,6-10,214,"September 27, 1995",R,"University of Nevada, Las Vegas",PHILADELPHIA 76ERS
1,Tony Wroten,PG,6-6,205,"April 13, 1993",3,University of Washington,PHILADELPHIA 76ERS
9,Jared Cunningham,SG,6-4,195,"May 22, 1991",3,Oregon State University,CLEVELAND CAVALIERS
8,Matthew Dellavedova,PG,6-4,200,"September 8, 1990",2,Saint Mary's College of California,CLEVELAND CAVALIERS
9,Channing Frye,C,7-0,255,"May 17, 1983",9,University of Arizona,CLEVELAND CAVALIERS
12,Joe Harris,SG,6-6,218,"September 6, 1991",1,University of Virginia,CLEVELAND CAVALIERS
2,Kyrie Irving,PG,6-3,193,"March 23, 1992",4,Duke University,CLEVELAND CAVALIERS
23,LeBron James,SF,6-8,250,"December 30, 1984",12,,CLEVELAND CAVALIERS
24,Richard Jefferson,SF,6-7,233,"June 21, 1980",14,University of Arizona,CLEVELAND CAVALIERS
30,Dahntay Jones,SF,6-6,225,"December 27, 1980",11,"Rutgers University, Duke University",CLEVELAND CAVALIERS
1,James Jones,SF,6-8,218,"October 4, 1980",12,University of Miami,CLEVELAND CAVALIERS
14,Sasha Kaun,C,6-11,260,"May 8, 1985",R,University of Kansas,CLEVELAND CAVALIERS
0,Kevin Love,PF,6-10,251,"September 7, 1988",7,"University of California, Los Angeles",CLEVELAND CAVALIERS
12,Jordan McRae,PG,6-5,179,"March 28, 1991",R,University of Tennessee,CLEVELAND CAVALIERS
20,Timofey Mozgov,C,7-1,275,"July 16, 1986",5,,CLEVELAND CAVALIERS
4,Iman Shumpert,SG,6-5,215,"June 26, 1990",4,Georgia Institute of Technology,CLEVELAND CAVALIERS
5,J.R. Smith,SG,6-6,225,"September 9, 1985",11,,CLEVELAND CAVALIERS
13,Tristan Thompson,PF,6-10,238,"March 13, 1991",4,University of Texas at Austin,CLEVELAND CAVALIERS
17,Anderson Varejao,C,6-10,273,"September 28, 1982",11,,CLEVELAND CAVALIERS
52,Mo Williams,PG,6-1,198,"December 19, 1982",12,University of Alabama,CLEVELAND CAVALIERS
5,Lavoy Allen,PF,6-9,260,"February 4, 1989",4,Temple University,INDIANA PACERS
10,Chase Budinger,SF,6-7,209,"May 22, 1988",6,University of Arizona,INDIANA PACERS
25,Rakeem Christmas,PF,6-9,250,"December 1, 1991",R,Syracuse University,INDIANA PACERS
11,Monta Ellis,SG,6-3,185,"October 26, 1985",10,,INDIANA PACERS
13,Paul George,SF,6-9,220,"May 2, 1990",5,"California State University, Fresno",INDIANA PACERS
3,George Hill,PG,6-3,188,"May 4, 1986",7,Indiana University-Purdue University Indianapolis,INDIANA PACERS
27,Jordan Hill,C,6-10,235,"July 27, 1987",6,University of Arizona,INDIANA PACERS
44,Solomon Hill,SF,6-7,225,"March 18, 1991",2,University of Arizona,INDIANA PACERS
10,Ty Lawson,PG,5-11,195,"November 3, 1987",6,University of North Carolina,INDIANA PACERS
28,Ian Mahinmi,C,6-11,262,"November 5, 1986",7,,INDIANA PACERS
0,C.J. Miles,SF,6-6,220,"March 18, 1987",10,,INDIANA PACERS
40,Glenn Robinson,SF,6-6,222,"January 8, 1994",1,University of Michigan,INDIANA PACERS
2,Rodney Stuckey,PG,6-5,210,"April 21, 1986",8,Eastern Washington University,INDIANA PACERS
33,Myles Turner,C,6-11,250,"March 24, 1996",R,University of Texas at Austin,INDIANA PACERS
42,Shayne Whittington,PF,6-11,250,"March 27, 1991",1,Western Michigan University,INDIANA PACERS
1,Joe Young,PG,6-2,180,"June 27, 1992",R,"University of Houston, University of Oregon",INDIANA PACERS
50,Joel Anthony,C,6-9,245,"August 9, 1982",8,"University of Nevada, Las Vegas",DETROIT PISTONS
12,Aron Baynes,C,6-10,260,"December 9, 1986",3,Washington State University,DETROIT PISTONS
22,Steve Blake,PG,6-3,172,"February 26, 1980",12,University of Maryland,DETROIT PISTONS
25,Reggie Bullock,SF,6-7,205,"March 16, 1991",2,University of North Carolina,DETROIT PISTONS
5,Kentavious Caldwell-Pope,SG,6-5,205,"February 18, 1993",2,University of Georgia,DETROIT PISTONS
8,Spencer Dinwiddie,PG,6-6,210,"April 6, 1993",1,University of Colorado,DETROIT PISTONS
0,Andre Drummond,C,6-11,279,"August 10, 1993",3,University of Connecticut,DETROIT PISTONS
32,Justin Harper,PF,6-10,225,"August 30, 1989",1,University of Richmond,DETROIT PISTONS
34,Tobias Harris,PF,6-9,235,"July 15, 1992",4,University of Tennessee,DETROIT PISTONS
6,Darrun Hilliard,SG,6-6,205,"April 13, 1993",R,Villanova University,DETROIT PISTONS
23,Ersan Ilyasova,PF,6-10,235,"May 15, 1987",7,,DETROIT PISTONS
1,Reggie Jackson,PG,6-3,208,"April 16, 1990",4,Boston College,DETROIT PISTONS
7,Brandon Jennings,PG,6-1,170,"September 23, 1989",6,,DETROIT PISTONS
3,Stanley Johnson,SF,6-7,245,"May 29, 1996",R,University of Arizona,DETROIT PISTONS
20,Jodie Meeks,SG,6-4,210,"August 21, 1987",6,University of Kentucky,DETROIT PISTONS
13,Marcus Morris,SF,6-9,235,"September 2, 1989",4,University of Kansas,DETROIT PISTONS
43,Anthony Tolliver,PF,6-8,250,"June 1, 1985",7,Creighton University,DETROIT PISTONS
41,Cameron Bairstow,C,6-9,250,"December 7, 1990",1,University of New Mexico,CHICAGO BULLS
0,Aaron Brooks,PG,6-0,161,"January 14, 1985",7,University of Oregon,CHICAGO BULLS
21,Jimmy Butler,SG,6-8,232,"September 14, 1989",4,Marquette University,CHICAGO BULLS
34,Mike Dunleavy,SF,6-9,230,"September 15, 1980",13,Duke University,CHICAGO BULLS
6,Cristiano Felicio,C,6-10,265,"July 7, 1992",R,,CHICAGO BULLS
16,Pau Gasol,C,7-0,250,"July 6, 1980",14,,CHICAGO BULLS
22,Taj Gibson,PF,6-9,232,"June 24, 1985",6,University of Southern California,CHICAGO BULLS
12,Kirk Hinrich,PG,6-4,190,"January 2, 1981",12,University of Kansas,CHICAGO BULLS
7,Justin Holiday,SG,6-6,181,"April 5, 1989",2,University of Washington,CHICAGO BULLS
3,Doug McDermott,SF,6-8,225,"January 3, 1992",1,Creighton University,CHICAGO BULLS
44,Nikola Mirotic,PF,6-10,250,"February 11, 1991",1,,CHICAGO BULLS
55,E'Twaun Moore,SG,6-4,191,"February 25, 1989",4,Purdue University,CHICAGO BULLS
13,Joakim Noah,C,6-11,230,"February 25, 1985",8,University of Florida,CHICAGO BULLS
5,Bobby Portis,PF,6-11,250,"February 10, 1995",R,University of Arkansas,CHICAGO BULLS
1,Derrick Rose,PG,6-3,200,"October 4, 1988",6,University of Memphis,CHICAGO BULLS
20,Tony Snell,SF,6-7,213,"November 10, 1991",2,University of New Mexico,CHICAGO BULLS
34,Giannis Antetokounmpo,PG,6-11,242,"December 6, 1994",2,,MILWAUKEE BUCKS
19,Jerryd Bayless,SG,6-3,200,"August 20, 1988",7,University of Arizona,MILWAUKEE BUCKS
5,Michael Carter-Williams,PG,6-6,190,"October 10, 1991",2,Syracuse University,MILWAUKEE BUCKS
9,Chris Copeland,PF,6-9,239,"March 17, 1984",3,University of Colorado,MILWAUKEE BUCKS
9,Jared Cunningham,SG,6-4,195,"May 22, 1991",3,Oregon State University,MILWAUKEE BUCKS
11,Tyler Ennis,PG,6-3,194,"August 24, 1994",1,Syracuse University,MILWAUKEE BUCKS
31,John Henson,C,6-11,219,"December 28, 1990",3,University of North Carolina,MILWAUKEE BUCKS
17,Damien Inglis,SF,6-8,246,"May 20, 1995",R,,MILWAUKEE BUCKS
3,O.J. Mayo,SG,6-5,210,"November 5, 1987",7,University of Southern California,MILWAUKEE BUCKS
22,Khris Middleton,SG,6-8,222,"August 12, 1991",3,Texas A&M University,MILWAUKEE BUCKS
15,Greg Monroe,C,6-11,265,"June 4, 1990",5,Georgetown University,MILWAUKEE BUCKS
6,Steve Novak,PF,6-10,225,"June 13, 1983",9,Marquette University,MILWAUKEE BUCKS
77,Johnny O'Bryant,PF,6-9,257,"June 1, 1993",1,Louisiana State University,MILWAUKEE BUCKS
12,Jabari Parker,PF,6-8,245,"March 15, 1995",1,Duke University,MILWAUKEE BUCKS
18,Miles Plumlee,C,6-11,249,"September 1, 1988",3,Duke University,MILWAUKEE BUCKS
21,Greivis Vasquez,PG,6-6,217,"January 16, 1987",5,University of Maryland,MILWAUKEE BUCKS
20,Rashad Vaughn,SG,6-6,202,"August 16, 1996",R,"University of Nevada, Las Vegas",MILWAUKEE BUCKS
11,Chris Andersen,C,6-10,245,"July 7, 1978",13,Blinn College,MIAMI HEAT
1,Chris Bosh,PF,6-11,235,"March 24, 1984",12,Georgia Institute of Technology,MIAMI HEAT
15,Mario Chalmers,PG,6-2,190,"May 19, 1986",7,University of Kansas,MIAMI HEAT
9,Luol Deng,PF,6-9,237,"April 16, 1985",11,Duke University,MIAMI HEAT
7,Goran Dragic,PG,6-3,190,"May 6, 1986",7,,MIAMI HEAT
32,James Ennis,SF,6-7,210,"July 1, 1990",1,"California State University, Long Beach",MIAMI HEAT
14,Gerald Green,SG,6-7,205,"January 26, 1986",8,,MIAMI HEAT
40,Udonis Haslem,PF,6-8,235,"June 9, 1980",12,University of Florida,MIAMI HEAT
2,Joe Johnson,SF,6-7,240,"June 29, 1981",14,University of Arkansas,MIAMI HEAT
8,Tyler Johnson,SG,6-4,190,"May 7, 1992",1,"California State University, Fresno",MIAMI HEAT
4,Josh McRoberts,PF,6-10,240,"February 28, 1987",8,Duke University,MIAMI HEAT
0,Josh Richardson,SG,6-6,200,"September 15, 1993",R,University of Tennessee,MIAMI HEAT
12,Jarnell Stokes,C,6-9,263,"January 7, 1994",1,University of Tennessee,MIAMI HEAT
5,Amar'e Stoudemire,C,6-10,245,"November 16, 1982",13,,MIAMI HEAT
19,Beno Udrih,PG,6-3,205,"July 5, 1982",11,,MIAMI HEAT
3,Dwyane Wade,SG,6-4,220,"January 17, 1982",12,Marquette University,MIAMI HEAT
12,Briante Weber,PG,6-2,165,"December 29, 1992",R,Virginia Commonwealth University,MIAMI HEAT
21,Hassan Whiteside,C,7-0,265,"June 13, 1989",3,Marshall University,MIAMI HEAT
20,Justise Winslow,SF,6-7,225,"March 26, 1996",R,Duke University,MIAMI HEAT
11,Dorell Wright,SF,6-9,205,"December 2, 1985",11,,MIAMI HEAT
24,Kent Bazemore,SF,6-5,201,"July 1, 1989",3,Old Dominion University,ATLANTA HAWKS
10,Tim Hardaway,SG,6-6,205,"March 16, 1992",2,University of Michigan,ATLANTA HAWKS
12,Kirk Hinrich,PG,6-4,190,"January 2, 1981",12,University of Kansas,ATLANTA HAWKS
7,Justin Holiday,SG,6-6,181,"April 5, 1989",2,University of Washington,ATLANTA HAWKS
15,Al Horford,C,6-10,245,"June 3, 1986",8,University of Florida,ATLANTA HAWKS
43,Kris Humphries,PF,6-9,235,"February 6, 1985",11,University of Minnesota,ATLANTA HAWKS
26,Kyle Korver,SG,6-7,212,"March 17, 1981",12,Creighton University,ATLANTA HAWKS
8,Shelvin Mack,PG,6-3,203,"April 22, 1990",4,Butler University,ATLANTA HAWKS
4,Paul Millsap,PF,6-8,246,"February 10, 1985",9,Louisiana Tech University,ATLANTA HAWKS
31,Mike Muscala,C,6-11,240,"July 1, 1991",2,Bucknell University,ATLANTA HAWKS
13,Lamar Patterson,SG,6-5,225,"August 12, 1991",R,University of Pittsburgh,ATLANTA HAWKS
17,Dennis Schroder,PG,6-1,172,"September 15, 1993",2,,ATLANTA HAWKS
32,Mike Scott,PF,6-8,237,"July 16, 1988",3,University of Virginia,ATLANTA HAWKS
25,Thabo Sefolosha,SF,6-7,220,"May 2, 1984",9,,ATLANTA HAWKS
11,Tiago Splitter,C,6-11,245,"January 1, 1985",5,,ATLANTA HAWKS
22,Edy Tavares,C,7-3,260,"March 22, 1992",R,,ATLANTA HAWKS
0,Jeff Teague,PG,6-2,195,"June 10, 1988",6,Wake Forest University,ATLANTA HAWKS
5,Nicolas Batum,SF,6-8,200,"December 14, 1988",7,,CHARLOTTE HORNETS
30,Troy Daniels,SG,6-4,205,"July 15, 1991",2,Virginia Commonwealth University,CHARLOTTE HORNETS
12,Jorge Gutierrez,PG,6-3,191,"December 27, 1988",2,University of California,CHARLOTTE HORNETS
19,P.J. Hairston,SF,6-6,230,"December 24, 1992",1,University of North Carolina,CHARLOTTE HORNETS
50,Tyler Hansbrough,PF,6-9,250,"November 3, 1985",6,University of North Carolina,CHARLOTTE HORNETS
9,Aaron Harrison,SG,6-6,210,"October 28, 1994",R,University of Kentucky,CHARLOTTE HORNETS
00,Spencer Hawes,PF,7-1,245,"April 28, 1988",8,University of Washington,CHARLOTTE HORNETS
25,Al Jefferson,C,6-10,289,"January 4, 1985",11,,CHARLOTTE HORNETS
44,Frank Kaminsky,C,7-0,242,"April 4, 1993",R,University of Wisconsin,CHARLOTTE HORNETS
14,Michael Kidd-Gilchrist,SF,6-7,232,"September 26, 1993",3,University of Kentucky,CHARLOTTE HORNETS
3,Jeremy Lamb,SG,6-5,185,"May 30, 1992",3,University of Connecticut,CHARLOTTE HORNETS
1,Courtney Lee,SG,6-5,215,"October 3, 1985",7,Western Kentucky University,CHARLOTTE HORNETS
7,Jeremy Lin,SG,6-3,200,"August 23, 1988",5,Harvard University,CHARLOTTE HORNETS
22,Brian Roberts,PG,6-1,173,"December 3, 1985",3,University of Dayton,CHARLOTTE HORNETS
15,Kemba Walker,PG,6-1,184,"May 8, 1990",4,University of Connecticut,CHARLOTTE HORNETS
2,Marvin Williams,PF,6-9,237,"June 19, 1986",10,University of North Carolina,CHARLOTTE HORNETS
40,Cody Zeller,C,7-0,240,"October 5, 1992",2,Indiana University,CHARLOTTE HORNETS
6,Alan Anderson,SG,6-6,220,"October 16, 1982",6,Michigan State University,WASHINGTON WIZARDS
3,Bradley Beal,SG,6-5,207,"June 28, 1993",3,University of Florida,WASHINGTON WIZARDS
45,DeJuan Blair,C,6-7,270,"April 22, 1989",6,University of Pittsburgh,WASHINGTON WIZARDS
1,Jared Dudley,PF,6-7,237,"July 10, 1985",8,Boston College,WASHINGTON WIZARDS
8,Jarell Eddie,SF,6-7,218,"October 30, 1991",R,Virginia Polytechnic Institute and State University,WASHINGTON WIZARDS
90,Drew Gooden,PF,6-10,250,"September 24, 1981",13,University of Kansas,WASHINGTON WIZARDS
13,Marcin Gortat,C,6-11,240,"February 17, 1984",8,,WASHINGTON WIZARDS
21,J.J. Hickson,C,6-9,242,"September 4, 1988",7,North Carolina State University,WASHINGTON WIZARDS
42,Nene Hilario,PF,6-11,250,"September 13, 1982",13,,WASHINGTON WIZARDS
15,Ryan Hollins,C,7-0,240,"October 10, 1984",9,"University of California, Los Angeles",WASHINGTON WIZARDS
43,Kris Humphries,PF,6-9,235,"February 6, 1985",11,University of Minnesota,WASHINGTON WIZARDS
5,Markieff Morris,PF,6-10,245,"September 2, 1989",4,University of Kansas,WASHINGTON WIZARDS
14,Gary Neal,SG,6-4,210,"October 3, 1984",5,"La Salle University, Towson University",WASHINGTON WIZARDS
12,Kelly Oubre,SF,6-7,205,"December 9, 1995",R,University of Kansas,WASHINGTON WIZARDS
22,Otto Porter,SF,6-8,198,"June 3, 1993",2,Georgetown University,WASHINGTON WIZARDS
7,Ramon Sessions,PG,6-3,190,"April 11, 1986",8,"University of Nevada, Reno",WASHINGTON WIZARDS
17,Garrett Temple,SF,6-6,195,"May 8, 1986",5,Louisiana State University,WASHINGTON WIZARDS
15,Marcus Thornton,SG,6-4,205,"June 5, 1987",6,Louisiana State University,WASHINGTON WIZARDS
2,John Wall,PG,6-4,210,"September 6, 1990",5,University of Kentucky,WASHINGTON WIZARDS
15,Keith Appling,PG,6-1,185,"February 13, 1992",R,Michigan State University,ORLANDO MAGIC
3,Dewayne Dedmon,C,7-0,245,"August 12, 1989",2,University of Southern California,ORLANDO MAGIC
10,Evan Fournier,SF,6-7,205,"October 29, 1992",3,,ORLANDO MAGIC
8,Channing Frye,PF,7-0,255,"May 17, 1983",9,University of Arizona,ORLANDO MAGIC
00,Aaron Gordon,PF,6-9,220,"September 16, 1995",1,University of Arizona,ORLANDO MAGIC
12,Tobias Harris,PF,6-9,235,"July 15, 1992",4,University of Tennessee,ORLANDO MAGIC
23,Mario Hezonja,SF,6-8,225,"February 25, 1995",R,,ORLANDO MAGIC
7,Ersan Ilyasova,PF,6-10,235,"May 15, 1987",7,,ORLANDO MAGIC
55,Brandon Jennings,PG,6-1,170,"September 23, 1989",6,,ORLANDO MAGIC
11,Devyn Marble,SG,6-6,200,"September 21, 1992",1,University of Iowa,ORLANDO MAGIC
13,Shabazz Napier,PG,6-1,180,"July 14, 1991",1,University of Connecticut,ORLANDO MAGIC
44,Andrew Nicholson,PF,6-9,250,"December 8, 1989",3,St. Bonaventure University,ORLANDO MAGIC
5,Victor Oladipo,SG,6-4,210,"May 4, 1992",2,Indiana University,ORLANDO MAGIC
4,Elfrid Payton,PG,6-4,185,"February 22, 1994",1,University of Louisiana at Lafayette,ORLANDO MAGIC
14,Jason Smith,C,7-0,240,"March 2, 1986",7,Colorado State University,ORLANDO MAGIC
9,Nikola Vucevic,C,7-0,260,"October 24, 1990",4,University of Southern California,ORLANDO MAGIC
32,C.J. Watson,PG,6-2,175,"April 17, 1984",8,University of Tennessee,ORLANDO MAGIC
