number,name,position,height,weight,birth_date,experience,college,team
15,Derrick Favors,PF,6-10,265,"July 15, 1991",4,Georgia Institute of Technology,UTAH JAZZ
27,Rudy Gobert,C,7-1,245,"June 26, 1992",1,,UTAH JAZZ
20,Gordon Hayward,SF,6-8,225,"March 23, 1990",4,Butler University,UTAH JAZZ
5,Rodney Hood,SG,6-8,206,"October 20, 1992",R,"Mississippi State University, Duke University",UTAH JAZZ
2,Joe Ingles,SF,6-8,226,"October 2, 1987",R,,UTAH JAZZ
17,Grant Jerrett,PF,6-10,235,"July 8, 1993",R,University of Arizona,UTAH JAZZ
23,Chris Johnson,SF,6-6,206,"April 29, 1990",2,University of Dayton,UTAH JAZZ
0,Enes Kanter,C,6-11,250,"May 20, 1992",3,,UTAH JAZZ
13,Elijah Millsap,SG,6-6,225,"August 12, 1987",R,"University of Louisiana at Lafayette, University of Alabama at Birmingham",UTAH JAZZ
23,Toure' Murry,PG,6-5,195,"November 8, 1989",1,Wichita State University,UTAH JAZZ
16,Steve Novak,SF,6-10,225,"June 13, 1983",8,Marquette University,UTAH JAZZ
25,Elliot Williams,SG,6-5,190,"June 20, 1989",2,"Duke University, University of Memphis",UTAH JAZZ
10,Arron Afflalo,SG,6-5,210,"October 15, 1985",7,"University of California, Los Angeles",DENVER NUGGETS
00,Darrell Arthur,PF,6-9,235,"March 25, 1988",5,University of Kansas,DENVER NUGGETS
5,Will Barton,SG,6-6,190,"January 6, 1991",2,University of Memphis,DENVER NUGGETS
21,Wilson Chandler,SF,6-9,225,"May 10, 1987",7,DePaul University,DENVER NUGGETS
20,Ian Clark,SG,6-3,175,"March 7, 1991",1,Belmont University,DENVER NUGGETS
35,Kenneth Faried,PF,6-8,220,"November 19, 1989",3,Morehead State University,DENVER NUGGETS
4,Randy Foye,SG,6-4,213,"September 24, 1983",8,Villanova University,DENVER NUGGETS
22,Jamaal Franklin,SG,6-5,191,"July 21, 1991",1,San Diego State University,DENVER NUGGETS
8,Danilo Gallinari,SF,6-10,225,"August 8, 1988",5,,DENVER NUGGETS
1,Alonzo Gee,SF,6-6,225,"May 29, 1987",5,University of Alabama,DENVER NUGGETS
11,Erick Green,PG,6-4,185,"May 9, 1991",R,Virginia Polytechnic Institute and State University,DENVER NUGGETS
14,Gary Harris,SG,6-4,210,"September 14, 1994",R,Michigan State University,DENVER NUGGETS
7,J.J. Hickson,C,6-9,242,"September 4, 1988",6,North Carolina State University,DENVER NUGGETS
77,Joffrey Lauvergne,C,6-11,220,"September 30, 1991",R,,DENVER NUGGETS
3,Ty Lawson,PG,5-11,195,"November 3, 1987",5,University of North Carolina,DENVER NUGGETS
34,JaVale McGee,C,7-0,270,"January 19, 1988",6,"University of Nevada, Reno",DENVER NUGGETS
25,Timofey Mozgov,C,7-1,275,"July 16, 1986",4,,DENVER NUGGETS
28,Jameer Nelson,PG,6-0,190,"February 9, 1982",10,Saint Joseph's University,DENVER NUGGETS
23,Jusuf Nurkic,C,7-0,275,"August 23, 1994",R,,DENVER NUGGETS
5,Nate Robinson,PG,5-9,180,"May 31, 1984",9,University of Washington,DENVER NUGGETS
12,Jeff Adrien,PF,6-7,245,"February 10, 1986",4,University of Connecticut,MINNESOTA TIMBERWOLVES
24,Anthony Bennett,PF,6-8,245,"March 14, 1993",1,"University of Nevada, Las Vegas",MINNESOTA TIMBERWOLVES
13,Corey Brewer,SF,6-9,186,"March 5, 1986",7,University of Florida,MINNESOTA TIMBERWOLVES
7,Lorenzo Brown,PG,6-5,189,"August 26, 1990",1,North Carolina State University,MINNESOTA TIMBERWOLVES
10,Chase Budinger,SF,6-7,209,"May 22, 1988",5,University of Arizona,MINNESOTA TIMBERWOLVES
30,Troy Daniels,SG,6-4,205,"July 15, 1991",1,Virginia Commonwealth University,MINNESOTA TIMBERWOLVES
5,Gorgui Dieng,C,6-11,252,"January 18, 1990",1,University of Louisville,MINNESOTA TIMBERWOLVES
21,Kevin Garnett,PF,6-11,240,"May 19, 1976",19,,MINNESOTA TIMBERWOLVES
41,Justin Hamilton,C,7-0,260,"April 1, 1990",1,"Iowa State University, Louisiana State University",MINNESOTA TIMBERWOLVES
4,Robbie Hummel,SF,6-8,215,"March 8, 1989",1,Purdue University,MINNESOTA TIMBERWOLVES
1,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",R,University of Cincinnati,MINNESOTA TIMBERWOLVES
8,Zach LaVine,PG,6-5,200,"March 10, 1995",R,"University of California, Los Angeles",MINNESOTA TIMBERWOLVES
23,Kevin Martin,SG,6-7,199,"February 1, 1983",10,Western Carolina University,MINNESOTA TIMBERWOLVES
15,Shabazz Muhammad,SG,6-6,223,"November 13, 1992",1,"University of California, Los Angeles",MINNESOTA TIMBERWOLVES
12,Gary Neal,SG,6-4,210,"October 3, 1984",4,"La Salle University, Towson University",MINNESOTA TIMBERWOLVES
50,Arinze Onuaku,C,6-9,255,"July 13, 1987",1,Syracuse University,MINNESOTA TIMBERWOLVES
3,Adreian Payne,PF,6-10,237,"February 19, 1991",R,Michigan State University,MINNESOTA TIMBERWOLVES
14,Nikola Pekovic,C,6-11,307,"January 3, 1986",4,,MINNESOTA TIMBERWOLVES
13,Miroslav Raduljica,C,7-0,250,"January 5, 1988",1,,MINNESOTA TIMBERWOLVES
1,Glenn Robinson,SG,6-6,222,"January 8, 1994",R,University of Michigan,MINNESOTA TIMBERWOLVES
9,Ricky Rubio,PG,6-4,190,"October 21, 1990",3,,MINNESOTA TIMBERWOLVES
32,Ronny Turiaf,C,6-10,249,"January 13, 1983",9,Gonzaga University,MINNESOTA TIMBERWOLVES
22,Andrew Wiggins,SF,6-8,194,"February 23, 1995",R,University of Kansas,MINNESOTA TIMBERWOLVES
25,Mo Williams,PG,6-1,198,"December 19, 1982",11,University of Alabama,MINNESOTA TIMBERWOLVES
33,Thaddeus Young,PF,6-8,221,"June 21, 1988",7,Georgia Institute of Technology,MINNESOTA TIMBERWOLVES
19,Leandro Barbosa,SG,6-3,194,"November 28, 1982",11,,GOLDEN STATE WARRIORS
40,Harrison Barnes,SF,6-8,225,"May 30, 1992",2,University of North Carolina,GOLDEN STATE WARRIORS
12,Andrew Bogut,C,7-0,260,"November 28, 1984",9,University of Utah,GOLDEN STATE WARRIORS
30,Stephen Curry,PG,6-3,190,"March 14, 1988",5,Davidson College,GOLDEN STATE WARRIORS
31,Festus Ezeli,C,6-11,255,"October 21, 1989",1,Vanderbilt University,GOLDEN STATE WARRIORS
23,Draymond Green,PF,6-7,230,"March 4, 1990",2,Michigan State University,GOLDEN STATE WARRIORS
7,Justin Holiday,SG,6-6,181,"April 5, 1989",1,University of Washington,GOLDEN STATE WARRIORS
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",10,University of Arizona,GOLDEN STATE WARRIORS
1,Ognjen Kuzmic,C,7-1,251,"May 16, 1990",1,,GOLDEN STATE WARRIORS
10,David Lee,PF,6-9,245,"April 29, 1983",9,University of Florida,GOLDEN STATE WARRIORS
34,Shaun Livingston,PG,6-7,192,"September 11, 1985",9,,GOLDEN STATE WARRIORS
20,James Michael McAdoo,PF,6-9,230,"January 4, 1993",R,University of North Carolina,GOLDEN STATE WARRIORS
4,Brandon Rush,SG,6-6,220,"July 7, 1985",6,University of Kansas,GOLDEN STATE WARRIORS
5,Marreese Speights,C,6-10,255,"August 4, 1987",6,University of Florida,GOLDEN STATE WARRIORS
11,Klay Thompson,SG,6-7,215,"February 8, 1990",3,Washington State University,GOLDEN STATE WARRIORS
22,Matt Barnes,SF,6-7,226,"March 9, 1980",11,"University of California, Los Angeles",LOS ANGELES CLIPPERS
25,Reggie Bullock,SF,6-7,205,"March 16, 1991",1,University of North Carolina,LOS ANGELES CLIPPERS
11,Jamal Crawford,SG,6-5,185,"March 20, 1980",14,University of Michigan,LOS ANGELES CLIPPERS
9,Jared Cunningham,SG,6-4,195,"May 22, 1991",2,Oregon State University,LOS ANGELES CLIPPERS
0,Glen Davis,PF,6-9,289,"January 1, 1986",7,Louisiana State University,LOS ANGELES CLIPPERS
14,Chris Douglas-Roberts,SG,6-7,200,"January 8, 1987",5,University of Memphis,LOS ANGELES CLIPPERS
1,Jordan Farmar,PG,6-2,180,"November 30, 1986",7,"University of California, Los Angeles",LOS ANGELES CLIPPERS
32,Blake Griffin,PF,6-10,250,"March 16, 1989",4,University of Oklahoma,LOS ANGELES CLIPPERS
1,Jordan Hamilton,SF,6-7,220,"October 6, 1990",3,University of Texas at Austin,LOS ANGELES CLIPPERS
10,Spencer Hawes,PF,7-1,245,"April 28, 1988",7,University of Washington,LOS ANGELES CLIPPERS
14,Lester Hudson,SG,6-3,190,"August 7, 1984",3,University of Tennessee at Martin,LOS ANGELES CLIPPERS
31,Dahntay Jones,SF,6-6,225,"December 27, 1980",10,"Rutgers University, Duke University",LOS ANGELES CLIPPERS
6,DeAndre Jordan,C,6-11,265,"July 21, 1988",6,Texas A&M University,LOS ANGELES CLIPPERS
3,Chris Paul,PG,6-0,175,"May 6, 1985",9,Wake Forest University,LOS ANGELES CLIPPERS
4,J.J. Redick,SG,6-4,200,"June 24, 1984",8,Duke University,LOS ANGELES CLIPPERS
25,Austin Rivers,PG,6-4,200,"August 1, 1992",2,Duke University,LOS ANGELES CLIPPERS
8,Nate Robinson,PG,5-9,180,"May 31, 1984",9,University of Washington,LOS ANGELES CLIPPERS
15,Hedo Turkoglu,SF,6-10,220,"March 19, 1979",14,,LOS ANGELES CLIPPERS
13,Ekpe Udoh,PF,6-10,245,"May 20, 1987",4,"University of Michigan, Baylor University",LOS ANGELES CLIPPERS
30,C.J. Wilcox,SG,6-5,195,"December 30, 1990",R,University of Washington,LOS ANGELES CLIPPERS
30,Earl Barron,C,7-0,250,"August 14, 1981",7,University of Memphis,PHOENIX SUNS
2,Eric Bledsoe,PG,6-1,205,"December 9, 1989",4,University of Kentucky,PHOENIX SUNS
25,Reggie Bullock,SF,6-7,205,"March 16, 1991",1,University of North Carolina,PHOENIX SUNS
10,Seth Curry,PG,6-2,185,"August 23, 1990",1,"Liberty University, Duke University",PHOENIX SUNS
1,Goran Dragic,SG,6-3,190,"May 6, 1986",6,,PHOENIX SUNS
10,Zoran Dragic,SG,6-5,200,"June 22, 1989",R,,PHOENIX SUNS
4,Tyler Ennis,PG,6-3,194,"August 24, 1994",R,Syracuse University,PHOENIX SUNS
20,Archie Goodwin,SG,6-5,200,"August 17, 1994",1,University of Kentucky,PHOENIX SUNS
14,Gerald Green,SG,6-7,205,"January 26, 1986",7,,PHOENIX SUNS
3,Brandon Knight,SG,6-3,195,"December 2, 1991",3,University of Kentucky,PHOENIX SUNS
21,Alex Len,C,7-1,250,"June 16, 1993",1,University of Maryland,PHOENIX SUNS
8,Jerel McNeal,PG,6-3,200,"June 1, 1987",R,Marquette University,PHOENIX SUNS
15,Marcus Morris,PF,6-9,235,"September 2, 1989",3,University of Kansas,PHOENIX SUNS
11,Markieff Morris,PF,6-10,245,"September 2, 1989",3,University of Kansas,PHOENIX SUNS
22,Miles Plumlee,C,6-11,249,"September 1, 1988",2,Duke University,PHOENIX SUNS
1,A.J. Price,PG,6-2,181,"October 7, 1986",5,University of Connecticut,PHOENIX SUNS
43,Shavlik Randolph,PF,6-10,240,"November 24, 1983",7,Duke University,PHOENIX SUNS
3,Isaiah Thomas,PG,5-9,185,"February 7, 1989",3,University of Washington,PHOENIX SUNS
23,Marcus Thornton,SG,6-4,205,"June 5, 1987",5,Louisiana State University,PHOENIX SUNS
40,Anthony Tolliver,PF,6-8,250,"June 1, 1985",6,Creighton University,PHOENIX SUNS
17,P.J. Tucker,SF,6-6,245,"May 5, 1985",3,University of Texas at Austin,PHOENIX SUNS
12,T.J. Warren,SF,6-8,215,"September 5, 1993",R,North Carolina State University,PHOENIX SUNS
32,Brandan Wright,PF,6-10,210,"October 5, 1987",6,University of North Carolina,PHOENIX SUNS
32,Sim Bhullar,C,7-5,360,"December 2, 1992",R,New Mexico State University,SACRAMENTO KINGS
18,Omri Casspi,SF,6-9,225,"June 22, 1988",5,,SACRAMENTO KINGS
7,Darren Collison,PG,6-0,175,"August 23, 1987",5,"University of California, Los Angeles",SACRAMENTO KINGS
15,DeMarcus Cousins,C,6-11,270,"August 13, 1990",4,University of Kentucky,SACRAMENTO KINGS
30,Reggie Evans,PF,6-8,245,"May 18, 1980",12,University of Iowa,SACRAMENTO KINGS
8,Rudy Gay,SF,6-8,230,"August 17, 1986",8,University of Connecticut,SACRAMENTO KINGS
5,Ryan Hollins,C,7-0,240,"October 10, 1984",8,"University of California, Los Angeles",SACRAMENTO KINGS
24,Carl Landry,PF,6-9,248,"September 19, 1983",7,Purdue University,SACRAMENTO KINGS
3,Ray McCallum,PG,6-3,190,"June 12, 1991",1,University of Detroit Mercy,SACRAMENTO KINGS
23,Ben McLemore,SG,6-5,201,"February 11, 1993",1,University of Kansas,SACRAMENTO KINGS
22,Andre Miller,PG,6-3,200,"March 19, 1976",15,University of Utah,SACRAMENTO KINGS
20,Quincy Miller,PF,6-9,210,"November 18, 1992",2,Baylor University,SACRAMENTO KINGS
25,Eric Moreland,PF,6-10,238,"December 24, 1991",R,Oregon State University,SACRAMENTO KINGS
9,Ramon Sessions,PG,6-3,190,"April 11, 1986",7,"University of Nevada, Reno",SACRAMENTO KINGS
10,Nik Stauskas,SG,6-6,205,"October 7, 1993",R,University of Michigan,SACRAMENTO KINGS
9,David Stockton,PG,5-11,165,"June 24, 1991",R,Gonzaga University,SACRAMENTO KINGS
34,Jason Thompson,PF,6-11,250,"July 21, 1986",6,Rider University,SACRAMENTO KINGS
31,David Wear,PF,6-10,230,"September 21, 1990",R,"University of North Carolina, University of California, Los Angeles",SACRAMENTO KINGS
13,Derrick Williams,PF,6-8,240,"May 25, 1991",3,University of Arizona,SACRAMENTO KINGS
28,Tarik Black,C,6-9,250,"November 22, 1991",R,"University of Memphis, University of Kansas",LOS ANGELES LAKERS
12,Vander Blue,SG,6-4,200,"July 17, 1992",1,Marquette University,LOS ANGELES LAKERS
5,Carlos Boozer,PF,6-9,258,"November 20, 1981",12,Duke University,LOS ANGELES LAKERS
15,Jabari Brown,SG,6-4,215,"December 18, 1992",R,"University of Oregon, University of Missouri",LOS ANGELES LAKERS
24,Kobe Bryant,SG,6-6,212,"August 23, 1978",18,,LOS ANGELES LAKERS
20,Dwight Buycks,PG,6-3,190,"March 6, 1989",1,Marquette University,LOS ANGELES LAKERS
6,Jordan Clarkson,PG,6-5,194,"June 7, 1992",R,"University of Tulsa, University of Missouri",LOS ANGELES LAKERS
21,Ed Davis,PF,6-10,225,"June 5, 1989",4,University of North Carolina,LOS ANGELES LAKERS
2,Wayne Ellington,SG,6-5,200,"November 29, 1987",5,University of North Carolina,LOS ANGELES LAKERS
7,Xavier Henry,SF,6-6,220,"March 15, 1991",4,University of Kansas,LOS ANGELES LAKERS
27,Jordan Hill,C,6-10,235,"July 27, 1987",5,University of Arizona,LOS ANGELES LAKERS
11,Wesley Johnson,SF,6-7,215,"July 11, 1987",4,"Iowa State University, Syracuse University",LOS ANGELES LAKERS
4,Ryan Kelly,PF,6-11,230,"April 9, 1991",1,Duke University,LOS ANGELES LAKERS
17,Jeremy Lin,PG,6-3,200,"August 23, 1988",4,Harvard University,LOS ANGELES LAKERS
9,Ronnie Price,PG,6-2,190,"June 21, 1983",9,"Nicholls State University, Utah Valley State College",LOS ANGELES LAKERS
30,Julius Randle,PF,6-9,250,"November 29, 1994",R,University of Kentucky,LOS ANGELES LAKERS
50,Robert Sacre,C,7-0,270,"June 6, 1989",2,Gonzaga University,LOS ANGELES LAKERS
0,Nick Young,SG,6-7,210,"June 1, 1985",7,University of Southern California,LOS ANGELES LAKERS
1,Trevor Ariza,SF,6-8,215,"June 30, 1985",10,"University of California, Los Angeles",HOUSTON ROCKETS
2,Patrick Beverley,PG,6-1,185,"July 12, 1988",2,University of Arkansas,HOUSTON ROCKETS
10,Tarik Black,C,6-9,250,"November 22, 1991",R,"University of Memphis, University of Kansas",HOUSTON ROCKETS
33,Corey Brewer,SF,6-9,186,"March 5, 1986",7,University of Florida,HOUSTON ROCKETS
0,Isaiah Canaan,PG,6-0,201,"May 21, 1991",1,Murray State University,HOUSTON ROCKETS
15,Clint Capela,C,6-10,240,"May 18, 1994",R,,HOUSTON ROCKETS
30,Troy Daniels,SG,6-4,205,"July 15, 1991",1,Virginia Commonwealth University,HOUSTON ROCKETS
8,Joey Dorsey,PF,6-8,268,"December 16, 1983",3,University of Memphis,HOUSTON ROCKETS
32,Francisco Garcia,SF,6-7,195,"December 31, 1981",9,University of Louisville,HOUSTON ROCKETS
13,James Harden,SG,6-5,220,"August 26, 1989",5,Arizona State University,HOUSTON ROCKETS
12,Dwight Howard,C,6-11,265,"December 8, 1985",10,,HOUSTON ROCKETS
3,Nick Johnson,SG,6-3,202,"December 22, 1992",R,University of Arizona,HOUSTON ROCKETS
6,Terrence Jones,PF,6-9,252,"January 9, 1992",2,University of Kentucky,HOUSTON ROCKETS
32,K.J. McDaniels,SG,6-6,205,"February 9, 1993",R,Clemson University,HOUSTON ROCKETS
20,Donatas Motiejunas,PF,7-0,222,"September 20, 1990",2,,HOUSTON ROCKETS
16,Kostas Papanikolaou,SF,6-8,225,"July 31, 1990",R,,HOUSTON ROCKETS
9,Pablo Prigioni,PG,6-3,185,"May 17, 1977",2,,HOUSTON ROCKETS
88,Alexey Shved,SG,6-6,190,"December 16, 1988",2,,HOUSTON ROCKETS
5,Josh Smith,PF,6-9,225,"December 5, 1985",10,,HOUSTON ROCKETS
31,Jason Terry,SG,6-2,185,"September 15, 1977",15,University of Arizona,HOUSTON ROCKETS
1,Kyle Anderson,SF,6-9,230,"September 20, 1993",R,"University of California, Los Angeles",SAN ANTONIO SPURS
11,Jeff Ayres,PF,6-9,240,"April 29, 1987",4,Arizona State University,SAN ANTONIO SPURS
16,Aron Baynes,C,6-10,260,"December 9, 1986",2,Washington State University,SAN ANTONIO SPURS
3,Marco Belinelli,SG,6-5,210,"March 25, 1986",7,,SAN ANTONIO SPURS
15,Matt Bonner,PF,6-10,235,"April 5, 1980",10,University of Florida,SAN ANTONIO SPURS
23,Austin Daye,SF,6-11,220,"June 5, 1988",5,Gonzaga University,SAN ANTONIO SPURS
33,Boris Diaw,PF,6-8,250,"April 16, 1982",11,,SAN ANTONIO SPURS
21,Tim Duncan,C,6-11,250,"April 25, 1976",17,Wake Forest University,SAN ANTONIO SPURS
20,Manu Ginobili,SG,6-6,205,"July 28, 1977",12,,SAN ANTONIO SPURS
14,Danny Green,SG,6-6,215,"June 22, 1987",5,University of North Carolina,SAN ANTONIO SPURS
41,JaMychal Green,PF,6-9,227,"June 21, 1990",R,University of Alabama,SAN ANTONIO SPURS
5,Cory Joseph,PG,6-3,193,"August 20, 1991",3,University of Texas at Austin,SAN ANTONIO SPURS
2,Kawhi Leonard,SF,6-7,230,"June 29, 1991",3,San Diego State University,SAN ANTONIO SPURS
8,Patty Mills,PG,6-0,180,"August 11, 1988",5,Saint Mary's College of California,SAN ANTONIO SPURS
9,Tony Parker,PG,6-2,185,"May 17, 1982",13,,SAN ANTONIO SPURS
22,Tiago Splitter,C,6-11,245,"January 1, 1985",4,,SAN ANTONIO SPURS
55,Reggie Williams,SF,6-6,205,"September 14, 1986",5,Virginia Military Institute,SAN ANTONIO SPURS
3,Jordan Adams,SG,6-5,209,"July 8, 1994",R,"University of California, Los Angeles",MEMPHIS GRIZZLIES
9,Tony Allen,SG,6-4,213,"January 11, 1982",10,"Butler County Community College, Oklahoma State University",MEMPHIS GRIZZLIES
12,Nick Calathes,SG,6-6,213,"February 7, 1989",1,University of Florida,MEMPHIS GRIZZLIES
15,Vince Carter,SG,6-6,220,"January 26, 1977",16,University of North Carolina,MEMPHIS GRIZZLIES
11,Mike Conley,PG,6-1,175,"October 11, 1987",7,Ohio State University,MEMPHIS GRIZZLIES
33,Marc Gasol,C,7-1,255,"January 29, 1985",6,,MEMPHIS GRIZZLIES
0,JaMychal Green,PF,6-9,227,"June 21, 1990",R,University of Alabama,MEMPHIS GRIZZLIES
32,Jeff Green,SF,6-9,235,"August 28, 1986",6,Georgetown University,MEMPHIS GRIZZLIES
41,Kosta Koufos,C,7-0,245,"February 24, 1989",6,Ohio State University,MEMPHIS GRIZZLIES
5,Courtney Lee,SG,6-5,215,"October 3, 1985",6,Western Kentucky University,MEMPHIS GRIZZLIES
30,Jon Leuer,PF,6-10,228,"May 14, 1989",3,University of Wisconsin,MEMPHIS GRIZZLIES
27,Kalin Lucas,PG,6-1,195,"May 24, 1989",R,Michigan State University,MEMPHIS GRIZZLIES
8,Quincy Pondexter,SG,6-7,230,"March 10, 1988",4,University of Washington,MEMPHIS GRIZZLIES
21,Tayshaun Prince,SF,6-9,212,"February 28, 1980",12,University of Kentucky,MEMPHIS GRIZZLIES
50,Zach Randolph,PF,6-9,250,"July 16, 1981",13,Michigan State University,MEMPHIS GRIZZLIES
2,Russ Smith,PG,6-0,165,"April 19, 1991",R,University of Louisville,MEMPHIS GRIZZLIES
1,Jarnell Stokes,PF,6-9,263,"January 7, 1994",R,University of Tennessee,MEMPHIS GRIZZLIES
13,Tyrus Thomas,PF,6-9,215,"August 17, 1986",7,Louisiana State University,MEMPHIS GRIZZLIES
19,Beno Udrih,PG,6-3,205,"July 5, 1982",10,,MEMPHIS GRIZZLIES
7,Al-Farouq Aminu,SF,6-9,220,"September 21, 1990",4,Wake Forest University,DALLAS MAVERICKS
5,J.J. Barea,PG,6-0,185,"June 26, 1984",8,Northeastern University,DALLAS MAVERICKS
6,Tyson Chandler,C,7-1,240,"October 2, 1982",13,,DALLAS MAVERICKS
9,Jae Crowder,SF,6-6,235,"July 6, 1990",2,Marquette University,DALLAS MAVERICKS
11,Monta Ellis,SG,6-3,185,"October 26, 1985",9,,DALLAS MAVERICKS
2,Raymond Felton,PG,6-1,205,"June 26, 1984",9,University of North Carolina,DALLAS MAVERICKS
20,Devin Harris,PG,6-3,185,"February 27, 1983",10,University of Wisconsin,DALLAS MAVERICKS
55,Bernard James,C,6-10,240,"February 7, 1985",2,Florida State University,DALLAS MAVERICKS
24,Richard Jefferson,SF,6-7,233,"June 21, 1980",13,University of Arizona,DALLAS MAVERICKS
1,Ricky Ledo,SG,6-7,195,"September 10, 1992",1,,DALLAS MAVERICKS
14,Jameer Nelson,PG,6-0,190,"February 9, 1982",10,Saint Joseph's University,DALLAS MAVERICKS
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",16,,DALLAS MAVERICKS
25,Chandler Parsons,SF,6-10,230,"October 25, 1988",3,University of Florida,DALLAS MAVERICKS
