slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
gasolpa01,Pau Gasol,CHICAGO BULLS,HOME,MILWAUKEE BUCKS,WIN,2315,17,30,0,0,12,13,8,10,3,1,0,3,3,38.9
vucevni01,Nikola Vucevic,ORLANDO MAGIC,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2165,15,23,0,0,4,6,8,8,2,0,0,5,4,25.9
westda01,David West,INDIANA PACERS,AWAY,PHILADELPHIA 76ERS,LOSS,1975,10,18,0,0,8,10,6,3,2,2,2,1,5,25.5
walkeke02,Kemba Walker,CHARLOTTE HORNETS,AWAY,NEW YORK KNICKS,WIN,1704,8,13,4,7,8,9,0,7,1,1,0,2,0,23.5
dienggo01,Gorgui Dieng,MINNESOTA TIMBERWOLVES,HOME,SAN ANTONIO SPURS,LOSS,1854,7,11,0,0,4,4,5,7,1,1,4,0,1,22.8
hardeja01,James Harden,HOUSTON ROCKETS,HOME,UTAH JAZZ,WIN,2057,8,14,4,8,10,11,1,2,5,1,1,6,3,22.3
paulch01,Chris Paul,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,WIN,1800,5,11,2,4,5,5,0,2,13,1,0,0,0,22.0
griffbl01,Blake Griffin,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,WIN,2104,11,15,0,0,0,2,1,6,6,2,0,2,3,20.6
ellismo01,Monta Ellis,DALLAS MAVERICKS,AWAY,LOS ANGELES CLIPPERS,LOSS,1931,9,15,4,6,1,1,1,3,6,1,0,2,1,20.5
matthwe02,Wesley Matthews,PORTLAND TRAIL BLAZERS,HOME,ORLANDO MAGIC,WIN,2041,6,9,4,6,2,3,0,8,3,4,0,2,1,19.8
olynyke01,Kelly Olynyk,BOSTON CELTICS,AWAY,TORONTO RAPTORS,LOSS,1628,8,11,2,4,5,6,1,4,2,2,1,4,2,19.3
dayeau01,Austin Daye,SAN ANTONIO SPURS,AWAY,MINNESOTA TIMBERWOLVES,WIN,2146,8,14,4,9,2,2,2,8,1,1,0,1,4,18.3
jennibr01,Brandon Jennings,DETROIT PISTONS,HOME,BROOKLYN NETS,WIN,1761,6,17,3,8,5,9,0,3,11,2,0,1,2,17.7
millspa02,Patty Mills,SAN ANTONIO SPURS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1570,7,11,2,4,3,4,1,1,3,1,0,0,3,16.6
nowitdi01,Dirk Nowitzki,DALLAS MAVERICKS,AWAY,LOS ANGELES CLIPPERS,LOSS,1822,10,19,2,5,3,4,0,6,1,0,0,1,1,16.4
biyombi01,Bismack Biyombo,CHARLOTTE HORNETS,AWAY,NEW YORK KNICKS,WIN,1251,5,7,0,0,4,5,7,5,1,1,1,3,1,16.1
lowryky01,Kyle Lowry,TORONTO RAPTORS,HOME,BOSTON CELTICS,WIN,2298,7,17,3,8,2,2,1,4,7,3,0,3,2,15.9
crawfja01,Jamal Crawford,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,WIN,1327,6,10,3,6,4,4,1,2,4,2,0,4,2,15.7
aldrila01,LaMarcus Aldridge,PORTLAND TRAIL BLAZERS,HOME,ORLANDO MAGIC,WIN,2186,10,22,1,1,4,4,1,5,3,1,1,3,3,15.4
monrogr01,Greg Monroe,DETROIT PISTONS,HOME,BROOKLYN NETS,WIN,2142,6,11,0,0,4,4,4,13,2,0,0,3,1,15.4
wroteto01,Tony Wroten,PHILADELPHIA 76ERS,HOME,INDIANA PACERS,WIN,1739,6,17,2,5,6,7,2,2,9,2,0,4,4,14.8
pattepa01,Patrick Patterson,TORONTO RAPTORS,HOME,BOSTON CELTICS,WIN,1475,4,7,2,4,0,0,2,7,3,1,2,0,0,14.7
valanjo01,Jonas Valanciunas,TORONTO RAPTORS,HOME,BOSTON CELTICS,WIN,1577,7,11,0,0,1,1,3,4,2,0,3,1,3,14.7
josepco01,Cory Joseph,SAN ANTONIO SPURS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1632,5,8,0,0,2,2,0,2,5,3,0,1,0,14.5
jordade01,DeAndre Jordan,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,WIN,2035,6,10,0,0,1,4,5,10,0,1,2,1,2,14.3
barnema02,Matt Barnes,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,WIN,2117,7,13,2,5,2,2,1,5,3,0,0,1,2,14.2
johnsja01,James Johnson,TORONTO RAPTORS,HOME,BOSTON CELTICS,WIN,2168,7,12,0,0,1,2,3,7,4,0,2,2,3,14.2
knighbr03,Brandon Knight,MILWAUKEE BUCKS,AWAY,CHICAGO BULLS,LOSS,2054,9,19,0,2,2,2,0,5,5,1,0,1,3,14.1
acyqu01,Quincy Acy,NEW YORK KNICKS,HOME,CHARLOTTE HORNETS,LOSS,1319,6,9,3,4,3,4,0,1,0,2,0,1,3,13.8
roberbr01,Brian Roberts,CHARLOTTE HORNETS,AWAY,NEW YORK KNICKS,WIN,1856,5,8,0,2,4,4,0,4,5,0,0,1,2,13.3
butleji01,Jimmy Butler,CHICAGO BULLS,HOME,MILWAUKEE BUCKS,WIN,2478,2,9,0,3,5,7,3,5,10,2,1,2,2,13.2
favorde01,Derrick Favors,UTAH JAZZ,AWAY,HOUSTON ROCKETS,LOSS,1055,5,6,0,0,5,5,0,7,0,2,0,3,2,13.1
motiedo01,Donatas Motiejunas,HOUSTON ROCKETS,HOME,UTAH JAZZ,WIN,2135,6,8,1,2,1,2,2,8,1,3,0,4,2,13.1
hinriki01,Kirk Hinrich,CHICAGO BULLS,HOME,MILWAUKEE BUCKS,WIN,2079,7,13,2,5,0,0,2,1,3,1,1,1,3,13.0
kanteen01,Enes Kanter,UTAH JAZZ,AWAY,HOUSTON ROCKETS,LOSS,1259,6,10,0,0,4,5,4,2,1,1,0,2,3,12.9
drumman01,Andre Drummond,DETROIT PISTONS,HOME,BROOKLYN NETS,WIN,1698,6,9,0,0,2,3,2,7,0,1,2,2,2,12.8
johnsjo02,Joe Johnson,BROOKLYN NETS,AWAY,DETROIT PISTONS,LOSS,2168,7,14,3,6,0,0,1,1,4,0,0,1,1,12.4
lopezbr01,Brook Lopez,BROOKLYN NETS,AWAY,DETROIT PISTONS,LOSS,1613,3,9,1,2,4,4,3,12,1,1,1,0,4,12.4
dudleja01,Jared Dudley,MILWAUKEE BUCKS,AWAY,CHICAGO BULLS,LOSS,1932,5,10,0,3,5,6,1,2,4,1,0,2,1,12.3
mayooj01,O.J. Mayo,MILWAUKEE BUCKS,AWAY,CHICAGO BULLS,LOSS,1507,5,8,2,3,0,0,0,2,1,1,2,0,0,12.1
anderal01,Alan Anderson,BROOKLYN NETS,AWAY,DETROIT PISTONS,LOSS,1403,5,7,1,2,2,2,0,4,0,1,0,0,1,11.9
duncati01,Tim Duncan,SAN ANTONIO SPURS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1259,5,6,0,0,3,4,0,6,2,0,1,2,1,11.9
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,HOME,ORLANDO MAGIC,WIN,2096,3,10,2,8,8,10,1,4,5,1,0,4,0,11.8
lavinza01,Zach LaVine,MINNESOTA TIMBERWOLVES,HOME,SAN ANTONIO SPURS,LOSS,1573,7,14,1,3,4,4,0,0,4,1,0,3,3,11.6
larkish01,Shane Larkin,NEW YORK KNICKS,HOME,CHARLOTTE HORNETS,LOSS,1648,5,9,1,3,1,1,0,4,4,3,0,3,1,11.3
jerebjo01,Jonas Jerebko,DETROIT PISTONS,HOME,BROOKLYN NETS,WIN,1579,4,6,3,5,0,0,2,5,1,0,0,0,2,11.2
hairspj02,P.J. Hairston,CHARLOTTE HORNETS,AWAY,NEW YORK KNICKS,WIN,1357,6,12,3,6,0,0,1,3,1,1,0,1,1,10.9
willilo02,Lou Williams,TORONTO RAPTORS,HOME,BOSTON CELTICS,WIN,1812,6,16,3,9,4,8,0,2,3,2,0,2,1,10.9
johnsam01,Amir Johnson,TORONTO RAPTORS,HOME,BOSTON CELTICS,WIN,1648,6,10,1,1,2,2,2,2,0,1,2,2,5,10.8
arizatr01,Trevor Ariza,HOUSTON ROCKETS,HOME,UTAH JAZZ,WIN,1665,3,9,2,5,2,2,1,2,3,5,0,2,2,10.5
bradlav01,Avery Bradley,BOSTON CELTICS,AWAY,TORONTO RAPTORS,LOSS,2027,6,15,2,5,3,4,0,1,2,2,0,1,2,10.4
redicjj01,J.J. Redick,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,WIN,1686,5,13,4,8,2,2,0,4,1,1,0,1,1,10.4
plumlma01,Mason Plumlee,BROOKLYN NETS,AWAY,DETROIT PISTONS,LOSS,1527,7,10,0,0,0,0,1,4,0,1,1,2,3,10.2
sullija01,Jared Sullinger,BOSTON CELTICS,AWAY,TORONTO RAPTORS,LOSS,1679,6,13,1,4,0,0,1,9,2,1,0,1,3,9.9
middlkh01,Khris Middleton,MILWAUKEE BUCKS,AWAY,CHICAGO BULLS,LOSS,2054,5,10,1,2,0,0,2,3,1,2,0,0,3,9.8
wiggian01,Andrew Wiggins,MINNESOTA TIMBERWOLVES,HOME,SAN ANTONIO SPURS,LOSS,2219,5,11,0,0,8,8,0,3,2,0,0,4,2,9.8
simshe01,Henry Sims,PHILADELPHIA 76ERS,HOME,INDIANA PACERS,WIN,1130,3,7,0,0,5,6,4,5,1,0,0,1,3,9.7
willima02,Marvin Williams,CHARLOTTE HORNETS,AWAY,NEW YORK KNICKS,WIN,1301,3,6,0,0,0,0,0,5,2,4,1,1,0,9.6
bayleje01,Jerryd Bayless,MILWAUKEE BUCKS,AWAY,CHICAGO BULLS,LOSS,1526,3,6,0,1,2,2,2,3,1,2,0,0,2,9.2
cartemi01,Michael Carter-Williams,PHILADELPHIA 76ERS,HOME,INDIANA PACERS,WIN,2096,6,17,1,4,2,2,0,5,9,0,1,4,2,9.2
hardati02,Tim Hardaway,NEW YORK KNICKS,HOME,CHARLOTTE HORNETS,LOSS,1601,6,13,1,7,2,2,0,0,3,0,0,0,3,9.2
kiddgmi01,Michael Kidd-Gilchrist,CHARLOTTE HORNETS,AWAY,NEW YORK KNICKS,WIN,1523,4,6,0,0,2,6,0,9,1,0,0,0,0,9.2
marblde01,Devyn Marble,ORLANDO MAGIC,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1486,3,6,0,2,0,0,0,3,2,5,0,0,3,9.1
beverpa01,Patrick Beverley,HOUSTON ROCKETS,HOME,UTAH JAZZ,WIN,1745,3,13,2,7,2,2,2,2,7,2,0,1,3,8.8
leoname01,Meyers Leonard,PORTLAND TRAIL BLAZERS,HOME,ORLANDO MAGIC,WIN,1218,4,7,1,3,2,2,0,6,1,0,0,1,2,8.4
oladivi01,Victor Oladipo,ORLANDO MAGIC,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2261,6,21,0,6,6,8,3,5,4,1,0,4,0,8.3
singlky01,Kyle Singler,DETROIT PISTONS,HOME,BROOKLYN NETS,WIN,1700,4,9,3,4,0,1,0,2,2,0,1,0,1,8.2
greenda02,Danny Green,SAN ANTONIO SPURS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1796,2,6,1,4,2,2,0,5,4,1,0,0,2,8.1
covinro01,Robert Covington,PHILADELPHIA 76ERS,HOME,INDIANA PACERS,WIN,1585,6,13,4,8,0,1,0,2,0,0,0,0,4,7.9
hawessp01,Spencer Hawes,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,WIN,1320,2,6,1,3,1,2,0,5,2,1,3,0,1,7.8
smartma01,Marcus Smart,BOSTON CELTICS,AWAY,TORONTO RAPTORS,LOSS,1744,5,7,1,3,1,3,1,2,2,1,0,3,3,7.8
