slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
duranke01,Kevin Durant,OKLAHOMA CITY THUNDER,HOME,GOLDEN STATE WARRIORS,WIN,2408,16,21,2,3,11,11,3,8,2,2,0,4,2,39.8
jamesle01,LeBron James,CLEVELAND CAVALIERS,HOME,LOS ANGELES CLIPPERS,WIN,2395,10,20,5,6,7,8,1,2,11,1,0,1,1,30.2
boshch01,Chris Bosh,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,2244,12,21,0,0,2,2,4,11,7,0,2,1,1,27.1
stoudam01,Amar'e Stoudemire,PHOENIX SUNS,AWAY,HOUSTON ROCKETS,WIN,2446,12,22,0,0,12,12,1,10,1,0,2,5,6,23.8
westbru01,Russell Westbrook,OKLAHOMA CITY THUNDER,HOME,GOLDEN STATE WARRIORS,WIN,2686,7,14,0,0,14,17,1,4,8,2,0,4,4,23.7
billuch01,Chauncey Billups,DENVER NUGGETS,AWAY,SAN ANTONIO SPURS,WIN,2675,7,15,3,5,8,8,0,6,11,2,0,6,0,22.8
rondora01,Rajon Rondo,BOSTON CELTICS,HOME,LOS ANGELES LAKERS,LOSS,2279,9,16,0,0,3,4,2,3,12,2,0,3,1,22.3
martike01,Kenyon Martin,DENVER NUGGETS,AWAY,SAN ANTONIO SPURS,WIN,2357,12,21,1,1,2,3,0,11,4,1,0,1,3,21.6
maggeco01,Corey Maggette,GOLDEN STATE WARRIORS,AWAY,OKLAHOMA CITY THUNDER,LOSS,2014,8,14,0,0,10,11,2,3,4,1,0,2,4,21.5
davisba01,Baron Davis,LOS ANGELES CLIPPERS,AWAY,CLEVELAND CAVALIERS,LOSS,2138,12,21,4,7,2,3,0,0,7,1,0,3,3,21.4
bynuman01,Andrew Bynum,LOS ANGELES LAKERS,AWAY,BOSTON CELTICS,WIN,1999,7,13,0,0,5,7,5,6,1,2,2,1,2,19.5
chandwi01,Wilson Chandler,NEW YORK KNICKS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2511,11,21,1,4,4,6,1,3,5,1,1,2,3,19.5
hillgr01,Grant Hill,PHOENIX SUNS,AWAY,HOUSTON ROCKETS,WIN,2318,7,11,0,1,5,5,0,4,3,1,3,1,1,19.1
nashst01,Steve Nash,PHOENIX SUNS,AWAY,HOUSTON ROCKETS,WIN,2472,2,10,1,6,6,6,1,7,16,0,0,0,1,18.4
loveke01,Kevin Love,MINNESOTA TIMBERWOLVES,HOME,NEW YORK KNICKS,WIN,1910,9,18,2,5,5,6,4,7,4,1,1,6,3,17.8
jeffeal01,Al Jefferson,MINNESOTA TIMBERWOLVES,HOME,NEW YORK KNICKS,WIN,1774,10,17,0,0,2,2,3,8,2,0,0,3,1,16.6
duncati01,Tim Duncan,SAN ANTONIO SPURS,HOME,DENVER NUGGETS,LOSS,2180,5,10,0,0,6,6,4,6,1,0,1,0,2,16.2
iguodan01,Andre Iguodala,PHILADELPHIA 76ERS,AWAY,NEW JERSEY NETS,WIN,2282,5,12,1,3,3,4,3,6,4,3,0,1,0,15.9
arizatr01,Trevor Ariza,HOUSTON ROCKETS,HOME,PHOENIX SUNS,LOSS,2715,7,21,4,10,3,6,3,4,4,2,1,0,3,15.5
stuckro01,Rodney Stuckey,DETROIT PISTONS,HOME,ORLANDO MAGIC,LOSS,2102,4,10,0,0,10,11,0,3,7,0,0,1,4,15.4
afflaar01,Arron Afflalo,DENVER NUGGETS,AWAY,SAN ANTONIO SPURS,WIN,2259,6,6,2,2,0,0,0,3,2,3,0,1,3,15.3
jackja01,Jarrett Jack,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,1998,6,8,3,3,1,1,0,2,6,0,0,2,1,15.2
jeffrja01,Jared Jeffries,NEW YORK KNICKS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2339,5,10,3,6,1,2,2,4,5,1,3,1,4,15.2
sefolth01,Thabo Sefolosha,OKLAHOMA CITY THUNDER,HOME,GOLDEN STATE WARRIORS,WIN,2469,6,13,1,2,1,5,4,3,2,4,1,0,1,15.1
onealsh01,Shaquille O'Neal,CLEVELAND CAVALIERS,HOME,LOS ANGELES CLIPPERS,WIN,1846,7,12,0,0,2,2,4,8,3,0,1,2,4,14.8
hayesja01,Jarvis Hayes,NEW JERSEY NETS,HOME,PHILADELPHIA 76ERS,LOSS,1358,7,13,4,8,0,0,2,6,1,0,0,1,0,14.6
lopezbr01,Brook Lopez,NEW JERSEY NETS,HOME,PHILADELPHIA 76ERS,LOSS,2413,6,14,0,0,6,6,3,6,2,1,3,3,4,14.4
smithjr01,J.R. Smith,DENVER NUGGETS,AWAY,SAN ANTONIO SPURS,WIN,1923,5,9,3,4,5,6,0,3,3,1,0,3,1,13.9
brookaa01,Aaron Brooks,HOUSTON ROCKETS,HOME,PHOENIX SUNS,LOSS,2602,8,22,4,11,4,6,0,3,6,1,1,2,5,13.8
landrca01,Carl Landry,HOUSTON ROCKETS,HOME,PHOENIX SUNS,LOSS,1919,8,14,0,0,0,1,5,2,0,2,1,1,3,13.6
bargnan01,Andrea Bargnani,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,2072,7,12,1,2,2,2,2,2,3,1,1,3,2,13.4
wilkida02,Damien Wilkins,MINNESOTA TIMBERWOLVES,HOME,NEW YORK KNICKS,WIN,1674,3,6,0,0,5,5,3,4,3,2,1,2,2,13.3
howardw01,Dwight Howard,ORLANDO MAGIC,AWAY,DETROIT PISTONS,WIN,2465,4,9,0,0,8,18,1,14,3,0,5,3,4,13.2
murphtr01,Troy Murphy,INDIANA PACERS,AWAY,TORONTO RAPTORS,LOSS,1919,4,6,2,3,4,6,0,8,3,1,0,3,0,13.1
rushbr01,Brandon Rush,INDIANA PACERS,AWAY,TORONTO RAPTORS,LOSS,2169,4,7,2,4,4,4,1,2,3,1,0,2,0,13.1
holliry01,Ryan Hollins,MINNESOTA TIMBERWOLVES,HOME,NEW YORK KNICKS,WIN,1791,6,8,0,0,4,6,3,0,0,0,3,2,3,13.0
ginobma01,Manu Ginobili,SAN ANTONIO SPURS,HOME,DENVER NUGGETS,LOSS,1990,3,11,1,3,7,8,1,4,9,3,0,4,4,12.7
dunlemi02,Mike Dunleavy,INDIANA PACERS,AWAY,TORONTO RAPTORS,LOSS,1950,5,9,1,4,1,1,1,3,5,1,0,0,3,12.6
dudleja01,Jared Dudley,PHOENIX SUNS,AWAY,HOUSTON ROCKETS,WIN,1481,5,7,1,1,2,2,1,2,2,0,1,1,0,12.5
lopezro01,Robin Lopez,PHOENIX SUNS,AWAY,HOUSTON ROCKETS,WIN,1640,6,8,0,0,2,4,3,3,0,0,3,1,4,12.5
johnsam01,Amir Johnson,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,1217,5,6,0,0,2,6,2,6,2,1,0,1,1,12.4
caldejo01,Jose Calderon,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,1652,6,10,0,2,0,0,0,2,7,2,0,1,4,12.3
lewisra02,Rashard Lewis,ORLANDO MAGIC,AWAY,DETROIT PISTONS,WIN,1850,5,7,3,4,2,2,0,7,4,0,0,3,5,12.0
redicjj01,J.J. Redick,ORLANDO MAGIC,AWAY,DETROIT PISTONS,WIN,1724,5,11,2,6,5,5,0,0,1,0,0,0,0,12.0
ellismo01,Monta Ellis,GOLDEN STATE WARRIORS,AWAY,OKLAHOMA CITY THUNDER,LOSS,2218,9,24,3,7,4,6,0,3,2,4,1,5,3,11.8
wrighan01,Antoine Wright,TORONTO RAPTORS,HOME,INDIANA PACERS,WIN,2141,6,10,3,4,0,0,0,6,2,0,0,1,2,11.8
allento01,Tony Allen,BOSTON CELTICS,HOME,LOS ANGELES LAKERS,LOSS,1517,6,9,0,0,2,2,1,2,0,2,1,2,1,11.7
moonja01,Jamario Moon,CLEVELAND CAVALIERS,HOME,LOS ANGELES CLIPPERS,WIN,1178,5,8,2,5,0,0,0,5,1,1,0,0,0,11.6
jerebjo01,Jonas Jerebko,DETROIT PISTONS,HOME,ORLANDO MAGIC,LOSS,2040,5,12,2,3,4,5,3,6,0,0,0,1,2,11.3
dalemsa01,Samuel Dalembert,PHILADELPHIA 76ERS,AWAY,NEW JERSEY NETS,WIN,1659,5,6,0,0,2,2,4,7,0,1,1,4,3,11.2
