slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
paulch01,Chris Paul,NEW ORLEANS HORNETS,AWAY,GOLDEN STATE WARRIORS,WIN,2253,14,19,1,4,9,9,1,5,9,3,0,7,3,33.6
bryanko01,Kobe Bryant,LOS ANGELES LAKERS,AWAY,INDIANA PACERS,WIN,2097,10,15,3,4,6,8,2,7,7,1,1,1,1,30.4
wadedw01,Dwyane Wade,MIAMI HEAT,AWAY,TORONTO RAPTORS,LOSS,2595,13,25,1,6,8,8,1,0,10,1,1,3,2,28.3
bynuman01,Andrew Bynum,LOS ANGELES LAKERS,AWAY,INDIANA PACERS,WIN,1831,12,14,0,0,3,3,2,10,2,1,0,2,2,26.0
duncati01,Tim Duncan,SAN ANTONIO SPURS,HOME,ATLANTA HAWKS,WIN,2100,5,20,0,0,11,11,10,17,6,0,1,0,3,24.8
gasolma01,Marc Gasol,MEMPHIS GRIZZLIES,AWAY,DETROIT PISTONS,WIN,2451,8,13,0,0,9,10,2,10,4,2,0,2,5,23.9
duranke01,Kevin Durant,OKLAHOMA CITY THUNDER,HOME,CHICAGO BULLS,LOSS,2417,7,19,2,5,12,15,3,8,5,2,3,4,2,23.6
brandel01,Elton Brand,PHILADELPHIA 76ERS,AWAY,MILWAUKEE BUCKS,LOSS,2324,12,20,0,0,2,3,4,6,1,1,2,1,1,22.7
hicksjj01,J.J. Hickson,CLEVELAND CAVALIERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1480,8,10,0,0,7,7,3,5,0,0,1,0,2,22.7
humphkr01,Kris Humphries,NEW JERSEY NETS,HOME,LOS ANGELES CLIPPERS,WIN,1828,10,14,0,0,5,5,1,7,1,1,1,1,4,21.8
johnsjo02,Joe Johnson,ATLANTA HAWKS,AWAY,SAN ANTONIO SPURS,LOSS,2418,15,26,1,5,0,0,0,4,2,3,0,2,3,21.2
onealje01,Jermaine O'Neal,MIAMI HEAT,AWAY,TORONTO RAPTORS,LOSS,2122,10,16,0,0,2,2,4,4,1,0,3,0,2,20.8
boshch01,Chris Bosh,TORONTO RAPTORS,HOME,MIAMI HEAT,WIN,2321,11,22,0,0,2,6,4,14,4,1,0,2,0,20.2
bargnan01,Andrea Bargnani,TORONTO RAPTORS,HOME,MIAMI HEAT,WIN,2199,13,19,1,4,0,0,1,2,1,0,1,1,2,19.8
lopezbr01,Brook Lopez,NEW JERSEY NETS,HOME,LOS ANGELES CLIPPERS,WIN,2388,9,14,0,1,1,3,1,8,4,3,3,3,2,19.2
smithjo03,Josh Smith,ATLANTA HAWKS,AWAY,SAN ANTONIO SPURS,LOSS,2437,3,9,0,0,8,12,7,9,7,2,1,2,4,18.9
watsocj01,C.J. Watson,GOLDEN STATE WARRIORS,HOME,NEW ORLEANS HORNETS,LOSS,2210,9,14,2,3,3,4,1,2,5,0,0,0,6,18.8
rosede01,Derrick Rose,CHICAGO BULLS,AWAY,OKLAHOMA CITY THUNDER,WIN,2217,13,23,0,1,0,0,1,2,7,0,0,2,2,18.5
randoza01,Zach Randolph,MEMPHIS GRIZZLIES,AWAY,DETROIT PISTONS,WIN,2541,11,22,0,0,2,2,4,9,3,1,2,3,4,18.4
noahjo01,Joakim Noah,CHICAGO BULLS,AWAY,OKLAHOMA CITY THUNDER,WIN,1637,6,10,0,0,1,1,5,6,2,4,2,1,3,18.3
gasolpa01,Pau Gasol,LOS ANGELES LAKERS,AWAY,INDIANA PACERS,WIN,1960,8,18,0,0,5,6,5,8,3,1,1,2,2,18.1
greenje02,Jeff Green,OKLAHOMA CITY THUNDER,HOME,CHICAGO BULLS,LOSS,2603,9,19,2,7,4,5,4,5,2,0,0,1,2,17.8
millspa01,Paul Millsap,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,WIN,2019,6,9,0,1,3,4,2,10,3,1,2,1,2,17.8
doolike01,Keyon Dooling,NEW JERSEY NETS,HOME,LOS ANGELES CLIPPERS,WIN,2143,7,13,2,4,2,2,0,2,8,2,0,2,2,17.1
kamanch01,Chris Kaman,LOS ANGELES CLIPPERS,AWAY,NEW JERSEY NETS,LOSS,2424,9,18,0,0,6,7,4,7,3,1,1,5,4,16.7
willide01,Deron Williams,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,WIN,2091,8,15,2,6,6,7,0,5,7,1,0,5,5,16.7
crawfja01,Jamal Crawford,ATLANTA HAWKS,AWAY,SAN ANTONIO SPURS,LOSS,2105,10,19,3,6,2,2,0,3,2,0,0,1,1,16.6
aldrila01,LaMarcus Aldridge,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,LOSS,2549,10,24,0,3,5,7,4,5,1,3,1,3,2,16.3
loveke01,Kevin Love,MINNESOTA TIMBERWOLVES,AWAY,CLEVELAND CAVALIERS,LOSS,1974,8,16,0,0,4,6,7,3,2,1,0,2,3,16.2
brookaa01,Aaron Brooks,HOUSTON ROCKETS,HOME,DENVER NUGGETS,LOSS,1220,8,11,5,6,1,2,0,2,0,0,0,0,4,16.1
