slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
willide01,Deron Williams,NEW JERSEY NETS,AWAY,CHARLOTTE BOBCATS,WIN,2265,16,29,4,11,21,21,1,5,7,1,1,5,2,46.1
rosede01,Derrick Rose,CHICAGO BULLS,AWAY,PHILADELPHIA 76ERS,WIN,2513,12,23,4,7,7,9,0,4,8,1,1,3,3,27.2
piercpa01,Paul Pierce,BOSTON CELTICS,HOME,NEW YORK KNICKS,WIN,2779,13,23,4,7,4,5,2,5,3,2,1,3,4,25.8
jamesle01,LeBron James,MIAMI HEAT,AWAY,LOS ANGELES LAKERS,LOSS,2582,12,26,0,4,1,3,7,6,7,3,2,3,1,23.4
lawsoty01,Ty Lawson,DENVER NUGGETS,AWAY,SAN ANTONIO SPURS,WIN,2320,7,16,2,4,6,6,1,8,11,1,0,1,4,22.8
rondora01,Rajon Rondo,BOSTON CELTICS,HOME,NEW YORK KNICKS,WIN,2867,7,20,0,0,4,7,4,13,20,1,1,4,3,22.8
paulch01,Chris Paul,LOS ANGELES CLIPPERS,AWAY,HOUSTON ROCKETS,WIN,2530,10,22,0,3,8,10,1,3,10,1,0,2,4,21.8
parketo01,Tony Parker,SAN ANTONIO SPURS,HOME,DENVER NUGGETS,LOSS,2212,10,16,1,1,4,7,0,3,7,2,0,3,1,21.0
bryanko01,Kobe Bryant,LOS ANGELES LAKERS,HOME,MIAMI HEAT,WIN,2334,14,23,0,2,5,7,1,2,1,0,0,3,0,20.7
bynuman01,Andrew Bynum,LOS ANGELES LAKERS,HOME,MIAMI HEAT,WIN,2398,6,11,0,0,4,4,3,10,2,0,4,0,0,20.0
derozde01,DeMar DeRozan,TORONTO RAPTORS,HOME,GOLDEN STATE WARRIORS,WIN,2749,9,17,1,1,6,6,1,2,4,0,0,1,1,19.4
leeda02,David Lee,GOLDEN STATE WARRIORS,AWAY,TORONTO RAPTORS,LOSS,2354,9,13,0,0,4,5,3,9,2,1,0,2,5,19.3
artesro01,Metta World Peace,LOS ANGELES LAKERS,HOME,MIAMI HEAT,WIN,2268,6,10,2,4,3,4,2,5,3,4,1,1,4,19.1
maggeco01,Corey Maggette,CHARLOTTE BOBCATS,HOME,NEW JERSEY NETS,LOSS,2005,4,12,1,4,15,16,2,5,1,1,0,3,1,18.0
dalemsa01,Samuel Dalembert,HOUSTON ROCKETS,HOME,LOS ANGELES CLIPPERS,LOSS,2188,8,14,0,0,1,2,5,7,1,1,3,0,5,17.4
martike02,Kevin Martin,HOUSTON ROCKETS,HOME,LOS ANGELES CLIPPERS,LOSS,2536,6,22,3,9,10,10,0,3,8,1,0,2,1,17.1
brandel01,Elton Brand,PHILADELPHIA 76ERS,HOME,CHICAGO BULLS,LOSS,1983,6,12,0,0,2,2,8,5,5,1,2,2,5,17.0
nashst01,Steve Nash,PHOENIX SUNS,HOME,SACRAMENTO KINGS,WIN,1983,8,13,2,2,1,1,1,2,7,0,0,3,0,16.3
garneke01,Kevin Garnett,BOSTON CELTICS,HOME,NEW YORK KNICKS,WIN,2463,8,22,0,0,2,2,3,7,3,4,2,1,5,14.5
gortama01,Marcin Gortat,PHOENIX SUNS,HOME,SACRAMENTO KINGS,WIN,1821,7,11,0,0,0,2,3,14,1,1,2,2,3,14.5
chalmma01,Mario Chalmers,MIAMI HEAT,AWAY,LOS ANGELES LAKERS,LOSS,2189,5,12,4,8,1,1,2,2,2,3,0,0,3,13.8
evansty01,Tyreke Evans,SACRAMENTO KINGS,AWAY,PHOENIX SUNS,LOSS,2151,8,19,0,1,1,1,0,7,6,1,0,0,1,13.8
leonaka01,Kawhi Leonard,SAN ANTONIO SPURS,HOME,DENVER NUGGETS,LOSS,1352,2,5,1,3,8,9,1,5,1,1,1,0,2,13.7
youngth01,Thaddeus Young,PHILADELPHIA 76ERS,HOME,CHICAGO BULLS,LOSS,1651,6,13,0,0,5,7,4,5,1,0,0,0,2,13.7
anthoca01,Carmelo Anthony,NEW YORK KNICKS,AWAY,BOSTON CELTICS,LOSS,2124,8,21,0,1,9,10,4,3,2,0,0,3,4,13.6
bassbr01,Brandon Bass,BOSTON CELTICS,HOME,NEW YORK KNICKS,WIN,1776,6,11,0,0,6,6,1,2,0,0,4,2,3,13.6
ellismo01,Monta Ellis,GOLDEN STATE WARRIORS,AWAY,TORONTO RAPTORS,LOSS,2334,8,22,2,6,2,2,1,3,7,1,1,2,1,13.6
