slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
evansty01,Tyreke Evans,SACRAMENTO KINGS,HOME,CHICAGO BULLS,WIN,2184,11,13,1,3,3,4,1,4,7,3,1,2,3,28.2
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,HOME,DETROIT PISTONS,WIN,2574,11,17,5,7,4,4,1,1,8,1,0,4,0,27.1
hibbero01,Roy Hibbert,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,2064,10,15,0,0,7,8,9,3,0,0,4,3,2,26.3
walljo01,John Wall,WASHINGTON WIZARDS,HOME,MILWAUKEE BUCKS,WIN,2578,10,19,1,2,2,3,1,5,10,4,0,2,2,23.7
ellismo01,Monta Ellis,MILWAUKEE BUCKS,AWAY,WASHINGTON WIZARDS,LOSS,2574,12,19,1,2,1,1,1,3,8,2,0,2,4,23.1
jamesle01,LeBron James,MIAMI HEAT,AWAY,PHILADELPHIA 76ERS,WIN,2234,8,19,1,4,10,12,2,5,8,2,1,4,1,22.9
paulch01,Chris Paul,LOS ANGELES CLIPPERS,HOME,MEMPHIS GRIZZLIES,LOSS,2347,7,12,1,3,9,9,1,2,9,2,1,5,4,22.1
leeda02,David Lee,GOLDEN STATE WARRIORS,HOME,DETROIT PISTONS,WIN,2210,9,13,0,0,2,5,4,11,5,0,0,1,1,21.5
rubiori01,Ricky Rubio,MINNESOTA TIMBERWOLVES,AWAY,INDIANA PACERS,LOSS,2191,6,14,2,3,7,8,2,4,10,3,0,4,1,21.4
youngth01,Thaddeus Young,PHILADELPHIA 76ERS,HOME,MIAMI HEAT,LOSS,2222,11,20,0,0,2,2,5,10,3,0,1,1,4,21.1
holidjr01,Jrue Holiday,PHILADELPHIA 76ERS,HOME,MIAMI HEAT,LOSS,2554,9,18,3,5,0,2,4,3,7,3,1,3,1,20.1
conlemi01,Mike Conley,MEMPHIS GRIZZLIES,AWAY,LOS ANGELES CLIPPERS,WIN,2412,5,11,2,6,5,6,1,2,11,1,1,1,2,19.8
thomais02,Isaiah Thomas,SACRAMENTO KINGS,HOME,CHICAGO BULLS,WIN,1683,8,14,2,5,4,4,0,3,3,1,0,1,0,18.4
westbru01,Russell Westbrook,OKLAHOMA CITY THUNDER,HOME,UTAH JAZZ,WIN,1688,6,11,0,1,7,9,1,6,9,1,1,5,0,18.4
chandwi01,Wilson Chandler,DENVER NUGGETS,HOME,NEW YORK KNICKS,WIN,1495,9,12,1,1,5,8,0,4,0,2,1,2,4,18.3
greenje02,Jeff Green,BOSTON CELTICS,HOME,TORONTO RAPTORS,WIN,1873,7,14,1,2,5,5,1,5,3,2,1,1,4,17.4
jackja01,Jarrett Jack,GOLDEN STATE WARRIORS,HOME,DETROIT PISTONS,WIN,1804,7,11,2,4,3,4,0,1,5,0,1,0,2,17.4
griffbl01,Blake Griffin,LOS ANGELES CLIPPERS,HOME,MEMPHIS GRIZZLIES,LOSS,2191,8,15,0,1,6,7,4,2,5,0,1,3,4,17.3
gasolma01,Marc Gasol,MEMPHIS GRIZZLIES,AWAY,LOS ANGELES CLIPPERS,WIN,2349,10,14,0,0,1,2,0,4,2,5,0,4,4,16.8
wadedw01,Dwyane Wade,MIAMI HEAT,AWAY,PHILADELPHIA 76ERS,WIN,2354,7,14,0,0,7,8,3,5,3,0,1,3,1,16.6
boozeca01,Carlos Boozer,CHICAGO BULLS,AWAY,SACRAMENTO KINGS,LOSS,1762,8,12,0,0,5,6,1,6,4,0,0,3,4,16.1
hillge01,George Hill,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,2097,7,14,2,5,0,0,0,5,6,3,0,1,2,15.9
pattepa01,Patrick Patterson,SACRAMENTO KINGS,HOME,CHICAGO BULLS,WIN,1218,6,7,2,2,0,0,1,8,2,1,0,0,3,15.8
booketr01,Trevor Booker,WASHINGTON WIZARDS,HOME,MILWAUKEE BUCKS,WIN,1331,4,5,0,0,5,9,6,6,1,1,0,0,4,15.6
westda01,David West,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1871,6,8,0,0,1,2,3,7,6,0,0,1,3,15.6
ilyaser01,Ersan Ilyasova,MILWAUKEE BUCKS,AWAY,WASHINGTON WIZARDS,LOSS,2093,9,17,2,3,1,2,2,10,1,2,0,2,5,15.4
shumpim01,Iman Shumpert,NEW YORK KNICKS,AWAY,DENVER NUGGETS,LOSS,1977,8,10,4,5,0,0,0,1,1,1,0,2,2,15.4
robinna01,Nate Robinson,CHICAGO BULLS,AWAY,SACRAMENTO KINGS,LOSS,2068,7,9,1,2,4,5,0,1,3,1,0,2,3,15.3
motiedo01,Donatas Motiejunas,HOUSTON ROCKETS,HOME,PHOENIX SUNS,WIN,1657,7,12,2,4,3,4,2,3,2,0,1,1,3,15.2
sandela01,Larry Sanders,MILWAUKEE BUCKS,AWAY,WASHINGTON WIZARDS,LOSS,1732,8,13,0,0,1,1,3,8,0,1,2,2,3,14.8
bynumwi01,Will Bynum,DETROIT PISTONS,AWAY,GOLDEN STATE WARRIORS,LOSS,1655,8,13,0,1,0,0,1,1,4,3,0,1,3,14.7
haywago01,Gordon Hayward,UTAH JAZZ,AWAY,OKLAHOMA CITY THUNDER,LOSS,1673,6,14,1,6,7,8,1,0,3,1,0,1,1,14.6
bryanko01,Kobe Bryant,LOS ANGELES LAKERS,AWAY,ATLANTA HAWKS,LOSS,2292,11,33,2,8,7,8,1,6,5,2,0,5,1,14.5
garneke01,Kevin Garnett,BOSTON CELTICS,HOME,TORONTO RAPTORS,WIN,1215,5,8,0,0,2,2,0,7,2,3,0,0,1,14.5
artesro01,Metta World Peace,LOS ANGELES LAKERS,AWAY,ATLANTA HAWKS,LOSS,2504,9,19,2,9,0,0,3,5,2,2,0,2,2,14.5
iguodan01,Andre Iguodala,DENVER NUGGETS,HOME,NEW YORK KNICKS,WIN,1979,5,7,2,3,2,6,0,6,6,2,1,4,0,14.2
smithjr01,J.R. Smith,NEW YORK KNICKS,AWAY,DENVER NUGGETS,LOSS,1898,5,12,3,5,2,3,0,5,8,1,0,1,3,14.1
webstma02,Martell Webster,WASHINGTON WIZARDS,HOME,MILWAUKEE BUCKS,WIN,1974,7,14,4,7,2,2,0,4,1,0,0,1,0,13.9
bogutan01,Andrew Bogut,GOLDEN STATE WARRIORS,HOME,DETROIT PISTONS,WIN,1932,2,5,0,0,3,6,4,6,4,2,3,0,2,13.8
korveky01,Kyle Korver,ATLANTA HAWKS,HOME,LOS ANGELES LAKERS,WIN,2027,5,10,2,4,3,4,0,6,2,0,2,0,1,13.8
hilarne01,Nene Hilario,WASHINGTON WIZARDS,HOME,MILWAUKEE BUCKS,WIN,2035,6,15,0,0,1,5,3,10,6,3,0,1,3,13.4
linje01,Jeremy Lin,HOUSTON ROCKETS,HOME,PHOENIX SUNS,WIN,1543,5,9,1,2,2,2,0,3,6,2,0,2,1,13.4
stuckro01,Rodney Stuckey,DETROIT PISTONS,AWAY,GOLDEN STATE WARRIORS,LOSS,2275,8,18,1,4,5,6,1,2,5,1,0,3,4,13.4
gallida01,Danilo Gallinari,DENVER NUGGETS,HOME,NEW YORK KNICKS,WIN,1527,4,13,1,8,7,7,0,3,1,3,0,0,0,13.1
lawsoty01,Ty Lawson,DENVER NUGGETS,HOME,NEW YORK KNICKS,WIN,1561,4,8,3,5,2,2,0,3,7,0,1,2,1,13.1
collini01,Nick Collison,OKLAHOMA CITY THUNDER,HOME,UTAH JAZZ,WIN,1161,2,3,0,0,2,3,1,5,5,3,1,0,2,12.9
hardeja01,James Harden,HOUSTON ROCKETS,HOME,PHOENIX SUNS,WIN,1913,4,7,3,5,7,8,0,2,4,0,0,4,2,12.9
princta01,Tayshaun Prince,MEMPHIS GRIZZLIES,AWAY,LOS ANGELES CLIPPERS,WIN,2318,9,15,0,0,0,0,3,3,0,1,0,2,1,12.7
georgpa01,Paul George,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1622,6,11,4,6,1,2,0,5,4,1,0,2,5,12.6
johnsor01,Orlando Johnson,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1300,5,8,2,4,0,0,1,2,2,1,1,0,1,12.4
terryja01,Jason Terry,BOSTON CELTICS,HOME,TORONTO RAPTORS,WIN,1403,4,6,3,4,1,2,0,2,7,0,1,2,2,12.4
rosste01,Terrence Ross,TORONTO RAPTORS,AWAY,BOSTON CELTICS,LOSS,1468,6,10,1,4,0,0,0,2,2,3,1,1,2,12.3
asikom01,Omer Asik,HOUSTON ROCKETS,HOME,PHOENIX SUNS,WIN,1556,4,7,0,0,6,7,2,5,1,0,1,2,1,12.2
templga01,Garrett Temple,WASHINGTON WIZARDS,HOME,MILWAUKEE BUCKS,WIN,2469,6,7,0,0,1,1,1,2,4,0,0,2,1,12.2
piercpa01,Paul Pierce,BOSTON CELTICS,HOME,TORONTO RAPTORS,WIN,1427,3,6,0,2,9,11,0,4,4,0,1,3,2,12.1
duranke01,Kevin Durant,OKLAHOMA CITY THUNDER,HOME,UTAH JAZZ,WIN,1734,7,13,1,2,8,9,0,10,0,0,2,8,2,11.9
johnswe01,Wesley Johnson,PHOENIX SUNS,AWAY,HOUSTON ROCKETS,LOSS,1854,7,13,1,2,0,0,0,2,3,1,1,0,3,11.9
martike02,Kevin Martin,OKLAHOMA CITY THUNDER,HOME,UTAH JAZZ,WIN,1352,5,10,1,4,4,4,0,2,1,1,0,0,1,11.9
wrighdo01,Dorell Wright,PHILADELPHIA 76ERS,HOME,MIAMI HEAT,LOSS,1303,5,12,3,6,0,0,0,2,2,3,1,0,1,11.9
hayesch01,Chuck Hayes,SACRAMENTO KINGS,HOME,CHICAGO BULLS,WIN,1571,3,5,0,0,4,7,4,4,1,1,0,0,1,11.8
leeco01,Courtney Lee,BOSTON CELTICS,HOME,TORONTO RAPTORS,WIN,2359,5,10,1,3,0,0,0,4,4,3,0,0,3,11.8
horfoal01,Al Horford,ATLANTA HAWKS,HOME,LOS ANGELES LAKERS,WIN,2443,7,12,0,0,0,1,4,10,4,1,0,5,3,11.4
jacksre01,Reggie Jackson,OKLAHOMA CITY THUNDER,HOME,UTAH JAZZ,WIN,1192,4,8,2,4,2,2,2,4,2,1,0,1,2,11.2
maxieja01,Jason Maxiell,DETROIT PISTONS,AWAY,GOLDEN STATE WARRIORS,LOSS,1916,4,7,0,0,0,0,6,8,3,0,0,1,3,11.2
