position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Harden, James^",63.4,"$11,200",HOUSTON ROCKETS,v bos, 123-120,37:48,   26pt 7rb 10as 5st 1bl 4to 3trey 6-18fg 11-13ft
SG,"McCollum, C.J.^",53.6,"$7,400",PORTLAND TRAIL BLAZERS,v okc, 108-100,37:39,   28pt 8rb 6as 1st 2bl 2to 2trey 10-20fg 6-6ft
PG,"Westbrook, Russell^",51.2,"$11,200",OKLAHOMA CITY THUNDER,@ por, 100-108,34:42,   30pt 11rb 6as 1bl 4to 1trey 12-31fg 5-7ft
PG,"Ball, Lonzo^",49.9,"$7,000",LOS ANGELES LAKERS,@ sas, 116-112,34:46,   18pt 7rb 11as 1st 2bl 2to 6trey 6-12fg
SG,"Caldwell-Pope, Kentavious^",44.6,"$6,000",LOS ANGELES LAKERS,@ sas, 116-112,43:02,   18pt 13rb 2as 3st 1to 3trey 7-13fg 1-1ft
SG,"Harris, Gary^",43.4,"$6,700",DENVER NUGGETS,@ cle, 126-117,36:45,   32pt 2rb 4as 1st 6trey 10-17fg 6-6ft
SG,"Barton, Will",42.1,"$7,800",DENVER NUGGETS,@ cle, 126-117,33:24,   23pt 8rb 7as 1to 4trey 9-17fg 1-1ft
PG,"Rubio, Ricky^",37.6,"$7,000",UTAH JAZZ,@ sac, 98-91,33:38,   10pt 8rb 6as 4st 3to 4-16fg 2-5ft
SG,"Mitchell, Donovan^",37.5,"$7,800",UTAH JAZZ,@ sac, 98-91,38:22,   27pt 5rb 5as 3to 3trey 7-15fg 10-10ft
SG,"McLemore, Ben^",37.4,"$3,500",MEMPHIS GRIZZLIES,@ orl, 100-107,38:08,   20pt 7rb 4as 1st 2trey 8-14fg 2-4ft
PG,"Lillard, Damian^",34.7,"$9,700",PORTLAND TRAIL BLAZERS,v okc, 108-100,36:53,   20pt 1rb 7as 1st 1bl 3to 2trey 5-18fg 8-9ft
SG,"Gordon, Eric",33.1,"$4,600",HOUSTON ROCKETS,v bos, 123-120,27:18,   29pt 3rb 1as 1to 7trey 8-13fg 6-8ft
PG,"Irving, Kyrie^",30.6,"$8,500",BOSTON CELTICS,@ hou, 120-123,35:25,   18pt 3rb 6as 1st 3to 2trey 6-17fg 4-5ft
SG,"Smith, J.R.^",29.4,"$4,000",CLEVELAND CAVALIERS,v den, 117-126,34:36,   19pt 2rb 2as 1st 1bl 1to 2trey 7-12fg 3-4ft
