position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Curry, Stephen^",58.2,"$11,000",GOLDEN STATE WARRIORS,@ lac, 124-117,36:46,   40pt 11rb 4as 3st 7to 6trey 11-22fg 12-12ft
PG,"Paul, Chris^",54.8,"$8,900",LOS ANGELES CLIPPERS,v gsw, 117-124,31:30,   35pt 4rb 8as 3st 3to 5trey 13-22fg 4-4ft
PG,"Rondo, Rajon^",50.8,"$7,600",SACRAMENTO KINGS,@ mia, 109-116,40:18,   14pt 9rb 18as 1st 3to 2trey 6-13fg
SG,"Antetokounmpo, Giannis^",46,"$6,900",MILWAUKEE BUCKS,@ cle, 100-115,39:45,   33pt 5rb 2as 2st 1trey 12-15fg 8-8ft
SG,"Wade, Dwyane^",43,"$6,700",MIAMI HEAT,v sac, 116-109,31:17,   24pt 5rb 6as 2st 10-23fg 4-6ft
SG,"Thompson, Klay^",29.6,"$6,400",GOLDEN STATE WARRIORS,@ lac, 124-117,38:59,   25pt 3rb 2as 2to 3trey 6-12fg 10-12ft
PG,"Johnson, Tyler",28.1,"$3,800",MIAMI HEAT,v sac, 116-109,25:04,   19pt 3rb 3as 1st 1to 3trey 6-8fg 4-4ft
PG,"Dellavedova, Matthew^",24.7,"$4,000",CLEVELAND CAVALIERS,v mil, 115-100,38:30,   7pt 1rb 13as 3to 1trey 2-6fg 2-3ft
SG,"Belinelli, Marco",23.7,"$3,800",SACRAMENTO KINGS,@ mia, 109-116,26:09,   23pt 1rb 1as 2to 5trey 5-11fg 8-9ft
SG,"Crawford, Jamal^",22,"$4,400",LOS ANGELES CLIPPERS,v gsw, 117-124,39:30,   15pt 5rb 2as 2to 1trey 6-16fg 2-2ft
SG,"Smith, J.R.^",21.9,"$5,000",CLEVELAND CAVALIERS,v mil, 115-100,39:25,   18pt 2rb 1as 4trey 7-12fg
PG,"Dragic, Goran^",19.2,"$5,700",MIAMI HEAT,v sac, 116-109,31:32,   9pt 1rb 6as 1trey 4-11fg 0-1ft
PG,"Rivers, Austin",19.1,"$3,800",LOS ANGELES CLIPPERS,v gsw, 117-124,26:18,   10pt 3rb 1as 2st 1trey 4-8fg 1-4ft
SG,"McLemore, Ben^",18.7,"$3,600",SACRAMENTO KINGS,@ mia, 109-116,32:11,   17pt 1rb 3as 4to 3trey 7-12fg 0-1ft
PG,"Carter-Williams, Michael^",15.7,"$6,600",MILWAUKEE BUCKS,@ cle, 100-115,26:44,   9pt 1rb 5as 2to 4-11fg 1-2ft
SG,"Cunningham, Jared",14.6,"$3,500",CLEVELAND CAVALIERS,v mil, 115-100,17:17,   7pt 3rb 4as 2to 1-2fg 5-6ft
SG,"Green, Gerald",12.7,"$3,500",MIAMI HEAT,v sac, 116-109,16:11,   5pt 6rb 1as 1to 1trey 2-6fg
PG,"Bayless, Jerryd",12.2,"$4,400",MILWAUKEE BUCKS,@ cle, 100-115,25:17,   9pt 1rb 2as 1to 1trey 4-8fg
PG,"Collison, Darren",10.5,"$5,500",SACRAMENTO KINGS,@ mia, 109-116,20:43,   9pt 1as 4-7fg 1-1ft
SG,"Mayo, O.J.",9.7,"$3,800",MILWAUKEE BUCKS,@ cle, 100-115,14:09,   3pt 1rb 1as 2st 1trey 1-2fg
PG,"Vasquez, Greivis",7.7,"$4,200",MILWAUKEE BUCKS,@ cle, 100-115,21:16,   0pt 1rb 5as 1st 3to 0-3fg
SG,"Clark, Ian",4.7,"$3,500",GOLDEN STATE WARRIORS,@ lac, 124-117,5:14,   0pt 1rb 1as 1bl 0-1fg
SG,"Rush, Brandon",2.7,"$3,500",GOLDEN STATE WARRIORS,@ lac, 124-117,5:59,   0pt 1rb 1as 0-1fg
SG,"Barbosa, Leandro",0,"$3,600",GOLDEN STATE WARRIORS,@ lac, 124-117,DNP,   
SG,"Curry, Seth",0,"$3,500",SACRAMENTO KINGS,@ mia, 109-116,DNP,   
SG,"Stephenson, Lance",0,"$3,600",LOS ANGELES CLIPPERS,v gsw, 117-124,DNP,   
SG,"Richardson, Josh",0,"$3,500",MIAMI HEAT,v sac, 116-109,DNP,   
PG,"Prigioni, Pablo",0,"$3,600",LOS ANGELES CLIPPERS,v gsw, 117-124,DNP,   
SG,"Vaughn, Rashad",0,"$3,500",MILWAUKEE BUCKS,@ cle, 100-115,DNP,   
PG,"Williams, Maurice",0,"$6,200",CLEVELAND CAVALIERS,v mil, 115-100,DNP,   
SG,"Anderson, James",0,"$3,500",SACRAMENTO KINGS,@ mia, 109-116,DNP,   
SG,"Redick, J.J.",0,"$4,600",LOS ANGELES CLIPPERS,v gsw, 117-124,DNP,   
PG,"Udrih, Beno",0,"$3,500",MIAMI HEAT,v sac, 116-109,DNP,   
PG,"Livingston, Shaun",0,"$3,500",GOLDEN STATE WARRIORS,@ lac, 124-117,NA,   
SG,"Wilcox, C.J.",0,"$3,500",LOS ANGELES CLIPPERS,v gsw, 117-124,NA,   
PG,"Ennis, Tyler",0,"$3,500",MILWAUKEE BUCKS,@ cle, 100-115,NA,   
PF,"Bosh, Chris^",43.2,"$7,900",MIAMI HEAT,v sac, 116-109,34:36,   23pt 11rb 4as 1bl 1to 2trey 8-12fg 5-5ft
SF,"James, LeBron^",42.8,"$10,100",CLEVELAND CAVALIERS,v mil, 115-100,34:59,   27pt 9rb 6as 4to 1trey 9-13fg 8-9ft
PF,"Griffin, Blake^",42.7,"$9,700",LOS ANGELES CLIPPERS,v gsw, 117-124,37:29,   27pt 6rb 5as 1st 1bl 3to 1trey 11-20fg 4-6ft
PF,"Love, Kevin^",41.5,"$7,800",CLEVELAND CAVALIERS,v mil, 115-100,34:23,   22pt 15rb 1as 1st 1bl 4to 3trey 7-15fg 5-5ft
PF,"Green, Draymond^",40.7,"$7,900",GOLDEN STATE WARRIORS,@ lac, 124-117,30:01,   19pt 6rb 9as 1st 1bl 3to 3trey 7-9fg 2-2ft
SF,"Gay, Rudy^",31.4,"$7,600",SACRAMENTO KINGS,@ mia, 109-116,24:43,   13pt 12rb 2as 1st 1to 6-13fg 1-1ft
SF,"Barnes, Harrison^",29.9,"$5,100",GOLDEN STATE WARRIORS,@ lac, 124-117,35:08,   21pt 7rb 1as 1to 3trey 9-15fg
PF,"Thompson, Tristan",26.7,"$5,200",CLEVELAND CAVALIERS,v mil, 115-100,25:38,   12pt 11rb 1as 1st 2to 5-7fg 2-3ft
SF,"Casspi, Omri^",23.2,"$4,200",SACRAMENTO KINGS,@ mia, 109-116,38:31,   16pt 6rb 1st 1bl 4to 2trey 7-11fg 0-4ft
SF,"Deng, Luol^",22.3,"$5,300",MIAMI HEAT,v sac, 116-109,31:03,   8pt 4rb 1as 2st 2bl 1-7fg 6-9ft
SF,"Middleton, Khris^",22.2,"$5,600",MILWAUKEE BUCKS,@ cle, 100-115,31:58,   15pt 1rb 4as 1st 2to 4-10fg 7-7ft
SF,"Iguodala, Andre",20.3,"$4,700",GOLDEN STATE WARRIORS,@ lac, 124-117,30:52,   8pt 4rb 7as 3to 2trey 3-4fg
PF,"Parker, Jabari^",20.1,"$5,600",MILWAUKEE BUCKS,@ cle, 100-115,30:33,   14pt 3rb 1as 1bl 1to 6-10fg 2-2ft
PF,"Smith, Josh",18.4,"$3,900",LOS ANGELES CLIPPERS,v gsw, 117-124,18:20,   8pt 2rb 2as 2st 1bl 1to 2trey 3-6fg
SF,"Pierce, Paul^",13.1,"$3,700",LOS ANGELES CLIPPERS,v gsw, 117-124,31:53,   6pt 3rb 1as 1st 2trey 2-6fg
SF,"Johnson, Wesley",12.9,"$3,600",LOS ANGELES CLIPPERS,v gsw, 117-124,16:07,   7pt 2rb 1as 1st 1trey 3-6fg
PF,"McRoberts, Josh",11.8,"$3,500",MIAMI HEAT,v sac, 116-109,16:31,   0pt 4rb 2as 2st 0-1fg 0-2ft
PF,"Stoudemire, Amare",11.7,"$3,900",MIAMI HEAT,v sac, 116-109,8:17,   10pt 1rb 1as 1to 4-5fg 2-2ft
SF,"Jones, James",10.5,"$3,500",CLEVELAND CAVALIERS,v mil, 115-100,11:08,   9pt 1as 2trey 3-5fg 1-2ft
PF,"Speights, Marreese",10.5,"$3,500",GOLDEN STATE WARRIORS,@ lac, 124-117,12:12,   4pt 5rb 1as 1to 0-3fg 4-6ft
SF,"Winslow, Justise",9.7,"$3,700",MIAMI HEAT,v sac, 116-109,27:05,   6pt 1rb 1as 2st 3to 3-9fg
SF,"Jefferson, Richard",6.5,"$3,500",CLEVELAND CAVALIERS,v mil, 115-100,16:18,   2pt 1as 1st 1bl 1to 1-5fg
PF,"Henson, John",2,"$4,000",MILWAUKEE BUCKS,@ cle, 100-115,10:58,   0pt 1bl
PF,"Thompson, Jason",1.2,"$4,000",GOLDEN STATE WARRIORS,@ lac, 124-117,2:31,   0pt 1rb 0-1fg
PF,"Acy, Quincy",1.2,"$3,500",SACRAMENTO KINGS,@ mia, 109-116,5:21,   0pt 1rb 0-1fg
SF,"Butler, Caron",0,"$3,500",SACRAMENTO KINGS,@ mia, 109-116,4:53,   0pt 0-1fg
PF,"McAdoo, James Michael",0,"$3,500",GOLDEN STATE WARRIORS,@ lac, 124-117,00:36,   0pt
SF,"Copeland, Chris",0,"$3,500",MILWAUKEE BUCKS,@ cle, 100-115,DNP,   
SF,"Mbah a Moute, Luc",0,"$3,500",LOS ANGELES CLIPPERS,v gsw, 117-124,DNP,   
PF,"Haslem, Udonis",0,"$3,500",MIAMI HEAT,v sac, 116-109,DNP,   
PF,"Dawson, Branden",0,"$3,500",LOS ANGELES CLIPPERS,v gsw, 117-124,NA,   
PF,"Moreland, Eric",0,"$3,500",SACRAMENTO KINGS,@ mia, 109-116,NA,   
PF,"Dukan, Duje",0,"$3,500",SACRAMENTO KINGS,@ mia, 109-116,NA,   
PF,"Stokes, Jarnell",0,"$3,500",MIAMI HEAT,v sac, 116-109,NA,   
SF,"Inglis, Damien",0,"$3,500",MILWAUKEE BUCKS,@ cle, 100-115,NA,   
C,"Monroe, Greg^",30.1,"$7,800",MILWAUKEE BUCKS,@ cle, 100-115,33:39,   17pt 8rb 1as 2st 2to 7-14fg 3-7ft
C,"Whiteside, Hassan^",30,"$8,600",MIAMI HEAT,v sac, 116-109,18:24,   12pt 5rb 2st 4bl 4-7fg 4-4ft
C,"Jordan, DeAndre^",23.5,"$7,600",LOS ANGELES CLIPPERS,v gsw, 117-124,38:53,   9pt 10rb 1as 1st 1to 2-4fg 5-8ft
C,"Cauley-Stein, Willie",18,"$4,200",SACRAMENTO KINGS,@ mia, 109-116,22:28,   11pt 5rb 2bl 3to 5-7fg 1-2ft
C,"Ezeli, Festus",16.3,"$4,300",GOLDEN STATE WARRIORS,@ lac, 124-117,21:18,   5pt 4rb 3as 2bl 2to 1-2fg 3-4ft
C,"Koufos, Kosta^",13.4,"$3,800",SACRAMENTO KINGS,@ mia, 109-116,24:43,   6pt 7rb 1to 3-8fg 0-2ft
C,"Varejao, Anderson",12.9,"$3,500",CLEVELAND CAVALIERS,v mil, 115-100,11:07,   9pt 2rb 1as 4-4fg 1-2ft
C,"Bogut, Andrew^",6.2,"$5,200",GOLDEN STATE WARRIORS,@ lac, 124-117,20:24,   2pt 1rb 2as 1-3fg
C,"O'Bryant, Johnny",2.7,"$3,500",MILWAUKEE BUCKS,@ cle, 100-115,5:41,   0pt 1rb 1as
C,"Mozgov, Timofey^",1,"$4,300",CLEVELAND CAVALIERS,v mil, 115-100,11:15,   2pt 1to 1-2fg
C,"Kaun, Sasha",0,"$3,500",CLEVELAND CAVALIERS,v mil, 115-100,DNP,   
C,"Cousins, DeMarcus",0,"$10,700",SACRAMENTO KINGS,@ mia, 109-116,DNP,   
C,"Plumlee, Miles",0,"$3,500",MILWAUKEE BUCKS,@ cle, 100-115,DNP,   
C,"Aldrich, Cole",0,"$3,500",LOS ANGELES CLIPPERS,v gsw, 117-124,DNP,   
C,"Andersen, Chris",0,"$3,500",MIAMI HEAT,v sac, 116-109,NA,   
