position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Thomas, Isaiah^",48.8,"$7,700",BOSTON CELTICS,v nor, 104-97,33:01,   32pt 4rb 8as 2st 4to 3trey 10-19fg 9-12ft
PG,"Walker, Kemba^",44,"$8,100",CHARLOTTE HORNETS,@ nyk, 111-97,35:27,   34pt 5rb 2as 2st 3to 7trey 11-18fg 5-5ft
PG,"Barea, Jose^",43,"$5,900",DALLAS MAVERICKS,v hou, 88-86,36:52,   27pt 5rb 8as 2to 4trey 10-16fg 3-3ft
PG,"Irving, Kyrie^",41.4,"$7,200",CLEVELAND CAVALIERS,@ ind, 109-123,30:13,   26pt 2rb 6as 3st 1bl 4to 1trey 11-18fg 3-4ft
PG,"Sessions, Ramon^",40.1,"$3,700",WASHINGTON WIZARDS,v bkn, 121-103,29:26,   18pt 3rb 13as 1to 2trey 7-13fg 2-2ft
SG,"Beal, Bradley^",39.1,"$5,800",WASHINGTON WIZARDS,v bkn, 121-103,32:23,   25pt 3rb 5as 1st 1bl 1to 3trey 11-15fg
SG,"Harden, James^",38,"$10,900",HOUSTON ROCKETS,@ dal, 86-88,43:57,   26pt 5rb 4as 1st 2bl 6to 4trey 8-22fg 6-7ft
PG,"Frazier, Tim",35,"$5,000",NEW ORLEANS PELICANS,@ bos, 97-104,33:50,   18pt 5rb 6as 2st 1bl 4to 1trey 7-14fg 3-3ft
PG,"Jackson, Reggie^",33.8,"$5,900",DETROIT PISTONS,@ orl, 108-104,31:47,   24pt 4rb 4as 1bl 3to 1trey 7-18fg 9-11ft
SG,"Temple, Garrett",32.2,"$3,500",WASHINGTON WIZARDS,v bkn, 121-103,28:50,   10pt 6rb 6as 3st 2trey 3-8fg 2-2ft
SG,"Ellis, Monta^",31.2,"$6,100",INDIANA PACERS,v cle, 123-109,32:36,   13pt 6rb 8as 1st 3to 1trey 5-11fg 2-3ft
SG,"McCollum, C.J.^",31.1,"$6,900",PORTLAND TRAIL BLAZERS,v okc, 120-115,35:15,   26pt 3rb 3as 3to 4trey 10-18fg 2-2ft
PG,"Douglas, Toney^",30.9,"$5,600",NEW ORLEANS PELICANS,@ bos, 97-104,30:18,   19pt 7rb 3as 1st 3to 2trey 7-13fg 3-3ft
PG,"Larkin, Shane^",30.4,"$4,500",BROOKLYN NETS,@ was, 103-121,30:36,   9pt 7rb 8as 1bl 1to 4-9fg 1-2ft
SG,"Waiters, Dion^",30.3,"$3,500",OKLAHOMA CITY THUNDER,@ por, 115-120,38:32,   25pt 4rb 1as 3st 7to 1trey 10-19fg 4-6ft
PG,"Paul, Chris^",30,"$9,700",LOS ANGELES CLIPPERS,@ lal, 91-81,24:26,   13pt 5rb 8as 1to 1trey 5-10fg 2-2ft
PG,"Payton, Elfrid^",29.9,"$5,800",ORLANDO MAGIC,v det, 104-108,32:10,   17pt 2rb 5as 2st 1bl 3to 8-13fg 1-1ft
PG,"Smart, Marcus",29.8,"$4,300",BOSTON CELTICS,v nor, 104-97,32:54,   11pt 4rb 4as 2st 2bl 1trey 5-9fg
SG,"Bradley, Avery^",29.7,"$5,800",BOSTON CELTICS,v nor, 104-97,34:00,   13pt 6rb 3as 3st 1to 1trey 5-15fg 2-3ft
SG,"Caldwell-Pope, Kentavious^",28.1,"$5,400",DETROIT PISTONS,@ orl, 108-104,36:01,   18pt 3rb 1as 3st 1to 2trey 7-10fg 2-3ft
SG,"Oladipo, Victor^",27.3,"$8,400",ORLANDO MAGIC,v det, 104-108,39:20,   16pt 4rb 3as 1st 1bl 2to 1trey 5-13fg 5-7ft
SG,"Matthews, Wes^",27.2,"$5,100",DALLAS MAVERICKS,v hou, 88-86,40:35,   16pt 6rb 3st 2to 4trey 6-18fg
PG,"Lillard, Damian^",27.1,"$8,000",PORTLAND TRAIL BLAZERS,v okc, 120-115,36:48,   11pt 3rb 9as 1bl 3to 2trey 2-13fg 5-5ft
SG,"Hill, Solomon",27,"$3,500",INDIANA PACERS,v cle, 123-109,31:14,   15pt 5rb 3st 1bl 2to 3trey 6-9fg
SG,"Morrow, Anthony^",25.6,"$3,500",OKLAHOMA CITY THUNDER,@ por, 115-120,31:15,   19pt 3rb 2as 1st 2to 3trey 7-15fg 2-4ft
SG,"Bryant, Kobe^",23.1,"$5,400",LOS ANGELES LAKERS,v lac, 81-91,27:46,   17pt 3rb 1as 1st 1to 1trey 6-19fg 4-4ft
PG,"Hill, George^",22.3,"$4,700",INDIANA PACERS,v cle, 123-109,31:36,   9pt 4rb 5as 1st 1to 1trey 4-8fg
