position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Smart, Marcus^",48.4,"$5,000",BOSTON CELTICS,v ind, 97-99,35:39,   20pt 7rb 8as 4st 4to 6trey 6-13fg 2-2ft
PG,"Rubio, Ricky^",47.5,"$7,000",UTAH JAZZ,@ nor, 116-99,34:53,   30pt 10rb 7as 5to 4trey 10-22fg 6-6ft
PG,"Paul, Chris^",46,"$8,200",HOUSTON ROCKETS,@ dal, 105-82,30:13,   24pt 5rb 12as 2to 4trey 9-18fg 2-2ft
SG,"Holiday, Jrue^",45.2,"$8,300",NEW ORLEANS PELICANS,v uta, 99-116,39:21,   18pt 6rb 10as 2st 1bl 4to 3trey 7-19fg 1-2ft
SG,"Oladipo, Victor^",44.6,"$9,600",INDIANA PACERS,@ bos, 99-97,35:39,   27pt 3rb 4as 3st 1bl 4to 2trey 10-20fg 5-5ft
SG,"Mitchell, Donovan^",37.6,"$7,800",UTAH JAZZ,@ nor, 116-99,41:05,   27pt 3rb 4as 1st 2to 3trey 10-21fg 4-4ft
PG,"Thomas, Isaiah",37.5,"$6,300",LOS ANGELES LAKERS,v cle, 127-113,30:44,   20pt 5rb 9as 1st 5to 2trey 7-16fg 4-4ft
SG,"Gordon, Eric^",34.8,"$5,600",HOUSTON ROCKETS,@ dal, 105-82,30:53,   26pt 4rb 2as 1st 2to 6trey 9-16fg 2-2ft
SG,"Russell, D'Angelo^",33.8,"$6,800",BROOKLYN NETS,v phi, 97-120,28:11,   26pt 4rb 4as 3to 4trey 9-17fg 4-5ft
SG,"Hield, Buddy",33,"$5,500",SACRAMENTO KINGS,@ den, 104-130,27:08,   18pt 5rb 4as 1bl 2trey 8-15fg
PG,"McConnell, T.J.",32.8,"$3,700",PHILADELPHIA 76ERS,@ bkn, 120-97,28:41,   10pt 4rb 6as 4st 3to 5-9fg
SG,"Caldwell-Pope, Kentavious^",32.7,"$6,800",LOS ANGELES LAKERS,v cle, 127-113,37:41,   20pt 6rb 1as 2st 2to 4trey 7-13fg 2-2ft
PG,"Teague, Jeff^",32.6,"$7,400",MINNESOTA TIMBERWOLVES,v gsw, 109-103,35:46,   10pt 3rb 10as 2st 2to 3-8fg 4-5ft
SG,"Wiggins, Andrew^",32.5,"$6,400",MINNESOTA TIMBERWOLVES,v gsw, 109-103,36:57,   23pt 5rb 3as 1to 2trey 9-16fg 3-4ft
SG,"Thompson, Klay^",32.3,"$6,400",GOLDEN STATE WARRIORS,@ min, 103-109,39:56,   21pt 4rb 5as 1bl 4to 3trey 8-22fg 2-2ft
PG,"Dunn, Kris^",30.9,"$7,200",CHICAGO BULLS,@ atl, 129-122,30:36,   13pt 2rb 5as 3st 1to 2trey 5-13fg 1-2ft
PG,"Murray, Jamal^",30.1,"$6,400",DENVER NUGGETS,v sac, 130-104,28:55,   20pt 3rb 5as 1to 2trey 8-16fg 2-2ft
PG,"Fox, De'Aaron^",29.1,"$5,700",SACRAMENTO KINGS,@ den, 104-130,30:22,   12pt 3rb 9as 4-9fg 4-6ft
SG,"LaVine, Zach^",28.7,"$6,700",CHICAGO BULLS,@ atl, 129-122,28:22,   21pt 1rb 3as 1bl 1to 3trey 7-16fg 4-4ft
PG,"Dinwiddie, Spencer^",27.6,"$6,400",BROOKLYN NETS,v phi, 97-120,28:55,   13pt 3rb 6as 1st 1to 5-14fg 3-3ft
PG,"Barea, Jose",26.7,"$5,400",DALLAS MAVERICKS,v hou, 82-105,23:11,   4pt 1rb 13as 1st 1to 2-9fg
SG,"Harris, Gary^",25.2,"$6,700",DENVER NUGGETS,v sac, 130-104,32:32,   21pt 1rb 2as 2trey 9-16fg 1-1ft
PG,"Rozier, Terry",24.2,"$5,600",BOSTON CELTICS,v ind, 97-99,33:45,   16pt 6rb 2as 2to 3trey 5-13fg 3-5ft
SG,"Collinsworth, Kyle",24,"$3,500",DALLAS MAVERICKS,v hou, 82-105,25:16,   5pt 10rb 2as 1st 1bl 2to 1trey 2-6fg
