position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Paul, Chris^",47.4,"$10,100",LOS ANGELES CLIPPERS,@ mia, 110-93,33,   26pt 2rb 12as 1st 1to 3trey 8-13fg 7-8ft
PG,"Collison, Darren^",45.2,"$6,800",SACRAMENTO KINGS,v chi, 103-88,40,   17pt 6rb 12as 1st 1bl 1to 5-10fg 7-7ft
SG,"Butler, Jimmy^",35.1,"$7,700",CHICAGO BULLS,@ sac, 88-103,37,   23pt 8rb 1as 2st 3to 11-18fg 1-2ft
PG,"Napier, Shabazz",27.5,"$3,500",MIAMI HEAT,v lac, 93-110,32,   17pt 5rb 3as 1st 2to 2trey 5-9fg 5-6ft
PG,"Hinrich, Kirk^",23.1,"$4,500",CHICAGO BULLS,@ sac, 88-103,29,   9pt 3rb 7as 1trey 3-11fg 2-2ft
SG,"Crawford, Jamal",22.1,"$5,800",LOS ANGELES CLIPPERS,@ mia, 110-93,25,   5pt 3rb 9as 1st 2to 1trey 1-6fg 2-2ft
PG,"Chalmers, Mario^",21.7,"$5,300",MIAMI HEAT,v lac, 93-110,34,   13pt 1rb 3as 3st 3to 1trey 4-6fg 4-4ft
PG,"Brooks, Aaron",18.4,"$4,100",CHICAGO BULLS,@ sac, 88-103,25,   12pt 2rb 4as 1st 4to 1trey 5-10fg 1-3ft
SG,"Redick, J.J.^",18.4,"$4,400",LOS ANGELES CLIPPERS,@ mia, 110-93,23,   14pt 2rb 2as 1to 4trey 5-11fg 0-0ft
SG,"McLemore, Ben^",12.2,"$3,900",SACRAMENTO KINGS,v chi, 103-88,30,   11pt 1rb 1st 2to 3trey 4-6fg 0-0ft
SG,"Brown, Shannon",12,"$3,500",MIAMI HEAT,v lac, 93-110,21,   9pt 2st 1to 1trey 4-7fg 0-0ft
PG,"Sessions, Ramon",7,"$3,800",SACRAMENTO KINGS,v chi, 103-88,13,   4pt 2as 1st 2to 2-2fg 0-0ft
SG,"Granger, Danny",6.4,"$4,000",MIAMI HEAT,v lac, 93-110,6,   2pt 2rb 1st 1-3fg 0-0ft
SG,"Snell, Tony",4.4,"$3,500",CHICAGO BULLS,@ sac, 88-103,6,   2pt 2rb 1-2fg 0-0ft
PG,"Farmar, Jordan",3.9,"$3,500",LOS ANGELES CLIPPERS,@ mia, 110-93,15,   3pt 2rb 1as 1st 5to 1trey 1-2fg 0-0ft
PG,"Moore, E'Twaun",1.5,"$3,500",CHICAGO BULLS,@ sac, 88-103,1,   0pt 1as 0-1fg 0-0ft
PG,"Cole, Norris^",1.5,"$4,200",MIAMI HEAT,v lac, 93-110,10,   0pt 1as 0-3fg 0-0ft
SG,"Cunningham, Jared",1,"$3,500",LOS ANGELES CLIPPERS,@ mia, 110-93,4,   2pt 1to 1-5fg 0-0ft
