position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Irving, Kyrie^",50.5,"$7,400",CLEVELAND CAVALIERS,v nor, 118-111,41,   32pt 5rb 9as 1to 4trey 11-21fg 6-7ft
PG,"Rose, Derrick^",35.9,"$7,700",CHICAGO BULLS,v det, 102-91,32,   24pt 2rb 7as 1st 3to 2trey 9-20fg 4-5ft
PG,"Paul, Chris^",35.5,"$10,100",LOS ANGELES CLIPPERS,v sas, 85-89,39,   12pt 10rb 9as 1st 4to 6-13fg 0-0ft
PG,"Jennings, Brandon^",31,"$6,600",DETROIT PISTONS,@ chi, 91-102,27,   11pt 5rb 8as 2st 1bl 4to 2trey 3-11fg 3-4ft
SG,"Korver, Kyle^",29.6,"$5,100",ATLANTA HAWKS,@ nyk, 91-85,33,   17pt 8rb 2as 3trey 4-13fg 6-6ft
PG,"Holiday, Jrue^",28.1,"$7,400",NEW ORLEANS PELICANS,@ cle, 111-118,37,   16pt 3rb 5as 1st 1to 1trey 5-12fg 5-5ft
SG,"Evans, Tyreke^",26.8,"$7,600",NEW ORLEANS PELICANS,@ cle, 111-118,30,   6pt 4rb 10as 1bl 1to 2-14fg 2-2ft
SG,"Butler, Jimmy^",24.3,"$7,100",CHICAGO BULLS,v det, 102-91,43,   19pt 4rb 1as 1to 4trey 6-12fg 3-3ft
PG,"Parker, Tony^",23.9,"$6,900",SAN ANTONIO SPURS,@ lac, 89-85,34,   13pt 2rb 5as 1st 1to 3-13fg 7-9ft
PG,"Burke, Trey^",23.4,"$5,600",UTAH JAZZ,@ ind, 86-97,36,   5pt 2rb 8as 2st 1trey 2-12fg 0-0ft
PG,"Schroder, Dennis",22.8,"$3,700",ATLANTA HAWKS,@ nyk, 91-85,28,   14pt 4rb 4as 1st 4to 4-8fg 6-6ft
PG,"Price, A.J.",22.7,"$3,500",INDIANA PACERS,v uta, 97-86,25,   22pt 1rb 1as 2to 3trey 8-12fg 3-4ft
SG,"Ginobili, Manu",20.3,"$5,300",SAN ANTONIO SPURS,@ lac, 89-85,25,   10pt 4rb 3as 1bl 1to 4-8fg 2-4ft
PG,"Augustin, D.J.",20.2,"$4,600",DETROIT PISTONS,@ chi, 91-102,21,   16pt 1rb 2as 1st 2to 5-8fg 6-9ft
SG,"Redick, J.J.^",19.4,"$4,600",LOS ANGELES CLIPPERS,v sas, 85-89,36,   13pt 2rb 4as 2to 2trey 4-10fg 3-3ft
SG,"Hardaway Jr., Tim^",18.7,"$4,000",NEW YORK KNICKS,v atl, 85-91,22,   15pt 1rb 1as 1bl 1to 2trey 6-11fg 1-1ft
SG,"Gordon, Eric^",17.1,"$5,200",NEW ORLEANS PELICANS,@ cle, 111-118,32,   10pt 3rb 1as 1st 1trey 4-11fg 1-3ft
SG,"Smith, J.R.",16.6,"$5,200",NEW YORK KNICKS,v atl, 85-91,27,   12pt 3rb 2as 2to 2trey 4-11fg 2-2ft
SG,"Burks, Alec^",16.3,"$5,300",UTAH JAZZ,@ ind, 86-97,38,   9pt 4rb 1as 1st 1to 4-13fg 1-1ft
PG,"Brooks, Aaron",15.9,"$4,900",CHICAGO BULLS,v det, 102-91,11,   10pt 2rb 1as 2st 2to 1trey 3-6fg 3-3ft
SG,"Crawford, Jamal^",14.7,"$6,000",LOS ANGELES CLIPPERS,v sas, 85-89,38,   10pt 1rb 3as 1st 3to 1trey 3-13fg 3-3ft
SG,"Rivers, Austin",13,"$3,700",NEW ORLEANS PELICANS,@ cle, 111-118,20,   8pt 4as 1to 2trey 3-6fg 0-0ft
SG,"Sefolosha, Thabo",12.9,"$3,600",ATLANTA HAWKS,@ nyk, 91-85,21,   4pt 2rb 3as 1st 2-5fg 0-0ft
