position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Westbrook, Russell^",53.5,"$11,800",OKLAHOMA CITY THUNDER,v por, 120-108,37:39,   33pt 5rb 11as 1bl 5to 4trey 11-22fg 7-8ft
PG,"Lillard, Damian^",47.8,"$10,300",PORTLAND TRAIL BLAZERS,@ okc, 108-120,36:38,   32pt 4rb 6as 2st 4to 3trey 10-21fg 9-10ft
PG,"Irving, Kyrie^",44,"$9,700",BOSTON CELTICS,@ ind, 104-96,37:27,   19pt 5rb 10as 1st 1bl 2to 3trey 7-19fg 2-2ft
SG,"McCollum, C.J.^",39.9,"$8,000",PORTLAND TRAIL BLAZERS,@ okc, 108-120,36:02,   21pt 7rb 7as 1st 3to 5trey 7-16fg 2-4ft
SG,"Schroder, Dennis",37,"$5,000",OKLAHOMA CITY THUNDER,v por, 120-108,32:19,   17pt 5rb 6as 2st 1to 2trey 5-11fg 5-6ft
PG,"Lowry, Kyle^",36,"$7,800",TORONTO RAPTORS,@ orl, 98-93,39:50,   12pt 5rb 10as 1st 1bl 3to 2trey 4-10fg 2-2ft
SG,"Ross, Terrence",34.1,"$5,500",ORLANDO MAGIC,v tor, 93-98,31:40,   24pt 3rb 1as 2st 1to 5trey 8-17fg 3-3ft
SG,"Brown, Jaylen^",33.9,"$4,400",BOSTON CELTICS,@ ind, 104-96,35:02,   23pt 7rb 1as 1bl 2to 4trey 8-9fg 3-7ft
SG,"Green, Danny^",22.2,"$4,300",TORONTO RAPTORS,@ orl, 98-93,33:07,   13pt 1rb 2as 1st 1bl 1to 3trey 5-11fg
SG,"Matthews, Wes^",17.8,"$3,800",INDIANA PACERS,v bos, 96-104,32:11,   11pt 4rb 1st 1to 2trey 3-7fg 3-3ft
PG,"Joseph, Cory",16.1,"$4,100",INDIANA PACERS,v bos, 96-104,23:06,   5pt 3rb 1as 2st 1trey 2-4fg
PG,"Collison, Darren^",16.1,"$4,500",INDIANA PACERS,v bos, 96-104,26:24,   10pt 3rb 3as 2to 5-11fg
SG,"Fournier, Evan^",14.9,"$5,100",ORLANDO MAGIC,v tor, 93-98,36:32,   7pt 2rb 1as 2st 2to 1trey 1-12fg 4-4ft
PG,"Rozier, Terry",14.4,"$3,900",BOSTON CELTICS,@ ind, 104-96,17:42,   9pt 2rb 2as 1bl 3to 2trey 2-7fg 3-3ft
PG,"Augustin, D.J.^",10.4,"$6,000",ORLANDO MAGIC,v tor, 93-98,32:05,   7pt 2rb 2as 2to 1trey 3-7fg
SG,"Ferguson, Terrance^",10.4,"$3,500",OKLAHOMA CITY THUNDER,v por, 120-108,17:58,   9pt 2rb 1to 3trey 3-5fg
PG,"VanVleet, Fred",10.1,"$4,200",TORONTO RAPTORS,@ orl, 98-93,23:39,   4pt 3rb 3as 2to 2-7fg
PG,"Felton, Raymond",8.7,"$3,500",OKLAHOMA CITY THUNDER,v por, 120-108,14:21,   0pt 1rb 1as 2st 0-2fg
PG,"Carter-Williams, Michael",6.3,"$4,100",ORLANDO MAGIC,v tor, 93-98,15:55,   2pt 4rb 1as 2to 1-5fg
SG,"Meeks, Jodie",3,"$3,500",TORONTO RAPTORS,@ orl, 98-93,2:25,   0pt 1st
PG,"Curry, Seth",2.2,"$3,600",PORTLAND TRAIL BLAZERS,@ okc, 108-120,14:52,   3pt 1rb 2to 3-3ft
SG,"Simons, Anfernee",2,"$3,500",PORTLAND TRAIL BLAZERS,@ okc, 108-120,00:50,   2pt 0-1fg 2-3ft
SG,"Burton, Deonte",0,"$3,500",OKLAHOMA CITY THUNDER,v por, 120-108,00:19,   0pt
PG,"Grant, Jerian",0,"$3,500",ORLANDO MAGIC,v tor, 93-98,DNP,   
PG,"Sumner, Edmond",0,"$3,500",INDIANA PACERS,v bos, 96-104,DNP,   
PG,"Lin, Jeremy",0,"$3,500",TORONTO RAPTORS,@ orl, 98-93,DNP,   
SG,"Holiday, Aaron",0,"$3,500",INDIANA PACERS,v bos, 96-104,DNP,   
SG,"McCaw, Patrick",0,"$3,500",TORONTO RAPTORS,@ orl, 98-93,DNP,   
PG,"Wanamaker, Brad",0,"$3,500",BOSTON CELTICS,@ ind, 104-96,DNP,   
SG,"Diallo, Hamidou",0,"$3,500",OKLAHOMA CITY THUNDER,v por, 120-108,NA,   
SG,"Smart, Marcus",0,"$3,500",BOSTON CELTICS,@ ind, 104-96,NA,   
SG,"Roberson, Andre",0,"$3,500",OKLAHOMA CITY THUNDER,v por, 120-108,NA,   
SG,"Trent Jr., Gary",0,"$3,500",PORTLAND TRAIL BLAZERS,@ okc, 108-120,NA,   
PG,"Gibson, Jonathan",0,"$3,500",BOSTON CELTICS,@ ind, 104-96,NA,   
SG,"Fultz, Markelle",0,"$3,500",ORLANDO MAGIC,v tor, 93-98,NA,   
PF,"Siakam, Pascal^",49.2,"$8,500",TORONTO RAPTORS,@ orl, 98-93,41:33,   30pt 11rb 4as 3trey 13-20fg 1-1ft
SF,"George, Paul^",39.2,"$10,400",OKLAHOMA CITY THUNDER,v por, 120-108,41:12,   22pt 6rb 6as 1st 2to 2trey 3-16fg 14-17ft
PF,"Young, Thaddeus^",36.3,"$7,100",INDIANA PACERS,v bos, 96-104,36:41,   11pt 9rb 3as 3st 1bl 2to 5-12fg 1-4ft
SF,"Isaac, Jonathan^",35.9,"$5,100",ORLANDO MAGIC,v tor, 93-98,29:21,   14pt 7rb 1as 2st 2bl 2trey 4-11fg 4-4ft
PF,"Sabonis, Domantas",34.4,"$5,800",INDIANA PACERS,v bos, 96-104,24:57,   12pt 7rb 6as 1st 1bl 1to 1trey 3-10fg 5-6ft
SF,"Bogdanovic, Bojan^",32,"$6,500",INDIANA PACERS,v bos, 96-104,40:16,   15pt 5rb 4as 2st 1to 2trey 6-17fg 1-1ft
SF,"Leonard, Kawhi^",31,"$9,700",TORONTO RAPTORS,@ orl, 98-93,37:24,   16pt 10rb 4as 1st 6to 5-19fg 6-7ft
PF,"Tatum, Jayson^",30.4,"$6,800",BOSTON CELTICS,@ ind, 104-96,33:14,   18pt 7rb 2as 1st 2to 1trey 8-16fg 1-4ft
PF,"Gordon, Aaron^",27.9,"$6,700",ORLANDO MAGIC,v tor, 93-98,34:11,   10pt 7rb 7as 1st 4to 1trey 4-10fg 1-2ft
PF,"Grant, Jerami^",27.9,"$5,500",OKLAHOMA CITY THUNDER,v por, 120-108,32:35,   18pt 2rb 1as 2bl 4trey 6-7fg 2-2ft
SF,"Evans, Tyreke",21.9,"$4,700",INDIANA PACERS,v bos, 96-104,21:58,   19pt 2rb 1as 1to 4trey 6-10fg 3-4ft
PF,"Aminu, Al-Farouq^",21.8,"$5,400",PORTLAND TRAIL BLAZERS,@ okc, 108-120,32:42,   9pt 9rb 2as 1to 3trey 3-9fg
PF,"Ibaka, Serge",21.6,"$5,300",TORONTO RAPTORS,@ orl, 98-93,21:26,   6pt 8rb 2as 1bl 3-9fg
PF,"Morris, Marcus",21.4,"$5,100",BOSTON CELTICS,@ ind, 104-96,23:55,   11pt 7rb 2as 1to 2trey 4-8fg 1-2ft
PF,"Morris, Markieff",17.2,"$3,900",OKLAHOMA CITY THUNDER,v por, 120-108,15:18,   7pt 6rb 1st 2-6fg 3-4ft
SF,"Harkless, Maurice^",14.1,"$5,300",PORTLAND TRAIL BLAZERS,@ okc, 108-120,33:45,   7pt 3rb 1as 1st 1bl 4to 3-9fg 1-2ft
SF,"Hayward, Gordon",13.5,"$5,800",BOSTON CELTICS,@ ind, 104-96,32:25,   6pt 5rb 1as 2-7fg 2-2ft
SF,"Powell, Norman",12.4,"$3,700",TORONTO RAPTORS,@ orl, 98-93,14:14,   8pt 2rb 1st 1to 2trey 3-5fg
PF,"Leonard, Meyers",10.6,"$3,500",PORTLAND TRAIL BLAZERS,@ okc, 108-120,13:35,   8pt 3rb 1to 4-5fg
PF,"Collins, Zach",10.3,"$3,800",PORTLAND TRAIL BLAZERS,@ okc, 108-120,14:20,   4pt 4rb 1as 2-2fg
SF,"Hood, Rodney",7.4,"$3,500",PORTLAND TRAIL BLAZERS,@ okc, 108-120,20:42,   3pt 2rb 1st 1to 1trey 1-4fg
SF,"Iwundu, Wes",6.2,"$3,500",ORLANDO MAGIC,v tor, 93-98,12:16,   5pt 1rb 1trey 1-5fg 2-2ft
PF,"Birch, Khem",4.4,"$3,600",ORLANDO MAGIC,v tor, 93-98,8:32,   2pt 2rb 2-2ft
SF,"Turner, Evan",2.6,"$3,800",PORTLAND TRAIL BLAZERS,@ okc, 108-120,6:48,   0pt 3rb 1to 0-2fg
PF,"Theis, Daniel",1.2,"$3,500",BOSTON CELTICS,@ ind, 104-96,3:24,   0pt 1rb
SF,"Layman, Jake",0,"$3,500",PORTLAND TRAIL BLAZERS,@ okc, 108-120,00:19,   0pt
SF,"McDermott, Doug",0,"$3,500",INDIANA PACERS,v bos, 96-104,5:01,   0pt
SF,"Nader, Abdel",0,"$3,500",OKLAHOMA CITY THUNDER,v por, 120-108,00:19,   0pt
SF,"Frazier, Melvin",0,"$3,500",ORLANDO MAGIC,v tor, 93-98,DNP,   
PF,"Leaf, TJ",0,"$3,500",INDIANA PACERS,v bos, 96-104,DNP,   
PF,"Labissiere, Skal",0,"$3,500",PORTLAND TRAIL BLAZERS,@ okc, 108-120,DNP,   
PF,"Yabusele, Guerschon",0,"$3,500",BOSTON CELTICS,@ ind, 104-96,DNP,   
PF,"Moreland, Eric",0,"$3,500",TORONTO RAPTORS,@ orl, 98-93,DNP,   
PF,"Miller, Malcolm",0,"$3,500",TORONTO RAPTORS,@ orl, 98-93,DNP,   
PF,"Martin, Jarell",0,"$3,500",ORLANDO MAGIC,v tor, 93-98,DNP,   
PF,"Patterson, Patrick",0,"$3,500",OKLAHOMA CITY THUNDER,v por, 120-108,DNP,   
SF,"Ojeleye, Semi",0,"$3,500",BOSTON CELTICS,@ ind, 104-96,DNP,   
SF,"Anunoby, OG",0,"$3,500",TORONTO RAPTORS,@ orl, 98-93,NA,   
PF,"Boucher, Chris",0,"$3,500",TORONTO RAPTORS,@ orl, 98-93,NA,   
PF,"Johnson, Alize",0,"$3,500",INDIANA PACERS,v bos, 96-104,NA,   
C,"Vucevic, Nikola^",54.8,"$8,700",ORLANDO MAGIC,v tor, 93-98,39:28,   22pt 14rb 6as 1st 3bl 5to 2trey 7-13fg 6-6ft
C,"Horford, Al^",35.6,"$6,700",BOSTON CELTICS,@ ind, 104-96,35:41,   16pt 8rb 4as 1st 1bl 2to 3trey 6-12fg 1-2ft
C,"Turner, Myles^",29.4,"$6,100",INDIANA PACERS,v bos, 96-104,29:26,   13pt 7rb 2as 2bl 1to 1trey 4-10fg 4-5ft
C,"Gasol, Marc^",26.1,"$6,200",TORONTO RAPTORS,@ orl, 98-93,26:22,   9pt 3rb 1as 4st 1trey 4-6fg
C,"Kanter, Enes^",25.5,"$7,300",PORTLAND TRAIL BLAZERS,@ okc, 108-120,29:27,   19pt 5rb 1as 1to 9-14fg 1-2ft
C,"Adams, Steven^",21.4,"$6,900",OKLAHOMA CITY THUNDER,v por, 120-108,34:48,   10pt 7rb 2as 1bl 3to 5-6fg
C,"Baynes, Aron^",9.1,"$4,000",BOSTON CELTICS,@ ind, 104-96,21:10,   2pt 3rb 1as 1st 1to 1-3fg
