position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Antetokounmpo, Giannis^",54.9,"$10,200",MILWAUKEE BUCKS,v por, 115-107,39:37,   15pt 12rb 11as 2st 4bl 3to 4-11fg 7-10ft
SG,"Harden, James^",48.2,"$11,700",HOUSTON ROCKETS,v lal, 134-95,29:47,   25pt 6rb 8as 4st 4to 4trey 8-14fg 5-6ft
PG,"Lillard, Damian^",45.4,"$9,800",PORTLAND TRAIL BLAZERS,@ mil, 107-115,39:04,   30pt 7rb 6as 2to 5trey 8-18fg 9-9ft
PG,"Curry, Stephen^",43.8,"$9,100",GOLDEN STATE WARRIORS,@ lac, 115-98,33:17,   19pt 4rb 6as 7st 3to 7-16fg 5-5ft
PG,"Teague, Jeff^",42.5,"$7,000",INDIANA PACERS,@ pho, 109-94,36:24,   19pt 5rb 11as 2st 3to 1trey 6-15fg 6-8ft
PG,"Johnson, Tyler",40.9,"$5,200",MIAMI HEAT,@ atl, 95-103,35:13,   27pt 2rb 5as 1st 1bl 4trey 8-16fg 7-8ft
PG,"Irving, Kyrie^",37.4,"$7,300",CLEVELAND CAVALIERS,@ nyk, 126-94,30:27,   28pt 2rb 6as 2to 4trey 9-17fg 6-6ft
PG,"Beverley, Patrick^",37.4,"$4,500",HOUSTON ROCKETS,v lal, 134-95,31:48,   10pt 7rb 12as 3st 5to 2trey 4-9fg
PG,"Walker, Kemba^",36.6,"$8,200",CHARLOTTE HORNETS,v det, 87-77,33:51,   25pt 3rb 4as 2st 2to 2trey 9-22fg 5-6ft
SG,"Batum, Nicolas^",35.5,"$7,000",CHARLOTTE HORNETS,v det, 87-77,35:34,   14pt 15rb 3as 1to 1trey 4-10fg 5-6ft
SG,"Bradley, Avery^",35.3,"$6,600",BOSTON CELTICS,@ orl, 117-87,32:46,   23pt 4rb 3as 1st 1bl 1to 3trey 7-14fg 6-7ft
PG,"Schroder, Dennis^",34.3,"$6,200",ATLANTA HAWKS,v mia, 103-95,30:59,   17pt 4rb 7as 1st 1bl 2to 1trey 8-15fg
SG,"Kilpatrick, Sean^",33.7,"$5,700",BROOKLYN NETS,v den, 116-111,31:50,   22pt 6rb 3as 1st 2to 2trey 6-10fg 8-8ft
SG,"Thompson, Klay^",32.3,"$6,800",GOLDEN STATE WARRIORS,@ lac, 115-98,35:05,   24pt 4rb 3as 1to 3trey 8-18fg 5-5ft
SG,"Gordon, Eric",31.8,"$5,200",HOUSTON ROCKETS,v lal, 134-95,24:12,   26pt 4rb 2as 2to 8trey 9-13fg
SG,"Crawford, Jamal",31.4,"$3,800",LOS ANGELES CLIPPERS,v gsw, 98-115,35:25,   21pt 2rb 4as 1st 3trey 7-17fg 4-4ft
SG,"McCollum, C.J.^",31.1,"$7,400",PORTLAND TRAIL BLAZERS,@ mil, 107-115,38:22,   23pt 3rb 5as 3to 4trey 9-15fg 1-2ft
PG,"Dragic, Goran^",30.4,"$7,000",MIAMI HEAT,@ atl, 95-103,34:36,   21pt 2rb 4as 1st 1bl 3to 1trey 8-17fg 4-4ft
PG,"Paul, Chris^",29.7,"$9,100",LOS ANGELES CLIPPERS,v gsw, 98-115,32:10,   15pt 6rb 5as 1st 2to 1trey 7-14fg
SG,"McGruder, Rodney^",29.5,"$3,800",MIAMI HEAT,@ atl, 95-103,30:54,   11pt 5rb 5as 2st 1bl 1to 2trey 3-8fg 3-5ft
SG,"Barton, Will^",28.8,"$6,000",DENVER NUGGETS,@ bkn, 111-116,39:13,   15pt 9rb 2as 2st 1bl 6to 1trey 6-15fg 2-2ft
PG,"Bledsoe, Eric^",28.6,"$8,100",PHOENIX SUNS,v ind, 94-109,28:48,   15pt 3rb 4as 3st 1bl 4to 5-13fg 5-5ft
PG,"Nelson, Jameer",28.5,"$4,400",DENVER NUGGETS,@ bkn, 111-116,29:13,   14pt 5rb 5as 2st 3to 7-19fg
PG,"Huertas, Marcelo^",28.1,"$3,500",LOS ANGELES LAKERS,@ hou, 95-134,31:01,   10pt 3rb 7as 5st 6to 3-7fg 4-4ft
SG,"Lee, Courtney^",27.9,"$3,900",NEW YORK KNICKS,v cle, 94-126,31:24,   15pt 2rb 5as 2st 1to 3trey 5-10fg 2-2ft
PG,"Williams, Deron^",27.4,"$5,900",DALLAS MAVERICKS,v sac, 89-120,31:47,   20pt 2rb 6as 4to 3trey 6-8fg 5-5ft
PG,"Whitehead, Isaiah^",27.4,"$3,700",BROOKLYN NETS,v den, 116-111,28:57,   14pt 2rb 2as 4st 1bl 2to 2trey 5-11fg 2-3ft
SG,"Williams, Louis",27.2,"$6,100",LOS ANGELES LAKERS,@ hou, 95-134,25:18,   24pt 1rb 3st 1bl 6to 2trey 7-12fg 8-8ft
SG,"Fournier, Evan^",27.1,"$5,600",ORLANDO MAGIC,v bos, 87-117,28:43,   14pt 3rb 5as 1st 1trey 4-14fg 5-6ft
PG,"Rozier, Terry",27,"$4,100",BOSTON CELTICS,@ orl, 117-87,26:00,   16pt 5rb 2as 1st 1trey 6-13fg 3-4ft
SG,"Ellington, Wayne^",25.6,"$4,300",MIAMI HEAT,@ atl, 95-103,40:39,   19pt 3rb 2as 4trey 7-15fg 1-1ft
SG,"Matthews, Wes^",25.3,"$5,100",DALLAS MAVERICKS,v sac, 89-120,33:26,   16pt 4rb 1as 1st 1bl 1to 4trey 6-10fg
PG,"Murray, Jamal",24.5,"$3,900",DENVER NUGGETS,@ bkn, 111-116,33:33,   12pt 5rb 3as 1st 2trey 4-14fg 2-2ft
PG,"Temple, Garrett",24.1,"$3,500",SACRAMENTO KINGS,@ dal, 120-89,26:47,   17pt 3rb 3as 1to 4trey 5-6fg 3-4ft
SG,"Shumpert, Iman",23.7,"$3,500",CLEVELAND CAVALIERS,@ nyk, 126-94,23:24,   14pt 6rb 1as 2st 3to 4trey 4-8fg 2-2ft
PG,"Brogdon, Malcolm",23.7,"$3,500",MILWAUKEE BUCKS,v por, 115-107,24:06,   13pt 1rb 3as 2st 1bl 1to 3trey 4-6fg 2-2ft
SG,"Booker, Devin^",23.3,"$5,900",PHOENIX SUNS,v ind, 94-109,30:39,   13pt 4rb 5as 1st 4to 2trey 4-13fg 3-4ft
PG,"Smart, Marcus^",23.1,"$4,700",BOSTON CELTICS,@ orl, 117-87,23:01,   13pt 3rb 3as 2st 2to 1trey 5-7fg 2-2ft
SG,"Caldwell-Pope, Kentavious^",22.8,"$5,700",DETROIT PISTONS,@ cha, 77-87,37:09,   7pt 4rb 6as 1st 1trey 3-9fg
SG,"Harris, Joe",22.4,"$3,900",BROOKLYN NETS,v den, 116-111,24:01,   16pt 2rb 2st 2trey 6-8fg 2-2ft
PG,"Jennings, Brandon^",22.3,"$4,000",NEW YORK KNICKS,v cle, 94-126,30:39,   16pt 4rb 3as 3to 1trey 6-14fg 3-3ft
PG,"Collison, Darren^",22.1,"$5,700",SACRAMENTO KINGS,@ dal, 120-89,30:21,   19pt 3rb 3as 5to 2trey 5-10fg 7-8ft
PG,"Dellavedova, Matthew^",21.3,"$4,000",MILWAUKEE BUCKS,v por, 115-107,23:54,   17pt 4rb 1as 2to 3trey 7-11fg
PG,"Payton, Elfrid",20.8,"$5,100",ORLANDO MAGIC,v bos, 87-117,27:56,   10pt 4rb 4as 1st 2to 5-8fg 0-2ft
PG,"Rivers, Austin",19.4,"$3,500",LOS ANGELES CLIPPERS,v gsw, 98-115,28:30,   14pt 2rb 2as 2trey 4-10fg 4-4ft
SG,"Stuckey, Rodney",19.1,"$3,900",INDIANA PACERS,@ pho, 109-94,25:33,   12pt 3rb 1as 1st 5-9fg 2-3ft
SG,"Korver, Kyle",19.1,"$3,600",ATLANTA HAWKS,v mia, 103-95,33:48,   9pt 3rb 5as 1to 2trey 3-9fg 1-1ft
SG,"Knight, Brandon",19.1,"$4,200",PHOENIX SUNS,v ind, 94-109,24:52,   10pt 3rb 3as 1st 1to 2trey 3-10fg 2-2ft
PG,"Augustin, D.J.^",18.2,"$3,900",ORLANDO MAGIC,v bos, 87-117,23:54,   15pt 1rb 2as 1to 4trey 4-7fg 3-4ft
SG,"Crabbe, Allen",15.8,"$3,800",PORTLAND TRAIL BLAZERS,@ mil, 107-115,24:49,   14pt 4rb 3to 4trey 4-7fg 2-2ft
SG,"Barbosa, Leandro",15.2,"$3,500",PHOENIX SUNS,v ind, 94-109,12:27,   10pt 1rb 1st 1bl 5-7fg
PG,"Jackson, Reggie^",14.6,"$7,000",DETROIT PISTONS,@ cha, 77-87,25:38,   10pt 3rb 2as 1bl 4to 2trey 4-12fg
PG,"Lawson, Ty",13.9,"$3,800",SACRAMENTO KINGS,@ dal, 120-89,20:54,   6pt 2rb 1as 2st 3-9fg
SG,"Liggins, DeAndre^",13.4,"$3,500",CLEVELAND CAVALIERS,@ nyk, 126-94,20:40,   6pt 2rb 2as 1st 2trey 2-2fg
SG,"Clark, Ian",12.1,"$3,600",GOLDEN STATE WARRIORS,@ lac, 115-98,12:55,   7pt 3rb 1as 3-7fg 1-1ft
PG,"Clarkson, Jordan^",11.4,"$5,100",LOS ANGELES LAKERS,@ hou, 95-134,35:21,   7pt 2rb 2as 1to 1trey 3-13fg
SG,"Jones, James",11,"$3,500",CLEVELAND CAVALIERS,@ nyk, 126-94,7:54,   9pt 1st 3trey 3-3fg
PG,"Smith, Ishmael",10.6,"$5,500",DETROIT PISTONS,@ cha, 77-87,22:22,   2pt 3rb 2as 2bl 2to 1-7fg
PG,"Gibson, Jonathan",10.4,"$3,500",DALLAS MAVERICKS,v sac, 89-120,27:43,   7pt 2rb 1st 1to 1trey 3-12fg
SG,"Holiday, Justin",10.3,"$4,100",NEW YORK KNICKS,v cle, 94-126,13:54,   3pt 4rb 1as 1st 1to 1trey 1-3fg
SG,"Hardaway Jr., Tim^",10,"$3,800",ATLANTA HAWKS,v mia, 103-95,21:43,   7pt 2as 1st 2to 1trey 3-9fg
