position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Wright, Delon",61.1,"$4,200",TORONTO RAPTORS,@ chi, 124-115,29:31,   25pt 13rb 5as 4st 1bl 2to 4trey 10-15fg 1-1ft
SG,"DeRozan, DeMar^",56.6,"$9,000",TORONTO RAPTORS,@ chi, 124-115,33:37,   35pt 3rb 6as 3st 5trey 10-20fg 10-10ft
PG,"Curry, Stephen^",50,"$9,800",GOLDEN STATE WARRIORS,@ dal, 125-122,34:29,   32pt 5rb 8as 1st 3to 6trey 11-19fg 4-5ft
SG,"Beal, Bradley^",48.8,"$8,400",WASHINGTON WIZARDS,v nyk, 121-103,35:52,   27pt 4rb 6as 3st 1to 2trey 11-14fg 3-4ft
SG,"Harris, Gary^",47.3,"$6,700",DENVER NUGGETS,v pho, 134-111,32:17,   36pt 4rb 3as 2st 4to 3trey 14-17fg 5-5ft
PG,"Dragic, Goran^",46.5,"$6,500",MIAMI HEAT,v det, 111-104,36:41,   24pt 5rb 13as 3to 3trey 9-19fg 3-4ft
PG,"Westbrook, Russell^",46.2,"$12,300",OKLAHOMA CITY THUNDER,@ lal, 133-96,27:58,   20pt 6rb 12as 1st 2to 10-17fg
PG,"Wall, John^",45.1,"$9,500",WASHINGTON WIZARDS,v nyk, 121-103,34:21,   25pt 3rb 9as 1st 1bl 3to 1trey 9-18fg 6-9ft
SG,"Thompson, Klay^",45,"$6,800",GOLDEN STATE WARRIORS,@ dal, 125-122,36:27,   25pt 5rb 4as 2st 1bl 1to 3trey 11-19fg
PG,"Dinwiddie, Spencer^",40.7,"$6,500",BROOKLYN NETS,v min, 98-97,36:06,   26pt 1rb 9as 1st 3to 4trey 9-14fg 4-4ft
PG,"Paul, Chris^",38.9,"$9,900",HOUSTON ROCKETS,@ orl, 116-98,31:32,   8pt 7rb 13as 2st 3to 1trey 3-13fg 1-1ft
SG,"Holiday, Justin^",37.8,"$5,600",CHICAGO BULLS,v tor, 115-124,38:44,   26pt 4rb 4as 1st 2to 6trey 7-10fg 6-7ft
SG,"Holiday, Jrue^",36.7,"$6,900",NEW ORLEANS PELICANS,@ uta, 108-98,37:17,   24pt 6rb 5as 1st 5to 2trey 10-16fg 2-2ft
SG,"Ferguson, Terrance^",35.7,"$3,500",OKLAHOMA CITY THUNDER,@ lal, 133-96,32:50,   24pt 1rb 1as 3st 6trey 9-12fg
PG,"Rubio, Ricky^",34.9,"$5,300",UTAH JAZZ,v nor, 98-108,24:28,   11pt 2rb 7as 4st 1to 5-12fg 1-1ft
PG,"Payton, Elfrid^",34.8,"$8,000",ORLANDO MAGIC,v hou, 98-116,22:16,   14pt 4rb 4as 5st 5to 5-9fg 4-4ft
SG,"Middleton, Khris^",34.6,"$7,300",MILWAUKEE BUCKS,v ind, 122-101,29:32,   27pt 3rb 2as 1st 2to 3trey 9-14fg 6-6ft
SG,"Gordon, Eric^",34,"$6,600",HOUSTON ROCKETS,@ orl, 116-98,30:23,   17pt 5rb 6as 2st 4to 3trey 5-16fg 4-5ft
SG,"Matthews, Wes^",32,"$4,800",DALLAS MAVERICKS,v gsw, 122-125,37:32,   22pt 5rb 4as 2to 7trey 7-11fg 1-2ft
PG,"Irving, Kyrie^",31.8,"$9,000",BOSTON CELTICS,v cle, 102-88,28:15,   11pt 9rb 6as 1st 2to 5-14fg 1-2ft
PG,"Mills, Patty",30.7,"$3,900",SAN ANTONIO SPURS,@ phi, 106-112,28:58,   26pt 1rb 1as 1st 1to 4trey 7-17fg 8-8ft
SG,"Mitchell, Donovan^",30.6,"$7,800",UTAH JAZZ,v nor, 98-108,38:18,   24pt 3rb 2as 1st 3to 3trey 6-17fg 9-10ft
PG,"Smith Jr., Dennis^",29.4,"$5,500",DALLAS MAVERICKS,v gsw, 122-125,29:12,   14pt 2rb 8as 1st 2to 2trey 6-18fg
SG,"Ellington, Wayne",29.1,"$4,800",MIAMI HEAT,v det, 111-104,34:23,   12pt 8rb 1as 2st 3trey 4-12fg 1-2ft
PG,"Lowry, Kyle^",29,"$7,900",TORONTO RAPTORS,@ chi, 124-115,31:51,   16pt 5rb 4as 2st 5to 2trey 5-14fg 4-4ft
PG,"Dellavedova, Matthew",28.9,"$3,700",MILWAUKEE BUCKS,v ind, 122-101,16:56,   8pt 2rb 9as 2st 1to 2trey 3-3fg
PG,"Joseph, Cory",28.4,"$4,600",INDIANA PACERS,@ mil, 101-122,32:19,   10pt 7rb 6as 1st 2to 5-9fg 0-1ft
PG,"Collison, Darren^",28.4,"$6,100",INDIANA PACERS,@ mil, 101-122,26:22,   17pt 2rb 2as 3st 3to 1trey 6-9fg 4-4ft
PG,"Rozier, Terry",28.3,"$4,100",BOSTON CELTICS,v cle, 102-88,19:39,   20pt 4rb 3as 1bl 4to 4trey 8-12fg
SG,"Bradley, Avery^",27.8,"$6,800",DETROIT PISTONS,@ mia, 104-111,37:52,   15pt 4rb 4as 1st 1to 3trey 6-19fg 0-2ft
