position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Teague, Jeff^",49.7,"$6,100",ATLANTA HAWKS,v det, 107-100,31:52,   23pt 6rb 9as 4st 2to 10-19fg 3-5ft
PG,"Evans, Tyreke^",48.1,"$7,300",NEW ORLEANS PELICANS,v por, 115-89,35:21,   24pt 8rb 9as 2st 3to 2trey 7-14fg 8-8ft
PG,"Barea, Jose^",46.7,"$3,800",DALLAS MAVERICKS,@ bkn, 119-118,41:27,   32pt 1rb 11as 1st 5to 5trey 13-20fg 1-1ft
PG,"Westbrook, Russell^",46.6,"$10,400",OKLAHOMA CITY THUNDER,@ lal, 120-85,29:33,   23pt 8rb 8as 2st 2to 10-19fg 3-5ft
SG,"Harden, James^",44.1,"$10,600",HOUSTON ROCKETS,@ orl, 101-104,40:15,   31pt 3rb 7as 1st 3to 2trey 12-18fg 5-6ft
SG,"Antetokounmpo, Giannis^",43,"$6,800",MILWAUKEE BUCKS,v phi, 113-100,33:23,   22pt 5rb 6as 2st 2bl 2to 11-13fg
PG,"Wall, John^",41,"$10,000",WASHINGTON WIZARDS,v mem, 100-91,37:23,   14pt 5rb 14as 1st 1bl 4to 2trey 5-18fg 2-2ft
PG,"Rondo, Rajon^",39.6,"$8,300",SACRAMENTO KINGS,@ ind, 108-106,37:06,   13pt 8rb 16as 1st 9to 6-10fg 1-2ft
SG,"Roberson, Andre^",38.9,"$3,500",OKLAHOMA CITY THUNDER,@ lal, 120-85,26:29,   15pt 7rb 3as 2st 4bl 1to 7-9fg 1-2ft
PG,"Curry, Stephen^",38.5,"$10,900",GOLDEN STATE WARRIORS,v uta, 103-85,34:13,   16pt 5rb 9as 3st 3to 2trey 5-14fg 4-4ft
PG,"Carter-Williams, Michael^",38.5,"$6,500",MILWAUKEE BUCKS,v phi, 113-100,32:39,   18pt 5rb 9as 4st 7to 9-13fg
SG,"Foye, Randy^",38.4,"$3,800",DENVER NUGGETS,@ pho, 104-96,40:19,   31pt 2rb 6as 4to 7trey 12-27fg 0-1ft
PG,"Hill, George^",38.3,"$5,400",INDIANA PACERS,v sac, 106-108,38:51,   20pt 4rb 5as 3st 4trey 7-14fg 2-2ft
SG,"Ellis, Monta^",37.4,"$5,700",INDIANA PACERS,v sac, 106-108,37:18,   21pt 2rb 6as 3st 1to 3trey 8-13fg 2-4ft
PG,"Collison, Darren",37.3,"$5,200",SACRAMENTO KINGS,@ ind, 108-106,35:12,   24pt 4rb 5as 1st 1to 2trey 11-17fg
PG,"Knight, Brandon^",35.8,"$6,900",PHOENIX SUNS,v den, 96-104,40:46,   21pt 4rb 10as 5to 1trey 8-18fg 4-6ft
SG,"Barton, Will",34.3,"$6,400",DENVER NUGGETS,@ pho, 104-96,34:33,   17pt 9rb 5as 1st 3to 3trey 7-15fg 0-1ft
