position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
NA,"Curry, Stephen^",51.6,N/A,GOLDEN STATE WARRIORS,v hou, 104-90,42,   26pt 8rb 6as 5st 3to 3trey 7-21fg 9-12ft
NA,"Howard, Dwight^",46.7,N/A,HOUSTON ROCKETS,@ gsw, 90-104,42,   18pt 16rb 1as 2st 4bl 4to 5-13fg 8-13ft
NA,"Barnes, Harrison^",32.4,N/A,GOLDEN STATE WARRIORS,v hou, 104-90,35,   24pt 7rb 1st 2to 2trey 10-20fg 2-2ft
NA,"Ariza, Trevor^",32.2,N/A,HOUSTON ROCKETS,@ gsw, 90-104,44,   15pt 6rb 4as 2st 1trey 5-9fg 4-4ft
NA,"Green, Draymond^",29.6,N/A,GOLDEN STATE WARRIORS,v hou, 104-90,34,   9pt 13rb 4as 1bl 3to 3-15fg 3-3ft
NA,"Thompson, Klay^",29.2,N/A,GOLDEN STATE WARRIORS,v hou, 104-90,22,   20pt 1rb 4as 1st 4trey 8-14fg 0-0ft
NA,"Iguodala, Andre",25.8,N/A,GOLDEN STATE WARRIORS,v hou, 104-90,30,   6pt 4rb 6as 4st 2to 3-8fg 0-4ft
NA,"Ezeli, Festus",23.3,N/A,GOLDEN STATE WARRIORS,v hou, 104-90,28,   12pt 9rb 1as 1bl 3to 5-7fg 2-4ft
NA,"Brewer, Corey",23.1,N/A,HOUSTON ROCKETS,@ gsw, 90-104,24,   16pt 3rb 1as 1st 5-10fg 6-6ft
NA,"Terry, Jason^",22.9,N/A,HOUSTON ROCKETS,@ gsw, 90-104,39,   16pt 2rb 3as 1st 2to 2trey 6-13fg 2-2ft
NA,"Harden, James^",21.7,N/A,HOUSTON ROCKETS,@ gsw, 90-104,43,   14pt 6rb 5as 3st 13to 2-11fg 10-13ft
NA,"Smith, Josh^",21.3,N/A,HOUSTON ROCKETS,@ gsw, 90-104,21,   11pt 4rb 1as 2bl 2trey 3-14fg 3-6ft
NA,"Bogut, Andrew^",21.3,N/A,GOLDEN STATE WARRIORS,v hou, 104-90,19,   0pt 14rb 1as 2bl 1to 0-1fg 0-0ft
NA,"Barbosa, Leandro",10.9,N/A,GOLDEN STATE WARRIORS,v hou, 104-90,11,   7pt 2rb 1as 1-2fg 5-6ft
NA,"Capela, Clint",3.2,N/A,HOUSTON ROCKETS,@ gsw, 90-104,3,   0pt 1rb 1st 0-0fg 0-0ft
NA,"Jones, Terrence",3.2,N/A,HOUSTON ROCKETS,@ gsw, 90-104,17,   0pt 1rb 1st 0-3fg 0-0ft
NA,"Prigioni, Pablo",2.5,N/A,HOUSTON ROCKETS,@ gsw, 90-104,7,   0pt 1as 1st 1to 0-1fg 0-0ft
NA,"Livingston, Shaun",2.2,N/A,GOLDEN STATE WARRIORS,v hou, 104-90,18,   0pt 1rb 2as 2to 0-3fg 0-0ft
