position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Wall, John^",51.8,"$9,500",WASHINGTON WIZARDS,v ind, 101-103,41,   34pt 4rb 6as 2st 1bl 2to 2trey 11-21fg 10-11ft
PG,"Hill, George^",50.9,"$7,000",INDIANA PACERS,@ was, 103-101,43,   29pt 7rb 9as 1st 1bl 4to 12-24fg 5-5ft
PG,"Lillard, Damian^",50.6,"$8,700",PORTLAND TRAIL BLAZERS,@ uta, 92-89,40,   23pt 8rb 12as 1st 2to 1trey 6-16fg 10-10ft
SG,"Harden, James^",49.2,"$11,500",HOUSTON ROCKETS,@ nor, 95-93,37,   25pt 6rb 10as 1st 1bl 2to 1trey 9-20fg 6-9ft
PG,"Parker, Tony^",43.2,"$6,000",SAN ANTONIO SPURS,v okc, 130-91,28,   21pt 6rb 6as 3st 1trey 10-14fg 0-0ft
PG,"Paul, Chris^",41.6,"$10,800",LOS ANGELES CLIPPERS,@ nyk, 111-80,28,   11pt 3rb 16as 4st 5to 1trey 5-8fg 0-0ft
PG,"Evans, Tyreke^",40.9,"$7,600",NEW ORLEANS PELICANS,v hou, 93-95,38,   28pt 2rb 7as 2st 1bl 6to 4trey 10-16fg 4-4ft
PG,"Williams, Deron^",37.4,"$6,200",BROOKLYN NETS,@ cha, 91-88,31,   10pt 7rb 14as 2to 1trey 2-9fg 5-5ft
PG,"Payton, Elfrid^",37.3,"$7,300",ORLANDO MAGIC,v atl, 83-95,35,   19pt 9rb 7as 1st 5to 7-19fg 5-7ft
PG,"Lawson, Ty^",36.8,"$7,100",DENVER NUGGETS,v phi, 85-99,33,   19pt 4rb 6as 2st 1bl 2to 2trey 6-16fg 5-6ft
PG,"Dragic, Goran^",34.5,"$6,900",MIAMI HEAT,@ bos, 93-86,37,   22pt 5rb 7as 4to 2trey 8-16fg 4-6ft
PG,"Burke, Trey^",34.3,"$5,100",UTAH JAZZ,v por, 89-92,39,   22pt 4rb 3as 2st 1to 9-19fg 4-4ft
SG,"Korver, Kyle^",33.6,"$4,400",ATLANTA HAWKS,@ orl, 95-83,37,   13pt 8rb 2as 2st 2bl 3trey 5-12fg 0-0ft
PG,"Clarkson, Jordan^",33.5,"$5,700",LOS ANGELES LAKERS,@ min, 101-99,38,   20pt 5rb 5as 2st 1bl 6to 6-16fg 8-8ft
PG,"Teague, Jeff^",33.1,"$6,400",ATLANTA HAWKS,@ orl, 95-83,33,   16pt 3rb 9as 1st 2to 2trey 7-12fg 0-0ft
SG,"Butler, Jimmy^",32.5,"$8,500",CHICAGO BULLS,@ tor, 116-103,39,   23pt 5rb 3as 1to 2trey 7-8fg 7-9ft
PG,"Brooks, Aaron^",31.5,"$5,900",CHICAGO BULLS,@ tor, 116-103,33,   16pt 5rb 5as 1st 1bl 2to 4trey 6-14fg 0-0ft
PG,"Westbrook, Russell^",31.3,"$13,300",OKLAHOMA CITY THUNDER,@ sas, 91-130,26,   16pt 4rb 7as 2st 4to 5-16fg 6-6ft
SG,"Smith, J.R.^",30.4,"$5,700",CLEVELAND CAVALIERS,@ mem, 111-89,32,   13pt 2rb 6as 2st 1bl 3trey 5-10fg 0-0ft
SG,"DeRozan, DeMar^",29.9,"$7,600",TORONTO RAPTORS,v chi, 103-116,39,   20pt 2rb 5as 1st 2to 7-19fg 6-6ft
PG,"Irving, Kyrie^",29.6,"$8,200",CLEVELAND CAVALIERS,@ mem, 111-89,35,   24pt 3rb 2as 2st 5to 2trey 9-21fg 4-5ft
PG,"McCallum, Ray^",29.5,"$4,900",SACRAMENTO KINGS,@ pho, 108-99,31,   14pt 5rb 5as 1st 1bl 2to 6-11fg 2-2ft
SG,"Rivers, Austin",29.5,"$3,500",LOS ANGELES CLIPPERS,@ nyk, 111-80,19,   21pt 3as 2st 1trey 9-10fg 2-2ft
PG,"Lin, Jeremy^",29.1,"$5,500",LOS ANGELES LAKERS,@ min, 101-99,29,   19pt 3rb 5as 1st 3to 1trey 6-14fg 6-6ft
PG,"Vasquez, Greivis^",28.9,"$3,900",TORONTO RAPTORS,v chi, 103-116,31,   22pt 2rb 3as 1st 2to 6trey 7-15fg 2-2ft
PG,"Walker, Kemba^",28.8,"$7,600",CHARLOTTE HORNETS,v bkn, 88-91,33,   11pt 4rb 6as 1st 1bl 4-13fg 3-5ft
PG,"LaVine, Zach^",28.7,"$5,100",MINNESOTA TIMBERWOLVES,v lal, 99-101,48,   18pt 6rb 5as 4to 1trey 5-18fg 7-8ft
PG,"Pressey, Phil",28,"$3,500",BOSTON CELTICS,v mia, 86-93,18,   11pt 5rb 6as 1st 1bl 2to 4-6fg 3-4ft
SG,"Oladipo, Victor^",25.8,"$8,400",ORLANDO MAGIC,v atl, 83-95,39,   16pt 4rb 4as 2st 5to 4-10fg 8-9ft
PG,"Brown, Lorenzo^",25.3,"$3,900",MINNESOTA TIMBERWOLVES,v lal, 99-101,35,   8pt 9rb 1as 3st 1to 4-9fg 0-0ft
PG,"Goodwin, Archie",23.7,"$3,500",PHOENIX SUNS,v sac, 99-108,26,   15pt 1rb 3as 2st 1to 6-12fg 3-4ft
SG,"Millsap, Elijah^",23.6,"$3,600",UTAH JAZZ,v por, 89-92,33,   9pt 8rb 2as 3st 4to 1trey 4-10fg 0-4ft
SG,"Bledsoe, Eric^",23.5,"$8,700",PHOENIX SUNS,v sac, 99-108,35,   19pt 5rb 1as 3to 2trey 7-15fg 3-5ft
SG,"Williams, Louis",22.9,"$4,700",TORONTO RAPTORS,v chi, 103-116,24,   18pt 2rb 1as 1st 1to 1trey 8-13fg 1-1ft
SG,"McLemore, Ben^",21.9,"$4,200",SACRAMENTO KINGS,@ pho, 108-99,29,   12pt 2rb 3as 2st 1to 2trey 5-9fg 0-0ft
SG,"Johnson, Tyler",21.8,"$3,500",MIAMI HEAT,@ bos, 93-86,20,   12pt 4rb 2st 1bl 1to 1trey 5-8fg 1-2ft
PG,"Watson, C.J.",21.4,"$4,600",INDIANA PACERS,@ was, 103-101,19,   11pt 2rb 2as 3st 1to 1trey 4-11fg 2-3ft
SG,"Snell, Tony",21.2,"$3,900",CHICAGO BULLS,@ tor, 116-103,18,   17pt 1rb 2as 3trey 7-9fg 0-0ft
PG,"Canaan, Isaiah",21.1,"$4,400",PHILADELPHIA 76ERS,@ den, 99-85,22,   15pt 3rb 1as 1st 1to 2trey 4-11fg 5-6ft
SG,"Ellington, Wayne",20.9,"$4,700",LOS ANGELES LAKERS,@ min, 101-99,39,   7pt 7rb 3as 1st 1to 1trey 3-19fg 0-0ft
SG,"Green, Danny^",20.9,"$6,000",SAN ANTONIO SPURS,v okc, 130-91,23,   10pt 2rb 3as 2st 1bl 2to 2trey 4-7fg 0-0ft
PG,"Nelson, Jameer",20.8,"$5,300",DENVER NUGGETS,v phi, 85-99,25,   12pt 4rb 2as 2st 3to 6-16fg 0-0ft
SG,"Stauskas, Nik",20.3,"$3,500",SACRAMENTO KINGS,@ pho, 108-99,18,   13pt 4rb 1as 1st 1to 2trey 5-7fg 1-1ft
SG,"Redick, J.J.^",20.2,"$6,500",LOS ANGELES CLIPPERS,@ nyk, 111-80,22,   17pt 1rb 2as 1to 2trey 7-11fg 1-1ft
SG,"Waiters, Dion^",19.9,"$4,600",OKLAHOMA CITY THUNDER,@ sas, 91-130,22,   14pt 2rb 1as 1st 2trey 5-11fg 2-2ft
