position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Harden, James^",55.2,"$10,100",HOUSTON ROCKETS,v nyk, 91-86,40,   36pt 6rb 6as 3st 1bl 5to 7trey 11-22fg 7-7ft
PG,"Paul, Chris^",51.5,"$10,100",LOS ANGELES CLIPPERS,@ cha, 113-92,38,   22pt 5rb 15as 1bl 1to 2trey 10-16fg 0-0ft
SG,"Bledsoe, Eric^",47.4,"$6,600",PHOENIX SUNS,@ tor, 100-104,37,   25pt 7rb 6as 2st 2bl 3to 3trey 8-16fg 6-8ft
PG,"Wroten, Tony^",40.9,"$6,600",PHILADELPHIA 76ERS,v por, 104-114,38,   20pt 2rb 9as 3st 1bl 3to 7-18fg 6-9ft
PG,"Sloan, Donald^",39.9,"$5,300",INDIANA PACERS,@ dal, 111-100,38,   29pt 2rb 5as 1st 1to 3trey 10-14fg 6-9ft
PG,"Burke, Trey^",38.6,"$5,900",UTAH JAZZ,v chi, 95-97,37,   18pt 3rb 10as 2st 2to 1trey 8-14fg 1-1ft
PG,"Lowry, Kyle^",37.4,"$8,400",TORONTO RAPTORS,v pho, 104-100,38,   14pt 7rb 8as 2st 1bl 3to 6-16fg 2-2ft
PG,"Carter-Williams, Michael^",37.4,"$7,800",PHILADELPHIA 76ERS,v por, 104-114,33,   24pt 7rb 2as 2st 2to 10-24fg 4-5ft
PG,"Walker, Kemba^",37,"$6,900",CHARLOTTE HORNETS,v lac, 92-113,41,   15pt 5rb 6as 3st 1bl 1to 4-11fg 7-8ft
SG,"Oladipo, Victor^",36.8,"$6,700",ORLANDO MAGIC,@ cle, 74-106,36,   22pt 9rb 2as 2st 1bl 5to 1trey 8-15fg 5-6ft
SG,"Ellis, Monta^",35.6,"$7,300",DALLAS MAVERICKS,v ind, 100-111,37,   24pt 3rb 6as 2st 5to 1trey 9-19fg 5-8ft
SG,"Butler, Jimmy^",35.4,"$7,700",CHICAGO BULLS,@ uta, 97-95,44,   25pt 2rb 2as 4st 3to 1trey 8-16fg 8-9ft
SG,"DeRozan, DeMar^",29.1,"$7,800",TORONTO RAPTORS,v pho, 104-100,37,   23pt 3rb 1as 1st 1to 7-20fg 9-13ft
PG,"Lillard, Damian^",29,"$8,700",PORTLAND TRAIL BLAZERS,@ phi, 114-104,37,   16pt 5rb 4as 2st 3to 1trey 6-11fg 3-3ft
PG,"Rose, Derrick^",27.1,"$7,400",CHICAGO BULLS,@ uta, 97-95,25,   18pt 3rb 5as 1st 4to 3trey 5-10fg 5-8ft
SG,"Matthews, Wes^",26.3,"$6,200",PORTLAND TRAIL BLAZERS,@ phi, 114-104,33,   17pt 4rb 3as 1st 2to 2trey 6-16fg 3-4ft
PG,"Irving, Kyrie^",25.2,"$7,900",CLEVELAND CAVALIERS,v orl, 106-74,31,   12pt 1rb 4as 3st 1trey 5-9fg 1-1ft
SG,"Crawford, Jamal",25.1,"$6,000",LOS ANGELES CLIPPERS,@ cha, 113-92,26,   21pt 3rb 1as 1to 5trey 8-13fg 0-0ft
SG,"Williams, Louis",24.9,"$4,600",TORONTO RAPTORS,v pho, 104-100,26,   17pt 2rb 1as 2st 1bl 2to 2trey 6-12fg 3-4ft
SG,"Stuckey, Rodney^",24.1,"$4,800",INDIANA PACERS,@ dal, 111-100,32,   12pt 3rb 5as 1st 1to 2trey 2-9fg 6-6ft
PG,"Nelson, Jameer^",23.1,"$4,600",DALLAS MAVERICKS,v ind, 100-111,29,   10pt 3rb 5as 1st 2trey 4-11fg 0-0ft
PG,"Thomas, Isaiah",22.9,"$5,700",PHOENIX SUNS,@ tor, 100-104,22,   16pt 2rb 3as 1st 2to 4trey 6-10fg 0-0ft
SG,"Shumpert, Iman^",21.7,"$5,700",NEW YORK KNICKS,@ hou, 86-91,30,   7pt 6rb 5as 1st 2to 2-10fg 3-4ft
PG,"Larkin, Shane",21.1,"$3,500",NEW YORK KNICKS,@ hou, 86-91,22,   8pt 3rb 3as 3st 1to 4-5fg 0-0ft
SG,"Burks, Alec^",20.6,"$5,800",UTAH JAZZ,v chi, 95-97,34,   10pt 3rb 4as 1bl 1to 3-11fg 4-4ft
SG,"Redick, J.J.^",19.7,"$4,100",LOS ANGELES CLIPPERS,@ cha, 113-92,35,   17pt 1rb 1as 4trey 5-12fg 3-3ft
PG,"Calderon, Jose^",17.7,"$5,400",NEW YORK KNICKS,@ hou, 86-91,26,   9pt 1rb 5as 1trey 3-7fg 2-2ft
PG,"Roberts, Brian",17.2,"$3,500",CHARLOTTE HORNETS,v lac, 92-113,27,   11pt 1rb 2as 1st 1trey 5-9fg 0-0ft
PG,"Cherry, Will",16.4,"$3,500",CLEVELAND CAVALIERS,v orl, 106-74,20,   5pt 2rb 4as 1st 1bl 1to 1trey 2-6fg 0-0ft
PG,"Blake, Steve",15.6,"$3,700",PORTLAND TRAIL BLAZERS,@ phi, 114-104,23,   0pt 3rb 8as 1st 2to 0-6fg 0-0ft
PG,"Brooks, Aaron",15.1,"$4,100",CHICAGO BULLS,@ uta, 97-95,23,   10pt 3rb 1as 1st 2to 2trey 4-8fg 0-0ft
