position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"McCollum, C.J.^",33.2,"$7,700",PORTLAND TRAIL BLAZERS,@ den, 97-90,41:12,   20pt 6rb 6as 3to 3trey 8-20fg 1-2ft
PG,"Lillard, Damian^",30.8,"$10,200",PORTLAND TRAIL BLAZERS,@ den, 97-90,38:36,   14pt 4rb 4as 2st 1bl 3to 1trey 5-17fg 3-4ft
PG,"Murray, Jamal^",26.9,"$7,800",DENVER NUGGETS,v por, 90-97,35:06,   15pt 7rb 1as 1st 1to 2trey 6-18fg 1-1ft
SG,"Beasley, Malik",22.6,"$3,700",DENVER NUGGETS,v por, 90-97,27:10,   13pt 3rb 2as 1st 2trey 4-11fg 3-8ft
SG,"Harris, Gary^",15.6,"$5,100",DENVER NUGGETS,v por, 90-97,40:28,   12pt 3rb 2as 3to 4-12fg 4-4ft
SG,"Craig, Torrey^",14.8,"$4,500",DENVER NUGGETS,v por, 90-97,19:45,   7pt 4rb 1st 1trey 2-5fg 2-4ft
SG,"Morris, Monte",12,"$3,800",DENVER NUGGETS,v por, 90-97,19:01,   3pt 6as 1-8fg 1-2ft
PG,"Curry, Seth",5.7,"$3,500",PORTLAND TRAIL BLAZERS,@ den, 97-90,16:39,   3pt 1rb 1as 1trey 1-4fg
PG,"Thomas, Isaiah",0,"$3,500",DENVER NUGGETS,v por, 90-97,DNP,   
SG,"Simons, Anfernee",0,"$3,500",PORTLAND TRAIL BLAZERS,@ den, 97-90,DNP,   
SG,"Trent Jr., Gary",0,"$3,500",PORTLAND TRAIL BLAZERS,@ den, 97-90,NA,   
PF,"Millsap, Paul^",37.2,"$4,900",DENVER NUGGETS,v por, 90-97,31:39,   14pt 11rb 2st 2bl 2to 1trey 6-14fg 1-1ft
SF,"Hood, Rodney",27.6,"$3,500",PORTLAND TRAIL BLAZERS,@ den, 97-90,27:13,   15pt 3rb 3bl 2trey 5-11fg 3-4ft
PF,"Aminu, Al-Farouq^",24.5,"$4,900",PORTLAND TRAIL BLAZERS,@ den, 97-90,30:52,   11pt 10rb 1as 1trey 3-9fg 4-5ft
SF,"Barton, Will",20.7,"$4,100",DENVER NUGGETS,v por, 90-97,17:28,   4pt 11rb 1as 1bl 1to 1-6fg 2-2ft
PF,"Collins, Zach",17.7,"$3,600",PORTLAND TRAIL BLAZERS,@ den, 97-90,17:00,   10pt 6rb 1as 1to 5-6fg
SF,"Harkless, Maurice^",14.3,"$5,100",PORTLAND TRAIL BLAZERS,@ den, 97-90,12:51,   5pt 4rb 1as 1st 1trey 2-3fg
SF,"Turner, Evan",12.3,"$3,500",PORTLAND TRAIL BLAZERS,@ den, 97-90,18:01,   4pt 4rb 3as 1to 2-4fg
SF,"Layman, Jake",0,"$3,500",PORTLAND TRAIL BLAZERS,@ den, 97-90,5:55,   0pt 0-1fg
PF,"Lyles, Trey",0,"$3,500",DENVER NUGGETS,v por, 90-97,DNP,   
SF,"Hernangomez, Juan",0,"$3,500",DENVER NUGGETS,v por, 90-97,DNP,   
PF,"Labissiere, Skal",0,"$3,500",PORTLAND TRAIL BLAZERS,@ den, 97-90,DNP,   
PF,"Leonard, Meyers",0,"$3,500",PORTLAND TRAIL BLAZERS,@ den, 97-90,DNP,   
SF,"Vanderbilt, Jarred",0,"$3,500",DENVER NUGGETS,v por, 90-97,DNP,   
SF,"Lydon, Tyler",0,"$3,500",DENVER NUGGETS,v por, 90-97,NA,   
PF,"Porter, Michael",0,"$3,500",DENVER NUGGETS,v por, 90-97,NA,   
C,"Jokic, Nikola^",44.3,"$11,800",DENVER NUGGETS,v por, 90-97,37:11,   16pt 14rb 7as 1st 2to 7-17fg 2-4ft
C,"Kanter, Enes^",37.3,"$7,000",PORTLAND TRAIL BLAZERS,@ den, 97-90,31:41,   15pt 9rb 1as 2st 2bl 2to 5-10fg 5-5ft
C,"Plumlee, Mason",19.5,"$4,100",DENVER NUGGETS,v por, 90-97,12:12,   6pt 5rb 1as 2bl 3-7fg
C,"Nurkic, Jusuf",0,"$3,500",PORTLAND TRAIL BLAZERS,@ den, 97-90,NA,   
