position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Smart, Marcus",42.5,"$5,500",BOSTON CELTICS,v cle, 107-94,30:58,   11pt 5rb 9as 4st 1trey 3-9fg 4-4ft
SG,"Brown, Jaylen^",37.9,"$7,300",BOSTON CELTICS,v cle, 107-94,35:10,   23pt 7rb 3as 1st 1to 3trey 9-18fg 2-4ft
PG,"Rozier, Terry^",26,"$7,200",BOSTON CELTICS,v cle, 107-94,35:53,   18pt 5rb 2as 1to 2trey 7-16fg 2-2ft
PG,"Hill, George^",12.9,"$4,200",CLEVELAND CAVALIERS,@ bos, 94-107,33:18,   3pt 2rb 1as 2bl 1-4fg 1-2ft
SG,"Korver, Kyle",12.2,"$4,500",CLEVELAND CAVALIERS,@ bos, 94-107,21:29,   11pt 1rb 2trey 4-8fg 1-1ft
SG,"Smith, J.R.^",5.1,"$4,300",CLEVELAND CAVALIERS,@ bos, 94-107,27:22,   0pt 3rb 1as 0-7fg
SG,"Hood, Rodney",4.9,"$3,400",CLEVELAND CAVALIERS,@ bos, 94-107,11:20,   2pt 2rb 1as 1to 1-2fg
SG,"Nader, Abdel",2,"$2,100",BOSTON CELTICS,v cle, 107-94,1:05,   2pt 1-1fg
PG,"Calderon, Jose",0,"$3,200",CLEVELAND CAVALIERS,@ bos, 94-107,1:48,   0pt
PG,"Larkin, Shane",0,"$3,500",BOSTON CELTICS,v cle, 107-94,DNP,   
SG,"Clarkson, Jordan",0,"$3,800",CLEVELAND CAVALIERS,@ bos, 94-107,DNP,   
SF,"James, LeBron^",69,"$13,500",CLEVELAND CAVALIERS,@ bos, 94-107,38:47,   42pt 10rb 12as 1bl 6to 5trey 16-29fg 5-10ft
PF,"Love, Kevin^",42,"$8,000",CLEVELAND CAVALIERS,@ bos, 94-107,35:16,   22pt 15rb 2as 1to 2trey 9-18fg 2-2ft
PF,"Morris, Marcus^",21.5,"$6,000",BOSTON CELTICS,v cle, 107-94,34:03,   12pt 5rb 3as 1to 1trey 5-14fg 1-1ft
SF,"Tatum, Jayson^",18.6,"$7,500",BOSTON CELTICS,v cle, 107-94,31:32,   11pt 3rb 2as 1st 2to 1trey 5-12fg
PF,"Green, Jeff",10.9,"$4,300",CLEVELAND CAVALIERS,@ bos, 94-107,27:52,   6pt 2rb 1as 2bl 5to 1trey 2-5fg 1-2ft
PF,"Nance, Larry",9.6,"$3,000",CLEVELAND CAVALIERS,@ bos, 94-107,11:20,   0pt 3rb 2st 0-1fg
SF,"Ojeleye, Semi",6.8,"$3,100",BOSTON CELTICS,v cle, 107-94,9:19,   2pt 4rb 2-2ft
PF,"Yabusele, Guerschon",0,"$2,400",BOSTON CELTICS,v cle, 107-94,1:21,   0pt
SF,"Osman, Cedi",0,"$2,600",CLEVELAND CAVALIERS,@ bos, 94-107,1:48,   0pt
PF,"White, Okaro",0,"$2,000",CLEVELAND CAVALIERS,@ bos, 94-107,NA,   
C,"Horford, Al^",45,"$8,200",BOSTON CELTICS,v cle, 107-94,37:27,   15pt 10rb 4as 2st 2bl 1trey 5-13fg 4-5ft
C,"Baynes, Aron",17.7,"$4,600",BOSTON CELTICS,v cle, 107-94,17:05,   9pt 6rb 1as 1trey 4-7fg
C,"Thompson, Tristan^",14.4,"$4,400",CLEVELAND CAVALIERS,@ bos, 94-107,29:40,   8pt 7rb 2to 4-6fg
C,"Monroe, Greg",5.2,"$3,000",BOSTON CELTICS,v cle, 107-94,6:07,   4pt 1rb 1-2fg 2-2ft
C,"Zizic, Ante",0,"$2,000",CLEVELAND CAVALIERS,@ bos, 94-107,DNP,   
C,"Perkins, Kendrick",0,"$2,000",CLEVELAND CAVALIERS,@ bos, 94-107,NA,   
