position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Bledsoe, Eric^",58.9,"$6,800",MILWAUKEE BUCKS,@ sac, 141-140,35:37,   26pt 12rb 13as 1st 4to 4trey 11-20fg
PG,"Young, Trae^",57.6,"$8,400",ATLANTA HAWKS,v min, 131-123,43:17,   36pt 8rb 10as 3to 2trey 9-22fg 16-17ft
SG,"Bogdanovic, Bogdan^",57.6,"$5,700",SACRAMENTO KINGS,v mil, 140-141,43:07,   28pt 8rb 8as 2st 1bl 1to 5trey 10-22fg 3-4ft
PG,"Walker, Kemba^",54.8,"$8,800",CHARLOTTE HORNETS,v hou, 113-118,36:57,   35pt 4rb 4as 5st 6to 4trey 12-22fg 7-8ft
PG,"Lillard, Damian^",52.4,"$9,000",PORTLAND TRAIL BLAZERS,@ bos, 97-92,37:17,   33pt 7rb 4as 2st 1to 3trey 13-28fg 4-4ft
SG,"Harden, James^",52.1,"$12,000",HOUSTON ROCKETS,@ cha, 118-113,35:45,   30pt 3rb 7as 2st 1bl 1to 1trey 10-29fg 9-9ft
SG,"Hield, Buddy^",51.7,"$6,900",SACRAMENTO KINGS,v mil, 140-141,40:32,   32pt 6rb 3as 3st 1to 3trey 10-29fg 9-9ft
SG,"Thompson, Klay^",48.9,"$7,200",GOLDEN STATE WARRIORS,@ mia, 125-126,37:19,   36pt 2rb 1as 3st 7trey 14-23fg 1-1ft
SG,"DeRozan, DeMar^",48.6,"$8,400",SAN ANTONIO SPURS,v det, 105-93,36:38,   17pt 13rb 8as 2st 2to 7-13fg 3-6ft
SG,"Lamb, Jeremy",47.8,"$5,900",CHARLOTTE HORNETS,v hou, 113-118,31:59,   18pt 14rb 6as 1st 1bl 2to 2trey 5-15fg 6-6ft
PG,"Rondo, Rajon^",47.4,"$4,300",LOS ANGELES LAKERS,v nor, 125-119,37:29,   11pt 7rb 16as 2st 2to 1trey 5-15fg
SG,"LaVine, Zach^",45,"$8,000",CHICAGO BULLS,@ mem, 109-107,34:30,   30pt 5rb 4as 1st 1bl 3to 2trey 12-19fg 4-4ft
SG,"Beal, Bradley^",44.4,"$9,900",WASHINGTON WIZARDS,@ bkn, 125-116,39:42,   31pt 2rb 4as 2st 2bl 7to 3trey 12-22fg 4-4ft
SG,"Bradley, Avery^",43.9,"$4,500",MEMPHIS GRIZZLIES,v chi, 107-109,37:38,   23pt 7rb 7as 1st 1to 3trey 7-18fg 6-6ft
SG,"Wade, Dwyane",42.9,"$6,200",MIAMI HEAT,v gsw, 126-125,25:45,   25pt 7rb 3as 1st 2bl 4to 5trey 10-17fg
PG,"Conley, Mike^",42.8,"$7,800",MEMPHIS GRIZZLIES,v chi, 107-109,35:22,   21pt 4rb 6as 2st 2bl 4to 3trey 7-21fg 4-4ft
PG,"Brunson, Jalen^",42.1,"$3,700",DALLAS MAVERICKS,v ind, 110-101,33:56,   24pt 3rb 5as 3st 2to 3trey 9-14fg 3-5ft
SG,"Doncic, Luka^",41.5,"$9,800",DALLAS MAVERICKS,v ind, 110-101,31:43,   26pt 10rb 7as 7to 3trey 9-16fg 5-7ft
SG,"Middleton, Khris^",40.7,"$6,900",MILWAUKEE BUCKS,@ sac, 141-140,37:11,   21pt 6rb 7as 2st 4to 1trey 8-20fg 4-7ft
