position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
NA,"Hamilton, Justin^",51.1,N/A,,@ dal, 72-116,32:34,   29pt 13rb 1as 1st 1bl 1to 2trey 6-19fg 15-17ft
NA,"Valanciunas, Jonas",35.9,N/A,TORONTO RAPTORS,v por, 122-104,18:40,   17pt 7rb 1as 3st 1bl 3to 4-8fg 9-9ft
NA,"Curry, Stephen^",34.4,N/A,GOLDEN STATE WARRIORS,v min, 110-114,19:56,   21pt 2rb 4as 1st 1bl 1to 5trey 7-11fg 2-2ft
NA,"Burks, Alec",33,N/A,UTAH JAZZ,v , 130-,21:33,   18pt 5rb 4as 1bl 4trey 6-8fg 2-3ft
NA,"Cotton, Bryce^",29,N/A,,@ uta, 72-130,33:16,   14pt 5rb 2as 3st 3to 4-16fg 6-6ft
NA,"Dieng, Gorgui",28.1,N/A,MINNESOTA TIMBERWOLVES,@ gsw, 114-110,19:21,   6pt 8rb 1as 2st 2bl 1to 3-6fg
NA,"Kleber, Maxi",27.6,N/A,DALLAS MAVERICKS,v , 116-,18:12,   15pt 8rb 2as 3trey 5-6fg 2-2ft
NA,"Jordan, DeAndre^",27.6,N/A,DALLAS MAVERICKS,v , 116-,18:08,   9pt 8rb 4as 2bl 3to 3-6fg 3-6ft
NA,"Thompson, Klay^",27.3,N/A,GOLDEN STATE WARRIORS,v min, 110-114,20:09,   17pt 4rb 1as 1st 1bl 2to 3trey 7-13fg
NA,"Gobert, Rudy^",26.8,N/A,UTAH JAZZ,v , 130-,15:11,   14pt 9rb 1st 1to 6-7fg 2-8ft
NA,"Durant, Kevin^",26.3,N/A,GOLDEN STATE WARRIORS,v min, 110-114,19:56,   16pt 4rb 3as 1st 2to 2trey 6-9fg 2-2ft
NA,"Bradley, Tony",26.3,N/A,UTAH JAZZ,v , 130-,11:38,   12pt 9rb 1as 1bl 1to 6-11fg 0-1ft
NA,"Smith Jr., Dennis^",26.2,N/A,DALLAS MAVERICKS,v , 116-,26:19,   16pt 1rb 6as 1trey 6-10fg 3-5ft
NA,"Tolliver, Anthony",26,N/A,MINNESOTA TIMBERWOLVES,@ gsw, 114-110,30:44,   15pt 5rb 2as 1bl 1to 5trey 5-14fg
NA,"Doncic, Luka^",26,N/A,,v H, 72-,1,   
NA,"Teague, Jeff^",25.1,N/A,MINNESOTA TIMBERWOLVES,@ gsw, 114-110,21:02,   17pt 3rb 3as 1st 3to 2trey 6-12fg 3-3ft
NA,"Mitchell, Donovan^",24.8,N/A,UTAH JAZZ,v , 130-,21:00,   9pt 4rb 4as 1st 1bl 1to 1trey 4-10fg 0-1ft
NA,"Towns, Karl-Anthony^",24.7,N/A,MINNESOTA TIMBERWOLVES,@ gsw, 114-110,23:37,   12pt 6rb 1as 2bl 2to 1trey 5-8fg 1-1ft
NA,"Rose, Derrick^",23.5,N/A,MINNESOTA TIMBERWOLVES,@ gsw, 114-110,21:22,   16pt 1as 2st 1trey 6-10fg 3-4ft
NA,"Siakam, Pascal",23.1,N/A,TORONTO RAPTORS,v por, 122-104,20:58,   6pt 13rb 3as 3to 3-10fg 0-1ft
NA,"Finney-Smith, Dorian^",23,N/A,DALLAS MAVERICKS,v , 116-,25:38,   7pt 5rb 2as 3st 2to 1trey 3-4fg
NA,"Harris, Devin",21.8,N/A,DALLAS MAVERICKS,v , 116-,17:34,   5pt 4rb 4as 2bl 1trey 1-7fg 2-4ft
