position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Westbrook, Russell^",55.4,"$10,600",OKLAHOMA CITY THUNDER,@ sas, 98-97,37:22,   29pt 7rb 10as 2st 1bl 3to 1trey 11-25fg 6-8ft
PG,"Irving, Kyrie^",38.2,"$7,800",CLEVELAND CAVALIERS,v atl, 104-93,34:24,   21pt 1rb 8as 1st 2bl 2to 3trey 8-18fg 2-2ft
PG,"Schroder, Dennis",34.6,"$3,500",ATLANTA HAWKS,@ cle, 93-104,28:33,   27pt 3rb 6as 5to 5trey 10-20fg 2-2ft
SG,"Smith, J.R.^",24.5,"$4,600",CLEVELAND CAVALIERS,v atl, 104-93,37:55,   12pt 5rb 3as 1st 4trey 4-8fg 0-2ft
SG,"Ginobili, Manu",20.1,"$3,700",SAN ANTONIO SPURS,v okc, 97-98,22:17,   11pt 3rb 1as 2st 1bl 2to 1trey 5-8fg
SG,"Green, Danny^",19.9,"$4,000",SAN ANTONIO SPURS,v okc, 97-98,35:57,   9pt 2rb 1as 4st 1to 3trey 3-11fg
PG,"Parker, Tony^",18.2,"$4,700",SAN ANTONIO SPURS,v okc, 97-98,26:33,   7pt 1rb 6as 1st 1to 3-9fg 1-1ft
PG,"Teague, Jeff^",16.4,"$6,700",ATLANTA HAWKS,@ cle, 93-104,21:37,   8pt 2rb 4as 1trey 2-9fg 3-4ft
SG,"Roberson, Andre^",10.1,"$3,500",OKLAHOMA CITY THUNDER,@ sas, 98-97,24:19,   0pt 3rb 1as 3st 1to 0-1fg 0-2ft
PG,"Mills, Patty",9.4,"$3,500",SAN ANTONIO SPURS,v okc, 97-98,21:19,   5pt 2rb 2as 1to 1trey 2-9fg
SG,"Korver, Kyle^",9,"$4,100",ATLANTA HAWKS,@ cle, 93-104,36:45,   3pt 5rb 0-1fg 3-3ft
PG,"Dellavedova, Matthew",7.2,"$3,500",CLEVELAND CAVALIERS,v atl, 104-93,13:25,   1pt 1rb 4as 1to 0-2fg 1-2ft
SG,"Jones, Dahntay",4,"$3,500",CLEVELAND CAVALIERS,v atl, 104-93,00:41,   2pt 1st 1-1fg
SG,"Shumpert, Iman",3.2,"$3,500",CLEVELAND CAVALIERS,v atl, 104-93,14:55,   2pt 1rb 1-2fg
SG,"Patterson, Lamar",3,"$3,500",ATLANTA HAWKS,@ cle, 93-104,00:41,   3pt 1trey 1-1fg
SG,"Waiters, Dion",2.2,"$3,700",OKLAHOMA CITY THUNDER,@ sas, 98-97,24:52,   3pt 1rb 2to 1trey 1-5fg
SG,"Morrow, Anthony",2,"$3,500",OKLAHOMA CITY THUNDER,@ sas, 98-97,15:01,   2pt 1-3fg
PG,"Payne, Cameron",1,"$3,500",OKLAHOMA CITY THUNDER,@ sas, 98-97,7:26,   0pt 1st 1to 0-3fg
SG,"Hardaway Jr., Tim",0,"$3,500",ATLANTA HAWKS,@ cle, 93-104,7:37,   0pt 0-4fg
PG,"Williams, Maurice",0,"$3,500",CLEVELAND CAVALIERS,v atl, 104-93,00:41,   0pt
PG,"Miller, Andre",0,"$3,500",SAN ANTONIO SPURS,v okc, 97-98,DNP,   0pt
SG,"Martin, Kevin",0,"$3,500",SAN ANTONIO SPURS,v okc, 97-98,DNP,   0pt
SG,"Foye, Randy",0,"$3,500",OKLAHOMA CITY THUNDER,@ sas, 98-97,DNP,   0pt
SG,"Hinrich, Kirk",0,"$3,500",ATLANTA HAWKS,@ cle, 93-104,DNP,   0pt
SG,"Simmons, Jonathon",0,"$3,500",SAN ANTONIO SPURS,v okc, 97-98,NA,   0pt
SG,"McRae, Jordan",0,"$3,500",CLEVELAND CAVALIERS,v atl, 104-93,NA,   
PF,"Aldridge, LaMarcus^",59.1,"$8,100",SAN ANTONIO SPURS,v okc, 97-98,42:51,   41pt 8rb 3as 2bl 1trey 15-21fg 10-10ft
SF,"James, LeBron^",54.9,"$10,300",CLEVELAND CAVALIERS,v atl, 104-93,40:34,   25pt 7rb 9as 5st 1bl 4to 2trey 11-21fg 1-1ft
PF,"Millsap, Paul^",47.1,"$8,600",ATLANTA HAWKS,@ cle, 93-104,39:44,   17pt 13rb 3as 2st 4bl 2to 6-19fg 5-8ft
SF,"Durant, Kevin^",39.4,"$10,000",OKLAHOMA CITY THUNDER,@ sas, 98-97,42:04,   28pt 7rb 4as 1bl 5to 1trey 11-19fg 5-5ft
SF,"Bazemore, Kent^",36.4,"$5,500",ATLANTA HAWKS,@ cle, 93-104,35:57,   16pt 12rb 4as 2st 4to 3trey 6-14fg 1-2ft
PF,"Love, Kevin^",34.7,"$7,500",CLEVELAND CAVALIERS,v atl, 104-93,37:33,   17pt 11rb 1as 1st 1bl 1to 3trey 4-17fg 6-7ft
SF,"Leonard, Kawhi^",32.9,"$9,200",SAN ANTONIO SPURS,v okc, 97-98,35:34,   14pt 7rb 3as 2st 2bl 2to 7-18fg 0-2ft
PF,"Ibaka, Serge^",24.5,"$5,600",OKLAHOMA CITY THUNDER,@ sas, 98-97,33:07,   12pt 5rb 1as 1st 2bl 1to 2trey 5-10fg
SF,"Scott, Mike",14.8,"$3,700",ATLANTA HAWKS,@ cle, 93-104,15:42,   7pt 4rb 2as 1trey 3-3fg
SF,"Jefferson, Richard",12.8,"$3,500",CLEVELAND CAVALIERS,v atl, 104-93,10:12,   8pt 4rb 2trey 3-3fg
PF,"West, David",12.6,"$4,000",SAN ANTONIO SPURS,v okc, 97-98,10:58,   6pt 3rb 1st 1bl 1to 3-8fg
PF,"Frye, Channing",10,"$3,500",CLEVELAND CAVALIERS,v atl, 104-93,9:06,   8pt 1bl 1trey 2-5fg 3-3ft
SF,"Sefolosha, Thabo",4.7,"$3,700",ATLANTA HAWKS,@ cle, 93-104,11:22,   2pt 1rb 1as 1-3fg
PF,"Diaw, Boris",3.5,"$3,500",SAN ANTONIO SPURS,v okc, 97-98,8:20,   2pt 1as 1-2fg
PF,"Muscala, Mike",2.4,"$3,500",ATLANTA HAWKS,@ cle, 93-104,6:03,   0pt 2rb
SF,"Anderson, Kyle",0,"$3,500",SAN ANTONIO SPURS,v okc, 97-98,5:11,   0pt
SF,"Singler, Kyle",0,"$3,500",OKLAHOMA CITY THUNDER,@ sas, 98-97,DNP,   0pt
PF,"Humphries, Kris",0,"$3,500",ATLANTA HAWKS,@ cle, 93-104,DNP,   0pt
PF,"Collison, Nick",0,"$3,500",OKLAHOMA CITY THUNDER,@ sas, 98-97,DNP,   0pt
SF,"Jones, James",0,"$3,500",CLEVELAND CAVALIERS,v atl, 104-93,DNP,   0pt
SF,"Huestis, Josh",0,"$3,500",OKLAHOMA CITY THUNDER,@ sas, 98-97,NA,   0pt
PF,"McGary, Mitch",0,"$3,500",OKLAHOMA CITY THUNDER,@ sas, 98-97,NA,   0pt
C,"Adams, Steven^",34.4,"$4,600",OKLAHOMA CITY THUNDER,@ sas, 98-97,37:15,   12pt 17rb 1st 1bl 2to 5-6fg 2-2ft
C,"Thompson, Tristan^",31.8,"$4,500",CLEVELAND CAVALIERS,v atl, 104-93,40:28,   8pt 14rb 2as 2bl 3-6fg 2-4ft
C,"Horford, Al^",27.7,"$7,600",ATLANTA HAWKS,@ cle, 93-104,36:00,   10pt 6rb 1as 2st 3bl 1to 4-13fg 2-2ft
C,"Kanter, Enes",24.6,"$4,700",OKLAHOMA CITY THUNDER,@ sas, 98-97,18:34,   12pt 8rb 3bl 3to 4-7fg 4-4ft
C,"Duncan, Tim^",14.8,"$5,000",SAN ANTONIO SPURS,v okc, 97-98,27:48,   2pt 9rb 2as 1to 1-8fg
C,"Marjanovic, Boban",1.4,"$3,500",SAN ANTONIO SPURS,v okc, 97-98,3:13,   0pt 2rb 1to
C,"Mozgov, Timofey",0,"$3,500",CLEVELAND CAVALIERS,v atl, 104-93,00:07,   0pt
C,"Mohammed, Nazr",0,"$3,500",OKLAHOMA CITY THUNDER,@ sas, 98-97,DNP,   0pt
C,"Kaun, Sasha",0,"$3,500",CLEVELAND CAVALIERS,v atl, 104-93,NA,   0pt
C,"Bonner, Matt",0,"$3,500",SAN ANTONIO SPURS,v okc, 97-98,NA,   0pt
