position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Walker, Kemba^",61.7,"$7,500",CHARLOTTE HORNETS,v sac, 127-122,46:43,   39pt 6rb 5as 2st 3bl 2to 4trey 16-23fg 3-4ft
PG,"Rondo, Rajon^",57.6,"$8,000",SACRAMENTO KINGS,@ cha, 122-127,46:22,   14pt 8rb 20as 4st 1bl 6to 1trey 6-12fg 1-2ft
PG,"Westbrook, Russell^",39.9,"$11,900",OKLAHOMA CITY THUNDER,@ uta, 111-89,27:18,   20pt 7rb 9as 1st 4to 5-10fg 10-10ft
PG,"Parker, Tony^",35.2,"$5,300",SAN ANTONIO SPURS,v pho, 98-84,32:13,   20pt 1rb 8as 3st 4to 10-13fg 0-2ft
PG,"Dragic, Goran^",34.3,"$5,500",MIAMI HEAT,v nyk, 95-78,31:02,   13pt 9rb 5as 3st 3to 1trey 6-12fg 0-1ft
PG,"Carter-Williams, Michael^",33.6,"$6,100",MILWAUKEE BUCKS,v det, 109-88,26:05,   12pt 3rb 8as 3st 1bl 2to 6-10fg
SG,"Waiters, Dion",32.6,"$4,600",OKLAHOMA CITY THUNDER,@ uta, 111-89,28:31,   12pt 3rb 6as 4st 1bl 2to 1trey 5-9fg 1-2ft
PG,"Bayless, Jerryd",32.2,"$4,100",MILWAUKEE BUCKS,v det, 109-88,31:24,   14pt 6rb 4as 3st 1to 3trey 5-8fg 1-2ft
PG,"Napier, Shabazz",32.1,"$3,500",ORLANDO MAGIC,@ cle, 103-117,29:10,   11pt 3rb 9as 1st 1bl 3-10fg 5-8ft
SG,"Smith, J.R.^",32,"$5,100",CLEVELAND CAVALIERS,v orl, 117-103,37:46,   26pt 2as 1st 1bl 1to 6trey 10-16fg
PG,"Dellavedova, Matthew^",30.5,"$4,200",CLEVELAND CAVALIERS,v orl, 117-103,23:51,   15pt 9as 1st 4trey 5-8fg 1-1ft
SG,"Antetokounmpo, Giannis^",30.2,"$7,000",MILWAUKEE BUCKS,v det, 109-88,26:48,   17pt 6rb 4as 1bl 2to 1trey 6-10fg 4-4ft
SG,"Green, Danny^",30.2,"$4,100",SAN ANTONIO SPURS,v pho, 98-84,33:54,   18pt 6rb 4as 1to 4trey 7-15fg
PG,"Rubio, Ricky^",29.7,"$7,100",MINNESOTA TIMBERWOLVES,v phi, 100-95,32:41,   8pt 6rb 11as 1st 4to 2-5fg 4-4ft
PG,"Knight, Brandon^",27.6,"$8,000",PHOENIX SUNS,@ sas, 84-98,38:00,   18pt 3rb 8as 1st 8to 2trey 7-15fg 2-2ft
SG,"Wade, Dwyane^",26.3,"$7,300",MIAMI HEAT,v nyk, 95-78,29:48,   16pt 4rb 5as 2to 6-16fg 4-4ft
SG,"Belinelli, Marco",24.5,"$3,800",SACRAMENTO KINGS,@ cha, 122-127,38:23,   17pt 3as 2st 1to 2trey 7-17fg 1-1ft
PG,"Lin, Jeremy",24.1,"$4,600",CHARLOTTE HORNETS,v sac, 127-122,30:41,   14pt 3rb 3as 2st 1bl 4to 1trey 5-12fg 3-5ft
PG,"Canaan, Isaiah",23.1,"$4,000",PHILADELPHIA 76ERS,@ min, 95-100,29:32,   14pt 3rb 3as 1st 1bl 3to 3trey 3-10fg 5-5ft
PG,"McConnell, T.J.^",22.6,"$5,000",PHILADELPHIA 76ERS,@ min, 95-100,26:02,   4pt 3rb 8as 3st 3to 2-9fg
SG,"Lamb, Jeremy",21,"$4,600",CHARLOTTE HORNETS,v sac, 127-122,25:54,   11pt 5rb 2as 1st 1to 5-9fg 1-2ft
