position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Butler, Jimmy^",47.2,"$9,400",PHILADELPHIA 76ERS,v tor, 96-101,40:02,   29pt 11rb 4as 1bl 4to 3trey 9-18fg 8-10ft
PG,"Lillard, Damian^",46.1,"$9,700",PORTLAND TRAIL BLAZERS,v den, 112-116,36:07,   28pt 3rb 7as 2st 2to 2trey 9-22fg 8-11ft
PG,"Murray, Jamal^",44,"$7,400",DENVER NUGGETS,@ por, 116-112,37:33,   34pt 5rb 4as 2to 3trey 10-20fg 11-11ft
SG,"McCollum, C.J.^",38.5,"$7,500",PORTLAND TRAIL BLAZERS,v den, 112-116,38:39,   29pt 5rb 1as 1st 1to 4trey 10-20fg 5-6ft
PG,"Simmons, Ben^",31,"$8,200",PHILADELPHIA 76ERS,v tor, 96-101,38:16,   10pt 5rb 4as 2st 1bl 5-10fg 0-2ft
PG,"Lowry, Kyle^",30.7,"$7,200",TORONTO RAPTORS,@ phi, 101-96,41:10,   14pt 6rb 7as 1to 2trey 6-13fg
SG,"Harris, Gary^",26,"$5,000",DENVER NUGGETS,@ por, 116-112,36:04,   14pt 5rb 1st 1bl 6-14fg 2-2ft
PG,"Curry, Seth",20.1,"$3,500",PORTLAND TRAIL BLAZERS,v den, 112-116,26:48,   16pt 3rb 1as 1to 4trey 6-9fg
SG,"Green, Danny^",19.8,"$4,400",TORONTO RAPTORS,@ phi, 101-96,40:02,   11pt 4rb 2st 2to 1trey 1-4fg 8-8ft
SG,"Beasley, Malik",8.9,"$4,400",DENVER NUGGETS,@ por, 116-112,13:51,   6pt 2rb 1as 1to 1trey 2-6fg 1-1ft
SG,"Morris, Monte",6.5,"$3,500",DENVER NUGGETS,@ por, 116-112,10:20,   2pt 1as 1st 1-6fg
SG,"McCaw, Patrick",5.7,"$3,500",TORONTO RAPTORS,@ phi, 101-96,4:49,   0pt 1rb 1as 1st 0-1fg
SG,"Craig, Torrey^",4.2,"$3,700",DENVER NUGGETS,@ por, 116-112,17:00,   3pt 1rb 1trey 1-4fg
PG,"VanVleet, Fred",0,"$3,700",TORONTO RAPTORS,@ phi, 101-96,7:11,   0pt 0-2fg
PG,"McConnell, T.J.",0,"$3,500",PHILADELPHIA 76ERS,v tor, 96-101,DNP,   
SG,"Simons, Anfernee",0,"$3,500",PORTLAND TRAIL BLAZERS,v den, 112-116,DNP,   
PG,"Lin, Jeremy",0,"$3,500",TORONTO RAPTORS,@ phi, 101-96,DNP,   
PG,"Thomas, Isaiah",0,"$3,500",DENVER NUGGETS,@ por, 116-112,DNP,   
SG,"Meeks, Jodie",0,"$3,500",TORONTO RAPTORS,@ phi, 101-96,DNP,   
SG,"Korkmaz, Furkan",0,"$3,500",PHILADELPHIA 76ERS,v tor, 96-101,NA,   
SG,"Trent Jr., Gary",0,"$3,500",PORTLAND TRAIL BLAZERS,v den, 112-116,NA,   
SG,"Smith, Zhaire",0,"$3,500",PHILADELPHIA 76ERS,v tor, 96-101,NA,   
SF,"Leonard, Kawhi^",56.3,"$9,900",TORONTO RAPTORS,@ phi, 101-96,42:49,   39pt 14rb 5as 7to 5trey 13-20fg 8-12ft
