position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Harden, James^",49.1,"$9,900",HOUSTON ROCKETS,v uta, 103-94,34:07,   33pt 8rb 3as 2st 1bl 4to 13-25fg 7-10ft
PG,"Rondo, Rajon^",41.2,"$8,200",SACRAMENTO KINGS,v lal, 118-115,35:32,   9pt 6rb 12as 4st 1bl 3to 4-10fg 1-2ft
SG,"Butler, Jimmy^",41,"$8,500",CHICAGO BULLS,v bos, 101-92,38:39,   19pt 5rb 10as 1st 1bl 3to 1trey 5-14fg 8-9ft
SG,"Bazemore, Kent^",38.2,"$5,700",ATLANTA HAWKS,@ phi, 126-98,24:53,   22pt 6rb 4as 2st 1bl 3to 3trey 8-15fg 3-3ft
PG,"Russell, D'Angelo",36.4,"$5,000",LOS ANGELES LAKERS,@ sac, 115-118,28:43,   27pt 2rb 4as 2st 3to 3trey 11-16fg 2-3ft
SG,"Bryant, Kobe^",32.9,"$6,900",LOS ANGELES LAKERS,@ sac, 115-118,30:56,   28pt 2rb 3as 1bl 4to 2trey 10-18fg 6-8ft
PG,"Rose, Derrick^",28.9,"$6,300",CHICAGO BULLS,v bos, 101-92,34:27,   18pt 7rb 3as 2to 9-16fg
PG,"Schroder, Dennis",27.8,"$4,500",ATLANTA HAWKS,@ phi, 126-98,18:55,   14pt 4rb 6as 2st 4to 2trey 5-8fg 2-2ft
SG,"Williams, Louis^",26.5,"$5,500",LOS ANGELES LAKERS,@ sac, 115-118,32:04,   20pt 3as 1bl 3trey 7-13fg 3-4ft
PG,"Clarkson, Jordan^",25,"$6,100",LOS ANGELES LAKERS,@ sac, 115-118,35:13,   15pt 5rb 4as 1st 4to 6-14fg 3-3ft
PG,"Smart, Marcus",23,"$4,800",BOSTON CELTICS,@ chi, 92-101,29:36,   10pt 5rb 2as 2st 2trey 3-11fg 2-2ft
PG,"Smith, Ishmael^",21.7,"$6,100",PHILADELPHIA 76ERS,v atl, 98-126,27:20,   12pt 1rb 7as 1st 4to 6-10fg
SG,"McLemore, Ben^",21.3,"$3,500",SACRAMENTO KINGS,v lal, 118-115,24:51,   16pt 4rb 1as 1st 3to 1trey 7-15fg 1-3ft
SG,"Belinelli, Marco",20.9,"$4,300",SACRAMENTO KINGS,v lal, 118-115,26:38,   11pt 2rb 3as 2st 1to 1trey 4-9fg 2-3ft
PG,"Beverley, Patrick^",20.2,"$4,300",HOUSTON ROCKETS,v uta, 103-94,27:13,   9pt 1rb 4as 2st 1trey 4-4fg
PG,"Neto, Raul^",18.9,"$3,500",UTAH JAZZ,@ hou, 94-103,23:59,   5pt 2rb 7as 2st 3to 1trey 2-3fg
SG,"Hood, Rodney^",18.4,"$5,600",UTAH JAZZ,@ hou, 94-103,22:25,   10pt 2rb 2as 1st 1bl 1to 1trey 2-7fg 5-5ft
SG,"Johnson, Chris",18,"$3,500",UTAH JAZZ,@ hou, 94-103,18:39,   11pt 2as 2st 1trey 5-8fg
PG,"Thomas, Isaiah^",17.9,"$8,100",BOSTON CELTICS,@ chi, 92-101,32:59,   14pt 2rb 1as 2st 4to 5-17fg 4-5ft
SG,"Hardaway Jr., Tim",15.9,"$3,500",ATLANTA HAWKS,@ phi, 126-98,18:43,   8pt 2rb 3as 1st 1to 2trey 3-5fg
SG,"Korver, Kyle^",15.8,"$4,000",ATLANTA HAWKS,@ phi, 126-98,20:49,   5pt 4rb 2as 2st 1to 1trey 2-5fg
