position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Harden, James^",60.7,"$11,200",HOUSTON ROCKETS,@ nyk, 118-99,33:56,   30pt 6rb 15as 2st 3to 5trey 9-16fg 7-8ft
SG,"DeRozan, DeMar^",56.5,"$8,100",TORONTO RAPTORS,@ was, 113-103,37:01,   40pt 5rb 5as 2st 1to 1trey 14-23fg 11-16ft
PG,"Wall, John^",54.5,"$8,700",WASHINGTON WIZARDS,v tor, 103-113,37:18,   33pt 5rb 11as 3st 1bl 9to 13-19fg 7-9ft
PG,"Paul, Chris^",48.7,"$9,000",LOS ANGELES CLIPPERS,v okc, 83-85,32:45,   15pt 11rb 9as 6st 5to 2trey 4-11fg 5-6ft
PG,"Westbrook, Russell^",45.7,"$12,000",OKLAHOMA CITY THUNDER,@ lac, 85-83,32:39,   35pt 6rb 5as 3st 10to 14-30fg 7-9ft
PG,"Thomas, Isaiah^",45.4,"$8,000",BOSTON CELTICS,v chi, 107-100,36:03,   23pt 2rb 10as 3st 1bl 3to 4trey 8-18fg 3-4ft
PG,"Russell, D'Angelo^",43.8,"$6,000",LOS ANGELES LAKERS,@ atl, 123-116,31:28,   23pt 4rb 8as 1st 3bl 4to 1trey 9-19fg 4-4ft
SG,"Kilpatrick, Sean",41.5,"$4,000",BROOKLYN NETS,v det, 109-101,28:11,   24pt 10rb 3as 2st 3to 4trey 8-13fg 4-4ft
PG,"Lillard, Damian^",40.5,"$9,900",PORTLAND TRAIL BLAZERS,@ pho, 115-118,39:55,   27pt 5rb 5as 1st 2to 1trey 9-22fg 8-10ft
PG,"Hill, George^",35.2,"$6,200",UTAH JAZZ,v dal, 97-81,34:56,   25pt 6rb 4as 3to 4trey 9-15fg 3-3ft
SG,"McCollum, C.J.^",34.8,"$7,300",PORTLAND TRAIL BLAZERS,@ pho, 115-118,39:02,   24pt 4rb 4as 1bl 2to 3trey 8-18fg 5-5ft
SG,"Hood, Rodney^",33.9,"$5,700",UTAH JAZZ,v dal, 97-81,34:37,   22pt 7rb 3as 1st 3to 2trey 9-16fg 2-2ft
PG,"Bledsoe, Eric^",33.4,"$7,500",PHOENIX SUNS,v por, 118-115,39:55,   20pt 7rb 4as 1st 3to 1trey 7-20fg 5-5ft
PG,"Walker, Kemba^",33.3,"$8,300",CHARLOTTE HORNETS,v phi, 109-93,32:59,   22pt 4rb 7as 4to 2trey 7-14fg 6-6ft
SG,"Batum, Nicolas^",32.4,"$6,400",CHARLOTTE HORNETS,v phi, 109-93,33:55,   20pt 7rb 4as 1st 4to 4trey 7-15fg 2-2ft
PG,"Rondo, Rajon^",31.5,"$6,900",CHICAGO BULLS,@ bos, 100-107,33:48,   12pt 10rb 5as 1st 1bl 4to 6-11fg
SG,"Caldwell-Pope, Kentavious^",31.4,"$4,500",DETROIT PISTONS,@ bkn, 101-109,36:51,   15pt 7rb 2as 4st 3to 2trey 4-14fg 5-5ft
SG,"Williams, Louis",30.6,"$4,500",LOS ANGELES LAKERS,@ atl, 123-116,23:01,   18pt 3rb 4as 2st 1to 2trey 6-11fg 4-4ft
PG,"Galloway, Langston",29.4,"$3,600",NEW ORLEANS PELICANS,@ mem, 83-89,32:03,   18pt 2rb 2as 2st 1bl 4trey 6-13fg 2-3ft
PG,"Rose, Derrick^",28.8,"$5,700",NEW YORK KNICKS,v hou, 99-118,29:44,   16pt 4rb 4as 2st 2to 8-18fg
SG,"Hield, Buddy",28.3,"$4,000",NEW ORLEANS PELICANS,@ mem, 83-89,30:46,   18pt 4rb 1as 2st 1bl 2to 4trey 6-15fg 2-2ft
PG,"Lowry, Kyle^",27.2,"$7,400",TORONTO RAPTORS,@ was, 113-103,35:37,   18pt 1rb 2as 4st 3to 3trey 7-13fg 1-2ft
PG,"Williams, Deron^",26.9,"$6,200",DALLAS MAVERICKS,@ uta, 81-97,34:11,   12pt 2rb 9as 1to 2trey 5-11fg
SG,"Hardaway Jr., Tim",26.5,"$3,600",ATLANTA HAWKS,v lal, 116-123,20:44,   26pt 1as 1bl 3to 5trey 8-10fg 5-7ft
SG,"Wade, Dwyane^",26.2,"$6,900",CHICAGO BULLS,@ bos, 100-107,35:19,   15pt 1rb 4as 2st 5-13fg 5-6ft
SG,"Gordon, Eric^",26.1,"$5,300",HOUSTON ROCKETS,@ nyk, 118-99,29:12,   21pt 3rb 1as 1st 2to 4trey 6-11fg 5-6ft
SG,"Knight, Brandon",24.3,"$5,800",PHOENIX SUNS,v por, 118-115,32:12,   16pt 4rb 3as 1to 1trey 6-17fg 3-3ft
SG,"Bradley, Avery^",24,"$6,500",BOSTON CELTICS,v chi, 107-100,38:33,   13pt 5rb 4as 1to 1trey 6-15fg
SG,"Clarkson, Jordan",23.9,"$5,200",LOS ANGELES LAKERS,@ atl, 123-116,23:03,   16pt 2rb 3as 1st 1bl 3to 1trey 7-12fg 1-2ft
PG,"Conley, Mike^",23.7,"$6,600",MEMPHIS GRIZZLIES,v nor, 89-83,38:16,   20pt 1rb 3as 1st 4to 2trey 6-14fg 6-6ft
SG,"Booker, Devin^",23.6,"$5,900",PHOENIX SUNS,v por, 118-115,38:31,   15pt 3rb 2as 2st 2to 1trey 6-15fg 2-4ft
SG,"Lee, Courtney^",22.5,"$3,700",NEW YORK KNICKS,v hou, 99-118,27:55,   16pt 1as 2st 1bl 1to 2trey 7-12fg
PG,"Schroder, Dennis^",22.4,"$6,500",ATLANTA HAWKS,v lal, 116-123,28:42,   11pt 2rb 6as 1st 2to 1trey 4-11fg 2-2ft
SG,"Young, Nick^",22.2,"$3,500",LOS ANGELES LAKERS,@ atl, 123-116,26:07,   17pt 1rb 2as 1st 1to 3trey 6-11fg 2-2ft
SG,"Beal, Bradley^",22.2,"$5,300",WASHINGTON WIZARDS,v tor, 103-113,38:33,   15pt 1rb 2as 2bl 1to 2trey 5-13fg 3-6ft
SG,"Crabbe, Allen",21.7,"$4,300",PORTLAND TRAIL BLAZERS,@ pho, 115-118,37:29,   14pt 1rb 3as 1st 2trey 5-9fg 2-2ft
