position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Holiday, Jrue^",58.1,"$8,500",NEW ORLEANS PELICANS,@ sas, 93-98,38:29,   24pt 8rb 7as 2st 3bl 1to 2trey 9-23fg 4-5ft
SG,"Evans, Tyreke^",47.5,"$7,200",MEMPHIS GRIZZLIES,v chi, 110-111,32:46,   25pt 5rb 9as 2st 3to 5trey 8-18fg 4-5ft
PG,"Rubio, Ricky^",45.5,"$7,400",UTAH JAZZ,v pho, 116-88,31:09,   12pt 5rb 11as 4st 1to 2trey 5-15fg 0-2ft
SG,"Harden, James^",43.5,"$11,300",HOUSTON ROCKETS,v lac, 101-96,34:25,   24pt 5rb 7as 1st 1bl 3to 2trey 7-16fg 8-9ft
PG,"Murray, Dejounte^",43.4,"$6,600",SAN ANTONIO SPURS,v nor, 98-93,26:27,   18pt 12rb 4st 1to 1trey 8-13fg 1-2ft
PG,"Murray, Jamal^",42.3,"$6,500",DENVER NUGGETS,v det, 120-113,32:47,   26pt 9rb 1as 2st 2to 5trey 9-17fg 3-5ft
PG,"Lillard, Damian^",42.1,"$9,700",PORTLAND TRAIL BLAZERS,v cle, 113-105,36:17,   24pt 3rb 9as 1st 2to 1trey 7-20fg 9-9ft
PG,"Walker, Kemba^",41.8,"$8,300",CHARLOTTE HORNETS,@ atl, 129-117,34:35,   24pt 4rb 8as 1st 2to 6trey 6-14fg 6-6ft
SG,"Mitchell, Donovan^",41.2,"$8,200",UTAH JAZZ,v pho, 116-88,36:00,   23pt 6rb 4as 1st 1bl 1to 2trey 10-21fg 1-4ft
SG,"Batum, Nicolas^",41,"$7,800",CHARLOTTE HORNETS,@ atl, 129-117,40:21,   10pt 10rb 16as 5to 2trey 4-9fg 0-1ft
SG,"DeRozan, DeMar^",38.3,"$7,800",TORONTO RAPTORS,@ ind, 106-99,32:18,   24pt 4rb 7as 1st 4to 2trey 8-15fg 6-7ft
SG,"McCollum, C.J.^",36.7,"$7,300",PORTLAND TRAIL BLAZERS,v cle, 113-105,37:42,   29pt 1rb 3as 1st 1to 3trey 12-24fg 2-2ft
SG,"Gordon, Eric",35.7,"$4,800",HOUSTON ROCKETS,v lac, 101-96,29:50,   23pt 6rb 1as 1st 1bl 2to 7trey 8-13fg
SG,"Green, Danny^",34.4,"$4,200",SAN ANTONIO SPURS,v nor, 98-93,29:33,   5pt 7rb 2as 6bl 1trey 2-11fg
SG,"Barton, Will",34.3,"$6,000",DENVER NUGGETS,v det, 120-113,31:33,   23pt 4rb 3as 2bl 4to 1trey 8-16fg 6-8ft
SG,"LaVine, Zach^",34,"$6,000",CHICAGO BULLS,@ mem, 111-110,26:10,   20pt 5rb 4as 1st 1bl 4to 2trey 4-12fg 10-10ft
PG,"Collison, Darren",33.4,"$4,600",INDIANA PACERS,v tor, 99-106,28:05,   22pt 2rb 4as 1st 3trey 8-11fg 3-6ft
PG,"Buycks, Dwight",33.2,"$3,500",DETROIT PISTONS,@ den, 113-120,23:01,   22pt 1rb 4as 2st 2to 1trey 8-15fg 5-6ft
SG,"Oladipo, Victor^",31.5,"$8,800",INDIANA PACERS,v tor, 99-106,32:07,   18pt 5rb 1as 3st 3to 1trey 8-19fg 1-1ft
SG,"Korver, Kyle^",28.9,"$4,500",CLEVELAND CAVALIERS,@ por, 105-113,38:17,   19pt 2rb 1as 1st 1bl 3trey 7-13fg 2-2ft
PG,"Lowry, Kyle^",28.2,"$7,300",TORONTO RAPTORS,@ ind, 106-99,32:24,   13pt 6rb 6as 1bl 4to 3trey 3-10fg 4-4ft
PG,"Schroder, Dennis^",28.2,"$6,600",ATLANTA HAWKS,v cha, 117-129,26:46,   17pt 1rb 8as 2to 1trey 7-18fg 2-2ft
PG,"Rivers, Austin^",27.1,"$6,000",LOS ANGELES CLIPPERS,@ hou, 96-101,38:55,   20pt 3rb 3as 1to 10-18fg 0-1ft
SG,"Williams, Louis^",26.7,"$7,300",LOS ANGELES CLIPPERS,@ hou, 96-101,36:28,   14pt 6rb 3as 1st 2to 6-18fg 2-3ft
SG,"Redick, J.J.^",26.1,"$4,900",PHILADELPHIA 76ERS,@ nyk, 118-110,29:48,   18pt 3rb 1as 1st 2trey 5-14fg 6-9ft
PG,"Hill, George^",25.3,"$4,500",CLEVELAND CAVALIERS,@ por, 105-113,35:37,   8pt 4rb 3as 2st 1bl 1to 2trey 3-5fg
PG,"Burke, Trey",24.9,"$4,200",NEW YORK KNICKS,v phi, 110-118,25:05,   16pt 2rb 3as 1st 1to 1trey 7-11fg 1-2ft
PG,"Clark, Ian",24.9,"$3,500",NEW ORLEANS PELICANS,@ sas, 93-98,32:00,   16pt 2rb 1as 1st 1bl 1to 2trey 6-11fg 2-2ft
PG,"Dorsey, Tyler^",23.6,"$3,700",ATLANTA HAWKS,v cha, 117-129,26:44,   11pt 3rb 4as 1st 3trey 4-9fg
PG,"Rondo, Rajon^",23.5,"$6,300",NEW ORLEANS PELICANS,@ sas, 93-98,23:59,   6pt 5rb 5as 2st 2to 2-6fg 2-2ft
SG,"Lee, Courtney^",23.2,"$3,500",NEW YORK KNICKS,v phi, 110-118,37:21,   16pt 1rb 1st 1bl 1trey 6-10fg 3-4ft
SG,"Hardaway Jr., Tim^",22.7,"$6,000",NEW YORK KNICKS,v phi, 110-118,34:55,   9pt 6rb 5as 1to 1trey 3-13fg 2-2ft
SG,"Ginobili, Manu",22.3,"$3,600",SAN ANTONIO SPURS,v nor, 98-93,22:26,   11pt 4rb 1as 1st 1bl 1to 1trey 2-7fg 6-6ft
PG,"Mudiay, Emmanuel^",22,"$4,600",NEW YORK KNICKS,v phi, 110-118,27:50,   12pt 4as 2st 2to 5-12fg 2-2ft
PG,"Smith, Ishmael^",21.6,"$5,500",DETROIT PISTONS,@ den, 113-120,24:59,   8pt 3rb 6as 1st 2to 4-7fg
SG,"Clarkson, Jordan",21.1,"$4,700",CLEVELAND CAVALIERS,@ por, 105-113,24:23,   14pt 3rb 3as 1to 1trey 6-12fg 1-2ft
SG,"Lee, Damion",20.9,"$3,500",ATLANTA HAWKS,v cha, 117-129,26:21,   14pt 2rb 1as 1st 3trey 5-8fg 1-2ft
PG,"Joseph, Cory^",20.6,"$5,200",INDIANA PACERS,v tor, 99-106,25:40,   6pt 3rb 4as 1st 1bl 1to 1trey 2-7fg 1-2ft
PG,"Payne, Cameron",19.1,"$3,900",CHICAGO BULLS,@ mem, 111-110,25:10,   8pt 3rb 5as 2trey 3-9fg
PG,"Parker, Tony",18.8,"$4,100",SAN ANTONIO SPURS,v nor, 98-93,19:20,   8pt 4rb 4as 1st 3to 2trey 3-12fg
SG,"Belinelli, Marco",18.7,"$3,700",PHILADELPHIA 76ERS,@ nyk, 118-110,27:38,   10pt 1rb 1as 2st 4-7fg 2-2ft
PG,"Dunn, Kris^",18.4,"$6,900",CHICAGO BULLS,@ mem, 111-110,25:14,   6pt 2rb 4as 2st 2to 3-7fg
PG,"Teodosic, Milos",17.4,"$4,100",LOS ANGELES CLIPPERS,@ hou, 96-101,20:12,   3pt 2rb 4as 1st 1bl 1trey 1-3fg
SG,"Selden, Wayne",17.4,"$3,500",MEMPHIS GRIZZLIES,v chi, 110-111,19:23,   8pt 2rb 2as 1st 1bl 2to 2trey 2-5fg 2-2ft
PG,"Paul, Chris^",17.3,"$8,300",HOUSTON ROCKETS,v lac, 101-96,31:45,   11pt 4rb 3as 3to 3-13fg 5-6ft
SG,"Booker, Devin^",17,"$7,500",PHOENIX SUNS,@ uta, 88-116,34:15,   12pt 5rb 2as 4to 1trey 3-18fg 5-5ft
SG,"Harrison, Shaquille",16.9,"$3,600",PHOENIX SUNS,@ uta, 88-116,17:51,   6pt 7rb 3as 2to 2-6fg 2-6ft
SG,"Harris, Devin",16.2,"$3,500",DENVER NUGGETS,v det, 120-113,15:13,   12pt 1rb 2as 1trey 3-6fg 5-5ft
PG,"Blakeney, Antonio",15.7,"$3,500",CHICAGO BULLS,@ mem, 111-110,24:42,   10pt 1rb 1as 1st 1trey 2-7fg 5-8ft
PG,"Exum, Dante",15.6,"$4,000",UTAH JAZZ,v pho, 116-88,14:27,   10pt 3rb 2as 1to 3-7fg 4-6ft
SG,"Harris, Gary^",15.4,"$6,400",DENVER NUGGETS,v det, 120-113,27:46,   11pt 2rb 2as 1to 5-7fg 1-1ft
PG,"Ulis, Tyler",14.9,"$3,500",PHOENIX SUNS,@ uta, 88-116,15:35,   8pt 2rb 3as 2trey 3-8fg
PG,"Mills, Patty^",13.3,"$4,000",SAN ANTONIO SPURS,v nor, 98-93,34:14,   8pt 4rb 1as 1to 1trey 2-12fg 3-4ft
SG,"Monk, Malik",11.8,"$3,500",CHARLOTTE HORNETS,@ atl, 129-117,15:18,   7pt 4rb 1trey 3-8fg
PG,"Wright, Delon",11.2,"$3,800",TORONTO RAPTORS,@ ind, 106-99,19:11,   8pt 1rb 1st 1to 3-5fg 2-4ft
PG,"Thornwell, Sindarius^",10.5,"$3,700",LOS ANGELES CLIPPERS,@ hou, 96-101,36:58,   6pt 1as 1st 3-9fg
SG,"Connaughton, Pat",10.4,"$3,500",PORTLAND TRAIL BLAZERS,v cle, 113-105,13:53,   5pt 2rb 1bl 1trey 2-4fg
PG,"Napier, Shabazz",9.7,"$3,700",PORTLAND TRAIL BLAZERS,v cle, 113-105,15:34,   7pt 1rb 1as 1trey 3-7fg
PG,"McConnell, T.J.",9.1,"$3,600",PHILADELPHIA 76ERS,@ nyk, 118-110,22:39,   2pt 3rb 1as 1st 1to 1-3fg
SG,"Forbes, Bryn",8.6,"$3,600",SAN ANTONIO SPURS,v nor, 98-93,12:00,   5pt 3rb 1trey 2-4fg
PG,"VanVleet, Fred",7.6,"$4,600",TORONTO RAPTORS,@ ind, 106-99,17:34,   2pt 3rb 2as 1to 1-4fg
SG,"Hood, Rodney^",7.4,"$5,500",CLEVELAND CAVALIERS,@ por, 105-113,18:25,   5pt 2rb 1trey 2-6fg
