position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Irving, Kyrie^",31.4,"$7,900",CLEVELAND CAVALIERS,v atl, 123-98,22:40,   19pt 2rb 6as 1st 1to 4trey 5-9fg 5-6ft
SG,"Smith, J.R.^",29.4,"$4,700",CLEVELAND CAVALIERS,v atl, 123-98,28:28,   23pt 2rb 2st 7trey 8-14fg
PG,"Teague, Jeff^",24.6,"$6,500",ATLANTA HAWKS,@ cle, 98-123,23:02,   14pt 3rb 6as 2to 3-10fg 8-9ft
PG,"Dellavedova, Matthew",14.4,"$3,500",CLEVELAND CAVALIERS,v atl, 123-98,13:20,   3pt 2rb 6as 1trey 1-7fg
SG,"Shumpert, Iman",13.9,"$3,500",CLEVELAND CAVALIERS,v atl, 123-98,18:35,   7pt 2rb 3as 1trey 3-3fg
SG,"Korver, Kyle^",9.7,"$4,000",ATLANTA HAWKS,@ cle, 98-123,19:30,   7pt 1rb 1as 1trey 3-7fg
PG,"Williams, Maurice",8.2,"$3,500",CLEVELAND CAVALIERS,v atl, 123-98,12:00,   5pt 1rb 1st 1trey 2-5fg
PG,"Schroder, Dennis",7.2,"$3,900",ATLANTA HAWKS,@ cle, 98-123,13:55,   5pt 1rb 2as 2to 1trey 2-5fg
SG,"Hardaway Jr., Tim",5.9,"$3,500",ATLANTA HAWKS,@ cle, 98-123,17:38,   4pt 2rb 1as 2to 1trey 1-5fg 1-2ft
SG,"Hinrich, Kirk",5.4,"$3,500",ATLANTA HAWKS,@ cle, 98-123,12:00,   3pt 2rb 1trey 1-4fg
SG,"Jones, Dahntay",4.2,"$3,500",CLEVELAND CAVALIERS,v atl, 123-98,5:56,   3pt 1rb 1trey 1-2fg
SG,"Patterson, Lamar",2.7,"$3,500",ATLANTA HAWKS,@ cle, 98-123,8:46,   0pt 1rb 1as 1st 2to 0-1fg
SG,"McRae, Jordan",0,"$3,500",CLEVELAND CAVALIERS,v atl, 123-98,NA,   0pt
SF,"James, LeBron^",43.3,"$10,600",CLEVELAND CAVALIERS,v atl, 123-98,28:08,   27pt 4rb 5as 3st 2to 4trey 9-15fg 5-9ft
PF,"Millsap, Paul^",31.7,"$8,900",ATLANTA HAWKS,@ cle, 98-123,26:48,   16pt 11rb 1as 1st 1bl 3to 1trey 4-8fg 7-8ft
PF,"Love, Kevin^",28.6,"$7,600",CLEVELAND CAVALIERS,v atl, 123-98,26:29,   11pt 13rb 2as 1to 3trey 3-12fg 2-2ft
PF,"Humphries, Kris",26.3,"$3,500",ATLANTA HAWKS,@ cle, 98-123,15:21,   12pt 9rb 1as 1st 4-8fg 4-4ft
PF,"Frye, Channing",23,"$3,500",CLEVELAND CAVALIERS,v atl, 123-98,20:11,   12pt 5rb 2as 1st 1trey 5-7fg 1-2ft
SF,"Sefolosha, Thabo",14.4,"$3,500",ATLANTA HAWKS,@ cle, 98-123,17:52,   10pt 2rb 2as 1to 2trey 4-4fg
SF,"Jefferson, Richard",12.9,"$3,500",CLEVELAND CAVALIERS,v atl, 123-98,24:23,   8pt 2rb 3as 2to 2trey 3-3fg
PF,"Muscala, Mike",11.2,"$3,500",ATLANTA HAWKS,@ cle, 98-123,14:23,   10pt 1rb 2trey 4-5fg
SF,"Scott, Mike",8.1,"$3,700",ATLANTA HAWKS,@ cle, 98-123,18:53,   2pt 3rb 1as 1bl 1to 2-2ft
SF,"Bazemore, Kent^",6.7,"$5,800",ATLANTA HAWKS,@ cle, 98-123,26:54,   5pt 1rb 1as 1to 1-7fg 3-3ft
SF,"Jones, James",0.2,"$3,500",CLEVELAND CAVALIERS,v atl, 123-98,7:40,   0pt 1rb 1to 0-4fg
C,"Horford, Al^",15.1,"$7,500",ATLANTA HAWKS,@ cle, 98-123,24:58,   10pt 3rb 1as 1bl 2to 2trey 3-7fg 2-2ft
C,"Thompson, Tristan^",14.4,"$4,800",CLEVELAND CAVALIERS,v atl, 123-98,19:19,   5pt 7rb 1bl 1to 1-5fg 3-4ft
C,"Mozgov, Timofey",1.2,"$3,500",CLEVELAND CAVALIERS,v atl, 123-98,12:51,   0pt 1rb 0-1fg
C,"Kaun, Sasha",0,"$3,500",CLEVELAND CAVALIERS,v atl, 123-98,NA,   0pt
