position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Bryant, Kobe^",52.3,"$8,700",LOS ANGELES LAKERS,v pho, 106-112,44,   39pt 9rb 1as 1st 1bl 3to 3trey 14-37fg 8-12ft
SG,"Harden, James^",51.8,"$10,100",HOUSTON ROCKETS,@ mia, 108-91,40,   25pt 9rb 10as 1st 2bl 5to 3trey 6-13fg 10-10ft
PG,"Lillard, Damian^",48.7,"$8,100",PORTLAND TRAIL BLAZERS,v cle, 101-82,36,   27pt 6rb 7as 1st 1bl 5trey 6-13fg 10-10ft
PG,"Thomas, Isaiah",45.1,"$6,300",PHOENIX SUNS,@ lal, 112-106,31,   22pt 3rb 9as 3st 1trey 8-16fg 5-8ft
SG,"Butler, Jimmy^",40.3,"$6,000",CHICAGO BULLS,v orl, 98-90,35,   21pt 9rb 3as 1st 2bl 2to 7-15fg 7-11ft
PG,"Jackson, Reggie^",34.8,"$7,200",OKLAHOMA CITY THUNDER,@ tor, 88-100,42,   13pt 4rb 14as 4to 4-14fg 5-8ft
PG,"Knight, Brandon^",34.4,"$7,500",MILWAUKEE BUCKS,@ ind, 87-81,29,   23pt 7rb 2as 2st 4to 2trey 10-16fg 1-1ft
PG,"Payton, Elfrid^",32.7,"$5,400",ORLANDO MAGIC,@ chi, 90-98,32,   9pt 6rb 7as 3st 1bl 2to 3-14fg 3-7ft
PG,"Holiday, Jrue^",32.7,"$7,400",NEW ORLEANS PELICANS,v cha, 100-91,35,   16pt 1rb 9as 1bl 1trey 5-11fg 5-5ft
SG,"Evans, Tyreke^",31.5,"$7,700",NEW ORLEANS PELICANS,v cha, 100-91,31,   16pt 10rb 5as 4to 2trey 7-18fg 0-0ft
PG,"Brooks, Aaron",31.4,"$4,700",CHICAGO BULLS,v orl, 98-90,30,   13pt 2rb 8as 3bl 2to 2trey 5-11fg 1-1ft
SG,"Neal, Gary",30.2,"$4,100",CHARLOTTE HORNETS,@ nor, 91-100,27,   21pt 6rb 2as 1st 3to 2trey 9-15fg 1-1ft
SG,"Matthews, Wes^",29.2,"$5,900",PORTLAND TRAIL BLAZERS,v cle, 101-82,36,   21pt 6rb 2as 2to 3trey 8-14fg 2-3ft
PG,"Dragic, Goran^",28.4,"$7,400",PHOENIX SUNS,@ lal, 112-106,29,   16pt 7rb 4as 2to 5-12fg 6-7ft
PG,"Temple, Garrett^",28,"$4,600",WASHINGTON WIZARDS,@ nyk, 98-83,30,   17pt 5rb 2as 1st 1bl 2to 4trey 5-10fg 3-4ft
SG,"Rivers, Austin",26.5,"$3,800",NEW ORLEANS PELICANS,v cha, 100-91,32,   12pt 5rb 3as 1st 1bl 5-9fg 2-2ft
SG,"Wade, Dwyane^",24.9,"$8,200",MIAMI HEAT,v hou, 91-108,31,   19pt 2rb 3as 1bl 3to 7-11fg 5-5ft
PG,"Wall, John^",23.7,"$9,100",WASHINGTON WIZARDS,@ nyk, 98-83,30,   11pt 1rb 7as 2st 3to 5-11fg 1-4ft
SG,"Mayo, O.J.",23.1,"$5,100",MILWAUKEE BUCKS,@ ind, 87-81,22,   9pt 3rb 5as 3st 3to 1trey 3-5fg 2-2ft
SG,"DeRozan, DeMar^",22.1,"$8,800",TORONTO RAPTORS,v okc, 100-88,31,   16pt 3rb 3as 2to 1trey 4-12fg 7-9ft
PG,"Lin, Jeremy^",21.7,"$5,500",LOS ANGELES LAKERS,v pho, 106-112,27,   18pt 1rb 3as 2to 1trey 4-8fg 9-10ft
PG,"Telfair, Sebastian",21.3,"$5,500",OKLAHOMA CITY THUNDER,@ tor, 88-100,27,   11pt 4rb 3as 2st 3to 1trey 4-8fg 2-4ft
PG,"Beverley, Patrick^",20.3,"$4,700",HOUSTON ROCKETS,@ mia, 108-91,30,   15pt 4rb 1as 1to 4trey 5-8fg 1-2ft
PG,"Lowry, Kyle^",20.1,"$8,300",TORONTO RAPTORS,v okc, 100-88,31,   9pt 3rb 5as 2-7fg 5-5ft
PG,"Miller, Andre",19.9,"$3,500",WASHINGTON WIZARDS,@ nyk, 98-83,17,   12pt 2rb 3as 1st 1to 6-10fg 0-0ft
SG,"Fournier, Evan^",19.6,"$4,700",ORLANDO MAGIC,@ chi, 90-98,40,   13pt 3rb 2as 2trey 5-14fg 1-2ft
PG,"Chalmers, Mario",19.5,"$5,000",MIAMI HEAT,v hou, 91-108,29,   12pt 5rb 3as 1st 5to 2trey 4-12fg 2-5ft
PG,"Walker, Kemba^",18.9,"$7,300",CHARLOTTE HORNETS,@ nor, 91-100,27,   11pt 2rb 3as 1st 1to 3trey 4-13fg 0-0ft
PG,"Irving, Kyrie^",18.7,"$7,800",CLEVELAND CAVALIERS,@ por, 82-101,37,   9pt 1rb 5as 1st 1to 1trey 3-17fg 2-2ft
PG,"Vasquez, Greivis",17.6,"$4,200",TORONTO RAPTORS,v okc, 100-88,18,   10pt 3rb 4as 2to 1trey 4-12fg 1-1ft
SG,"Williams, Louis",17.4,"$3,900",TORONTO RAPTORS,v okc, 100-88,19,   12pt 2rb 2st 1to 2trey 4-9fg 2-2ft
SG,"Smith, J.R.",15.4,"$5,400",NEW YORK KNICKS,v was, 83-98,24,   6pt 2rb 4as 1bl 1to 2-6fg 2-2ft
SG,"Ellington, Wayne",15.3,"$3,500",LOS ANGELES LAKERS,v pho, 106-112,21,   8pt 4rb 1as 1st 1to 1trey 3-7fg 1-2ft
SG,"Antetokounmpo, Giannis",14.1,"$5,300",MILWAUKEE BUCKS,@ ind, 87-81,17,   11pt 3rb 1as 2to 1trey 4-7fg 2-2ft
PG,"Hinrich, Kirk^",14.1,"$5,200",CHICAGO BULLS,v orl, 98-90,30,   5pt 3rb 3as 2st 3to 1trey 2-6fg 0-0ft
PG,"Sloan, Donald^",13.4,"$5,600",INDIANA PACERS,v mil, 81-87,31,   5pt 2rb 6as 3to 1trey 2-7fg 0-0ft
PG,"Napier, Shabazz",13.2,"$3,900",MIAMI HEAT,v hou, 91-108,27,   5pt 1rb 4as 1st 1to 1trey 2-6fg 0-2ft
SG,"Gordon, Ben",12.9,"$3,600",ORLANDO MAGIC,@ chi, 90-98,17,   6pt 2rb 3as 3-6fg 0-0ft
SG,"Stuckey, Rodney",12.7,"$5,100",INDIANA PACERS,v mil, 81-87,18,   9pt 1rb 3as 2to 3-11fg 3-4ft
SG,"Ross, Terrence^",12.1,"$4,600",TORONTO RAPTORS,v okc, 100-88,25,   9pt 3rb 1as 2to 1trey 4-10fg 0-0ft
PG,"Roberts, Brian",12,"$3,900",CHARLOTTE HORNETS,@ nor, 91-100,21,   4pt 6as 1to 1-5fg 2-2ft
PG,"Bayless, Jerryd",11.7,"$4,100",MILWAUKEE BUCKS,@ ind, 87-81,20,   10pt 1rb 1as 1to 2trey 4-7fg 0-0ft
SG,"Stephenson, Lance^",11.4,"$7,200",CHARLOTTE HORNETS,@ nor, 91-100,23,   2pt 7rb 4as 5to 1-6fg 0-0ft
PG,"Price, Ronnie",10.7,"$3,600",LOS ANGELES LAKERS,v pho, 106-112,21,   3pt 1rb 3as 1st 1trey 1-4fg 0-0ft
SG,"Gordon, Eric^",10.2,"$5,500",NEW ORLEANS PELICANS,v cha, 100-91,28,   4pt 1rb 2as 2st 2to 0-6fg 4-4ft
PG,"Ridnour, Luke",10.1,"$4,200",ORLANDO MAGIC,@ chi, 90-98,16,   4pt 3rb 3as 2to 2-5fg 0-0ft
PG,"Canaan, Isaiah",10,"$4,700",HOUSTON ROCKETS,@ mia, 108-91,14,   8pt 1st 2trey 3-3fg 0-0ft
PG,"Larkin, Shane^",8.9,"$4,600",NEW YORK KNICKS,v was, 83-98,26,   6pt 2rb 1as 1to 2-5fg 2-3ft
SG,"Bledsoe, Eric^",8.5,"$7,700",PHOENIX SUNS,@ lal, 112-106,21,   6pt 1as 1bl 1to 2-4fg 2-3ft
SG,"Terry, Jason",7.7,"$3,500",HOUSTON ROCKETS,@ mia, 108-91,19,   3pt 1rb 1as 1st 1trey 1-4fg 0-0ft
SG,"Snell, Tony",7.6,"$3,600",CHICAGO BULLS,v orl, 98-90,15,   4pt 3rb 1-1fg 2-2ft
PG,"Cole, Norris^",7.6,"$4,200",MIAMI HEAT,v hou, 91-108,16,   0pt 3rb 2as 1st 1to 0-4fg 0-0ft
PG,"Prigioni, Pablo",7.2,"$3,800",NEW YORK KNICKS,v was, 83-98,22,   6pt 1rb 2trey 2-3fg 0-0ft
SG,"Hardaway Jr., Tim",7,"$4,000",NEW YORK KNICKS,v was, 83-98,11,   7pt 1trey 2-7fg 2-2ft
SG,"Barton, Will",5.5,"$3,500",PORTLAND TRAIL BLAZERS,v cle, 101-82,12,   2pt 1as 1st 1-5fg 0-2ft
SG,"Waiters, Dion^",5,"$4,700",CLEVELAND CAVALIERS,@ por, 82-101,28,   6pt 1st 3to 3-11fg 0-0ft
PG,"Dellavedova, Matthew",4.4,"$3,500",CLEVELAND CAVALIERS,@ por, 82-101,11,   2pt 2rb 1-4fg 0-0ft
