position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Lillard, Damian^",57.1,"$9,100",PORTLAND TRAIL BLAZERS,@ tor, 115-117,39:37,   50pt 3rb 5as 4to 6trey 16-28fg 12-13ft
PG,"Thomas, Isaiah^",51.6,"$7,800",BOSTON CELTICS,v nyk, 105-104,35:44,   32pt 3rb 8as 2st 2trey 9-15fg 12-13ft
PG,"Walker, Kemba^",48.4,"$8,500",CHARLOTTE HORNETS,v ind, 108-101,36:42,   33pt 2rb 10as 2to 4trey 9-17fg 11-11ft
SG,"Batum, Nicolas^",46.4,"$6,200",CHARLOTTE HORNETS,v ind, 108-101,38:42,   31pt 7rb 4as 2bl 3to 4trey 12-22fg 3-4ft
PG,"Mudiay, Emmanuel^",45.7,"$5,400",DENVER NUGGETS,v bkn, 120-121,32:56,   25pt 6rb 7as 2st 1bl 3to 1trey 9-16fg 6-7ft
PG,"Lowry, Kyle^",44,"$9,100",TORONTO RAPTORS,v por, 117-115,36:39,   28pt 5rb 6as 2st 3to 3trey 8-15fg 9-15ft
PG,"Smith, Ishmael^",42.1,"$6,600",PHILADELPHIA 76ERS,v mia, 102-112,38:28,   26pt 8rb 5as 1st 3to 2trey 11-21fg 2-4ft
PG,"Payton, Elfrid^",40.9,"$5,300",ORLANDO MAGIC,v pho, 84-102,34:29,   19pt 2rb 11as 3st 3to 1trey 9-17fg 0-2ft
SG,"Wade, Dwyane^",40.6,"$7,500",MIAMI HEAT,@ phi, 112-102,26:29,   21pt 8rb 4as 3st 1bl 4to 7-16fg 7-9ft
SG,"DeRozan, DeMar^",40.6,"$7,700",TORONTO RAPTORS,v por, 117-115,36:40,   38pt 3rb 2as 4to 7-19fg 24-25ft
SG,"Brown, Markel",40.1,"$3,500",BROOKLYN NETS,@ den, 121-120,33:22,   21pt 8rb 7as 1to 3trey 8-12fg 2-2ft
PG,"Irving, Kyrie^",40,"$7,000",CLEVELAND CAVALIERS,v was, 108-83,31:40,   21pt 5rb 8as 1st 1to 3trey 8-18fg 2-2ft
SG,"Middleton, Khris^",39.4,"$7,900",MILWAUKEE BUCKS,v min, 116-101,33:46,   32pt 2rb 2as 2st 2to 8trey 11-16fg 2-2ft
PG,"Chalmers, Mario",36.7,"$4,700",MEMPHIS GRIZZLIES,v uta, 94-88,30:23,   11pt 6rb 5as 5st 2bl 3to 1trey 4-8fg 2-3ft
PG,"Price, Ronnie^",36,"$3,800",PHOENIX SUNS,@ orl, 102-84,44:46,   14pt 5rb 4as 5st 1bl 2to 2trey 6-10fg
SG,"McCollum, C.J.^",35.7,"$6,800",PORTLAND TRAIL BLAZERS,@ tor, 115-117,38:14,   24pt 1rb 5as 2st 1to 4trey 8-17fg 4-4ft
PG,"Dragic, Goran^",35.5,"$6,500",MIAMI HEAT,@ phi, 112-102,34:09,   15pt 5rb 11as 1st 4to 6-16fg 3-4ft
PG,"Wall, John^",35.1,"$9,800",WASHINGTON WIZARDS,@ cle, 83-108,27:58,   17pt 8rb 7as 2to 8-14fg 1-2ft
SG,"Harris, Gary^",33.9,"$4,800",DENVER NUGGETS,v bkn, 120-121,41:22,   21pt 2rb 3as 3st 1bl 2to 1trey 8-15fg 4-4ft
PG,"Mack, Shelvin^",32,"$3,500",UTAH JAZZ,@ mem, 88-94,29:02,   12pt 5rb 8as 2st 2to 1trey 4-9fg 3-6ft
SG,"LaVine, Zach^",28.4,"$5,300",MINNESOTA TIMBERWOLVES,@ mil, 101-116,38:40,   20pt 2rb 4as 3st 6to 2trey 8-17fg 2-2ft
SG,"Booker, Devin^",27.8,"$4,700",PHOENIX SUNS,@ orl, 102-84,32:57,   14pt 4rb 6as 1bl 2to 4-11fg 6-8ft
SG,"Ellis, Monta^",26.6,"$6,300",INDIANA PACERS,@ cha, 101-108,36:55,   15pt 3rb 4as 2st 2to 1trey 5-15fg 4-5ft
PG,"Larkin, Shane",26.6,"$3,500",BROOKLYN NETS,@ den, 121-120,34:53,   12pt 3rb 8as 1to 2trey 4-9fg 2-2ft
PG,"Teague, Jeff^",25.8,"$6,000",ATLANTA HAWKS,@ lal, 106-77,26:56,   12pt 4rb 8as 3to 4-11fg 4-4ft
SG,"Korver, Kyle^",25.5,"$3,900",ATLANTA HAWKS,@ lal, 106-77,29:00,   15pt 5rb 3as 4trey 5-6fg 1-1ft
PG,"Calderon, Jose^",25.5,"$3,800",NEW YORK KNICKS,@ bos, 104-105,38:22,   13pt 5rb 5as 1to 2trey 5-10fg 1-1ft
PG,"Hill, George^",24.4,"$5,500",INDIANA PACERS,@ cha, 101-108,39:42,   12pt 7rb 2as 1st 1to 2trey 5-16fg
SG,"Stephenson, Lance",21.5,"$3,800",MEMPHIS GRIZZLIES,v uta, 94-88,24:36,   16pt 5rb 1as 2to 8-11fg
SG,"Smith, J.R.^",21.2,"$4,600",CLEVELAND CAVALIERS,v was, 108-83,30:41,   10pt 1rb 4as 2st 2trey 3-5fg 2-2ft
SG,"Afflalo, Arron^",19.7,"$4,800",NEW YORK KNICKS,@ bos, 104-105,39:09,   17pt 1rb 3as 3to 3trey 7-11fg
PG,"Sessions, Ramon",19.6,"$3,500",WASHINGTON WIZARDS,@ cle, 83-108,20:02,   12pt 3rb 2as 1bl 1to 3-8fg 6-7ft
PG,"Schroder, Dennis",19.5,"$5,100",ATLANTA HAWKS,@ lal, 106-77,17:54,   16pt 1as 1st 1trey 6-10fg 3-5ft
PG,"Conley, Mike^",19.4,"$7,000",MEMPHIS GRIZZLIES,v uta, 94-88,28:17,   12pt 2rb 4as 1to 4-13fg 4-6ft
PG,"Sloan, Donald^",19.4,"$4,800",BROOKLYN NETS,@ den, 121-120,18:07,   7pt 2rb 6as 1bl 1to 1trey 3-5fg
SG,"Henderson, Gerald",19.3,"$3,900",PORTLAND TRAIL BLAZERS,@ tor, 115-117,31:56,   9pt 4rb 1as 2st 1trey 4-9fg
SG,"Barton, Will",18.9,"$5,900",DENVER NUGGETS,v bkn, 120-121,33:30,   9pt 2rb 3as 1st 1bl 1to 1trey 4-17fg
PG,"Augustin, D.J.",18.6,"$4,000",DENVER NUGGETS,v bkn, 120-121,20:04,   12pt 3rb 2as 3trey 4-8fg 1-1ft
SG,"Hood, Rodney^",18,"$5,600",UTAH JAZZ,@ mem, 88-94,28:51,   8pt 5rb 4as 2to 1trey 2-7fg 3-5ft
SG,"Johnson, Joe^",18,"$5,600",MIAMI HEAT,@ phi, 112-102,25:59,   12pt 2as 2st 1to 1trey 5-7fg 1-1ft
SG,"Powell, Norman^",17.7,"$3,500",TORONTO RAPTORS,v por, 117-115,21:30,   10pt 6rb 1as 1to 2trey 3-5fg 2-2ft
SG,"Richardson, Josh",17.5,"$3,700",MIAMI HEAT,@ phi, 112-102,33:21,   6pt 5rb 3as 1bl 1to 2trey 2-7fg
PG,"Jones, Tyus",17.5,"$3,500",MINNESOTA TIMBERWOLVES,@ mil, 101-116,24:05,   2pt 5rb 5as 2st 2to 1-3fg
PG,"Joseph, Cory",17.4,"$4,000",TORONTO RAPTORS,v por, 117-115,30:34,   6pt 2rb 2as 2st 1bl 2-5fg 2-2ft
SG,"Mayo, O.J.^",17.2,"$3,500",MILWAUKEE BUCKS,v min, 116-101,32:00,   12pt 1rb 3st 2to 4trey 4-8fg
PG,"Dellavedova, Matthew",17.1,"$3,600",CLEVELAND CAVALIERS,v was, 108-83,21:17,   12pt 3rb 1as 1st 2to 2trey 5-10fg
PG,"Huertas, Marcelo",16.9,"$3,600",LOS ANGELES LAKERS,v atl, 77-106,32:01,   10pt 2rb 3as 1bl 2to 1trey 4-11fg 1-1ft
PG,"Rubio, Ricky^",16.7,"$6,700",MINNESOTA TIMBERWOLVES,@ mil, 101-116,23:18,   6pt 1rb 7as 1st 1bl 5to 1trey 2-6fg 1-1ft
SG,"Fournier, Evan^",16.4,"$5,400",ORLANDO MAGIC,v pho, 84-102,25:48,   12pt 2rb 2st 2to 2trey 4-9fg 2-4ft
PG,"Canaan, Isaiah",16.1,"$3,700",PHILADELPHIA 76ERS,v mia, 102-112,28:04,   4pt 3rb 3as 2st 1-9fg 2-2ft
SG,"Bradley, Avery^",15.4,"$5,400",BOSTON CELTICS,v nyk, 105-104,33:12,   9pt 2rb 2st 1trey 4-10fg
SG,"Hill, Solomon^",15.1,"$3,500",INDIANA PACERS,@ cha, 101-108,30:07,   8pt 3rb 1as 1st 2trey 3-4fg
SG,"Kilpatrick, Sean",14.4,"$3,500",BROOKLYN NETS,@ den, 121-120,19:46,   12pt 2rb 2trey 4-11fg 2-2ft
SG,"Goodwin, Archie",14.3,"$4,600",PHOENIX SUNS,@ orl, 102-84,16:24,   10pt 4rb 1as 2to 4-6fg 2-4ft
PG,"Smart, Marcus",14.3,"$5,300",BOSTON CELTICS,v nyk, 105-104,28:18,   2pt 4rb 3as 2st 1to 0-3fg 2-2ft
SG,"Green, Gerald",13.2,"$3,500",MIAMI HEAT,@ phi, 112-102,19:35,   12pt 1rb 2trey 5-14fg
SG,"Shumpert, Iman^",13.1,"$3,500",CLEVELAND CAVALIERS,v was, 108-83,30:25,   2pt 3rb 3as 1st 1bl 1to 0-3fg 2-2ft
SG,"Beal, Bradley",13.1,"$5,600",WASHINGTON WIZARDS,@ cle, 83-108,28:01,   11pt 3rb 1as 1st 5to 2trey 4-12fg 1-2ft
PG,"Watson, C.J.",13.1,"$3,500",ORLANDO MAGIC,v pho, 84-102,24:20,   5pt 3rb 3as 1trey 2-7fg
SG,"Galloway, Langston",13,"$3,800",NEW YORK KNICKS,@ bos, 104-105,23:30,   4pt 5rb 2as 1st 2to 1-7fg 2-2ft
PG,"McConnell, T.J.",12.5,"$3,600",PHILADELPHIA 76ERS,v mia, 102-112,15:47,   3pt 3as 3st 1to 1-4fg 1-2ft
SG,"Wiggins, Andrew^",12.4,"$6,200",MINNESOTA TIMBERWOLVES,@ mil, 101-116,20:32,   10pt 2rb 2as 3to 1trey 3-7fg 3-4ft
PG,"Burke, Trey",12.2,"$3,500",UTAH JAZZ,@ mem, 88-94,20:09,   5pt 1rb 4as 1st 2to 2-9fg 1-1ft
SG,"Stuckey, Rodney",11.9,"$3,800",INDIANA PACERS,@ cha, 101-108,19:23,   7pt 2rb 3as 2to 3-8fg 1-1ft
PG,"Russell, D'Angelo^",11.9,"$6,000",LOS ANGELES LAKERS,v atl, 77-106,30:22,   7pt 2rb 5as 5to 1trey 3-16fg
SG,"Young, Nick^",11.6,"$3,500",LOS ANGELES LAKERS,v atl, 77-106,25:08,   5pt 3rb 2as 1trey 1-9fg 2-2ft
SG,"Lin, Jeremy",11.4,"$4,300",CHARLOTTE HORNETS,v ind, 108-101,22:47,   7pt 2rb 1st 1bl 2to 1trey 3-9fg
SG,"Crabbe, Allen",11.1,"$3,700",PORTLAND TRAIL BLAZERS,@ tor, 115-117,23:33,   6pt 3rb 1as 3-8fg
PG,"Bayless, Jerryd",10.7,"$4,300",MILWAUKEE BUCKS,v min, 116-101,25:58,   6pt 1rb 1as 1st 1trey 2-9fg 1-1ft
SG,"Ellington, Wayne^",10.7,"$3,700",BROOKLYN NETS,@ den, 121-120,19:41,   8pt 1rb 1as 1st 2to 2trey 3-4fg
SG,"Hardaway Jr., Tim",10.4,"$3,500",ATLANTA HAWKS,@ lal, 106-77,13:24,   6pt 2rb 1st 2trey 2-2fg
SG,"Marble, Devyn",10.4,"$3,500",ORLANDO MAGIC,v pho, 84-102,15:46,   0pt 7rb 1st 1bl 2to 0-6fg
SG,"Lee, Courtney^",8.9,"$3,600",CHARLOTTE HORNETS,v ind, 108-101,34:22,   4pt 2rb 1as 1bl 1to 1trey 1-4fg 1-2ft
