slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
duranke01,Kevin Durant,GOLDEN STATE WARRIORS,AWAY,BROOKLYN NETS,WIN,2348,11,20,2,6,10,11,0,8,6,1,1,3,0,29.3
goberru01,Rudy Gobert,UTAH JAZZ,AWAY,DALLAS MAVERICKS,WIN,1983,9,13,0,0,5,6,6,10,2,2,3,3,3,25.6
noelne01,Nerlens Noel,OKLAHOMA CITY THUNDER,HOME,PHOENIX SUNS,WIN,1550,9,14,0,0,2,3,6,9,2,4,1,1,3,24.2
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,BROOKLYN NETS,WIN,2176,11,26,7,15,6,7,1,6,3,1,0,2,1,24.0
georgpa01,Paul George,OKLAHOMA CITY THUNDER,HOME,PHOENIX SUNS,WIN,1821,9,15,4,8,1,2,0,4,5,3,2,2,3,21.6
jordade01,DeAndre Jordan,DALLAS MAVERICKS,HOME,UTAH JAZZ,LOSS,2196,4,5,0,0,4,4,5,14,9,0,1,2,3,21.6
westbru01,Russell Westbrook,OKLAHOMA CITY THUNDER,HOME,PHOENIX SUNS,WIN,1852,8,13,0,0,7,10,1,8,7,4,0,6,3,20.7
russeda01,D'Angelo Russell,BROOKLYN NETS,HOME,GOLDEN STATE WARRIORS,LOSS,1770,9,14,5,8,2,3,0,6,6,0,1,5,3,18.9
smithde03,Dennis Smith,DALLAS MAVERICKS,HOME,UTAH JAZZ,LOSS,2035,12,19,3,4,0,0,1,0,3,0,2,3,2,18.9
greendr01,Draymond Green,GOLDEN STATE WARRIORS,AWAY,BROOKLYN NETS,WIN,2179,4,9,0,3,0,0,1,3,13,5,0,1,1,17.6
harrito02,Tobias Harris,LOS ANGELES CLIPPERS,HOME,WASHINGTON WIZARDS,WIN,1776,9,14,2,4,2,3,3,8,0,0,0,2,1,17.5
leverca01,Caris LeVert,BROOKLYN NETS,HOME,GOLDEN STATE WARRIORS,LOSS,1810,9,18,4,7,1,1,0,3,7,0,0,3,2,16.0
matthwe02,Wesley Matthews,DALLAS MAVERICKS,HOME,UTAH JAZZ,LOSS,2151,5,17,2,4,10,12,2,5,1,1,0,0,1,15.5
okoboel01,Elie Okobo,PHOENIX SUNS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1833,5,9,3,6,5,6,2,3,7,0,0,3,5,15.5
marjabo01,Boban Marjanovic,LOS ANGELES CLIPPERS,HOME,WASHINGTON WIZARDS,WIN,710,6,7,0,1,1,1,2,7,1,1,2,1,3,14.9
walljo01,John Wall,WASHINGTON WIZARDS,AWAY,LOS ANGELES CLIPPERS,LOSS,1657,8,20,0,2,2,3,1,2,5,4,0,1,0,14.6
willilo02,Lou Williams,LOS ANGELES CLIPPERS,HOME,WASHINGTON WIZARDS,WIN,944,7,13,2,4,1,1,0,0,6,1,0,1,1,14.5
allenja01,Jarrett Allen,BROOKLYN NETS,HOME,GOLDEN STATE WARRIORS,LOSS,1731,5,6,0,0,1,2,0,3,4,1,2,1,0,13.5
gilgesh01,Shai Gilgeous-Alexander,LOS ANGELES CLIPPERS,HOME,WASHINGTON WIZARDS,WIN,1702,4,8,1,1,1,2,2,6,7,2,0,1,4,13.1
greenje02,Jeff Green,WASHINGTON WIZARDS,AWAY,LOS ANGELES CLIPPERS,LOSS,1288,3,6,0,1,6,6,5,3,2,0,0,1,2,13.0
warretj01,T.J. Warren,PHOENIX SUNS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1298,8,17,2,5,0,0,3,5,0,0,1,0,2,12.8
pattepa01,Patrick Patterson,OKLAHOMA CITY THUNDER,HOME,PHOENIX SUNS,WIN,1784,6,10,2,5,3,4,1,3,0,0,0,0,3,12.4
harremo01,Montrezl Harrell,LOS ANGELES CLIPPERS,HOME,WASHINGTON WIZARDS,WIN,989,6,7,0,0,1,4,1,5,1,0,2,2,2,10.8
anderry01,Ryan Anderson,PHOENIX SUNS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1856,4,10,1,4,6,6,2,3,0,1,0,2,1,10.5
bradlav01,Avery Bradley,LOS ANGELES CLIPPERS,HOME,WASHINGTON WIZARDS,WIN,1390,6,12,3,6,0,0,1,0,5,0,1,2,4,10.3
thompkl01,Klay Thompson,GOLDEN STATE WARRIORS,AWAY,BROOKLYN NETS,WIN,2135,8,17,1,5,1,2,2,3,0,1,1,1,4,10.3
bealbr01,Bradley Beal,WASHINGTON WIZARDS,AWAY,LOS ANGELES CLIPPERS,LOSS,1737,8,16,1,6,3,5,1,6,0,0,1,3,3,10.2
crowdja01,Jae Crowder,UTAH JAZZ,AWAY,DALLAS MAVERICKS,WIN,2070,7,13,1,5,0,0,0,6,1,1,0,0,5,10.2
niangge01,Georges Niang,UTAH JAZZ,AWAY,DALLAS MAVERICKS,WIN,809,4,5,2,3,3,3,0,1,0,0,0,0,3,10.2
scottmi01,Mike Scott,LOS ANGELES CLIPPERS,HOME,WASHINGTON WIZARDS,WIN,1143,4,5,3,3,0,0,0,3,2,0,0,0,3,10.2
