slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
davisan02,Anthony Davis,NEW ORLEANS PELICANS,AWAY,PHOENIX SUNS,LOSS,2441,14,18,0,0,4,4,2,7,2,3,1,1,1,32.2
dragigo01,Goran Dragic,PHOENIX SUNS,HOME,NEW ORLEANS PELICANS,WIN,2503,14,21,3,7,9,11,2,1,5,0,0,3,3,31.1
duranke01,Kevin Durant,OKLAHOMA CITY THUNDER,HOME,MEMPHIS GRIZZLIES,WIN,2553,12,24,3,8,10,10,0,6,5,2,1,5,1,27.6
farmajo01,Jordan Farmar,LOS ANGELES LAKERS,HOME,SACRAMENTO KINGS,WIN,1728,9,14,8,10,4,5,0,0,7,1,0,1,2,27.5
gayru01,Rudy Gay,SACRAMENTO KINGS,AWAY,LOS ANGELES LAKERS,LOSS,2438,11,22,1,4,9,9,3,4,5,2,1,2,3,27.3
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,NEW YORK KNICKS,WIN,1818,9,19,5,11,4,4,2,9,11,0,1,4,2,25.0
willide02,Derrick Williams,SACRAMENTO KINGS,AWAY,LOS ANGELES LAKERS,LOSS,2371,10,20,0,2,6,10,4,8,2,2,0,0,0,23.0
westbru01,Russell Westbrook,OKLAHOMA CITY THUNDER,HOME,MEMPHIS GRIZZLIES,WIN,1767,7,12,1,2,6,7,0,2,6,3,0,1,1,21.4
haywago01,Gordon Hayward,UTAH JAZZ,AWAY,CLEVELAND CAVALIERS,LOSS,2145,6,13,4,7,2,3,2,5,7,2,2,1,0,21.1
meeksjo01,Jodie Meeks,LOS ANGELES LAKERS,HOME,SACRAMENTO KINGS,WIN,1984,8,8,3,3,3,4,0,0,4,0,0,1,0,21.0
thomais02,Isaiah Thomas,SACRAMENTO KINGS,AWAY,LOS ANGELES LAKERS,LOSS,1935,10,16,2,2,4,5,0,1,8,1,2,5,2,20.9
gordoer01,Eric Gordon,NEW ORLEANS PELICANS,AWAY,PHOENIX SUNS,LOSS,2287,7,10,3,4,4,4,0,2,5,2,0,2,2,20.1
thomptr01,Tristan Thompson,CLEVELAND CAVALIERS,HOME,UTAH JAZZ,WIN,1955,9,13,0,0,0,0,6,8,2,0,0,1,0,19.5
irvinky01,Kyrie Irving,CLEVELAND CAVALIERS,HOME,UTAH JAZZ,WIN,2312,7,16,1,3,6,6,0,10,12,0,1,5,1,19.3
thompkl01,Klay Thompson,GOLDEN STATE WARRIORS,AWAY,NEW YORK KNICKS,WIN,1743,9,17,5,10,2,3,0,3,1,1,0,0,1,18.5
millemi01,Mike Miller,MEMPHIS GRIZZLIES,AWAY,OKLAHOMA CITY THUNDER,LOSS,1177,7,9,4,5,1,2,1,1,2,1,0,0,1,18.1
duncati01,Tim Duncan,SAN ANTONIO SPURS,HOME,CHARLOTTE BOBCATS,WIN,1984,6,12,0,0,5,5,2,14,6,1,1,4,2,17.7
brookma01,MarShon Brooks,LOS ANGELES LAKERS,HOME,SACRAMENTO KINGS,WIN,1545,9,13,3,3,2,3,0,2,4,1,0,3,3,17.3
hardati02,Tim Hardaway,NEW YORK KNICKS,HOME,GOLDEN STATE WARRIORS,LOSS,2429,6,11,4,7,6,6,0,2,0,2,0,1,3,17.1
dunlemi02,Mike Dunleavy,CHICAGO BULLS,AWAY,DALLAS MAVERICKS,WIN,2493,5,10,4,7,2,2,1,7,4,2,0,1,2,16.8
butleji01,Jimmy Butler,CHICAGO BULLS,AWAY,DALLAS MAVERICKS,WIN,2658,6,13,1,4,6,11,1,6,3,1,1,0,0,16.6
morrima02,Markieff Morris,PHOENIX SUNS,HOME,NEW ORLEANS PELICANS,WIN,1890,7,12,0,0,4,7,2,2,4,0,2,0,2,16.6
thompja02,Jason Thompson,SACRAMENTO KINGS,AWAY,LOS ANGELES LAKERS,LOSS,1744,8,12,0,0,1,2,4,7,2,1,0,1,4,16.1
gibsota01,Taj Gibson,CHICAGO BULLS,AWAY,DALLAS MAVERICKS,WIN,1887,7,15,0,0,6,7,5,10,1,1,0,4,1,15.7
morrima03,Marcus Morris,PHOENIX SUNS,HOME,NEW ORLEANS PELICANS,WIN,1515,4,8,2,4,5,6,2,5,1,1,2,1,2,14.8
gasolpa01,Pau Gasol,LOS ANGELES LAKERS,HOME,SACRAMENTO KINGS,WIN,2337,10,17,0,0,2,4,0,5,6,0,2,5,2,14.6
johnswe01,Wesley Johnson,LOS ANGELES LAKERS,HOME,SACRAMENTO KINGS,WIN,2189,5,10,2,4,0,0,1,11,3,1,3,0,4,14.6
anthoca01,Carmelo Anthony,NEW YORK KNICKS,HOME,GOLDEN STATE WARRIORS,LOSS,2249,7,26,1,6,8,8,7,9,2,1,0,2,3,14.4
ellismo01,Monta Ellis,DALLAS MAVERICKS,HOME,CHICAGO BULLS,LOSS,2342,7,19,2,6,4,8,0,4,5,3,1,1,3,14.1
ibakase01,Serge Ibaka,OKLAHOMA CITY THUNDER,HOME,MEMPHIS GRIZZLIES,WIN,1732,7,11,0,0,2,2,5,4,1,0,3,3,4,14.0
gasolma01,Marc Gasol,MEMPHIS GRIZZLIES,AWAY,OKLAHOMA CITY THUNDER,LOSS,1995,7,10,0,0,3,5,0,3,3,1,1,2,2,13.9
