slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
jamesle01,LeBron James,CLEVELAND CAVALIERS,HOME,DETROIT PISTONS,WIN,2512,16,27,3,7,5,6,2,11,6,3,2,4,1,36.0
smithjo03,Josh Smith,ATLANTA HAWKS,HOME,GOLDEN STATE WARRIORS,WIN,2702,10,15,0,0,9,14,2,7,5,3,3,2,6,28.2
horfoal01,Al Horford,ATLANTA HAWKS,HOME,GOLDEN STATE WARRIORS,WIN,2256,10,15,0,0,7,9,7,8,1,0,0,0,2,26.9
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,ATLANTA HAWKS,LOSS,2880,11,19,5,9,4,4,1,4,11,2,0,7,1,26.3
duranke01,Kevin Durant,OKLAHOMA CITY THUNDER,AWAY,LOS ANGELES CLIPPERS,WIN,2296,10,22,0,2,12,14,1,8,2,2,2,1,1,26.3
anthoca01,Carmelo Anthony,DENVER NUGGETS,HOME,INDIANA PACERS,WIN,2063,12,20,1,3,9,10,2,4,4,0,1,3,4,25.9
westda01,David West,NEW ORLEANS HORNETS,AWAY,SAN ANTONIO SPURS,LOSS,2531,11,19,0,0,0,0,3,6,7,4,2,1,2,25.5
nowitdi01,Dirk Nowitzki,DALLAS MAVERICKS,HOME,SACRAMENTO KINGS,WIN,2496,12,26,0,0,7,7,2,10,3,0,3,1,2,24.4
grangda01,Danny Granger,INDIANA PACERS,AWAY,DENVER NUGGETS,LOSS,2106,10,21,4,8,8,8,2,2,1,2,2,2,3,24.2
garneke01,Kevin Garnett,BOSTON CELTICS,AWAY,PHILADELPHIA 76ERS,WIN,1943,8,11,0,0,6,6,2,6,4,3,0,3,2,22.7
bibbymi01,Mike Bibby,ATLANTA HAWKS,HOME,GOLDEN STATE WARRIORS,WIN,1953,8,10,7,9,0,0,0,2,5,1,0,0,5,22.3
collida01,Darren Collison,NEW ORLEANS HORNETS,AWAY,SAN ANTONIO SPURS,LOSS,2629,14,19,2,3,2,2,0,2,2,0,0,4,2,21.5
leeda02,David Lee,NEW YORK KNICKS,AWAY,TORONTO RAPTORS,LOSS,2306,9,15,0,0,5,6,3,15,0,1,2,3,2,20.9
bogutan01,Andrew Bogut,MILWAUKEE BUCKS,AWAY,WASHINGTON WIZARDS,WIN,1826,8,14,0,0,3,4,3,7,4,1,5,2,3,20.3
princta01,Tayshaun Prince,DETROIT PISTONS,AWAY,CLEVELAND CAVALIERS,LOSS,2385,10,17,1,3,2,2,0,2,5,1,0,0,1,19.8
watsocj01,C.J. Watson,GOLDEN STATE WARRIORS,AWAY,ATLANTA HAWKS,LOSS,2037,5,9,0,1,10,11,2,2,6,0,0,1,3,19.3
weemsso01,Sonny Weems,TORONTO RAPTORS,HOME,NEW YORK KNICKS,WIN,1708,9,16,0,0,2,2,2,7,2,1,1,0,0,19.0
kiddja01,Jason Kidd,DALLAS MAVERICKS,HOME,SACRAMENTO KINGS,WIN,2081,5,9,3,5,4,4,0,5,12,1,0,4,4,18.0
jacksst02,Stephen Jackson,CHARLOTTE BOBCATS,HOME,LOS ANGELES LAKERS,WIN,2128,7,14,1,3,6,9,0,2,4,4,2,2,5,17.6
hardeja01,James Harden,OKLAHOMA CITY THUNDER,AWAY,LOS ANGELES CLIPPERS,WIN,1696,5,11,3,6,4,4,0,3,4,1,2,0,0,17.4
tollian01,Anthony Tolliver,GOLDEN STATE WARRIORS,AWAY,ATLANTA HAWKS,LOSS,2614,7,16,4,8,2,2,2,5,5,0,1,0,4,17.1
varejan01,Anderson Varejao,CLEVELAND CAVALIERS,HOME,DETROIT PISTONS,WIN,2339,8,10,0,0,0,1,5,5,3,0,0,1,2,17.1
udrihbe01,Beno Udrih,SACRAMENTO KINGS,AWAY,DALLAS MAVERICKS,LOSS,2290,7,13,4,6,2,2,1,2,6,1,0,2,3,17.0
smithjr01,J.R. Smith,DENVER NUGGETS,HOME,INDIANA PACERS,WIN,1943,6,15,3,10,5,5,0,4,8,1,0,2,2,16.9
beaubro01,Rodrigue Beaubois,DALLAS MAVERICKS,HOME,SACRAMENTO KINGS,WIN,1469,9,14,3,6,1,1,0,2,1,1,0,1,1,16.7
rondora01,Rajon Rondo,BOSTON CELTICS,AWAY,PHILADELPHIA 76ERS,WIN,2447,6,12,0,2,4,6,1,5,11,2,0,4,1,16.7
mariosh01,Shawn Marion,DALLAS MAVERICKS,HOME,SACRAMENTO KINGS,WIN,1813,5,7,0,0,2,2,2,5,3,3,1,0,4,16.2
westbru01,Russell Westbrook,OKLAHOMA CITY THUNDER,AWAY,LOS ANGELES CLIPPERS,WIN,2171,5,11,0,0,5,7,2,4,9,7,0,7,3,16.2
landrca01,Carl Landry,SACRAMENTO KINGS,AWAY,DALLAS MAVERICKS,LOSS,2205,7,12,0,0,7,7,3,5,1,0,0,3,2,15.9
delfica01,Carlos Delfino,MILWAUKEE BUCKS,AWAY,WASHINGTON WIZARDS,WIN,2252,8,14,3,8,0,0,0,6,0,2,0,0,1,15.8
parketo01,Tony Parker,SAN ANTONIO SPURS,HOME,NEW ORLEANS HORNETS,WIN,1826,8,12,0,0,4,4,0,2,6,0,0,3,2,15.8
willilo02,Lou Williams,PHILADELPHIA 76ERS,HOME,BOSTON CELTICS,LOSS,2402,9,15,2,4,2,3,1,2,3,1,0,2,4,15.5
ginobma01,Manu Ginobili,SAN ANTONIO SPURS,HOME,NEW ORLEANS HORNETS,WIN,1849,6,11,2,4,2,2,1,4,5,1,0,1,2,15.3
smithcr01,Craig Smith,LOS ANGELES CLIPPERS,HOME,OKLAHOMA CITY THUNDER,LOSS,1296,7,11,0,1,5,7,6,1,1,0,1,2,5,15.2
boganke01,Keith Bogans,SAN ANTONIO SPURS,HOME,NEW ORLEANS HORNETS,WIN,1701,5,7,4,6,1,2,0,0,2,1,2,0,1,15.1
barnema02,Matt Barnes,ORLANDO MAGIC,AWAY,NEW JERSEY NETS,WIN,1440,6,10,2,4,2,4,1,4,1,3,0,0,3,15.0
hilarne01,Nene Hilario,DENVER NUGGETS,HOME,INDIANA PACERS,WIN,1737,5,6,0,0,3,3,2,4,5,0,1,1,4,15.0
howardw01,Dwight Howard,ORLANDO MAGIC,AWAY,NEW JERSEY NETS,WIN,2399,5,9,0,0,1,4,5,11,4,3,4,5,3,14.7
wallage01,Gerald Wallace,CHARLOTTE BOBCATS,HOME,LOS ANGELES LAKERS,WIN,2613,4,12,3,4,6,8,3,7,4,2,0,3,2,14.6
willima02,Marvin Williams,ATLANTA HAWKS,HOME,GOLDEN STATE WARRIORS,WIN,2171,4,10,0,1,4,4,9,5,1,2,0,2,2,14.3
nelsoja01,Jameer Nelson,ORLANDO MAGIC,AWAY,NEW JERSEY NETS,WIN,1714,4,9,3,5,4,4,0,2,8,0,0,2,1,14.1
caldejo01,Jose Calderon,TORONTO RAPTORS,HOME,NEW YORK KNICKS,WIN,1672,8,13,0,1,0,0,0,3,6,0,0,1,1,13.8
salmojo01,John Salmons,MILWAUKEE BUCKS,AWAY,WASHINGTON WIZARDS,WIN,1968,5,13,1,4,6,7,0,5,5,1,0,1,2,13.7
bryanko01,Kobe Bryant,LOS ANGELES LAKERS,AWAY,CHARLOTTE BOBCATS,LOSS,2515,9,21,0,4,8,9,2,3,2,0,0,3,4,13.6
maggeco01,Corey Maggette,GOLDEN STATE WARRIORS,AWAY,ATLANTA HAWKS,LOSS,1369,6,12,0,0,6,8,3,4,1,0,0,0,4,13.6
chandwi01,Wilson Chandler,NEW YORK KNICKS,AWAY,TORONTO RAPTORS,LOSS,2309,8,15,0,1,2,2,1,1,1,1,0,0,0,13.4
westde01,Delonte West,CLEVELAND CAVALIERS,HOME,DETROIT PISTONS,WIN,1729,4,7,0,1,4,6,1,3,7,0,0,0,3,13.2
bynuman01,Andrew Bynum,LOS ANGELES LAKERS,AWAY,CHARLOTTE BOBCATS,LOSS,1460,3,9,0,0,8,11,7,3,0,3,1,3,3,13.0
murphtr01,Troy Murphy,INDIANA PACERS,AWAY,DENVER NUGGETS,LOSS,1955,3,7,1,3,7,10,1,8,3,0,0,1,1,12.9
anderch01,Chris Andersen,DENVER NUGGETS,HOME,INDIANA PACERS,WIN,1613,3,5,0,0,7,10,1,9,0,1,3,2,3,12.8
cartean01,Anthony Carter,DENVER NUGGETS,HOME,INDIANA PACERS,WIN,1480,6,9,0,2,0,0,0,3,7,2,0,2,3,12.7
ridnolu01,Luke Ridnour,MILWAUKEE BUCKS,AWAY,WASHINGTON WIZARDS,WIN,988,5,7,0,0,3,3,0,1,3,1,0,0,2,12.7
kamanch01,Chris Kaman,LOS ANGELES CLIPPERS,HOME,OKLAHOMA CITY THUNDER,LOSS,2037,8,17,0,0,3,6,3,12,2,0,0,2,4,12.6
mcrobjo01,Josh McRoberts,INDIANA PACERS,AWAY,DENVER NUGGETS,LOSS,1371,5,6,0,0,0,0,1,3,4,2,0,0,4,12.6
lopezbr01,Brook Lopez,NEW JERSEY NETS,HOME,ORLANDO MAGIC,LOSS,2323,7,15,0,0,4,4,4,4,1,1,1,3,3,12.5
mcgeeja01,JaVale McGee,WASHINGTON WIZARDS,HOME,MILWAUKEE BUCKS,LOSS,1830,5,11,0,0,3,5,5,6,0,0,4,1,3,12.4
jamisan01,Antawn Jamison,CLEVELAND CAVALIERS,HOME,DETROIT PISTONS,WIN,2183,7,13,2,4,1,5,1,3,1,3,1,2,2,12.3
