slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
stoudam01,Amar'e Stoudemire,NEW YORK KNICKS,AWAY,DALLAS MAVERICKS,LOSS,2304,12,27,0,0,12,13,3,4,1,1,1,3,2,23.4
mariosh01,Shawn Marion,DALLAS MAVERICKS,HOME,NEW YORK KNICKS,WIN,1807,10,15,0,0,2,2,6,2,2,2,0,0,2,22.9
fieldla01,Landry Fields,NEW YORK KNICKS,AWAY,DALLAS MAVERICKS,LOSS,1863,6,9,1,3,6,6,2,4,1,4,0,1,0,21.4
lawsoty01,Ty Lawson,DENVER NUGGETS,AWAY,PHOENIX SUNS,WIN,2142,8,13,2,5,2,3,1,3,11,4,0,4,4,21.4
hilarne01,Nene Hilario,DENVER NUGGETS,AWAY,PHOENIX SUNS,WIN,1560,9,12,0,1,4,7,2,5,1,3,0,1,1,21.2
gortama01,Marcin Gortat,PHOENIX SUNS,HOME,DENVER NUGGETS,LOSS,1769,5,10,0,0,4,4,4,14,4,3,2,1,4,20.6
jamesle01,LeBron James,MIAMI HEAT,HOME,LOS ANGELES LAKERS,WIN,2536,7,17,0,3,5,7,1,7,9,1,0,1,1,17.8
douglto01,Toney Douglas,NEW YORK KNICKS,AWAY,DALLAS MAVERICKS,LOSS,2255,6,12,2,6,4,4,0,3,8,0,0,0,2,17.7
terryja01,Jason Terry,DALLAS MAVERICKS,HOME,NEW YORK KNICKS,WIN,1637,9,15,3,4,0,0,1,1,2,1,0,1,0,16.5
bynuman01,Andrew Bynum,LOS ANGELES LAKERS,AWAY,MIAMI HEAT,LOSS,2209,4,5,0,0,5,6,3,9,2,2,1,2,4,16.0
nowitdi01,Dirk Nowitzki,DALLAS MAVERICKS,HOME,NEW YORK KNICKS,WIN,2091,7,19,1,2,8,8,0,9,2,0,0,1,1,15.2
gasolpa01,Pau Gasol,LOS ANGELES LAKERS,AWAY,MIAMI HEAT,LOSS,2382,8,16,0,1,4,5,2,3,1,1,1,1,1,14.9
boshch01,Chris Bosh,MIAMI HEAT,HOME,LOS ANGELES LAKERS,WIN,2252,10,17,0,0,4,6,4,5,0,0,0,4,3,14.4
wadedw01,Dwyane Wade,MIAMI HEAT,HOME,LOS ANGELES LAKERS,WIN,2368,9,23,1,4,1,1,3,2,5,4,1,4,1,14.0
anthoca01,Carmelo Anthony,NEW YORK KNICKS,AWAY,DALLAS MAVERICKS,LOSS,2162,5,15,1,3,7,7,2,8,5,0,1,2,4,13.9
