slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
paulch01,Chris Paul,LOS ANGELES CLIPPERS,AWAY,MINNESOTA TIMBERWOLVES,WIN,2203,12,20,2,4,0,0,0,4,14,3,0,1,1,29.4
derozde01,DeMar DeRozan,TORONTO RAPTORS,AWAY,PHILADELPHIA 76ERS,WIN,2294,12,24,1,3,10,10,0,9,5,2,0,2,1,28.8
rubiori01,Ricky Rubio,MINNESOTA TIMBERWOLVES,HOME,LOS ANGELES CLIPPERS,LOSS,2385,5,11,1,4,7,9,1,11,11,1,0,2,1,21.8
johnsty01,Tyler Johnson,MIAMI HEAT,HOME,PHOENIX SUNS,WIN,1550,10,13,3,3,3,3,1,0,1,4,0,3,4,21.7
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,BROOKLYN NETS,LOSS,1756,8,16,6,12,4,4,0,2,7,1,0,4,4,18.9
smithis01,Ish Smith,PHILADELPHIA 76ERS,HOME,TORONTO RAPTORS,LOSS,1649,8,13,1,2,2,3,0,5,9,0,0,2,1,18.1
willilo02,Lou Williams,TORONTO RAPTORS,AWAY,PHILADELPHIA 76ERS,WIN,1790,6,15,2,9,7,7,0,3,5,1,0,0,1,17.9
dragigo01,Goran Dragic,MIAMI HEAT,HOME,PHOENIX SUNS,WIN,888,5,9,2,2,9,9,2,2,1,1,0,1,5,17.4
whiteha01,Hassan Whiteside,MIAMI HEAT,HOME,PHOENIX SUNS,WIN,1544,8,12,0,0,1,3,6,4,0,2,2,2,1,17.4
noelne01,Nerlens Noel,PHILADELPHIA 76ERS,HOME,TORONTO RAPTORS,LOSS,1935,7,7,0,0,3,4,0,7,3,2,1,3,3,17.2
gordoer01,Eric Gordon,NEW ORLEANS PELICANS,AWAY,DALLAS MAVERICKS,LOSS,2246,4,11,4,7,6,6,1,4,4,1,1,1,3,16.1
bledser01,Eric Bledsoe,PHOENIX SUNS,AWAY,MIAMI HEAT,LOSS,2028,6,10,1,3,7,11,0,4,3,1,0,1,3,15.9
tuckepj01,P.J. Tucker,PHOENIX SUNS,AWAY,MIAMI HEAT,LOSS,2466,8,13,1,6,3,4,5,9,3,0,0,5,4,15.4
coleno01,Norris Cole,NEW ORLEANS PELICANS,AWAY,DALLAS MAVERICKS,LOSS,2168,8,12,2,4,1,2,0,1,3,0,1,1,1,15.1
jefferi01,Richard Jefferson,DALLAS MAVERICKS,HOME,NEW ORLEANS PELICANS,WIN,2011,5,6,2,2,4,4,1,4,0,0,1,1,1,15.0
stoudam01,Amar'e Stoudemire,DALLAS MAVERICKS,HOME,NEW ORLEANS PELICANS,WIN,1365,6,9,0,0,2,2,2,2,2,2,0,0,2,14.7
lopezbr01,Brook Lopez,BROOKLYN NETS,HOME,GOLDEN STATE WARRIORS,WIN,1548,11,22,0,0,4,5,4,2,0,0,1,3,3,14.5
pattepa01,Patrick Patterson,TORONTO RAPTORS,AWAY,PHILADELPHIA 76ERS,WIN,1771,6,10,2,4,1,1,2,2,3,0,1,0,2,14.4
youngth01,Thaddeus Young,BROOKLYN NETS,HOME,GOLDEN STATE WARRIORS,WIN,1482,5,9,2,3,2,2,1,3,4,2,0,1,2,14.3
anderal01,Alan Anderson,BROOKLYN NETS,HOME,GOLDEN STATE WARRIORS,WIN,1728,7,10,2,5,0,0,0,3,0,1,0,0,0,13.7
ajincal01,Alexis Ajinca,NEW ORLEANS PELICANS,AWAY,DALLAS MAVERICKS,LOSS,1506,6,9,0,0,1,2,5,7,1,1,1,2,3,13.5
bogutan01,Andrew Bogut,GOLDEN STATE WARRIORS,AWAY,BROOKLYN NETS,LOSS,1506,8,10,0,0,0,0,4,4,0,0,3,3,5,13.3
evansty01,Tyreke Evans,NEW ORLEANS PELICANS,AWAY,DALLAS MAVERICKS,LOSS,2089,6,14,1,5,4,4,0,3,7,1,0,2,3,13.2
iguodan01,Andre Iguodala,GOLDEN STATE WARRIORS,AWAY,BROOKLYN NETS,LOSS,1788,5,8,2,3,0,0,1,3,3,2,0,1,0,13.1
nealga01,Gary Neal,MINNESOTA TIMBERWOLVES,HOME,LOS ANGELES CLIPPERS,LOSS,2440,6,17,2,7,5,6,0,9,4,1,0,1,4,13.0
ellismo01,Monta Ellis,DALLAS MAVERICKS,HOME,NEW ORLEANS PELICANS,WIN,2001,8,19,0,3,4,4,2,4,2,0,1,1,2,12.8
ezelife01,Festus Ezeli,GOLDEN STATE WARRIORS,AWAY,BROOKLYN NETS,LOSS,911,4,6,0,0,6,7,3,5,0,0,1,2,2,12.5
willide01,Deron Williams,BROOKLYN NETS,HOME,GOLDEN STATE WARRIORS,WIN,2061,8,19,4,7,2,2,0,4,4,1,0,4,1,12.5
rondora01,Rajon Rondo,DALLAS MAVERICKS,HOME,NEW ORLEANS PELICANS,WIN,1917,9,15,1,1,0,0,1,4,2,0,0,3,0,12.4
wiggian01,Andrew Wiggins,MINNESOTA TIMBERWOLVES,HOME,LOS ANGELES CLIPPERS,LOSS,2511,5,16,0,0,8,10,1,2,4,2,1,2,1,12.4
vasqugr01,Greivis Vasquez,TORONTO RAPTORS,AWAY,PHILADELPHIA 76ERS,WIN,1676,5,8,2,4,0,0,0,1,5,1,0,1,1,11.8
harride01,Devin Harris,DALLAS MAVERICKS,HOME,NEW ORLEANS PELICANS,WIN,1120,3,6,0,1,8,9,0,0,2,0,0,0,1,11.6
