slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
westbru01,Russell Westbrook,OKLAHOMA CITY THUNDER,HOME,GOLDEN STATE WARRIORS,WIN,2173,12,22,2,2,4,5,1,1,7,5,0,1,0,28.9
duranke01,Kevin Durant,OKLAHOMA CITY THUNDER,HOME,GOLDEN STATE WARRIORS,WIN,2329,8,16,3,5,6,7,0,13,10,2,0,2,0,27.5
howardw01,Dwight Howard,LOS ANGELES LAKERS,HOME,HOUSTON ROCKETS,WIN,2334,11,18,0,0,6,12,2,11,1,1,3,1,1,24.5
bryanko01,Kobe Bryant,LOS ANGELES LAKERS,HOME,HOUSTON ROCKETS,WIN,2112,9,18,1,3,3,5,1,10,11,3,0,3,4,22.0
turneev01,Evan Turner,PHILADELPHIA 76ERS,HOME,CLEVELAND CAVALIERS,WIN,2377,8,12,1,2,2,2,0,6,9,1,1,2,1,21.2
couside01,DeMarcus Cousins,SACRAMENTO KINGS,HOME,BROOKLYN NETS,LOSS,2064,12,21,1,1,4,6,2,5,3,2,1,4,3,20.8
parsoch01,Chandler Parsons,HOUSTON ROCKETS,AWAY,LOS ANGELES LAKERS,LOSS,1758,8,10,4,5,4,5,0,1,3,1,0,1,4,20.6
blatcan01,Andray Blatche,BROOKLYN NETS,AWAY,SACRAMENTO KINGS,WIN,1168,11,12,0,0,0,1,2,0,1,0,0,0,0,19.7
monrogr01,Greg Monroe,DETROIT PISTONS,HOME,BOSTON CELTICS,WIN,1894,8,11,0,0,4,5,1,12,3,2,0,3,2,19.7
noahjo01,Joakim Noah,CHICAGO BULLS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2458,8,12,0,0,0,0,3,12,8,1,1,3,3,19.6
anthoca01,Carmelo Anthony,NEW YORK KNICKS,HOME,INDIANA PACERS,WIN,1854,9,22,1,4,7,8,4,5,0,2,0,0,4,18.5
matthwe02,Wesley Matthews,PORTLAND TRAIL BLAZERS,HOME,CHICAGO BULLS,WIN,2284,9,15,2,5,1,1,1,2,2,2,1,2,0,17.5
varejan01,Anderson Varejao,CLEVELAND CAVALIERS,AWAY,PHILADELPHIA 76ERS,LOSS,2239,5,12,0,0,4,4,5,10,3,1,0,0,1,16.8
caldejo01,Jose Calderon,TORONTO RAPTORS,HOME,ORLANDO MAGIC,WIN,2563,3,8,2,5,1,1,0,2,18,1,1,2,2,16.7
evansty01,Tyreke Evans,SACRAMENTO KINGS,HOME,BROOKLYN NETS,LOSS,1894,8,14,1,2,4,6,1,6,2,1,2,2,3,16.7
leeda02,David Lee,GOLDEN STATE WARRIORS,AWAY,OKLAHOMA CITY THUNDER,LOSS,2090,8,16,0,0,3,3,2,8,5,2,0,2,4,16.7
martike02,Kevin Martin,OKLAHOMA CITY THUNDER,HOME,GOLDEN STATE WARRIORS,WIN,1885,8,15,5,7,2,2,0,2,5,0,0,2,3,16.6
johnsam01,Amir Johnson,TORONTO RAPTORS,HOME,ORLANDO MAGIC,WIN,1518,5,6,1,1,4,5,1,4,1,2,0,1,1,15.6
robinna01,Nate Robinson,CHICAGO BULLS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1146,5,10,3,6,5,6,0,1,4,1,0,1,1,15.3
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,OKLAHOMA CITY THUNDER,LOSS,2001,9,17,4,8,0,0,1,1,6,0,0,3,2,15.1
gasolpa01,Pau Gasol,LOS ANGELES LAKERS,HOME,HOUSTON ROCKETS,WIN,2169,7,13,0,0,3,4,3,2,3,1,0,1,0,15.1
willide01,Deron Williams,BROOKLYN NETS,AWAY,SACRAMENTO KINGS,WIN,1971,4,12,1,5,5,5,0,5,10,2,0,2,2,14.9
geeal01,Alonzo Gee,CLEVELAND CAVALIERS,AWAY,PHILADELPHIA 76ERS,LOSS,2239,6,11,0,3,5,5,1,3,2,2,1,2,2,14.6
thomptr01,Tristan Thompson,CLEVELAND CAVALIERS,AWAY,PHILADELPHIA 76ERS,LOSS,1847,6,14,0,0,2,3,8,5,2,0,1,0,2,14.6
stuckro01,Rodney Stuckey,DETROIT PISTONS,HOME,BOSTON CELTICS,WIN,1836,4,10,0,2,6,6,2,3,5,0,0,0,0,14.4
derozde01,DeMar DeRozan,TORONTO RAPTORS,HOME,ORLANDO MAGIC,WIN,2287,8,16,1,2,3,5,2,7,2,0,0,1,2,14.3
landrca01,Carl Landry,GOLDEN STATE WARRIORS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1733,3,4,0,0,8,8,1,2,1,0,1,1,2,13.3
jackja01,Jarrett Jack,GOLDEN STATE WARRIORS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1298,6,8,0,1,0,0,0,3,5,0,0,0,0,13.2
