slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
aldrila01,LaMarcus Aldridge,PORTLAND TRAIL BLAZERS,HOME,DENVER NUGGETS,WIN,2076,13,20,1,2,5,6,0,11,2,0,0,2,1,25.1
butleji01,Jimmy Butler,CHICAGO BULLS,HOME,NEW YORK KNICKS,WIN,1538,5,9,0,0,8,8,1,2,4,5,1,0,0,23.5
goberru01,Rudy Gobert,UTAH JAZZ,HOME,OKLAHOMA CITY THUNDER,WIN,2460,3,6,0,0,7,10,7,8,1,3,4,0,5,20.6
hendege02,Gerald Henderson,CHARLOTTE HORNETS,HOME,ATLANTA HAWKS,WIN,1778,9,10,2,2,0,0,0,5,4,0,0,1,2,19.1
muscami01,Mike Muscala,ATLANTA HAWKS,AWAY,CHARLOTTE HORNETS,LOSS,2063,7,13,2,2,2,2,3,7,4,1,2,2,0,19.1
mirotni01,Nikola Mirotic,CHICAGO BULLS,HOME,NEW YORK KNICKS,WIN,1542,8,15,3,7,5,6,2,4,2,1,1,2,4,18.4
batumni01,Nicolas Batum,PORTLAND TRAIL BLAZERS,HOME,DENVER NUGGETS,WIN,2241,6,8,3,5,0,0,0,2,7,2,0,1,1,17.9
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,MILWAUKEE BUCKS,WIN,1824,8,13,6,9,3,3,0,4,6,1,0,6,4,17.9
schrode01,Dennis Schroder,ATLANTA HAWKS,AWAY,CHARLOTTE HORNETS,LOSS,1506,5,12,3,3,4,4,2,2,11,0,0,2,2,17.5
westbru01,Russell Westbrook,OKLAHOMA CITY THUNDER,AWAY,UTAH JAZZ,LOSS,2448,12,29,3,9,10,12,1,7,6,0,0,9,4,17.1
nelsoja01,Jameer Nelson,DENVER NUGGETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1503,9,18,4,8,0,0,1,1,5,1,0,1,2,16.7
thompkl01,Klay Thompson,GOLDEN STATE WARRIORS,AWAY,MILWAUKEE BUCKS,WIN,2044,8,17,3,8,2,2,1,4,4,2,1,2,3,16.5
willima02,Marvin Williams,CHARLOTTE HORNETS,HOME,ATLANTA HAWKS,WIN,2184,6,14,3,9,2,2,1,4,3,2,0,0,0,15.6
gasolpa01,Pau Gasol,CHICAGO BULLS,HOME,NEW YORK KNICKS,WIN,1653,8,15,0,1,3,5,2,10,4,0,0,3,0,15.1
afflaar01,Arron Afflalo,PORTLAND TRAIL BLAZERS,HOME,DENVER NUGGETS,WIN,1760,8,11,1,1,4,4,0,5,0,2,0,4,4,14.4
walkeke02,Kemba Walker,CHARLOTTE HORNETS,HOME,ATLANTA HAWKS,WIN,2047,7,19,1,4,6,7,1,4,6,0,0,1,2,14.4
burketr01,Trey Burke,UTAH JAZZ,HOME,OKLAHOMA CITY THUNDER,WIN,1982,8,23,1,8,5,7,1,5,4,4,0,2,3,14.1
hairspj02,P.J. Hairston,CHARLOTTE HORNETS,HOME,ATLANTA HAWKS,WIN,1175,4,4,2,2,2,2,0,2,0,2,0,0,0,13.4
bazemke01,Kent Bazemore,ATLANTA HAWKS,AWAY,CHARLOTTE HORNETS,LOSS,2009,7,14,3,7,3,4,0,5,2,1,0,2,3,13.3
jenkijo01,John Jenkins,ATLANTA HAWKS,AWAY,CHARLOTTE HORNETS,LOSS,2011,6,12,3,6,1,2,0,1,3,2,0,0,2,13.2
lopezro01,Robin Lopez,PORTLAND TRAIL BLAZERS,HOME,DENVER NUGGETS,WIN,1784,3,6,0,0,6,6,3,5,1,0,2,1,2,12.9
bartowi01,Will Barton,DENVER NUGGETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1494,6,8,0,1,0,0,0,7,3,1,1,1,3,12.5
chandwi01,Wilson Chandler,DENVER NUGGETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2359,5,12,1,5,2,2,0,8,5,2,0,1,3,12.3
brookaa01,Aaron Brooks,CHICAGO BULLS,HOME,NEW YORK KNICKS,WIN,1565,5,9,2,3,0,0,0,1,5,1,0,0,1,12.1
willima01,Mo Williams,CHARLOTTE HORNETS,HOME,ATLANTA HAWKS,WIN,1328,6,9,4,5,2,2,0,1,4,0,0,4,3,12.0
kanteen01,Enes Kanter,OKLAHOMA CITY THUNDER,AWAY,UTAH JAZZ,LOSS,2069,7,13,0,0,4,6,4,7,1,0,2,4,5,11.9
kamanch01,Chris Kaman,PORTLAND TRAIL BLAZERS,HOME,DENVER NUGGETS,WIN,1031,7,12,0,0,0,0,4,5,2,0,2,3,2,11.7
farieke01,Kenneth Faried,DENVER NUGGETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1539,3,10,0,0,8,9,6,4,0,1,0,1,4,11.6
aldrico01,Cole Aldrich,NEW YORK KNICKS,AWAY,CHICAGO BULLS,LOSS,1195,2,4,0,0,4,4,1,5,3,1,2,1,1,11.3
biyombi01,Bismack Biyombo,CHARLOTTE HORNETS,HOME,ATLANTA HAWKS,WIN,1842,3,6,0,0,3,3,2,9,1,0,3,1,2,11.1
foyera01,Randy Foye,DENVER NUGGETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1379,6,11,4,8,1,1,0,0,1,1,0,2,1,11.0
dudleja01,Jared Dudley,MILWAUKEE BUCKS,HOME,GOLDEN STATE WARRIORS,LOSS,1476,6,10,1,3,0,0,2,3,0,2,0,2,2,9.9
hicksjj01,J.J. Hickson,DENVER NUGGETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1586,4,9,0,0,1,2,4,4,2,3,0,2,1,9.9
haywago01,Gordon Hayward,UTAH JAZZ,HOME,OKLAHOMA CITY THUNDER,WIN,2308,4,16,0,6,9,12,1,4,5,2,2,4,3,9.8
mcadoja01,James Michael McAdoo,GOLDEN STATE WARRIORS,AWAY,MILWAUKEE BUCKS,WIN,1365,5,8,0,0,2,2,1,3,0,0,3,2,1,9.7
hensojo01,John Henson,MILWAUKEE BUCKS,HOME,GOLDEN STATE WARRIORS,LOSS,1207,3,9,0,0,2,4,7,3,0,1,4,1,3,9.5
dunlemi02,Mike Dunleavy,CHICAGO BULLS,HOME,NEW YORK KNICKS,WIN,1540,4,9,1,2,1,1,2,3,1,1,0,0,0,9.3
lawsoty01,Ty Lawson,DENVER NUGGETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2074,3,11,0,0,7,8,0,1,7,1,0,3,0,9.3
middlkh01,Khris Middleton,MILWAUKEE BUCKS,HOME,GOLDEN STATE WARRIORS,LOSS,1644,5,14,0,3,4,4,1,1,3,2,0,2,0,9.3
morroan01,Anthony Morrow,OKLAHOMA CITY THUNDER,AWAY,UTAH JAZZ,LOSS,1715,3,5,2,3,4,4,0,4,2,0,1,2,5,9.0
leeda02,David Lee,GOLDEN STATE WARRIORS,AWAY,MILWAUKEE BUCKS,WIN,1241,6,8,0,0,0,0,1,3,1,0,0,2,1,8.7
nurkiju01,Jusuf Nurkic,DENVER NUGGETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1154,5,5,0,0,0,0,0,1,0,1,0,0,3,8.6
speigma01,Marreese Speights,GOLDEN STATE WARRIORS,AWAY,MILWAUKEE BUCKS,WIN,1198,5,11,0,1,2,2,2,5,3,1,0,3,2,8.5
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,GOLDEN STATE WARRIORS,LOSS,1799,4,6,0,0,4,6,1,2,1,1,0,2,3,8.4
gibsota01,Taj Gibson,CHICAGO BULLS,HOME,NEW YORK KNICKS,WIN,1425,5,7,0,0,2,2,1,7,0,0,1,3,3,8.4
acyqu01,Quincy Acy,NEW YORK KNICKS,AWAY,CHICAGO BULLS,LOSS,749,3,7,0,2,3,3,1,2,1,1,0,0,0,8.3
mccolcj01,CJ McCollum,PORTLAND TRAIL BLAZERS,HOME,DENVER NUGGETS,WIN,1146,4,6,1,2,0,0,0,2,0,1,0,0,0,8.0
earlycl01,Cleanthony Early,NEW YORK KNICKS,AWAY,CHICAGO BULLS,LOSS,1082,3,6,1,3,2,2,1,0,3,2,0,1,5,7.8
pachuza01,Zaza Pachulia,MILWAUKEE BUCKS,HOME,GOLDEN STATE WARRIORS,LOSS,1370,5,11,0,0,2,2,1,2,1,0,1,1,1,7.6
mayooj01,O.J. Mayo,MILWAUKEE BUCKS,HOME,GOLDEN STATE WARRIORS,LOSS,1214,2,6,1,3,3,3,0,2,5,1,0,1,3,7.5
barneha02,Harrison Barnes,GOLDEN STATE WARRIORS,AWAY,MILWAUKEE BUCKS,WIN,1564,4,8,2,3,3,5,0,6,0,1,0,2,4,7.4
larkish01,Shane Larkin,NEW YORK KNICKS,AWAY,CHICAGO BULLS,LOSS,1879,2,8,0,2,2,2,0,2,8,0,0,0,0,7.4
booketr01,Trevor Booker,UTAH JAZZ,HOME,OKLAHOMA CITY THUNDER,WIN,1961,4,9,1,1,3,5,2,1,0,1,0,0,5,7.2
tayloje03,Jeffery Taylor,CHARLOTTE HORNETS,HOME,ATLANTA HAWKS,WIN,1623,3,6,0,3,3,4,0,2,2,0,0,0,1,7.2
bayleje01,Jerryd Bayless,MILWAUKEE BUCKS,HOME,GOLDEN STATE WARRIORS,LOSS,1611,2,8,0,1,3,3,1,5,5,2,0,2,2,7.1
blakest01,Steve Blake,PORTLAND TRAIL BLAZERS,HOME,DENVER NUGGETS,WIN,1080,2,5,2,4,0,0,0,1,5,2,0,2,0,7.1
brandel01,Elton Brand,ATLANTA HAWKS,AWAY,CHARLOTTE HORNETS,LOSS,1677,4,8,0,0,1,2,1,5,1,0,2,1,2,7.1
adamsst01,Steven Adams,OKLAHOMA CITY THUNDER,AWAY,UTAH JAZZ,LOSS,1384,2,6,0,0,1,5,5,9,2,1,1,1,4,6.7
ennisty01,Tyler Ennis,MILWAUKEE BUCKS,HOME,GOLDEN STATE WARRIORS,LOSS,1081,2,4,0,0,1,2,0,2,4,2,0,1,2,6.2
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,HOME,DENVER NUGGETS,WIN,1774,4,11,0,3,0,0,0,3,10,1,0,3,4,6.2
bargnan01,Andrea Bargnani,NEW YORK KNICKS,AWAY,CHICAGO BULLS,LOSS,1584,7,15,0,1,0,0,1,6,1,0,0,3,1,6.1
livinsh01,Shaun Livingston,GOLDEN STATE WARRIORS,AWAY,MILWAUKEE BUCKS,WIN,1474,2,5,0,0,0,0,0,2,8,0,0,1,1,6.1
ledori01,Ricky Ledo,NEW YORK KNICKS,AWAY,CHICAGO BULLS,LOSS,1720,4,10,1,4,2,4,1,2,1,2,0,2,2,6.0
gallola01,Langston Galloway,NEW YORK KNICKS,AWAY,CHICAGO BULLS,LOSS,2164,5,14,1,4,1,2,1,4,2,0,0,0,3,5.9
inglejo01,Joe Ingles,UTAH JAZZ,HOME,OKLAHOMA CITY THUNDER,WIN,903,3,4,0,1,0,0,1,0,2,1,0,1,2,5.7
