team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,290,39,96,5,23,15,20,17,36,19,6,6,20,27
BOSTON CELTICS,290,36,88,5,20,23,27,8,38,24,11,8,14,20
PHOENIX SUNS,240,34,77,4,17,23,28,8,30,22,7,6,17,15
DALLAS MAVERICKS,240,45,88,5,11,15,18,12,32,26,8,0,13,24
PORTLAND TRAIL BLAZERS,240,29,66,3,15,22,29,9,30,28,9,4,19,13
LOS ANGELES CLIPPERS,240,42,82,6,17,6,9,8,29,33,8,2,12,23
OKLAHOMA CITY THUNDER,240,36,81,4,16,20,26,10,29,24,9,6,9,26
LOS ANGELES LAKERS,240,41,74,7,17,16,29,6,37,29,6,3,13,20
NEW ORLEANS HORNETS,240,33,77,9,20,16,23,14,29,20,6,7,15,19
MEMPHIS GRIZZLIES,240,32,88,3,16,16,18,22,25,18,10,7,15,17
ATLANTA HAWKS,240,39,65,10,23,16,20,7,23,21,7,2,19,21
NEW YORK KNICKS,240,39,72,16,27,12,17,6,20,22,6,3,14,17
DETROIT PISTONS,240,40,79,11,23,13,18,7,30,25,8,7,12,14
ORLANDO MAGIC,240,40,90,10,23,12,16,18,33,26,9,2,15,21
