team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,47,85,12,31,6,8,5,30,34,8,1,12,19
CLEVELAND CAVALIERS,240,42,82,12,29,19,22,7,28,25,10,3,12,14
BOSTON CELTICS,240,33,86,13,38,14,19,9,26,17,11,1,10,20
NEW YORK KNICKS,240,36,79,8,14,22,26,11,38,13,8,3,17,20
TORONTO RAPTORS,240,35,85,12,35,32,35,19,26,18,14,6,21,19
PHILADELPHIA 76ERS,240,45,86,9,29,10,14,13,27,27,14,6,23,27
MEMPHIS GRIZZLIES,240,39,90,5,26,12,16,15,35,15,5,7,9,22
PHOENIX SUNS,240,33,81,10,26,21,27,12,32,21,4,1,10,17
SAN ANTONIO SPURS,240,34,78,10,21,11,16,5,33,14,7,3,14,21
UTAH JAZZ,240,34,74,12,26,20,24,5,36,18,7,4,12,18
