team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,290,40,99,5,16,20,26,18,36,21,5,4,11,21
BROOKLYN NETS,290,42,93,10,26,13,16,10,33,20,8,8,11,24
MILWAUKEE BUCKS,240,33,83,5,15,19,27,18,25,23,16,7,17,18
CLEVELAND CAVALIERS,240,32,81,9,18,13,14,15,31,21,11,4,24,22
MEMPHIS GRIZZLIES,240,39,94,7,19,9,10,16,21,27,9,8,16,28
DENVER NUGGETS,240,36,69,4,10,23,26,7,28,20,8,10,19,19
BOSTON CELTICS,240,34,85,8,20,13,17,9,32,22,15,5,12,16
HOUSTON ROCKETS,240,37,76,10,27,17,23,7,38,23,7,8,17,16
PHILADELPHIA 76ERS,240,35,81,3,12,12,16,9,27,20,5,4,12,20
INDIANA PACERS,240,35,77,8,14,17,27,14,34,19,4,10,16,21
MINNESOTA TIMBERWOLVES,240,47,88,7,17,12,17,14,26,29,9,3,12,12
NEW ORLEANS HORNETS,240,42,78,11,24,7,10,7,23,26,5,6,14,16
SACRAMENTO KINGS,240,34,75,7,19,28,31,7,22,18,11,5,14,19
OKLAHOMA CITY THUNDER,240,41,83,9,21,22,22,14,29,29,10,6,18,24
GOLDEN STATE WARRIORS,240,34,92,7,20,10,11,16,33,19,5,2,12,15
ORLANDO MAGIC,240,41,86,9,21,8,11,13,40,26,8,11,15,15
UTAH JAZZ,240,33,82,3,11,15,21,15,32,19,11,8,15,17
PHOENIX SUNS,240,38,83,6,13,17,22,12,31,23,9,9,12,16
DALLAS MAVERICKS,240,27,69,0,13,20,23,4,34,17,4,1,17,17
TORONTO RAPTORS,240,34,84,12,36,15,22,14,33,22,11,3,10,20
LOS ANGELES LAKERS,240,37,82,8,29,20,28,13,32,18,10,6,13,20
WASHINGTON WIZARDS,240,36,83,8,21,16,20,13,35,19,6,4,19,24
