team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,35,93,2,17,13,20,22,24,12,4,7,12,10
HOUSTON ROCKETS,240,43,85,9,26,10,13,13,33,21,7,8,11,17
NEW YORK KNICKS,240,21,67,6,22,34,41,9,23,15,11,6,12,20
LOS ANGELES LAKERS,240,38,73,9,16,14,22,6,34,23,6,7,14,28
DALLAS MAVERICKS,240,38,90,9,26,17,21,14,24,25,14,1,12,24
OKLAHOMA CITY THUNDER,240,37,63,6,14,24,32,6,32,19,8,8,26,19
NEW JERSEY NETS,240,29,77,6,17,14,21,9,33,17,5,5,15,26
ORLANDO MAGIC,240,36,81,9,21,13,25,11,35,25,8,4,13,19
DENVER NUGGETS,240,35,87,4,20,28,33,3,27,17,16,2,7,20
PORTLAND TRAIL BLAZERS,240,41,79,8,20,21,23,7,43,20,3,9,25,25
CHICAGO BULLS,240,43,80,6,12,16,21,8,33,25,6,5,18,27
SACRAMENTO KINGS,240,35,83,8,17,20,34,18,24,13,8,2,14,19
