team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,37,98,5,18,8,15,12,32,12,8,13,4,17
BROOKLYN NETS,240,30,91,6,31,19,22,12,43,11,2,11,16,14
HOUSTON ROCKETS,240,38,90,15,47,10,11,12,30,29,5,4,13,20
DETROIT PISTONS,240,38,75,12,25,20,27,5,30,21,8,4,11,15
CHICAGO BULLS,240,30,80,10,32,16,20,9,25,15,4,6,16,15
INDIANA PACERS,240,48,86,15,31,14,18,10,39,24,9,4,12,19
GOLDEN STATE WARRIORS,240,39,94,13,39,30,37,14,40,31,13,10,16,25
LOS ANGELES CLIPPERS,240,39,91,3,11,24,30,10,35,19,10,7,18,25
NEW ORLEANS PELICANS,240,33,78,6,29,26,28,7,31,20,5,6,15,19
MINNESOTA TIMBERWOLVES,240,44,90,9,18,19,21,13,34,26,10,5,9,20
CLEVELAND CAVALIERS,240,47,94,15,34,22,31,14,31,25,11,2,17,26
ORLANDO MAGIC,240,49,98,14,37,15,22,14,32,29,5,2,19,28
DENVER NUGGETS,240,35,76,13,34,15,21,8,38,20,2,6,25,17
SACRAMENTO KINGS,240,42,94,9,25,13,17,10,29,21,16,4,9,22
MILWAUKEE BUCKS,240,39,80,7,22,25,30,10,35,20,11,6,15,26
WASHINGTON WIZARDS,240,37,78,8,21,21,29,4,30,25,6,6,14,22
