team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES LAKERS,240,39,82,5,21,17,21,12,31,18,6,4,14,16
ATLANTA HAWKS,240,45,92,11,27,13,15,15,29,34,10,6,10,18
MINNESOTA TIMBERWOLVES,240,37,98,8,29,15,26,19,32,22,6,0,7,20
BOSTON CELTICS,240,38,86,7,21,18,23,14,36,19,3,3,12,25
PHILADELPHIA 76ERS,240,37,90,8,30,12,20,8,31,21,14,0,19,24
BROOKLYN NETS,240,47,78,21,35,15,26,4,38,35,10,2,20,20
ORLANDO MAGIC,240,33,83,5,12,12,16,9,45,21,4,3,11,20
CHICAGO BULLS,240,28,81,5,18,21,26,7,38,19,4,5,5,20
DETROIT PISTONS,240,38,88,7,20,18,28,20,35,14,3,7,8,20
INDIANA PACERS,240,35,81,6,17,20,27,9,31,18,5,4,7,20
SAN ANTONIO SPURS,240,37,76,6,18,12,21,9,27,20,8,3,22,27
LOS ANGELES CLIPPERS,240,39,76,11,23,26,35,9,34,19,12,4,18,20
UTAH JAZZ,240,39,84,5,18,11,17,11,22,17,7,2,14,20
MIAMI HEAT,240,45,71,6,15,21,26,6,35,28,10,8,14,14
WASHINGTON WIZARDS,240,39,72,11,18,13,17,6,35,21,4,3,19,25
NEW YORK KNICKS,240,33,79,11,30,24,31,9,26,21,9,6,9,20
