team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MINNESOTA TIMBERWOLVES,240,35,84,5,17,18,22,13,32,16,5,2,15,18
BOSTON CELTICS,240,37,82,5,16,17,20,7,23,22,3,7,10,18
MIAMI HEAT,240,37,76,5,15,17,19,10,36,15,5,5,11,15
CHARLOTTE BOBCATS,240,30,79,3,10,19,23,12,23,19,8,2,15,20
HOUSTON ROCKETS,240,39,91,13,30,15,21,12,30,27,6,8,10,28
DENVER NUGGETS,240,38,81,3,8,34,40,12,38,20,6,7,12,22
PHILADELPHIA 76ERS,240,30,88,5,23,12,14,18,26,13,2,1,8,17
NEW ORLEANS HORNETS,240,31,69,4,14,18,22,10,31,22,3,9,11,19
GOLDEN STATE WARRIORS,240,36,88,8,22,10,13,13,30,19,9,3,19,25
ORLANDO MAGIC,240,38,77,15,32,19,25,9,33,26,11,4,19,15
DETROIT PISTONS,240,37,81,7,21,16,21,9,30,24,3,3,7,23
UTAH JAZZ,240,34,72,5,15,29,32,8,27,23,4,4,9,18
