team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,33,84,2,12,11,18,19,28,21,5,5,16,18
BOSTON CELTICS,240,37,81,3,14,10,12,12,30,23,12,5,13,15
UTAH JAZZ,240,44,82,10,22,14,21,10,31,30,8,11,16,22
CHARLOTTE BOBCATS,240,42,88,4,8,14,22,13,26,26,7,7,15,20
MILWAUKEE BUCKS,240,39,84,10,22,16,21,11,37,21,11,15,16,18
CHICAGO BULLS,240,39,95,4,10,14,20,16,29,23,9,2,15,18
ATLANTA HAWKS,240,37,84,7,22,2,5,11,35,19,4,7,13,17
CLEVELAND CAVALIERS,240,37,81,12,23,13,20,12,33,25,10,3,10,13
ORLANDO MAGIC,240,44,93,8,24,9,10,11,32,23,5,11,11,27
DENVER NUGGETS,240,41,94,4,12,22,36,18,30,24,6,6,10,7
MEMPHIS GRIZZLIES,240,40,88,2,17,12,16,13,30,27,11,2,10,17
GOLDEN STATE WARRIORS,240,33,71,7,17,14,20,6,32,23,8,2,15,21
DALLAS MAVERICKS,240,36,84,6,18,15,18,10,24,21,10,3,13,17
LOS ANGELES CLIPPERS,240,38,79,10,24,13,21,15,32,25,9,6,21,16
HOUSTON ROCKETS,240,30,75,9,27,10,13,10,29,15,9,3,22,20
NEW ORLEANS HORNETS,240,35,84,5,19,13,16,16,30,26,11,10,16,17
MINNESOTA TIMBERWOLVES,240,31,72,3,12,19,24,11,27,21,8,4,19,18
OKLAHOMA CITY THUNDER,240,36,76,11,20,23,27,10,29,19,13,7,12,25
LOS ANGELES LAKERS,240,44,95,8,27,9,15,6,34,22,12,2,9,14
SAN ANTONIO SPURS,240,41,84,12,25,14,16,8,40,25,9,7,18,14
PHILADELPHIA 76ERS,240,29,74,2,10,12,19,9,28,15,3,6,13,14
TORONTO RAPTORS,240,39,80,1,11,11,13,10,36,26,9,3,11,16
