team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
GOLDEN STATE WARRIORS,240,46,90,10,24,16,23,6,51,29,8,14,15,27
BROOKLYN NETS,240,34,95,16,48,27,39,13,39,24,7,2,13,21
DENVER NUGGETS,240,36,84,13,31,24,35,17,30,18,8,8,20,15
LOS ANGELES LAKERS,240,53,100,12,32,9,16,13,33,36,11,5,15,27
INDIANA PACERS,240,51,85,11,23,7,8,9,33,33,9,7,12,14
MIAMI HEAT,240,35,83,13,37,12,14,10,25,21,8,2,14,11
DETROIT PISTONS,240,39,83,8,25,14,20,11,26,25,10,2,19,21
MINNESOTA TIMBERWOLVES,240,40,78,5,22,12,18,6,32,23,11,4,20,20
CHICAGO BULLS,240,42,101,12,36,9,14,12,35,20,5,1,11,21
PHOENIX SUNS,240,45,89,7,27,16,22,9,39,32,5,4,12,16
WASHINGTON WIZARDS,240,34,81,11,19,12,21,8,35,20,5,3,14,12
TORONTO RAPTORS,240,40,90,10,39,10,14,11,37,20,8,7,7,19
